카테고리,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2021년01월_계_총인구수,"521,852","22,275","27,347","30,482","37,499","39,608","27,321","22,625","24,791","27,453","20,640","35,311","38,948","20,518","27,007","24,580","33,377","22,876","20,982","18,212"
2021년01월_계_연령구간인구수,"521,852","22,275","27,347","30,482","37,499","39,608","27,321","22,625","24,791","27,453","20,640","35,311","38,948","20,518","27,007","24,580","33,377","22,876","20,982","18,212"
2021년01월_계_0~9세,"32,855","1,191","1,751","2,218","2,101","2,877","1,169","1,487","1,518","1,984","1,173","2,062","2,335",993,"1,408","1,096","2,460","2,466","1,343","1,223"
2021년01월_계_10~19세,"52,892","1,705","2,128","2,159","2,628","4,371","3,134","2,822","4,538","5,750","2,292","3,182","3,367","1,855","2,114","2,055","3,032","2,023","2,123","1,614"
2021년01월_계_20~29세,"72,828","3,820","3,239","3,568","6,725","6,676","4,610","3,092","3,216","2,984","2,602","4,320","5,281","3,304","3,240","3,457","4,623","2,701","2,740","2,630"
2021년01월_계_30~39세,"64,457","2,670","3,199","4,579","5,354","5,191","2,755","2,543","1,896","1,999","1,993","4,261","4,894","2,333","2,957","2,619","4,886","4,741","2,792","2,795"
2021년01월_계_40~49세,"85,841","3,425","4,301","4,665","5,423","6,530","4,192","4,067","5,052","6,594","3,516","5,869","5,710","3,085","3,985","3,710","5,511","3,881","3,455","2,870"
2021년01월_계_50~59세,"87,727","3,537","4,606","4,777","5,824","6,095","4,959","3,911","4,570","4,483","3,600","5,656","6,981","3,950","4,770","4,520","5,672","3,033","3,603","3,180"
2021년01월_계_60~69세,"68,252","3,093","4,410","4,617","5,438","4,511","3,584","2,538","2,264","2,082","2,652","4,840","5,930","2,877","4,363","3,692","3,999","2,250","2,773","2,339"
2021년01월_계_70~79세,"37,607","1,972","2,510","2,608","2,774","2,230","1,830","1,373","1,090",998,"1,912","3,343","2,941","1,432","2,776","2,302","1,987","1,166","1,385",978
2021년01월_계_80~89세,"16,563",728,"1,020","1,121","1,046",971,948,691,554,495,766,"1,547","1,241",580,"1,225",948,"1,003",524,651,504
2021년01월_계_90~99세,"2,541",116,169,155,169,142,131,97,79,70,122,216,218,95,136,154,197,87,113,75
2021년01월_계_100세 이상,289,18,14,15,17,14,9,4,14,14,12,15,50,14,33,27,7,4,4,4
2021년01월_남_총인구수,"251,763","11,467","13,193","14,579","18,235","19,305","13,156","10,788","12,155","13,364","9,974","16,249","18,912","10,140","13,434","11,939","15,485","10,993","9,966","8,429"
2021년01월_남_연령구간인구수,"251,763","11,467","13,193","14,579","18,235","19,305","13,156","10,788","12,155","13,364","9,974","16,249","18,912","10,140","13,434","11,939","15,485","10,993","9,966","8,429"
2021년01월_남_0~9세,"16,880",603,886,"1,132","1,070","1,498",616,777,816,"1,062",585,"1,025","1,212",493,715,556,"1,269","1,271",681,613
2021년01월_남_10~19세,"27,449",924,"1,103","1,126","1,329","2,230","1,757","1,451","2,291","3,031","1,275","1,538","1,743",949,"1,147","1,054","1,577","1,010","1,103",811
2021년01월_남_20~29세,"37,345","2,194","1,727","1,775","3,328","3,297","2,469","1,578","1,697","1,547","1,358","2,206","2,704","1,652","1,744","1,825","2,223","1,345","1,428","1,248"
