,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2020년10월_남_연령구간인구수,"527,169","234,680","7,835","11,427","22,111","10,877","5,585","5,504","10,836","10,326","15,354","18,621","8,075","18,578","16,306","10,020","10,837","16,013","22,439","12,471","1,465","145,358","16,874","22,973","11,481","18,947","14,739","10,118","11,831","7,901","5,497","12,997","12,000","147,131","13,494","9,326","17,583","25,705","13,187","13,800","17,624","10,792","25,620"
2020년10월_남_0~9세,"42,017","19,645",317,"1,584","2,755",681,334,764,"1,088","1,329","1,193","1,115",504,"1,056","1,377",400,774,"1,174","1,428","1,726",46,"10,693","1,689","1,771",657,"1,649","1,057",447,743,646,724,585,725,"11,679","1,011",454,"1,384","2,441",976,"1,060","1,158",832,"2,363"
2020년10월_남_10~19세,"54,110","21,271",683,934,"1,973","1,016",559,373,757,757,"1,669","1,480",660,"1,951","1,959",656,"1,020","1,490","2,478",779,77,"15,425","2,419","2,412","1,079","2,361","1,448",718,"1,701","1,144",489,817,837,"17,414","1,353",804,"3,035","2,927","1,653","1,616","1,638","1,191","3,197"
2020년10월_남_20~29세,"77,161","32,502","1,195","1,165","2,538","1,575",794,664,"1,294","1,118","1,907","2,421","1,187","3,128","2,369","1,563","1,615","2,648","3,637","1,430",254,"22,602","2,392","3,676","2,111","2,725","2,464","1,601","1,923","1,152",596,"2,314","1,648","22,057","2,101","1,489","2,486","3,871","1,909","1,948","3,048","1,698","3,507"
2020년10월_남_30~39세,"70,390","33,914",872,"1,867","3,674","1,298",658,"1,172","2,135","2,274","1,745","2,208",952,"2,200","2,135","1,312","1,432","2,539","2,568","2,703",170,"18,573","1,665","2,730","1,496","2,286","2,214","1,673","1,056",702,751,"2,413","1,587","17,903","1,642",985,"1,696","3,537","1,533","1,616","2,721","1,410","2,763"
2020년10월_남_40~49세,"88,367","39,435","1,146","2,226","4,371","1,791",841,962,"1,831","1,860","2,699","3,071","1,163","2,807","2,953","1,522","1,735","2,396","3,626","2,260",175,"24,308","3,201","3,508","1,704","3,251","2,355","1,853","1,889","1,296","1,023","2,343","1,885","24,624","2,080","1,305","3,249","4,474","2,099","2,213","2,698","1,776","4,730"
2020년10월_남_50~59세,"95,788","41,113","1,690","1,548","3,077","2,152","1,010",767,"1,510","1,312","2,665","3,564","1,627","3,743","2,845","2,165","2,047","2,941","4,551","1,603",296,"27,280","3,156","4,354","2,097","3,359","2,690","1,961","2,386","1,549",967,"2,359","2,402","27,395","2,542","2,096","3,175","4,704","2,354","2,464","3,271","1,973","4,816"
2020년10월_남_60~69세,"59,849","27,770","1,179","1,284","2,194","1,401",786,470,"1,274","1,024","1,933","2,809","1,191","2,023","1,578","1,506","1,389","1,711","2,537","1,209",272,"16,359","1,525","2,751","1,415","2,042","1,593","1,154","1,339",788,640,"1,297","1,815","15,720","1,619","1,385","1,648","2,297","1,498","1,575","1,908","1,147","2,643"
2020년10월_남_70~79세,"26,400","13,090",531,616,"1,132",646,389,226,697,479,"1,082","1,410",555,"1,008",667,620,536,747,"1,079",548,122,"6,631",561,"1,162",634,836,593,484,506,343,232,507,773,"6,679",769,534,576,929,677,749,812,506,"1,127"
2020년10월_남_80~89세,"11,798","5,379",200,184,370,296,199,78,231,151,414,489,218,603,388,254,269,335,472,181,47,"3,119",237,536,258,390,296,203,254,242,69,333,301,"3,300",343,249,296,475,432,490,336,241,438
2020년10월_남_90~99세,"1,195",501,19,18,27,20,14,18,14,21,41,41,16,55,34,21,19,30,62,27,4,348,28,68,27,48,27,24,31,38,5,27,25,346,33,25,36,50,54,65,32,17,34
2020년10월_남_100세 이상,94,60,3,1,0,1,1,10,5,1,6,13,2,4,1,1,1,2,1,5,2,20,1,5,3,0,2,0,3,1,1,2,2,14,1,0,2,0,2,4,2,1,2
2020년10월_여_총인구수,"549,395","239,978","7,334","12,346","23,322","10,982","5,963","5,760","11,586","10,400","15,180","18,028","7,651","19,663","17,270","9,193","11,410","16,550","23,706","12,558","1,076","153,368","17,784","24,558","12,258","20,350","16,172","10,784","12,714","8,818","5,207","13,754","10,969","156,049","14,322","9,455","18,655","26,706","14,977","15,651","18,838","11,092","26,353"
2020년10월_여_연령구간인구수,"549,395","239,978","7,334","12,346","23,322","10,982","5,963","5,760","11,586","10,400","15,180","18,028","7,651","19,663","17,270","9,193","11,410","16,550","23,706","12,558","1,076","153,368","17,784","24,558","12,258","20,350","16,172","10,784","12,714","8,818","5,207","13,754","10,969","156,049","14,322","9,455","18,655","26,706","14,977","15,651","18,838","11,092","26,353"
2020년10월_여_0~9세,"40,434","18,942",267,"1,587","2,738",652,333,761,"1,142","1,225","1,113","1,065",424,"1,018","1,334",346,686,"1,141","1,374","1,698",38,"10,190","1,650","1,713",590,"1,600","1,018",465,700,597,646,537,674,"11,302","1,031",490,"1,288","2,284",950,973,"1,130",837,"2,319"
2020년10월_여_10~19세,"51,354","20,264",557,"1,003","1,953",875,524,421,686,730,"1,509","1,366",586,"1,777","1,863",597,"1,075","1,402","2,460",820,60,"14,371","2,253","2,138","1,070","2,230","1,362",640,"1,609","1,099",460,785,725,"16,719","1,341",718,"2,862","2,752","1,651","1,620","1,444","1,132","3,199"
2020년10월_여_20~29세,"73,579","30,295",957,"1,151","2,565","1,413",670,812,"1,425","1,213","1,674","1,955",943,"3,123","2,272","1,321","1,527","2,390","3,321","1,400",163,"22,317","2,375","3,345","1,933","2,677","2,549","1,826","1,956","1,148",537,"2,688","1,283","20,967","1,933","1,320","2,368","3,669","1,798","1,925","3,350","1,440","3,164"
2020년10월_여_30~39세,"71,726","33,360",652,"2,203","4,105","1,222",637,"1,208","2,121","2,315","1,634","1,943",854,"2,106","2,212",980,"1,323","2,384","2,545","2,814",102,"19,552","2,090","2,874","1,429","2,458","2,288","1,715","1,221",903,889,"2,370","1,315","18,814","1,615",960,"1,824","3,639","1,762","1,751","2,649","1,542","3,072"
2020년10월_여_40~49세,"94,224","39,108","1,062","2,068","4,059","1,735",949,877,"1,786","1,740","2,622","2,691","1,124","3,170","3,367","1,273","1,877","2,654","3,987","1,939",128,"27,068","3,730","3,935","1,963","3,673","2,754","1,916","2,332","1,709",928,"2,524","1,604","28,048","2,334","1,315","4,055","4,870","2,629","2,672","3,008","2,014","5,151"
2020년10월_여_50~59세,"98,535","41,470","1,506","1,760","3,352","2,090","1,092",762,"1,749","1,299","2,388","3,382","1,566","3,892","2,937","1,882","2,214","3,097","4,726","1,596",180,"28,425","3,055","4,926","2,410","3,636","3,041","1,886","2,447","1,577",893,"2,412","2,142","28,640","2,730","2,142","3,341","4,839","2,676","2,788","3,545","2,004","4,575"
2020년10월_여_60~69세,"59,486","28,233","1,146","1,461","2,451","1,478",811,481,"1,389","1,028","2,108","2,893","1,083","2,015","1,498","1,419","1,338","1,610","2,558","1,284",182,"15,886","1,360","2,805","1,511","2,102","1,703","1,122","1,201",762,519,"1,145","1,656","15,367","1,625","1,292","1,479","2,203","1,526","1,601","1,911","1,135","2,595"
2020년10월_여_70~79세,"35,432","17,234",709,702,"1,336",932,552,263,826,550,"1,368","1,696",636,"1,558","1,055",812,840,"1,098","1,555",605,141,"8,896",782,"1,576",808,"1,176",899,667,686,505,214,738,845,"9,302","1,050",708,787,"1,416","1,070","1,224","1,070",588,"1,389"
2020년10월_여_80~89세,"20,847","9,376",413,352,659,490,342,141,396,239,663,843,348,873,635,473,456,662,"1,007",317,67,"5,598",412,"1,043",468,681,476,469,469,443,89,477,571,"5,873",564,433,536,877,792,956,625,342,748
2020년10월_여_90~99세,"3,540","1,545",61,55,99,86,50,24,56,50,94,165,77,119,94,85,71,105,170,73,11,"1,023",74,193,73,113,78,72,87,75,30,77,151,972,89,72,111,153,118,135,101,57,136
2020년10월_여_100세 이상,238,151,4,4,5,9,3,10,10,11,7,29,10,12,3,5,3,7,3,12,4,42,3,10,3,4,4,6,6,0,2,1,3,45,10,5,4,4,5,6,5,1,5
