카테고리,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2021년06월_남_연령구간인구수,"323,491","164,603","3,762","2,032","5,994","2,500","3,173","4,215","6,993","9,775","20,084","6,212","22,298","5,650","6,492","10,704","5,228","4,837","6,942","19,280","18,432","158,888","6,981","8,902","5,610","15,783","10,392","4,117","4,888","4,145","5,140","7,569","9,730","30,904","12,959","6,470","15,529","9,769",0
2021년06월_남_0~9세,"26,961","12,322",174,53,318,113,150,166,479,705,"1,685",302,"1,966",358,338,734,311,246,517,"2,227","1,480","14,639",332,720,278,"1,252","1,024",94,216,150,323,406,708,"4,111","1,007",446,"1,997","1,575",0
2021년06월_남_10~19세,"36,530","18,395",227,87,433,194,230,319,700,"1,339","2,510",446,"2,769",545,609,"1,279",511,455,752,"2,633","2,357","18,135",588,"1,183",372,"2,065",840,168,331,247,403,613,"1,250","4,538","1,596",520,"1,571","1,850",0
2021년06월_남_20~29세,"48,848","25,479",466,205,748,267,376,553,"1,135","1,660","3,255",732,"3,064",895,"1,055","1,709",729,760,"1,079","3,128","3,663","23,369",901,"1,244",782,"2,442","1,820","1,315",817,528,725,"1,100","1,508","4,242","2,078",861,"2,030",976,0
2021년06월_남_30~39세,"41,220","20,042",417,199,645,268,302,398,835,"1,216","2,647",708,"2,533",633,697,"1,052",533,527,809,"2,501","3,122","21,178",715,911,718,"2,006","1,818",549,569,461,760,"1,072",944,"4,444","1,478",938,"2,643","1,152",0
2021년06월_남_40~49세,"51,837","25,117",491,303,893,361,414,631,886,"1,611","3,171",926,"3,499",753,793,"1,543",763,669,964,"3,277","3,169","26,720",936,"1,467",775,"2,934","1,647",511,651,688,773,"1,287","1,411","5,789","1,938","1,000","2,654","2,259",0
2021년06월_남_50~59세,"52,412","27,609",641,343,951,446,546,752,"1,121","1,646","3,440","1,113","3,717","1,029","1,175","2,049",836,839,"1,056","2,907","3,002","24,803","1,121","1,379",934,"2,588","1,384",565,786,799,870,"1,410","1,704","4,388","2,214","1,157","2,251","1,253",0
2021년06월_남_60~69세,"37,820","20,576",669,407,989,425,607,737,"1,033",998,"1,977","1,091","2,904",860,"1,097","1,425",806,743,996,"1,748","1,064","17,244","1,128","1,028",852,"1,432","1,028",485,716,716,737,"1,022","1,358","2,235","1,586",925,"1,500",496,0
2021년06월_남_70~79세,"19,837","10,782",462,294,687,296,387,484,547,433,966,650,"1,374",428,564,631,526,457,537,655,404,"9,055",792,706,618,769,591,284,571,418,388,449,590,858,780,441,640,160,0
2021년06월_남_80~89세,"7,348","3,899",194,126,302,117,147,164,233,153,401,224,427,134,153,249,197,124,210,179,165,"3,449",429,249,266,272,223,136,212,129,145,192,237,270,256,168,221,44,0
2021년06월_남_90~99세,663,372,20,15,27,13,13,10,23,14,32,19,45,14,11,33,16,17,22,24,4,291,39,14,15,23,17,10,19,9,15,17,20,28,26,14,21,4,0
2021년06월_남_100세 이상,15,10,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,2,5,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
2021년06월_여_총인구수,"333,937","173,365","3,732","2,035","6,245","2,580","3,184","4,412","7,530","9,842","21,308","6,707","23,862","5,992","6,951","11,388","5,673","5,346","7,833","20,341","18,404","160,572","7,253","9,599","5,693","16,390","10,203","3,572","5,018","3,455","5,133","6,975","10,562","31,413","13,539","6,113","15,318","10,336",0
2021년06월_여_연령구간인구수,"333,937","173,365","3,732","2,035","6,245","2,580","3,184","4,412","7,530","9,842","21,308","6,707","23,862","5,992","6,951","11,388","5,673","5,346","7,833","20,341","18,404","160,572","7,253","9,599","5,693","16,390","10,203","3,572","5,018","3,455","5,133","6,975","10,562","31,413","13,539","6,113","15,318","10,336",0
2021년06월_여_0~9세,"25,696","11,618",145,39,279,97,138,135,423,675,"1,616",262,"1,911",325,322,759,277,255,435,"2,098","1,427","14,078",275,735,259,"1,259",981,108,194,135,354,425,718,"3,896","1,009",405,"1,819","1,506",0
2021년06월_여_10~19세,"34,122","16,933",225,73,364,168,198,314,594,"1,253","2,411",379,"2,554",516,594,"1,123",422,429,750,"2,372","2,194","17,189",474,"1,151",345,"1,991",765,166,298,235,414,604,"1,226","4,268","1,485",471,"1,491","1,805",0
2021년06월_여_20~29세,"44,315","23,776",406,188,648,261,310,453,"1,147","1,570","3,131",645,"2,808",772,939,"1,386",653,715,978,"3,063","3,703","20,539",810,"1,098",769,"2,298","1,632","1,004",705,343,696,951,"1,219","3,690","1,891",685,"1,798",950,0
2021년06월_여_30~39세,"40,224","19,477",348,137,632,221,253,331,826,"1,126","2,643",577,"2,613",565,612,"1,072",533,528,807,"2,776","2,877","20,747",586,969,588,"1,969","1,687",387,458,280,620,850,"1,014","4,903","1,457",818,"2,572","1,589",0
2021년06월_여_40~49세,"54,027","27,286",406,194,763,307,364,515,"1,004","1,809","3,763",794,"3,942",864,897,"1,816",735,692,"1,127","3,665","3,629","26,741",852,"1,632",663,"3,107","1,417",324,561,393,735,"1,134","1,679","6,223","2,139",829,"2,566","2,487",0
2021년06월_여_50~59세,"54,092","29,447",601,303,973,371,495,747,"1,344","1,626","3,650","1,145","4,038","1,170","1,416","2,282",963,963,"1,448","3,231","2,681","24,645","1,156","1,466",909,"2,607","1,386",488,808,609,860,"1,199","1,861","4,332","2,454","1,039","2,329","1,142",0
2021년06월_여_60~69세,"41,632","23,105",743,473,"1,160",460,671,938,"1,178","1,009","2,137","1,280","3,295",941,"1,226","1,517","1,014",942,"1,197","1,869","1,055","18,527","1,251","1,256","1,033","1,534","1,170",524,939,678,780,924,"1,538","2,378","1,636",872,"1,491",523,0
2021년06월_여_70~79세,"24,686","13,398",521,395,871,417,441,616,638,461,"1,229",988,"1,648",514,606,828,706,561,678,760,520,"11,288","1,151",861,748,"1,012",753,361,700,504,422,530,777,"1,051",906,548,770,194,0
2021년06월_여_80~89세,"12,842","6,994",281,189,470,237,262,314,323,256,632,538,906,273,286,494,316,221,336,399,261,"5,848",616,368,331,528,344,177,323,240,212,305,454,559,480,387,411,113,0
2021년06월_여_90~99세,"2,223","1,284",48,44,81,41,51,46,51,54,95,97,141,50,52,109,52,39,74,106,53,939,79,61,45,82,65,33,30,37,40,52,73,112,79,59,66,26,0
2021년06월_여_100세 이상,78,47,8,0,4,0,1,3,2,3,1,2,6,2,1,2,2,1,3,2,4,31,3,2,3,3,3,0,2,1,0,1,3,1,3,0,5,1,0
