카테고리,경기도 광명시,경기도 광명시 광명1동,경기도 광명시 광명2동,경기도 광명시 광명3동,경기도 광명시 광명4동,경기도 광명시 광명5동,경기도 광명시 광명6동,경기도 광명시 광명7동,경기도 광명시 철산1동,경기도 광명시 철산2동,경기도 광명시 철산3동,경기도 광명시 철산4동,경기도 광명시 하안1동,경기도 광명시 하안2동,경기도 광명시 하안3동,경기도 광명시 하안4동,경기도 광명시 소하1동,경기도 광명시 소하2동,경기도 광명시 학온동
2020년11월_계_총인구수,"300,092","1,099","3,904","9,884","14,226","14,797","10,901","16,976","11,319","10,344","32,968","13,552","26,584","14,218","20,819","12,729","32,222","51,327","2,223"
2020년11월_계_연령구간인구수,"300,092","1,099","3,904","9,884","14,226","14,797","10,901","16,976","11,319","10,344","32,968","13,552","26,584","14,218","20,819","12,729","32,222","51,327","2,223"
2020년11월_계_0~9세,"23,465",30,151,377,716,889,861,942,987,412,"2,918","1,067","2,417","1,033","1,543","1,065","3,089","4,902",66
2020년11월_계_10~19세,"30,770",46,259,620,938,"1,309","1,173","1,576","1,430",728,"4,203","1,223","3,266","1,135","1,908","1,490","4,325","5,056",85
2020년11월_계_20~29세,"38,423",135,466,"1,309","1,935","1,879","1,307","2,389","1,455","1,544","4,220","1,704","3,279","1,699","2,515","1,652","3,688","7,042",205
2020년11월_계_30~39세,"41,469",146,437,"1,185","1,890","1,814","1,309","1,989","1,468","1,415","3,915","2,372","3,031","2,579","2,961","2,087","4,045","8,595",231
2020년11월_계_40~49세,"51,902",145,576,"1,419","2,025","2,402","1,864","2,564","2,144","1,530","6,171","2,349","5,067","2,476","3,544","2,381","6,264","8,754",227
2020년11월_계_50~59세,"49,988",248,721,"1,900","2,502","2,570","1,830","3,076","1,873","2,138","5,501","2,177","4,533","2,171","3,342","2,027","4,855","8,090",434
2020년11월_계_60~69세,"37,471",198,702,"1,696","2,420","2,225","1,469","2,623","1,183","1,602","3,736","1,594","3,019","1,665","2,570","1,198","3,630","5,413",528
2020년11월_계_70~79세,"17,856",105,414,970,"1,269","1,168",762,"1,259",536,631,"1,531",774,"1,323",857,"1,496",537,"1,565","2,404",255
2020년11월_계_80~89세,"7,464",34,153,358,450,473,279,484,208,290,664,260,538,510,807,260,627,904,165
2020년11월_계_90~99세,"1,143",9,21,44,62,62,39,67,34,47,101,30,104,79,124,31,117,152,20
