카테고리,인천광역시 미추홀구,인천광역시 미추홀구 숭의2동,인천광역시 미추홀구 숭의1.3동,인천광역시 미추홀구 숭의4동,인천광역시 미추홀구 용현1.4동,인천광역시 미추홀구 용현2동,인천광역시 미추홀구 용현3동,인천광역시 미추홀구 용현5동,인천광역시 미추홀구 학익1동,인천광역시 미추홀구 학익2동,인천광역시 미추홀구 도화1동,인천광역시 미추홀구 도화2.3동,인천광역시 미추홀구 주안1동,인천광역시 미추홀구 주안2동,인천광역시 미추홀구 주안3동,인천광역시 미추홀구 주안4동,인천광역시 미추홀구 주안5동,인천광역시 미추홀구 주안6동,인천광역시 미추홀구 주안7동,인천광역시 미추홀구 주안8동,인천광역시 미추홀구 관교동,인천광역시 미추홀구 문학동
2021년04월_계_총인구수,"403,999","14,734","14,444","16,560","17,186","17,906","7,376","47,964","30,785","18,786","23,184","32,465","20,591","16,530","8,872","13,887","17,278","22,193","12,743","21,275","15,328","13,912"
2021년04월_계_연령구간인구수,"403,999","14,734","14,444","16,560","17,186","17,906","7,376","47,964","30,785","18,786","23,184","32,465","20,591","16,530","8,872","13,887","17,278","22,193","12,743","21,275","15,328","13,912"
2021년04월_계_0~9세,"26,781","1,098","1,105","1,051",620,"1,288",281,"4,044","2,105","1,080","1,593","3,137","1,248",877,435,572,788,"1,940",570,"1,212",997,740
2021년04월_계_10~19세,"31,584",925,857,"1,289",965,"1,318",349,"4,900","3,413","1,726","1,553","2,538",896,"1,067",678,864,"1,139","1,780",945,"1,898","1,313","1,171"
2021년04월_계_20~29세,"56,892","1,947","2,159","2,166","3,939","2,644",845,"6,892","4,036","2,388","3,264","3,935","4,233","2,075","1,186","1,672","2,394","2,831","1,510","2,839","2,024","1,913"
2021년04월_계_30~39세,"55,411","2,201","2,438","2,172","1,797","2,783",863,"6,406","3,128","2,127","3,533","5,756","4,284","2,037",964,"1,529","2,416","3,402","1,320","2,510","1,884","1,861"
2021년04월_계_40~49세,"63,314","2,192","2,068","2,495","2,059","2,604",948,"8,366","5,367","2,915","3,565","5,266","3,144","2,350","1,353","1,894","2,586","3,839","1,921","3,291","2,263","2,828"
2021년04월_계_50~59세,"66,740","2,420","2,279","2,695","2,585","2,765","1,277","7,815","5,519","3,358","3,767","4,731","3,128","2,828","1,506","2,327","3,057","3,295","2,273","3,904","2,681","2,530"
2021년04월_계_60~69세,"56,906","2,085","1,906","2,466","2,594","2,373","1,412","5,512","4,134","2,773","3,191","4,157","2,246","2,844","1,438","2,596","2,688","2,899","2,263","3,200","2,453","1,676"
2021년04월_계_70~79세,"31,165","1,218","1,030","1,498","1,797","1,478",908,"2,706","2,121","1,598","1,841","1,996",950,"1,645",906,"1,651","1,444","1,455","1,289","1,660","1,153",821
2021년04월_계_80~89세,"13,140",554,512,633,716,548,433,"1,156",843,708,760,824,397,699,348,684,659,646,562,668,473,317
2021년04월_계_90~99세,"1,977",89,86,93,113,92,54,164,112,109,114,114,62,107,52,97,103,102,87,91,84,52
2021년04월_계_100세 이상,89,5,4,2,1,13,6,3,7,4,3,11,3,1,6,1,4,4,3,2,3,3
2021년04월_남_총인구수,"203,495","7,464","7,254","8,290","9,275","8,993","3,869","23,824","15,333","9,254","11,590","16,472","10,779","8,381","4,493","6,938","8,652","11,078","6,182","10,390","7,522","7,462"
2021년04월_남_연령구간인구수,"203,495","7,464","7,254","8,290","9,275","8,993","3,869","23,824","15,333","9,254","11,590","16,472","10,779","8,381","4,493","6,938","8,652","11,078","6,182","10,390","7,522","7,462"
2021년04월_남_0~9세,"13,701",561,577,530,319,669,143,"2,077","1,043",532,847,"1,593",664,441,224,292,383,"1,002",277,610,541,376
2021년04월_남_10~19세,"16,277",471,436,693,500,720,171,"2,537","1,812",887,753,"1,303",455,570,360,416,563,908,514,941,669,598
2021년04월_남_20~29세,"30,006","1,045","1,070","1,136","2,495","1,319",516,"3,493","2,147","1,291","1,659","2,024","2,089","1,145",634,909,"1,237","1,437",803,"1,505","1,030","1,022"
2021년04월_남_30~39세,"29,749","1,210","1,298","1,173","1,074","1,488",515,"3,250","1,595","1,128","1,877","3,079","2,414","1,084",537,843,"1,370","1,764",707,"1,342",954,"1,047"
2021년04월_남_40~49세,"33,517","1,197","1,151","1,279","1,182","1,358",559,"4,267","2,636","1,460","1,911","2,847","1,808","1,287",723,"1,045","1,414","2,043",978,"1,650","1,131","1,591"
2021년04월_남_50~59세,"33,607","1,234","1,139","1,372","1,336","1,403",707,"3,853","2,767","1,666","1,880","2,333","1,598","1,470",777,"1,216","1,534","1,661","1,086","1,858","1,253","1,464"
2021년04월_남_60~69세,"27,238","1,001",940,"1,173","1,244","1,127",660,"2,674","2,023","1,294","1,517","2,064","1,130","1,336",706,"1,176","1,271","1,314","1,043","1,480","1,196",869
2021년04월_남_70~79세,"14,129",531,457,691,802,693,414,"1,223",970,725,822,908,455,770,393,757,633,674,545,733,562,371
2021년04월_남_80~89세,"4,792",189,175,212,295,192,164,416,317,242,292,299,154,254,117,264,225,255,204,245,165,116
2021년04월_남_90~99세,454,24,11,31,28,20,19,34,20,28,32,18,10,24,20,19,20,19,24,26,20,7
2021년04월_남_100세 이상,25,1,0,0,0,4,1,0,3,1,0,4,2,0,2,1,2,1,1,0,1,1
2021년04월_여_총인구수,"200,504","7,270","7,190","8,270","7,911","8,913","3,507","24,140","15,452","9,532","11,594","15,993","9,812","8,149","4,379","6,949","8,626","11,115","6,561","10,885","7,806","6,450"
2021년04월_여_연령구간인구수,"200,504","7,270","7,190","8,270","7,911","8,913","3,507","24,140","15,452","9,532","11,594","15,993","9,812","8,149","4,379","6,949","8,626","11,115","6,561","10,885","7,806","6,450"
2021년04월_여_0~9세,"13,080",537,528,521,301,619,138,"1,967","1,062",548,746,"1,544",584,436,211,280,405,938,293,602,456,364
2021년04월_여_10~19세,"15,307",454,421,596,465,598,178,"2,363","1,601",839,800,"1,235",441,497,318,448,576,872,431,957,644,573
2021년04월_여_20~29세,"26,886",902,"1,089","1,030","1,444","1,325",329,"3,399","1,889","1,097","1,605","1,911","2,144",930,552,763,"1,157","1,394",707,"1,334",994,891
2021년04월_여_30~39세,"25,662",991,"1,140",999,723,"1,295",348,"3,156","1,533",999,"1,656","2,677","1,870",953,427,686,"1,046","1,638",613,"1,168",930,814
2021년04월_여_40~49세,"29,797",995,917,"1,216",877,"1,246",389,"4,099","2,731","1,455","1,654","2,419","1,336","1,063",630,849,"1,172","1,796",943,"1,641","1,132","1,237"
2021년04월_여_50~59세,"33,133","1,186","1,140","1,323","1,249","1,362",570,"3,962","2,752","1,692","1,887","2,398","1,530","1,358",729,"1,111","1,523","1,634","1,187","2,046","1,428","1,066"
2021년04월_여_60~69세,"29,668","1,084",966,"1,293","1,350","1,246",752,"2,838","2,111","1,479","1,674","2,093","1,116","1,508",732,"1,420","1,417","1,585","1,220","1,720","1,257",807
2021년04월_여_70~79세,"17,036",687,573,807,995,785,494,"1,483","1,151",873,"1,019","1,088",495,875,513,894,811,781,744,927,591,450
2021년04월_여_80~89세,"8,348",365,337,421,421,356,269,740,526,466,468,525,243,445,231,420,434,391,358,423,308,201
2021년04월_여_90~99세,"1,523",65,75,62,85,72,35,130,92,81,82,96,52,83,32,78,83,83,63,65,64,45
2021년04월_여_100세 이상,64,4,4,2,1,9,5,3,4,3,3,7,1,1,4,0,2,3,2,2,2,2
