카테고리,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2020년07월_계_총인구수,"352,726","17,910","8,718","3,773","26,500","2,270","2,195","8,743","7,248","3,624","2,791","5,208","12,899","8,812","15,801","43,216","8,713","4,991","27,755","13,736","10,158","25,123","8,355","7,591","32,980","43,616"
2020년07월_계_연령구간인구수,"352,726","17,910","8,718","3,773","26,500","2,270","2,195","8,743","7,248","3,624","2,791","5,208","12,899","8,812","15,801","43,216","8,713","4,991","27,755","13,736","10,158","25,123","8,355","7,591","32,980","43,616"
2020년07월_계_0~9세,"28,687","1,213",388,111,"4,441",43,52,442,411,59,57,232,727,410,795,"3,401",394,180,"1,992","1,098",836,"1,863",295,495,"3,378","5,374"
2020년07월_계_10~19세,"36,202","1,689",549,163,"2,205",92,76,641,678,124,104,368,"1,330",801,"1,741","5,298",657,309,"2,438","1,258","1,172","2,749",727,873,"4,376","5,784"
2020년07월_계_20~29세,"45,201","2,102","1,015",330,"2,843",135,137,"1,460",964,222,191,754,"1,667","1,234","2,173","6,298","1,661",598,"4,319","1,982","1,069","3,020",966,933,"4,051","5,077"
2020년07월_계_30~39세,"45,421","1,916",717,249,"6,575",91,130,833,829,176,211,529,"1,242",802,"1,418","5,406",908,442,"3,891","1,682","1,142","2,878",676,678,"4,544","7,456"
2020년07월_계_40~49세,"57,490","2,954","1,020",340,"4,392",179,172,"1,198","1,185",305,291,648,"1,783","1,185","2,453","7,948","1,060",630,"4,079","2,140","1,769","4,273","1,096","1,216","6,395","8,779"
2020년07월_계_50~59세,"60,441","3,293","1,752",762,"2,923",407,470,"1,539","1,417",786,604,"1,009","2,455","1,783","3,141","7,461","1,460",970,"5,264","2,342","1,700","4,581","1,639","1,466","5,119","6,098"
2020년07월_계_60~69세,"44,015","2,446","1,778",886,"1,928",614,570,"1,451",989,994,637,868,"1,920","1,382","2,261","4,222","1,326",957,"3,567","1,809","1,337","3,226","1,500","1,064","3,211","3,072"
2020년07월_계_70~79세,"21,638","1,422",884,486,710,405,340,697,474,571,376,482,"1,108",775,"1,069","2,048",763,547,"1,358",912,731,"1,573",872,505,"1,253","1,277"
2020년07월_계_80~89세,"11,765",758,530,404,408,262,207,429,260,337,260,283,579,383,654,991,405,305,722,441,363,848,500,292,543,601
2020년07월_계_90~99세,"1,760",111,81,42,71,40,38,51,41,50,55,31,83,53,93,135,72,50,116,68,36,109,75,63,104,92
2020년07월_계_100세 이상,106,6,4,0,4,2,3,2,0,0,5,4,5,4,3,8,7,3,9,4,3,3,9,6,6,6
2020년07월_남_총인구수,"175,077","9,130","4,557","1,982","13,082","1,158","1,116","4,617","3,809","1,865","1,487","2,513","6,191","4,256","7,644","21,279","4,276","2,486","13,468","7,192","5,119","12,519","4,122","3,740","16,229","21,240"
2020년07월_남_연령구간인구수,"175,077","9,130","4,557","1,982","13,082","1,158","1,116","4,617","3,809","1,865","1,487","2,513","6,191","4,256","7,644","21,279","4,276","2,486","13,468","7,192","5,119","12,519","4,122","3,740","16,229","21,240"
2020년07월_남_0~9세,"14,634",609,202,66,"2,203",17,27,227,215,31,33,118,353,199,368,"1,756",209,97,"1,052",567,449,975,139,261,"1,752","2,709"
2020년07월_남_10~19세,"18,792",853,281,92,"1,099",41,35,338,358,72,58,196,733,392,880,"2,767",374,168,"1,265",701,617,"1,429",400,437,"2,341","2,865"
2020년07월_남_20~29세,"24,007","1,194",613,195,"1,378",80,73,825,530,123,106,396,860,685,"1,160","3,412",803,339,"2,209","1,106",574,"1,613",526,511,"2,191","2,505"
2020년07월_남_30~39세,"23,037","1,028",402,142,"3,307",53,91,465,478,110,110,262,619,411,724,"2,724",502,238,"2,038",890,564,"1,488",409,343,"2,147","3,492"
2020년07월_남_40~49세,"28,399","1,535",551,202,"2,297",119,93,672,610,184,186,336,832,547,"1,180","3,751",539,349,"1,872","1,127",907,"2,152",556,563,"3,031","4,208"
2020년07월_남_50~59세,"30,394","1,748",937,425,"1,371",226,254,815,777,410,369,493,"1,195",867,"1,559","3,686",698,494,"2,422","1,255",893,"2,320",819,721,"2,466","3,174"
2020년07월_남_60~69세,"21,771","1,246",941,477,962,322,303,783,521,520,357,402,887,661,"1,098","2,011",620,451,"1,723",950,664,"1,560",728,544,"1,543","1,497"
2020년07월_남_70~79세,"9,532",632,422,234,322,199,149,325,233,267,164,199,489,337,456,812,343,218,609,405,306,673,363,239,569,567
2020년07월_남_80~89세,"4,086",255,188,141,127,90,84,154,82,131,87,98,204,143,201,324,163,123,253,174,136,285,163,106,173,201
2020년07월_남_90~99세,401,29,18,8,16,11,6,12,5,17,17,11,19,12,17,33,23,9,24,16,9,23,16,14,15,21
2020년07월_남_100세 이상,24,1,2,0,0,0,1,1,0,0,0,2,0,2,1,3,2,0,1,1,0,1,3,1,1,1
2020년07월_여_총인구수,"177,649","8,780","4,161","1,791","13,418","1,112","1,079","4,126","3,439","1,759","1,304","2,695","6,708","4,556","8,157","21,937","4,437","2,505","14,287","6,544","5,039","12,604","4,233","3,851","16,751","22,376"
2020년07월_여_연령구간인구수,"177,649","8,780","4,161","1,791","13,418","1,112","1,079","4,126","3,439","1,759","1,304","2,695","6,708","4,556","8,157","21,937","4,437","2,505","14,287","6,544","5,039","12,604","4,233","3,851","16,751","22,376"
2020년07월_여_0~9세,"14,053",604,186,45,"2,238",26,25,215,196,28,24,114,374,211,427,"1,645",185,83,940,531,387,888,156,234,"1,626","2,665"
2020년07월_여_10~19세,"17,410",836,268,71,"1,106",51,41,303,320,52,46,172,597,409,861,"2,531",283,141,"1,173",557,555,"1,320",327,436,"2,035","2,919"
2020년07월_여_20~29세,"21,194",908,402,135,"1,465",55,64,635,434,99,85,358,807,549,"1,013","2,886",858,259,"2,110",876,495,"1,407",440,422,"1,860","2,572"
2020년07월_여_30~39세,"22,384",888,315,107,"3,268",38,39,368,351,66,101,267,623,391,694,"2,682",406,204,"1,853",792,578,"1,390",267,335,"2,397","3,964"
