카테고리,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2020년05월_계_총인구수,"841,540","182,516","2,277","5,104","3,992","6,996","4,127","5,852","7,086","9,227","11,210","30,401","13,797","49,226","33,221","199,866","10,282","3,445","8,120","14,764","15,143","15,146","27,288","31,803","14,094","13,884","45,897","264,709","21,500","10,957","17,884","17,700","51,856","16,444","51,404","9,959","24,866","28,488","13,651","194,449","19,909","68,852","4,701","12,584","8,927","11,812","49,015","18,649"
2020년05월_계_연령구간인구수,"841,540","182,516","2,277","5,104","3,992","6,996","4,127","5,852","7,086","9,227","11,210","30,401","13,797","49,226","33,221","199,866","10,282","3,445","8,120","14,764","15,143","15,146","27,288","31,803","14,094","13,884","45,897","264,709","21,500","10,957","17,884","17,700","51,856","16,444","51,404","9,959","24,866","28,488","13,651","194,449","19,909","68,852","4,701","12,584","8,927","11,812","49,015","18,649"
2020년05월_계_0~9세,"75,999","15,462",42,114,104,460,118,236,249,458,743,"2,627","1,611","5,026","3,674","14,990",666,103,347,"1,474",752,767,"2,540","2,780",629,755,"4,177","24,614","2,232",732,"2,279","1,007","6,208",703,"4,373",574,"1,869","2,142","2,495","20,933","1,629","10,288",103,570,385,739,"4,584","2,635"
2020년05월_계_10~19세,"87,099","19,383",60,225,134,443,209,446,421,721,993,"3,859","1,980","6,049","3,843","21,267",688,133,582,"1,429","1,044","1,083","4,198","4,360","1,045","1,146","5,559","26,891","2,130","1,066","1,284","1,595","6,695","1,180","6,575",605,"2,452","2,418",891,"19,558","1,968","7,303",196,785,618,938,"5,462","2,288"
2020년05월_계_20~29세,"119,323","23,367",179,357,334,779,323,823,980,"1,132","1,396","3,968","1,618","6,771","4,707","28,964","1,187",201,969,"1,831","3,413","2,379","3,685","4,697","2,106","1,806","6,690","41,083","2,693","1,470","2,046","2,665","7,498","3,411","7,620","2,036","4,340","5,263","2,041","25,909","2,388","8,678",376,"2,085","1,150","1,758","7,541","1,933"
2020년05월_계_30~39세,"119,369","21,619",136,285,256,724,257,597,730,907,"1,300","3,382","1,651","6,760","4,634","23,989","1,118",236,822,"2,053","2,079","1,691","3,334","3,649","1,427","1,347","6,233","41,226","3,529","1,184","3,593","2,013","8,725","1,887","6,251","1,643","4,084","4,734","3,583","32,535","2,241","15,782",306,"1,545",902,"1,289","7,220","3,250"
2020년05월_계_40~49세,"136,581","29,365",186,427,384,838,438,786,903,"1,293","1,657","5,448","2,610","8,714","5,681","31,945","1,325",364,"1,097","2,112","1,938","1,958","5,335","5,943","1,892","1,770","8,211","43,314","3,750","1,574","2,483","2,596","10,148","2,141","8,920","1,397","4,059","4,433","1,813","31,957","3,195","12,122",448,"1,625","1,199","1,777","8,114","3,477"
2020년05월_계_50~59세,"137,507","31,895",467,993,903,"1,368",796,"1,021","1,211","1,710","1,962","5,182","2,162","8,272","5,848","35,149","2,240",636,"1,623","2,487","2,268","2,874","4,516","5,622","2,684","2,866","7,333","42,846","2,962","2,109","2,741","3,701","7,186","3,066","9,533","1,608","4,119","4,490","1,331","27,617","3,559","7,080",940,"2,126","1,613","2,032","7,969","2,298"
2020년05월_계_60~69세,"92,570","22,317",577,"1,225",900,"1,240",836,919,"1,297","1,505","1,686","3,311","1,186","4,669","2,966","24,348","1,687",769,"1,387","1,966","1,975","2,460","2,126","2,615","2,279","2,308","4,776","26,306","2,173","1,497","1,881","2,432","3,328","2,348","5,257","1,245","2,419","2,915",811,"19,599","2,497","4,370","1,054","1,902","1,582","1,671","5,005","1,518"
2020년05월_계_70~79세,"46,565","12,031",353,822,573,636,612,651,802,980,"1,003","1,815",651,"1,916","1,217","12,356",805,554,810,906,"1,184","1,284",977,"1,327","1,370","1,205","1,934","11,874","1,270",810,950,"1,082","1,363","1,209","1,914",590,998,"1,298",390,"10,304","1,474","2,026",719,"1,233",974,"1,073","2,025",780
2020년05월_계_80~89세,"23,071","6,075",234,546,357,443,458,333,418,444,416,702,289,886,549,"5,983",498,389,422,439,437,569,504,715,581,588,841,"5,741",657,458,553,526,616,445,841,237,453,685,270,"5,272",824,"1,041",483,651,445,480,946,402
2020년05월_계_90~99세,"3,266",946,41,102,46,59,76,36,68,73,53,103,37,156,96,824,65,56,52,61,49,75,70,93,75,91,137,775,98,51,69,78,85,52,116,24,70,108,24,721,124,158,68,58,54,52,141,66
2020년05월_계_100세 이상,190,56,2,8,1,6,4,4,7,4,1,4,2,7,6,51,3,4,9,6,4,6,3,2,6,2,6,39,6,6,5,5,4,2,4,0,3,2,2,44,10,4,8,4,5,3,8,2
2020년05월_남_총인구수,"423,859","90,910","1,189","2,604","2,044","3,550","2,139","2,894","3,619","4,543","5,532","14,856","6,801","24,771","16,368","99,211","5,349","1,776","4,125","7,177","7,496","7,580","13,610","15,564","7,103","6,882","22,549","134,149","10,633","5,597","9,191","8,833","26,376","8,372","25,132","5,280","13,163","14,381","7,191","99,589","10,234","36,573","2,493","6,332","4,526","6,103","24,173","9,155"
2020년05월_남_연령구간인구수,"423,859","90,910","1,189","2,604","2,044","3,550","2,139","2,894","3,619","4,543","5,532","14,856","6,801","24,771","16,368","99,211","5,349","1,776","4,125","7,177","7,496","7,580","13,610","15,564","7,103","6,882","22,549","134,149","10,633","5,597","9,191","8,833","26,376","8,372","25,132","5,280","13,163","14,381","7,191","99,589","10,234","36,573","2,493","6,332","4,526","6,103","24,173","9,155"
2020년05월_남_0~9세,"38,740","7,859",25,58,58,230,59,128,143,244,373,"1,329",820,"2,571","1,821","7,612",319,49,159,743,380,393,"1,265","1,430",334,381,"2,159","12,518","1,128",353,"1,147",521,"3,147",357,"2,256",294,931,"1,108","1,276","10,751",839,"5,290",51,278,190,389,"2,362","1,352"
2020년05월_남_10~19세,"45,377","10,100",31,122,66,219,106,242,213,358,500,"1,972","1,018","3,230","2,023","11,120",391,79,302,703,527,546,"2,183","2,307",555,610,"2,917","14,002","1,081",553,707,826,"3,543",608,"3,394",309,"1,259","1,247",475,"10,155","1,033","3,814",100,382,325,480,"2,863","1,158"
2020년05월_남_20~29세,"65,000","12,707",102,207,193,447,192,443,548,638,741,"2,092",866,"3,725","2,513","15,721",688,116,522,971,"1,766","1,316","1,994","2,534","1,191","1,020","3,603","22,204","1,294",793,"1,084","1,422","4,070","1,961","4,077","1,102","2,435","2,797","1,169","14,368","1,405","4,962",233,"1,127",660,"1,003","4,007",971
2020년05월_남_30~39세,"62,224","10,971",79,186,146,400,156,315,424,505,695,"1,682",789,"3,356","2,238","12,259",611,141,447,978,"1,152",933,"1,636","1,776",781,725,"3,079","21,613","1,713",632,"1,928","1,113","4,416","1,093","3,031",946,"2,366","2,490","1,885","17,381","1,183","8,628",199,871,530,747,"3,683","1,540"
2020년05월_남_40~49세,"69,077","14,633",117,261,231,449,276,408,507,659,871,"2,612","1,234","4,271","2,737","15,731",670,225,602,"1,062","1,010","1,052","2,516","2,723",998,911,"3,962","21,949","1,991",843,"1,342","1,296","5,039","1,104","4,129",785,"2,181","2,237","1,002","16,764","1,702","6,541",297,919,658,976,"3,878","1,793"
2020년05월_남_50~59세,"68,890","15,997",246,529,500,702,447,494,625,841,966,"2,576","1,109","4,142","2,820","17,296","1,184",367,848,"1,167","1,062","1,379","2,324","2,798","1,319","1,385","3,463","21,486","1,560","1,101","1,409","1,791","3,719","1,457","4,526",849,"2,102","2,265",707,"14,111","1,887","3,873",551,"1,087",817,"1,007","3,745","1,144"
2020년05월_남_60~69세,"45,375","11,056",326,652,476,648,443,446,607,692,814,"1,524",566,"2,364","1,498","11,771",918,399,723,959,867,"1,177","1,058","1,243","1,071","1,159","2,197","12,942","1,047",761,945,"1,180","1,625","1,098","2,556",639,"1,231","1,434",426,"9,606","1,262","2,188",569,898,725,816,"2,430",718
2020년05월_남_70~79세,"20,750","5,311",170,371,256,289,279,285,357,432,412,809,289,828,534,"5,468",391,262,349,428,543,563,444,508,623,488,869,"5,394",591,403,436,501,593,538,850,267,483,569,163,"4,577",654,942,305,516,443,487,892,338
2020년05월_남_80~89세,"7,713","2,040",84,184,110,146,158,126,170,160,148,238,102,257,157,"2,062",159,130,155,159,178,202,177,231,220,181,270,"1,890",206,150,179,169,207,145,289,84,163,216,82,"1,721",240,306,166,240,168,186,287,128
2020년05월_남_90~99세,663,225,9,34,8,18,22,7,23,14,12,21,8,25,24,156,17,7,13,6,11,17,13,14,10,21,27,144,19,6,12,14,17,11,24,5,12,18,6,138,25,28,19,13,7,10,23,13
2020년05월_남_100세 이상,50,11,0,0,0,2,1,0,2,0,0,1,0,2,3,15,1,1,5,1,0,2,0,0,1,1,3,7,3,2,2,0,0,0,0,0,0,0,0,17,4,1,3,1,3,2,3,0
2020년05월_여_총인구수,"417,681","91,606","1,088","2,500","1,948","3,446","1,988","2,958","3,467","4,684","5,678","15,545","6,996","24,455","16,853","100,655","4,933","1,669","3,995","7,587","7,647","7,566","13,678","16,239","6,991","7,002","23,348","130,560","10,867","5,360","8,693","8,867","25,480","8,072","26,272","4,679","11,703","14,107","6,460","94,860","9,675","32,279","2,208","6,252","4,401","5,709","24,842","9,494"
2020년05월_여_연령구간인구수,"417,681","91,606","1,088","2,500","1,948","3,446","1,988","2,958","3,467","4,684","5,678","15,545","6,996","24,455","16,853","100,655","4,933","1,669","3,995","7,587","7,647","7,566","13,678","16,239","6,991","7,002","23,348","130,560","10,867","5,360","8,693","8,867","25,480","8,072","26,272","4,679","11,703","14,107","6,460","94,860","9,675","32,279","2,208","6,252","4,401","5,709","24,842","9,494"
2020년05월_여_0~9세,"37,259","7,603",17,56,46,230,59,108,106,214,370,"1,298",791,"2,455","1,853","7,378",347,54,188,731,372,374,"1,275","1,350",295,374,"2,018","12,096","1,104",379,"1,132",486,"3,061",346,"2,117",280,938,"1,034","1,219","10,182",790,"4,998",52,292,195,350,"2,222","1,283"
2020년05월_여_10~19세,"41,722","9,283",29,103,68,224,103,204,208,363,493,"1,887",962,"2,819","1,820","10,147",297,54,280,726,517,537,"2,015","2,053",490,536,"2,642","12,889","1,049",513,577,769,"3,152",572,"3,181",296,"1,193","1,171",416,"9,403",935,"3,489",96,403,293,458,"2,599","1,130"
2020년05월_여_20~29세,"54,323","10,660",77,150,141,332,131,380,432,494,655,"1,876",752,"3,046","2,194","13,243",499,85,447,860,"1,647","1,063","1,691","2,163",915,786,"3,087","18,879","1,399",677,962,"1,243","3,428","1,450","3,543",934,"1,905","2,466",872,"11,541",983,"3,716",143,958,490,755,"3,534",962
2020년05월_여_30~39세,"57,145","10,648",57,99,110,324,101,282,306,402,605,"1,700",862,"3,404","2,396","11,730",507,95,375,"1,075",927,758,"1,698","1,873",646,622,"3,154","19,613","1,816",552,"1,665",900,"4,309",794,"3,220",697,"1,718","2,244","1,698","15,154","1,058","7,154",107,674,372,542,"3,537","1,710"
2020년05월_여_40~49세,"67,504","14,732",69,166,153,389,162,378,396,634,786,"2,836","1,376","4,443","2,944","16,214",655,139,495,"1,050",928,906,"2,819","3,220",894,859,"4,249","21,365","1,759",731,"1,141","1,300","5,109","1,037","4,791",612,"1,878","2,196",811,"15,193","1,493","5,581",151,706,541,801,"4,236","1,684"
2020년05월_여_50~59세,"68,617","15,898",221,464,403,666,349,527,586,869,996,"2,606","1,053","4,130","3,028","17,853","1,056",269,775,"1,320","1,206","1,495","2,192","2,824","1,365","1,481","3,870","21,360","1,402","1,008","1,332","1,910","3,467","1,609","5,007",759,"2,017","2,225",624,"13,506","1,672","3,207",389,"1,039",796,"1,025","4,224","1,154"
2020년05월_여_60~69세,"47,195","11,261",251,573,424,592,393,473,690,813,872,"1,787",620,"2,305","1,468","12,577",769,370,664,"1,007","1,108","1,283","1,068","1,372","1,208","1,149","2,579","13,364","1,126",736,936,"1,252","1,703","1,250","2,701",606,"1,188","1,481",385,"9,993","1,235","2,182",485,"1,004",857,855,"2,575",800
2020년05월_여_70~79세,"25,815","6,720",183,451,317,347,333,366,445,548,591,"1,006",362,"1,088",683,"6,888",414,292,461,478,641,721,533,819,747,717,"1,065","6,480",679,407,514,581,770,671,"1,064",323,515,729,227,"5,727",820,"1,084",414,717,531,586,"1,133",442
2020년05월_여_80~89세,"15,358","4,035",150,362,247,297,300,207,248,284,268,464,187,629,392,"3,921",339,259,267,280,259,367,327,484,361,407,571,"3,851",451,308,374,357,409,300,552,153,290,469,188,"3,551",584,735,317,411,277,294,659,274
