,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2021년08월_계_80~89세,"365,787","26,180","7,809","7,850","5,261","5,260","25,660","6,445","5,901","13,314","14,762","14,457","7,197","7,260","20,540","7,689","14,705","4,619","15,110","8,683","6,427","34,696","15,757","9,209","9,730","2,054","5,091","19,926","4,284","9,474","7,876","4,379","6,191","29,570","7,734","11,899","9,937","14,959","7,030","7,805","11,162","15,327","8,924","7,661","6,785","5,568","2,927","3,793","6,583"
2021년08월_계_90~99세,"53,757","3,981","1,257","1,166",707,851,"4,164",879,845,"2,440","1,905","2,210",983,"1,227","3,150","1,104","1,967",592,"2,213","1,289",924,"5,072","2,162","1,461","1,449",384,681,"2,776",537,"1,460","1,208",744,"1,078","4,363","1,206","1,760","1,397","2,152",959,"1,093","1,641","2,145","1,287","1,085",978,874,407,521,"1,026"
2021년08월_계_100세 이상,"2,335",207,62,60,45,40,198,59,60,79,76,93,43,50,157,37,95,25,96,53,43,181,93,42,46,11,53,140,26,106,45,22,57,149,40,63,46,75,32,38,56,82,54,45,40,31,26,36,46
2021년08월_남_총인구수,"6,810,105","595,810","135,945","184,433","92,377","183,055","461,612","119,326","108,332","233,954","228,349","271,131","119,678","151,453","401,353","145,603","288,302","46,627","335,701","179,726","155,975","528,972","237,826","145,977","145,169","34,223","96,074","361,913","119,590","267,236","133,758","81,300","155,478","536,223","134,681","217,896","183,646","241,438","115,596","97,911","242,792","455,268","197,056","119,603","78,594","57,131","22,507","32,137","60,817"
2021년08월_남_연령구간인구수,"6,810,105","595,810","135,945","184,433","92,377","183,055","461,612","119,326","108,332","233,954","228,349","271,131","119,678","151,453","401,353","145,603","288,302","46,627","335,701","179,726","155,975","528,972","237,826","145,977","145,169","34,223","96,074","361,913","119,590","267,236","133,758","81,300","155,478","536,223","134,681","217,896","183,646","241,438","115,596","97,911","242,792","455,268","197,056","119,603","78,594","57,131","22,507","32,137","60,817"
2021년08월_남_0~9세,"571,021","47,809","8,777","15,850","5,212","17,970","34,098","7,548","6,505","20,045","17,320","19,552","7,619","11,933","27,926","11,386","25,233","3,061","21,822","11,488","10,334","40,558","19,238","10,416","10,904","3,155","7,411","32,818","11,460","24,585","9,788","6,629","16,075","49,567","10,424","21,014","18,129","22,226","9,393","6,924","27,928","52,311","17,322","10,217","4,193","3,644","1,313","1,616","3,681"
2021년08월_남_10~19세,"682,200","59,937","14,477","16,969","7,159","21,332","43,988","8,669","8,233","27,086","21,643","26,541","9,577","16,964","35,169","15,412","27,807","4,255","32,005","17,181","14,824","52,666","21,092","14,828","16,746","3,465","9,019","40,223","12,725","25,855","13,354","7,310","13,826","63,164","14,175","25,878","23,111","25,509","12,379","9,546","25,135","50,782","17,506","12,393","6,286","4,907","1,633","2,379","5,381"
2021년08월_남_20~29세,"953,039","97,497","23,688","27,942","15,693","30,174","66,227","17,966","15,823","32,438","32,820","39,400","17,791","21,609","58,888","19,439","42,367","6,024","56,563","31,108","25,455","75,986","32,238","22,379","21,369","4,907","13,602","44,887","17,030","37,889","19,387","12,132","19,226","72,150","19,089","29,797","23,264","31,374","17,645","12,850","27,208","58,693","24,016","14,867","10,474","6,650","3,320","3,566","5,955"
2021년08월_남_30~39세,"981,132","92,517","16,800","29,803","14,629","31,285","68,957","18,605","16,747","33,605","30,721","39,707","17,564","22,143","58,194","20,595","46,121","5,202","46,559","23,926","22,633","71,028","34,571","18,850","17,607","4,891","12,734","44,179","20,600","41,999","19,399","11,747","26,079","70,265","17,885","28,257","24,123","35,658","16,505","12,546","37,321","78,882","29,137","14,605","8,167","5,944","2,364","3,037","5,472"
2021년08월_남_40~49세,"1,167,569","100,536","21,664","31,367","14,447","33,058","75,837","19,182","16,941","39,714","37,089","42,381","17,734","24,647","63,764","24,891","51,447","7,153","54,007","28,777","25,230","86,777","39,387","23,818","23,572","5,073","15,968","65,846","23,314","49,754","21,291","12,016","28,776","97,813","22,888","40,506","34,419","41,928","18,018","16,129","47,506","89,867","35,680","20,658","10,741","8,185","2,622","4,211","8,291"
2021년08월_남_50~59세,"1,142,604","98,037","24,273","30,354","15,856","27,554","77,450","20,452","18,918","38,080","39,737","46,647","21,014","25,633","70,374","24,455","47,018","8,636","65,085","35,150","29,935","96,304","41,605","27,408","27,291","5,840","17,202","61,469","17,697","47,000","23,142","14,058","22,257","85,956","22,564","34,662","28,730","39,374","18,405","16,767","35,010","64,418","32,967","20,475","15,997","10,525","3,753","5,893","10,656"
2021년08월_남_60~69세,"814,254","63,881","16,179","21,126","11,912","14,664","58,076","16,714","15,835","25,527","29,292","36,686","17,825","18,861","57,442","18,615","29,962","6,821","40,572","21,422","19,150","65,255","30,242","17,862","17,151","4,265","12,831","43,374","10,664","27,593","17,408","11,383","18,316","53,875","17,022","20,410","16,443","26,655","14,383","13,796","25,688","38,964","25,769","15,559","14,252","10,071","4,101","6,612","12,093"
2021년08월_남_70~79세,"351,154","25,407","6,912","8,041","5,390","5,064","26,227","7,625","7,034","11,568","13,759","14,694","7,760","6,934","21,872","7,988","12,612","3,625","13,620","7,502","6,118","26,473","13,132","6,699","6,642","1,771","5,203","20,877","4,395","9,136","6,858","4,320","8,448","29,853","7,528","11,795","10,530","12,706","6,054","6,331","12,334","15,345","10,952","7,691","5,759","4,903","2,226","3,220","6,495"
2021년08월_남_80~89세,"133,907","9,245","2,850","2,708","1,899","1,788","9,674","2,345","2,128","5,201","5,511","4,986","2,570","2,416","6,977","2,584","5,253","1,688","4,980","2,868","2,112","12,586","5,759","3,334","3,493",757,"1,902","7,563","1,590","3,100","2,800","1,529","2,223","12,393","2,831","5,077","4,485","5,449","2,581","2,794","4,268","5,542","3,424","2,895","2,470","2,087","1,059","1,453","2,544"
2021년08월_남_90~99세,"12,672",898,310,260,169,159,"1,032",204,157,671,443,514,213,301,707,230,455,158,466,292,174,"1,294",541,368,385,96,181,646,108,297,321,173,240,"1,163",267,489,407,541,226,222,380,446,272,233,240,207,108,136,239
2021년08월_남_100세 이상,553,46,15,13,11,7,46,16,11,19,14,23,11,12,40,8,27,4,22,12,10,45,21,15,9,3,21,31,7,28,10,3,12,24,8,11,5,18,7,6,14,18,11,10,15,8,8,14,10
2021년08월_여_총인구수,"6,720,414","587,609","133,961","180,670","90,911","182,067","470,319","116,394","105,452","248,473","235,024","277,360","119,393","157,967","408,206","149,732","266,209","46,787","318,776","172,440","146,336","551,924","243,815","154,008","154,101","35,417","97,588","365,308","110,965","244,571","135,994","82,210","154,887","544,102","127,349","223,479","193,274","234,606","107,287","91,730","242,429","420,719","188,752","116,225","69,702","55,158","20,435","30,246","60,137"
2021년08월_여_연령구간인구수,"6,720,414","587,609","133,961","180,670","90,911","182,067","470,319","116,394","105,452","248,473","235,024","277,360","119,393","157,967","408,206","149,732","266,209","46,787","318,776","172,440","146,336","551,924","243,815","154,008","154,101","35,417","97,588","365,308","110,965","244,571","135,994","82,210","154,887","544,102","127,349","223,479","193,274","234,606","107,287","91,730","242,429","420,719","188,752","116,225","69,702","55,158","20,435","30,246","60,137"
2021년08월_여_0~9세,"544,708","44,995","8,306","14,919","5,093","16,677","32,575","7,387","6,215","18,973","16,277","18,862","7,413","11,449","26,344","10,970","24,356","2,897","20,896","11,046","9,850","39,003","18,532","9,878","10,593","2,895","6,983","30,978","10,962","23,892","9,425","6,175","15,364","47,328","9,998","19,872","17,458","21,293","8,819","6,500","26,843","50,030","16,420","9,812","3,995","3,419","1,286","1,598","3,516"
2021년08월_여_10~19세,"644,846","56,086","13,288","15,729","6,840","20,229","41,889","8,281","7,709","25,899","20,152","24,645","8,758","15,887","33,426","14,480","26,114","4,198","30,139","16,358","13,781","50,242","20,101","14,033","16,108","3,296","8,492","38,042","12,169","24,515","12,378","6,936","13,488","59,604","12,642","24,604","22,358","24,231","11,213","8,845","24,169","48,757","16,757","11,963","5,676","4,614","1,437","2,204","4,689"
2021년08월_여_20~29세,"856,195","87,921","19,565","25,445","14,831","28,080","62,936","16,171","14,730","32,035","31,998","36,783","16,283","20,500","55,361","17,949","34,410","5,080","49,758","27,297","22,461","72,500","30,209","22,029","20,262","4,423","12,843","41,391","14,431","31,971","17,875","10,892","18,857","66,406","15,880","27,360","23,166","27,319","13,449","10,332","25,698","49,290","21,151","12,881","7,577","5,502","1,889","2,597","4,725"
2021년08월_여_30~39세,"917,634","84,366","15,052","26,942","12,275","30,097","66,414","16,199","14,301","35,914","29,359","37,516","15,666","21,850","54,809","19,942","37,889","4,775","38,649","20,096","18,553","71,746","34,032","19,475","18,239","4,930","12,534","45,342","17,283","36,449","17,882","11,046","25,555","71,879","15,774","29,527","26,578","31,948","14,160","10,330","38,777","71,972","26,972","13,756","6,427","5,287","1,775","2,549","5,316"
2021년08월_여_40~49세,"1,127,519","99,229","22,146","29,374","13,486","34,223","77,998","17,148","15,219","45,631","36,739","43,826","16,747","27,079","62,646","25,535","44,620","6,723","51,252","27,612","23,640","92,487","39,269","26,442","26,776","5,348","15,974","65,634","20,480","42,465","21,763","12,191","26,459","100,541","20,613","42,322","37,606","39,945","16,787","14,032","43,978","79,059","31,844","19,363","9,177","7,586","2,177","3,616","8,045"
2021년08월_여_50~59세,"1,112,009","98,351","24,319","31,123","15,339","27,570","77,213","19,542","18,310","39,361","41,042","49,428","21,864","27,564","74,658","24,594","42,235","7,743","62,677","33,975","28,702","99,832","42,023","28,960","28,849","6,293","17,731","58,931","16,106","42,402","24,308","15,258","22,191","83,143","21,094","33,974","28,075","35,953","16,916","14,858","33,545","55,321","31,587","18,594","13,111","9,521","3,204","5,200","10,063"
2021년08월_여_60~69세,"822,782","65,183","16,558","21,558","12,454","14,613","60,661","17,673","16,193","26,795","31,211","37,906","18,435","19,471","59,523","20,567","29,538","7,010","36,971","19,770","17,201","64,943","30,774","17,380","16,789","4,457","12,955","45,590","10,862","24,398","18,073","11,448","19,594","58,552","16,761","23,048","18,743","26,646","13,650","13,462","27,149","37,323","25,705","15,388","12,085","9,723","3,808","6,177","12,224"
2021년08월_여_70~79세,"419,974","31,299","8,774","9,485","6,659","6,381","31,363","9,175","8,265","13,923","17,471","17,157","8,798","8,359","25,316","9,687","16,015","4,975","16,483","9,433","7,050","35,147","17,184","8,816","9,147","2,182","6,355","24,798","5,530","10,864","8,292","4,824","8,528","36,147","8,713","14,627","12,807","16,093","7,086","7,457","14,073","17,419","11,758","8,815","6,576","5,335","2,674","3,558","6,697"
2021년08월_여_80~89세,"231,880","16,935","4,959","5,142","3,362","3,472","15,986","4,100","3,773","8,113","9,251","9,471","4,627","4,844","13,563","5,105","9,452","2,931","10,130","5,815","4,315","22,110","9,998","5,875","6,237","1,297","3,189","12,363","2,694","6,374","5,076","2,850","3,968","17,177","4,903","6,822","5,452","9,510","4,449","5,011","6,894","9,785","5,500","4,766","4,315","3,481","1,868","2,340","4,039"
2021년08월_여_90~99세,"41,085","3,083",947,906,538,692,"3,132",675,688,"1,769","1,462","1,696",770,926,"2,443",874,"1,512",434,"1,747",997,750,"3,778","1,621","1,093","1,064",288,500,"2,130",429,"1,163",887,571,838,"3,200",939,"1,271",990,"1,611",733,871,"1,261","1,699","1,015",852,738,667,299,385,787
2021년08월_여_100세 이상,"1,782",161,47,47,34,33,152,43,49,60,62,70,32,38,117,29,68,21,74,41,33,136,72,27,37,8,32,109,19,78,35,19,45,125,32,52,41,57,25,32,42,64,43,35,25,23,18,22,36
