카테고리,부산광역시 동래구,부산광역시 동래구 수민동,부산광역시 동래구 복산동,부산광역시 동래구 명륜동,부산광역시 동래구 온천제1동,부산광역시 동래구 온천제2동,부산광역시 동래구 온천제3동,부산광역시 동래구 사직제1동,부산광역시 동래구 사직제2동,부산광역시 동래구 사직제3동,부산광역시 동래구 안락제1동,부산광역시 동래구 안락제2동,부산광역시 동래구 명장제1동,부산광역시 동래구 명장제2동
2021년06월_계_총인구수,"268,391","32,866","9,786","24,915","19,713","14,933","38,824","10,678","27,785","17,428","14,759","27,434","14,350","14,920"
2021년06월_계_연령구간인구수,"268,391","32,866","9,786","24,915","19,713","14,933","38,824","10,678","27,785","17,428","14,759","27,434","14,350","14,920"
2021년06월_계_0~9세,"19,127","2,567",330,"2,601","1,014",831,"2,560",801,"2,538","1,482",787,"1,815",984,817
2021년06월_계_10~19세,"24,689","2,808",619,"3,270","1,135","1,405","2,832",997,"4,031","1,789",959,"2,794","1,043","1,007"
2021년06월_계_20~29세,"32,023","3,865","1,045","2,474","3,164","1,732","5,431","1,242","3,117","1,807","1,674","3,112","1,572","1,788"
2021년06월_계_30~39세,"32,264","4,276",863,"2,971","3,262","1,363","5,316","1,346","2,681","1,891","1,673","3,025","1,750","1,847"
2021년06월_계_40~49세,"42,788","5,052","1,183","5,075","3,031","2,109","5,624","1,766","5,601","3,177","2,001","4,305","1,949","1,915"
2021년06월_계_50~59세,"43,600","5,296","1,710","3,648","3,018","2,456","6,535","1,664","4,520","2,562","2,504","4,725","2,399","2,563"
2021년06월_계_60~69세,"41,680","5,065","2,028","2,674","2,677","2,591","6,117","1,498","3,298","2,563","2,904","4,545","2,664","3,056"
2021년06월_계_70~79세,"22,451","2,739","1,311","1,505","1,616","1,582","3,132",910,"1,447","1,565","1,606","2,207","1,424","1,407"
2021년06월_계_80~89세,"8,633","1,061",593,615,711,740,"1,143",407,484,532,576,801,509,461
2021년06월_계_90~99세,"1,064",133,81,81,77,116,128,45,67,60,69,98,52,57
2021년06월_계_100세 이상,72,4,23,1,8,8,6,2,1,0,6,7,4,2
2021년06월_남_총인구수,"130,542","15,988","4,748","12,231","9,340","7,191","19,004","5,118","13,422","8,630","7,266","13,366","6,962","7,276"
2021년06월_남_연령구간인구수,"130,542","15,988","4,748","12,231","9,340","7,191","19,004","5,118","13,422","8,630","7,266","13,366","6,962","7,276"
2021년06월_남_0~9세,"9,879","1,295",170,"1,368",505,404,"1,320",415,"1,287",836,425,926,495,433
2021년06월_남_10~19세,"12,847","1,503",332,"1,791",572,731,"1,490",467,"1,958","1,004",509,"1,460",493,537
2021년06월_남_20~29세,"16,732","2,068",562,"1,275","1,416",952,"2,755",659,"1,697",946,883,"1,693",845,981
2021년06월_남_30~39세,"16,203","2,139",487,"1,384","1,626",713,"2,756",663,"1,259",899,888,"1,524",888,977
2021년06월_남_40~49세,"20,964","2,532",627,"2,437","1,463","1,012","2,795",853,"2,578","1,607","1,031","2,065","1,004",960
2021년06월_남_50~59세,"20,726","2,437",831,"1,785","1,487","1,150","3,057",826,"2,227","1,264","1,208","2,211","1,113","1,130"
2021년06월_남_60~69세,"19,328","2,325",955,"1,243","1,268","1,204","2,867",653,"1,581","1,164","1,334","2,117","1,234","1,383"
2021년06월_남_70~79세,"10,323","1,259",550,688,702,704,"1,446",406,676,701,747,"1,055",686,703
2021년06월_남_80~89세,"3,294",394,216,245,279,291,478,167,155,204,227,289,192,157
2021년06월_남_90~99세,233,35,18,15,20,26,39,8,4,5,12,26,10,15
2021년06월_남_100세 이상,13,1,0,0,2,4,1,1,0,0,2,0,2,0
2021년06월_여_총인구수,"137,849","16,878","5,038","12,684","10,373","7,742","19,820","5,560","14,363","8,798","7,493","14,068","7,388","7,644"
2021년06월_여_연령구간인구수,"137,849","16,878","5,038","12,684","10,373","7,742","19,820","5,560","14,363","8,798","7,493","14,068","7,388","7,644"
2021년06월_여_0~9세,"9,248","1,272",160,"1,233",509,427,"1,240",386,"1,251",646,362,889,489,384
2021년06월_여_10~19세,"11,842","1,305",287,"1,479",563,674,"1,342",530,"2,073",785,450,"1,334",550,470
2021년06월_여_20~29세,"15,291","1,797",483,"1,199","1,748",780,"2,676",583,"1,420",861,791,"1,419",727,807
2021년06월_여_30~39세,"16,061","2,137",376,"1,587","1,636",650,"2,560",683,"1,422",992,785,"1,501",862,870
2021년06월_여_40~49세,"21,824","2,520",556,"2,638","1,568","1,097","2,829",913,"3,023","1,570",970,"2,240",945,955
2021년06월_여_50~59세,"22,874","2,859",879,"1,863","1,531","1,306","3,478",838,"2,293","1,298","1,296","2,514","1,286","1,433"
2021년06월_여_60~69세,"22,352","2,740","1,073","1,431","1,409","1,387","3,250",845,"1,717","1,399","1,570","2,428","1,430","1,673"
2021년06월_여_70~79세,"12,128","1,480",761,817,914,878,"1,686",504,771,864,859,"1,152",738,704
2021년06월_여_80~89세,"5,339",667,377,370,432,449,665,240,329,328,349,512,317,304
2021년06월_여_90~99세,831,98,63,66,57,90,89,37,63,55,57,72,42,42
2021년06월_여_100세 이상,59,3,23,1,6,4,5,1,1,0,4,7,2,2
