카테고리,전라북도 정읍시,전라북도 정읍시 신태인읍,전라북도 정읍시 북면,전라북도 정읍시 입암면,전라북도 정읍시 소성면,전라북도 정읍시 고부면,전라북도 정읍시 영원면,전라북도 정읍시 덕천면,전라북도 정읍시 이평면,전라북도 정읍시 정우면,전라북도 정읍시 태인면,전라북도 정읍시 감곡면,전라북도 정읍시 옹동면,전라북도 정읍시 칠보면,전라북도 정읍시 산내면,전라북도 정읍시 산외면,전라북도 정읍시 수성동,전라북도 정읍시 장명동,전라북도 정읍시 내장상동,전라북도 정읍시 시기동,전라북도 정읍시 초산동,전라북도 정읍시 연지동,전라북도 정읍시 농소동,전라북도 정읍시 상교동
2020년10월_계_총인구수,"108,861","5,589","4,285","2,889","2,099","2,819","1,806","1,833","2,117","2,587","3,468","2,801","1,690","2,353","1,235","2,155","17,604","3,046","20,594","3,432","10,419","6,044","4,164","3,832"
2020년10월_계_연령구간인구수,"108,861","5,589","4,285","2,889","2,099","2,819","1,806","1,833","2,117","2,587","3,468","2,801","1,690","2,353","1,235","2,155","17,604","3,046","20,594","3,432","10,419","6,044","4,164","3,832"
2020년10월_계_0~9세,"6,465",257,175,60,61,74,50,51,42,80,77,54,49,92,34,62,"1,472",159,"1,652",165,"1,003",459,198,139
2020년10월_계_10~19세,"9,732",378,282,156,77,106,77,104,102,117,156,68,68,147,50,96,"2,031",297,"2,748",272,"1,323",520,330,227
2020년10월_계_20~29세,"10,666",395,394,206,126,158,114,145,123,169,254,138,89,160,76,120,"2,225",346,"2,461",346,"1,195",617,428,381
2020년10월_계_30~39세,"8,934",385,301,148,118,209,89,88,102,140,154,172,106,116,49,103,"1,947",236,"1,901",264,"1,089",644,290,283
2020년10월_계_40~49세,"14,969",656,468,242,186,260,155,175,184,240,363,223,148,251,90,210,"3,181",479,"3,438",382,"1,731",955,513,439
2020년10월_계_50~59세,"18,541",922,844,570,362,448,271,365,342,454,589,449,283,396,252,371,"2,968",547,"3,399",561,"1,693",973,805,677
2020년10월_계_60~69세,"16,735",996,775,565,399,602,381,353,410,515,693,664,327,438,279,443,"1,932",417,"2,466",615,"1,190",873,735,667
2020년10월_계_70~79세,"13,386",941,589,499,412,532,380,303,422,479,620,576,336,429,242,423,"1,202",342,"1,620",516,789,673,499,562
2020년10월_계_80~89세,"8,155",575,400,385,318,373,242,214,340,345,490,397,235,289,139,289,555,198,774,243,358,275,325,396
2020년10월_계_90~99세,"1,166",76,52,58,38,52,45,34,49,45,70,56,48,32,23,38,72,22,119,53,41,52,36,55
