카테고리,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2020년06월_계_총인구수,"842,821","184,165","2,305","5,103","3,984","6,945","4,127","5,834","7,053","9,162","11,098","30,133","13,685","51,691","33,045","198,950","10,275","3,427","8,041","14,734","15,110","15,044","27,204","31,607","13,992","13,842","45,674","265,681","22,880","10,903","17,937","17,613","51,803","16,331","51,442","9,856","24,772","28,512","13,632","194,025","19,836","68,894","4,701","12,519","8,874","11,743","48,801","18,657"
2020년06월_계_연령구간인구수,"842,821","184,165","2,305","5,103","3,984","6,945","4,127","5,834","7,053","9,162","11,098","30,133","13,685","51,691","33,045","198,950","10,275","3,427","8,041","14,734","15,110","15,044","27,204","31,607","13,992","13,842","45,674","265,681","22,880","10,903","17,937","17,613","51,803","16,331","51,442","9,856","24,772","28,512","13,632","194,025","19,836","68,894","4,701","12,519","8,874","11,743","48,801","18,657"
2020년06월_계_0~9세,"75,842","15,646",46,116,103,451,114,231,241,453,719,"2,612","1,592","5,308","3,660","14,810",663,100,342,"1,472",742,761,"2,518","2,752",612,738,"4,110","24,616","2,337",722,"2,292",996,"6,209",676,"4,369",546,"1,845","2,122","2,502","20,770","1,606","10,260",103,555,375,727,"4,529","2,615"
2020년06월_계_10~19세,"86,890","19,439",69,224,130,436,206,443,414,707,968,"3,794","1,959","6,314","3,775","21,092",690,134,575,"1,429","1,041","1,056","4,160","4,312","1,028","1,141","5,526","26,870","2,222","1,059","1,264","1,574","6,664","1,169","6,572",607,"2,441","2,409",889,"19,489","1,945","7,308",194,778,603,921,"5,427","2,313"
2020년06월_계_20~29세,"119,617","23,730",180,352,335,774,327,825,990,"1,119","1,397","3,927","1,603","7,192","4,709","28,823","1,180",202,955,"1,807","3,426","2,353","3,701","4,663","2,069","1,804","6,663","41,245","2,985","1,451","2,057","2,658","7,478","3,389","7,610","1,999","4,320","5,275","2,023","25,819","2,379","8,677",373,"2,060","1,137","1,751","7,514","1,928"
2020년06월_계_30~39세,"119,435","21,952",143,284,249,720,258,595,729,896,"1,269","3,344","1,635","7,223","4,607","23,786","1,127",233,809,"2,042","2,045","1,663","3,311","3,626","1,416","1,332","6,182","41,356","3,767","1,179","3,600","1,988","8,717","1,860","6,254","1,637","4,039","4,717","3,598","32,341","2,224","15,743",309,"1,533",899,"1,265","7,148","3,220"
2020년06월_계_40~49세,"136,783","29,592",188,426,382,823,431,777,883,"1,282","1,630","5,395","2,590","9,164","5,621","31,776","1,316",360,"1,079","2,120","1,945","1,947","5,324","5,884","1,888","1,755","8,158","43,467","3,979","1,573","2,503","2,586","10,109","2,115","8,910","1,387","4,047","4,444","1,814","31,948","3,173","12,155",444,"1,625","1,185","1,779","8,079","3,508"
2020년06월_계_50~59세,"137,656","32,088",471,987,901,"1,365",793,"1,006","1,220","1,688","1,942","5,104","2,143","8,650","5,818","34,990","2,225",636,"1,616","2,475","2,258","2,842","4,496","5,612","2,654","2,869","7,307","43,037","3,220","2,092","2,719","3,669","7,211","3,050","9,554","1,594","4,103","4,498","1,327","27,541","3,555","7,092",937,"2,110","1,599","2,004","7,965","2,279"
2020년06월_계_60~69세,"93,314","22,553",579,"1,236",909,"1,233",847,935,"1,286","1,516","1,689","3,325","1,182","4,821","2,995","24,450","1,700",761,"1,387","1,964","1,981","2,487","2,148","2,613","2,293","2,316","4,800","26,563","2,293","1,500","1,913","2,447","3,336","2,358","5,295","1,233","2,446","2,945",797,"19,748","2,520","4,412","1,066","1,909","1,595","1,688","5,019","1,539"
2020년06월_계_70~79세,"46,746","12,081",352,825,573,636,612,644,802,980,"1,012","1,824",650,"1,954","1,217","12,386",808,554,805,912,"1,186","1,287",977,"1,333","1,369","1,209","1,946","11,966","1,308",807,960,"1,084","1,371","1,218","1,913",591,"1,011","1,310",393,"10,313","1,474","2,048",711,"1,236",974,"1,068","2,019",783
