카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021년03월_계_80~89세,"14,254","7,042",276,640,482,354,450,649,258,339,642,609,964,387,539,453,"7,212",455,227,566,441,348,"1,064",512,544,347,435,304,190,409,439,383,240,308
2021년03월_계_90~99세,"2,166",964,50,83,54,46,52,69,53,47,75,114,138,49,63,71,"1,202",81,43,107,68,58,169,77,60,37,78,45,41,66,72,88,50,62
2021년03월_계_100세 이상,99,50,1,6,1,0,4,8,5,4,12,0,3,0,5,1,49,3,0,4,2,2,11,3,2,6,2,0,5,1,3,1,0,4
2021년03월_남_총인구수,"272,569","119,096","6,243","10,827","8,268","3,590","5,214","11,602","7,652","5,610","8,647","9,623","16,127","6,773","7,623","11,297","153,473","10,410","5,291","8,837","8,344","4,945","17,878","9,710","13,024","7,285","11,517","8,219","8,223","9,782","10,903","7,249","6,454","5,402"
2021년03월_남_연령구간인구수,"272,569","119,096","6,243","10,827","8,268","3,590","5,214","11,602","7,652","5,610","8,647","9,623","16,127","6,773","7,623","11,297","153,473","10,410","5,291","8,837","8,344","4,945","17,878","9,710","13,024","7,285","11,517","8,219","8,223","9,782","10,903","7,249","6,454","5,402"
2021년03월_남_0~9세,"19,915","7,677",444,537,428,131,240,711,841,239,493,747,"1,086",432,307,"1,041","12,238",920,385,437,739,323,"1,032",619,"1,082",688,"1,214",750,"1,141",716,818,558,460,356
2021년03월_남_10~19세,"27,000","9,688",544,782,669,237,383,719,647,369,639,793,"1,396",710,593,"1,207","17,312","1,148",532,719,"1,167",374,"1,526",693,"1,224",839,"1,906","1,794",772,832,"1,002","1,177",833,774
2021년03월_남_20~29세,"40,019","17,815",963,"1,723","1,311",527,742,"1,774",998,867,"1,293","1,320","2,413","1,062","1,103","1,719","22,204","1,427",825,"1,457","1,073",697,"3,102","1,580","1,748","1,118","1,334",917,913,"1,618","1,706",962,954,773
2021년03월_남_30~39세,"39,751","17,316",968,"1,585","1,165",519,715,"2,168","1,281",886,"1,172","1,343","2,078",779,924,"1,733","22,435","1,322",668,"1,217","1,031","1,141","2,535","1,643","2,974",891,"1,468",532,"1,753","1,559","1,493",841,822,545
2021년03월_남_40~49세,"42,918","17,789",975,"1,560","1,182",527,742,"1,814","1,314",791,"1,154","1,397","2,462","1,038","1,116","1,717","25,129","1,641",780,"1,119","1,497",816,"2,399","1,490","2,391","1,123","2,436","1,801","1,488","1,331","1,606","1,325",981,905
2021년03월_남_50~59세,"47,157","21,100","1,099","1,938","1,449",690,969,"1,912","1,269",977,"1,541","1,614","3,023","1,263","1,610","1,746","26,057","1,831",979,"1,707","1,332",721,"3,260","1,732","1,834","1,446","1,732","1,388","1,100","1,719","1,977","1,205","1,164",930
2021년03월_남_60~69세,"35,749","17,264",774,"1,672","1,306",526,860,"1,542",847,934,"1,437","1,485","2,264",977,"1,191","1,449","18,485","1,425",746,"1,426",967,562,"2,561","1,218","1,185",764,966,664,715,"1,390","1,620",746,845,685
2021년03월_남_70~79세,"14,624","7,709",352,776,577,280,398,701,346,408,661,694,"1,024",385,590,517,"6,915",500,297,553,395,208,"1,072",529,394,277,316,247,266,457,519,281,300,304
2021년03월_남_80~89세,"4,903","2,512",112,238,167,131,153,232,96,135,239,203,354,120,176,156,"2,391",177,70,172,128,91,342,186,177,127,124,112,69,144,146,128,84,114
2021년03월_남_90~99세,507,212,12,14,13,22,11,27,11,4,13,27,27,7,12,12,295,19,9,29,14,12,47,20,14,11,19,14,5,15,15,26,11,15
2021년03월_남_100세 이상,26,14,0,2,1,0,1,2,2,0,5,0,0,0,1,0,12,0,0,1,1,0,2,0,1,1,2,0,1,1,1,0,0,1
2021년03월_여_총인구수,"278,567","118,783","6,296","10,756","8,325","3,587","5,267","10,964","7,926","5,249","8,838","9,947","16,061","6,722","7,524","11,321","159,784","10,934","5,657","9,044","9,022","5,930","18,608","9,403","13,860","7,513","12,164","8,455","8,061","10,143","10,798","7,924","6,613","5,655"
2021년03월_여_연령구간인구수,"278,567","118,783","6,296","10,756","8,325","3,587","5,267","10,964","7,926","5,249","8,838","9,947","16,061","6,722","7,524","11,321","159,784","10,934","5,657","9,044","9,022","5,930","18,608","9,403","13,860","7,513","12,164","8,455","8,061","10,143","10,798","7,924","6,613","5,655"
2021년03월_여_0~9세,"19,271","7,510",455,591,377,127,230,690,867,217,475,637,"1,058",467,352,967,"11,761",818,387,441,656,329,962,598,"1,120",650,"1,163",627,"1,098",716,774,569,474,379
2021년03월_여_10~19세,"25,059","8,887",524,712,631,251,338,689,633,337,617,699,"1,207",609,540,"1,100","16,172","1,044",532,610,"1,048",341,"1,377",725,"1,142",799,"1,803","1,633",701,789,"1,041","1,075",760,752
2021년03월_여_20~29세,"37,187","16,283",973,"1,756","1,133",540,658,"1,601",985,721,"1,134","1,218","2,177",877,"1,024","1,486","20,904","1,444",783,"1,268","1,028",787,"2,721","1,358","1,839","1,009","1,229",919,909,"1,536","1,495",994,890,695
2021년03월_여_30~39세,"37,510","15,411",894,"1,317",993,411,620,"1,748","1,392",602,961,"1,349","2,013",728,729,"1,654","22,099","1,429",693,"1,083","1,142","1,113","2,247","1,341","2,746",978,"1,702",707,"1,755","1,445","1,435",976,784,523
2021년03월_여_40~49세,"44,522","16,910",982,"1,414","1,122",438,715,"1,550","1,254",657,"1,121","1,495","2,342","1,035","1,032","1,753","27,612","1,799",873,"1,138","1,750",981,"2,548","1,457","2,573","1,295","2,797","2,169","1,378","1,450","1,612","1,606","1,151","1,035"
2021년03월_여_50~59세,"49,923","21,857","1,073","2,028","1,580",631,922,"1,861","1,288","1,014","1,750","1,838","3,084","1,282","1,475","2,031","28,066","2,016","1,116","1,919","1,400",935,"3,727","1,734","2,121","1,483","1,696","1,226","1,088","1,938","2,152","1,275","1,248",992
2021년03월_여_60~69세,"36,833","17,820",804,"1,627","1,428",549,932,"1,631",908,986,"1,517","1,536","2,268",957,"1,245","1,432","19,013","1,459",749,"1,476","1,101",753,"2,812","1,201","1,281",749,952,628,728,"1,429","1,467",718,799,711
2021년03월_여_70~79세,"17,179","8,787",388,836,705,393,511,729,392,464,791,682,"1,188",458,709,541,"8,392",582,333,634,529,386,"1,361",603,624,299,452,323,243,524,470,393,312,324
2021년03월_여_80~89세,"9,351","4,530",164,402,315,223,297,417,162,204,403,406,610,267,363,297,"4,821",278,157,394,313,257,722,326,367,220,311,192,121,265,293,255,156,194
2021년03월_여_90~99세,"1,659",752,38,69,41,24,41,42,42,43,62,87,111,42,51,59,907,62,34,78,54,46,122,57,46,26,59,31,36,51,57,62,39,47
2021년03월_여_100세 이상,73,36,1,4,0,0,3,6,3,4,7,0,3,0,4,1,37,3,0,3,1,2,9,3,1,5,0,0,4,0,2,1,0,3
