카테고리,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2021년07월_계_총인구수,"931,756","236,351","13,328","20,308","11,306","15,575","15,476","13,387","13,385","12,431","15,993","15,769","6,062","9,930","11,146","45,671","4,759","8,747","3,078","214,189","33,815","13,373","6,810","25,899","10,431","24,111","25,530","13,324","12,309","20,999","27,588","481,216","25,978","17,804","10,517","13,891","19,481","30,584","15,631","15,380","31,998","18,387","25,574","13,363","17,393","16,525","28,611","24,925","24,717","27,285","28,369","17,381","30,915","26,507"
2021년07월_계_연령구간인구수,"931,756","236,351","13,328","20,308","11,306","15,575","15,476","13,387","13,385","12,431","15,993","15,769","6,062","9,930","11,146","45,671","4,759","8,747","3,078","214,189","33,815","13,373","6,810","25,899","10,431","24,111","25,530","13,324","12,309","20,999","27,588","481,216","25,978","17,804","10,517","13,891","19,481","30,584","15,631","15,380","31,998","18,387","25,574","13,363","17,393","16,525","28,611","24,925","24,717","27,285","28,369","17,381","30,915","26,507"
2021년07월_계_0~9세,"66,842","15,094",478,"1,772",416,502,725,585,645,357,762,"1,024",324,539,695,"4,846",503,758,163,"12,809","1,540",839,385,"1,399",620,"1,243","1,597",490,543,"1,387","2,766","38,939","1,894","1,205","1,138",983,"1,391","1,989",875,"1,307","2,393","1,368","2,217",952,"1,235","1,211","2,126","2,991","2,607","2,710","1,854","1,278","2,152","3,063"
2021년07월_계_10~19세,"85,945","17,008",709,"1,610",641,735,"1,043",896,"1,155",625,"1,051","1,298",535,921,470,"4,204",446,519,150,"16,045","1,871",835,426,"1,959",983,"1,886","1,775",905,838,"1,739","2,828","52,892","2,892","2,186","1,950","2,402","1,886","3,236","1,315","1,727","4,250","2,236","3,076","1,776","1,261","1,757","1,959","3,536","3,036","3,033","2,304","1,603","2,599","2,872"
2021년07월_계_20~29세,"129,497","34,382","1,971","2,613","1,726","2,851","2,502","1,919","2,085","1,771","2,346","2,134",733,"1,364","2,290","5,513",754,"1,320",490,"30,582","5,852","1,490",895,"3,858","1,805","3,595","3,373","1,666","1,765","3,039","3,244","64,533","3,628","2,408",950,"1,859","3,041","4,641","2,029","1,989","4,468","2,685","3,276","1,762","2,682","2,034","4,006","2,492","3,025","3,768","3,931","2,644","4,391","2,824"
2021년07월_계_30~39세,"135,384","34,969","1,810","3,340","1,543","2,181","2,125","1,688","1,640","1,440","2,074","2,183",751,"1,076","2,538","7,258",882,"1,936",504,"31,123","5,855","1,829","1,087","3,822","1,349","3,024","3,996","1,572","1,534","2,882","4,173","69,292","3,559","2,365",823,"1,482","3,392","4,833","2,870","2,275","4,169","2,316","3,520","1,298","2,799","2,058","5,253","3,227","3,559","3,645","4,556","2,695","4,453","4,145"
2021년07월_계_40~49세,"154,054","36,486","1,949","3,101","1,685","2,106","2,200","1,955","2,072","1,688","2,255","2,424","1,016","1,634","1,990","8,125",756,"1,115",415,"32,295","4,764","2,095",973,"3,880","1,572","3,545","3,902","1,900","1,723","2,998","4,943","85,273","4,478","3,626","2,574","3,096","3,151","5,849","2,553","2,779","6,165","3,142","4,454","2,241","2,657","2,711","4,176","5,406","4,583","4,627","4,271","2,849","4,813","5,072"
2021년07월_계_50~59세,"154,507","40,027","2,515","3,436","2,174","2,665","2,760","2,521","2,338","2,520","2,822","2,713","1,009","1,728","1,418","7,042",601,"1,313",452,"37,351","5,449","2,446","1,176","4,360","1,736","4,349","4,502","2,822","2,470","3,842","4,199","77,129","4,221","2,908","1,527","2,157","2,936","4,808","2,343","2,405","5,082","3,278","4,160","2,403","2,674","2,571","4,445","3,760","3,989","4,790","4,520","2,897","5,142","4,113"
2021년07월_계_60~69세,"118,093","34,232","2,294","2,862","1,787","2,528","2,290","2,225","1,901","2,303","2,701","2,222",916,"1,477","1,090","5,560",501,"1,057",518,"31,921","4,804","2,292","1,139","3,907","1,331","3,563","3,877","2,360","2,067","3,281","3,300","51,940","3,008","1,415",777,"1,149","2,136","2,558","1,820","1,458","2,853","2,022","2,719","1,678","2,358","2,301","3,958","2,186","2,444","2,947","3,621","1,905","3,732","2,895"
2021년07월_계_70~79세,"57,555","16,785","1,106","1,145",968,"1,396","1,230","1,097","1,034","1,213","1,428","1,194",555,833,477,"2,090",222,522,275,"15,292","2,525","1,113",476,"1,874",717,"2,016","1,755","1,133",969,"1,260","1,454","25,478","1,418",909,463,482,"1,042","1,629","1,050",795,"1,538",804,"1,376",775,"1,165","1,173","1,748",882,972,"1,204","2,008",931,"2,081","1,033"
2021년07월_계_80~89세,"25,548","6,432",440,363,322,551,520,444,464,446,491,502,194,320,139,889,78,176,93,"5,875",997,384,197,741,289,795,661,414,345,482,570,"13,241",741,676,268,245,428,916,654,529,913,454,632,399,467,608,789,384,419,479,"1,083",482,"1,256",419
2021년07월_계_90~99세,"4,131",876,54,61,43,56,75,55,50,59,54,68,27,37,37,140,15,30,15,836,150,49,23,95,29,92,90,56,55,88,109,"2,419",134,103,45,34,74,118,118,115,163,81,140,78,90,98,141,59,78,80,218,95,286,71
2021년07월_계_100세 이상,200,60,2,5,1,4,6,2,1,9,9,7,2,1,2,4,1,1,3,60,8,1,33,4,0,3,2,6,0,1,2,80,5,3,2,2,4,7,4,1,4,1,4,1,5,3,10,2,5,2,3,2,10,0
2021년07월_남_총인구수,"461,613","119,613","7,013","9,934","5,922","8,005","7,761","6,854","6,774","6,482","8,065","7,795","3,100","4,900","6,166","22,338","2,543","4,330","1,631","108,571","17,532","7,077","3,498","12,738","5,120","11,961","13,225","6,962","6,444","10,619","13,395","233,429","12,773","8,489","5,115","6,905","9,745","14,387","7,430","7,447","15,471","9,051","12,481","6,528","8,626","7,876","14,061","12,264","12,059","13,168","13,320","8,422","14,830","12,981"
2021년07월_남_연령구간인구수,"461,613","119,613","7,013","9,934","5,922","8,005","7,761","6,854","6,774","6,482","8,065","7,795","3,100","4,900","6,166","22,338","2,543","4,330","1,631","108,571","17,532","7,077","3,498","12,738","5,120","11,961","13,225","6,962","6,444","10,619","13,395","233,429","12,773","8,489","5,115","6,905","9,745","14,387","7,430","7,447","15,471","9,051","12,481","6,528","8,626","7,876","14,061","12,264","12,059","13,168","13,320","8,422","14,830","12,981"
2021년07월_남_0~9세,"34,196","7,636",240,871,198,266,352,297,329,179,365,516,176,269,356,"2,465",263,411,83,"6,554",767,436,186,689,344,654,830,248,272,691,"1,437","20,006",978,617,547,514,714,"1,016",489,665,"1,230",707,"1,159",486,617,588,"1,105","1,561","1,363","1,394",942,672,"1,052","1,590"
2021년07월_남_10~19세,"44,022","8,692",373,796,349,372,552,437,590,344,556,689,275,472,245,"2,053",246,255,88,"8,265",936,449,218,959,479,"1,000",911,458,456,945,"1,454","27,065","1,517","1,153",989,"1,247",953,"1,561",717,907,"2,158","1,174","1,549",943,666,901,971,"1,824","1,528","1,575","1,135",778,"1,364","1,455"
2021년07월_남_20~29세,"66,380","18,078","1,061","1,313",905,"1,493","1,307","1,085","1,128",966,"1,223","1,118",407,691,"1,236","2,751",488,623,283,"15,849","2,991",807,448,"1,885",883,"1,882","1,830",905,948,"1,623","1,647","32,453","1,881","1,166",512,969,"1,614","2,120","1,021","1,025","2,205","1,405","1,695",917,"1,383","1,005","2,033","1,247","1,520","1,879","1,918","1,301","2,231","1,406"
2021년07월_남_30~39세,"69,040","18,693","1,061","1,688",898,"1,218","1,172",920,907,841,"1,141","1,145",411,567,"1,506","3,440",469,"1,014",295,"16,803","3,355",960,607,"1,987",686,"1,654","2,231",896,891,"1,524","2,012","33,544","1,797","1,109",338,752,"1,787","2,221","1,442","1,112","2,031","1,168","1,701",586,"1,425",954,"2,818","1,415","1,620","1,692","2,182","1,331","2,182","1,881"
2021년07월_남_40~49세,"75,976","19,271","1,134","1,531",944,"1,195","1,154","1,028","1,051",944,"1,174","1,238",556,830,"1,206","4,111",402,560,213,"17,018","2,664","1,162",539,"1,973",785,"1,767","2,157","1,064",939,"1,542","2,426","39,687","2,074","1,587","1,167","1,415","1,497","2,564","1,155","1,285","2,816","1,419","2,047",988,"1,320","1,230","2,113","2,549","2,236","2,180","1,983","1,361","2,232","2,469"
2021년07월_남_50~59세,"77,341","20,447","1,394","1,638","1,173","1,396","1,401","1,340","1,202","1,374","1,416","1,332",518,869,790,"3,416",301,652,235,"18,982","2,810","1,397",600,"2,191",865,"2,175","2,297","1,540","1,294","1,846","1,967","37,912","2,038","1,495",855,"1,134","1,447","2,426","1,123","1,185","2,527","1,595","2,069","1,181","1,275","1,239","2,072","1,965","1,995","2,274","2,111","1,397","2,451","2,058"
