카테고리,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2021년07월_남_60~69세,"57,782","16,633","1,113","1,368",894,"1,236","1,097","1,109",920,"1,141","1,304","1,023",431,706,527,"2,759",239,510,256,"15,797","2,409","1,209",585,"1,878",641,"1,696","1,914","1,177","1,061","1,682","1,545","25,352","1,455",701,378,556,"1,026","1,240",869,681,"1,405","1,016","1,338",859,"1,173","1,133","1,883","1,102","1,166","1,432","1,720",939,"1,830","1,450"
2021년07월_남_70~79세,"26,195","7,608",484,577,432,603,536,466,457,527,660,526,239,366,234,"1,013",105,245,138,"7,021","1,188",500,225,873,332,812,806,539,466,592,688,"11,566",680,370,210,219,491,767,407,333,678,379,631,377,552,540,786,422,455,560,863,421,914,511
2021년07월_남_80~89세,"9,612","2,337",139,130,119,209,177,157,183,153,209,190,81,121,59,294,26,53,37,"2,113",374,147,81,284,101,304,230,123,108,160,201,"5,162",313,254,107,90,195,423,180,220,375,171,254,171,189,256,253,167,159,161,405,193,478,148
2021년07월_남_90~99세,"1,022",201,13,20,10,17,12,14,7,12,13,14,6,8,7,34,4,7,3,158,36,10,4,19,4,17,18,10,9,14,17,663,38,37,10,9,20,45,26,33,46,17,36,19,25,30,27,11,16,21,61,29,94,13
2021년07월_남_100세 이상,47,17,1,2,0,0,1,1,0,1,4,4,0,1,0,2,0,0,0,11,2,0,5,0,0,0,1,2,0,0,1,19,2,0,2,0,1,4,1,1,0,0,2,1,1,0,0,1,1,0,0,0,2,0
2021년07월_여_총인구수,"470,143","116,738","6,315","10,374","5,384","7,570","7,715","6,533","6,611","5,949","7,928","7,974","2,962","5,030","4,980","23,333","2,216","4,417","1,447","105,618","16,283","6,296","3,312","13,161","5,311","12,150","12,305","6,362","5,865","10,380","14,193","247,787","13,205","9,315","5,402","6,986","9,736","16,197","8,201","7,933","16,527","9,336","13,093","6,835","8,767","8,649","14,550","12,661","12,658","14,117","15,049","8,959","16,085","13,526"
2021년07월_여_연령구간인구수,"470,143","116,738","6,315","10,374","5,384","7,570","7,715","6,533","6,611","5,949","7,928","7,974","2,962","5,030","4,980","23,333","2,216","4,417","1,447","105,618","16,283","6,296","3,312","13,161","5,311","12,150","12,305","6,362","5,865","10,380","14,193","247,787","13,205","9,315","5,402","6,986","9,736","16,197","8,201","7,933","16,527","9,336","13,093","6,835","8,767","8,649","14,550","12,661","12,658","14,117","15,049","8,959","16,085","13,526"
2021년07월_여_0~9세,"32,646","7,458",238,901,218,236,373,288,316,178,397,508,148,270,339,"2,381",240,347,80,"6,255",773,403,199,710,276,589,767,242,271,696,"1,329","18,933",916,588,591,469,677,973,386,642,"1,163",661,"1,058",466,618,623,"1,021","1,430","1,244","1,316",912,606,"1,100","1,473"
2021년07월_여_10~19세,"41,923","8,316",336,814,292,363,491,459,565,281,495,609,260,449,225,"2,151",200,264,62,"7,780",935,386,208,"1,000",504,886,864,447,382,794,"1,374","25,827","1,375","1,033",961,"1,155",933,"1,675",598,820,"2,092","1,062","1,527",833,595,856,988,"1,712","1,508","1,458","1,169",825,"1,235","1,417"
2021년07월_여_20~29세,"63,117","16,304",910,"1,300",821,"1,358","1,195",834,957,805,"1,123","1,016",326,673,"1,054","2,762",266,697,207,"14,733","2,861",683,447,"1,973",922,"1,713","1,543",761,817,"1,416","1,597","32,080","1,747","1,242",438,890,"1,427","2,521","1,008",964,"2,263","1,280","1,581",845,"1,299","1,029","1,973","1,245","1,505","1,889","2,013","1,343","2,160","1,418"
2021년07월_여_30~39세,"66,344","16,276",749,"1,652",645,963,953,768,733,599,933,"1,038",340,509,"1,032","3,818",413,922,209,"14,320","2,500",869,480,"1,835",663,"1,370","1,765",676,643,"1,358","2,161","35,748","1,762","1,256",485,730,"1,605","2,612","1,428","1,163","2,138","1,148","1,819",712,"1,374","1,104","2,435","1,812","1,939","1,953","2,374","1,364","2,271","2,264"
2021년07월_여_40~49세,"78,078","17,215",815,"1,570",741,911,"1,046",927,"1,021",744,"1,081","1,186",460,804,784,"4,014",354,555,202,"15,277","2,100",933,434,"1,907",787,"1,778","1,745",836,784,"1,456","2,517","45,586","2,404","2,039","1,407","1,681","1,654","3,285","1,398","1,494","3,349","1,723","2,407","1,253","1,337","1,481","2,063","2,857","2,347","2,447","2,288","1,488","2,581","2,603"
2021년07월_여_50~59세,"77,166","19,580","1,121","1,798","1,001","1,269","1,359","1,181","1,136","1,146","1,406","1,381",491,859,628,"3,626",300,661,217,"18,369","2,639","1,049",576,"2,169",871,"2,174","2,205","1,282","1,176","1,996","2,232","39,217","2,183","1,413",672,"1,023","1,489","2,382","1,220","1,220","2,555","1,683","2,091","1,222","1,399","1,332","2,373","1,795","1,994","2,516","2,409","1,500","2,691","2,055"
2021년07월_여_60~69세,"60,311","17,599","1,181","1,494",893,"1,292","1,193","1,116",981,"1,162","1,397","1,199",485,771,563,"2,801",262,547,262,"16,124","2,395","1,083",554,"2,029",690,"1,867","1,963","1,183","1,006","1,599","1,755","26,588","1,553",714,399,593,"1,110","1,318",951,777,"1,448","1,006","1,381",819,"1,185","1,168","2,075","1,084","1,278","1,515","1,901",966,"1,902","1,445"
2021년07월_여_70~79세,"31,360","9,177",622,568,536,793,694,631,577,686,768,668,316,467,243,"1,077",117,277,137,"8,271","1,337",613,251,"1,001",385,"1,204",949,594,503,668,766,"13,912",738,539,253,263,551,862,643,462,860,425,745,398,613,633,962,460,517,644,"1,145",510,"1,167",522
2021년07월_여_80~89세,"15,936","4,095",301,233,203,342,343,287,281,293,282,312,113,199,80,595,52,123,56,"3,762",623,237,116,457,188,491,431,291,237,322,369,"8,079",428,422,161,155,233,493,474,309,538,283,378,228,278,352,536,217,260,318,678,289,778,271
2021년07월_여_90~99세,"3,109",675,41,41,33,39,63,41,43,47,41,54,21,29,30,106,11,23,12,678,114,39,19,76,25,75,72,46,46,74,92,"1,756",96,66,35,25,54,73,92,82,117,64,104,59,65,68,114,48,62,59,157,66,192,58
2021년07월_여_100세 이상,153,43,1,3,1,4,5,1,1,8,5,3,2,0,2,2,1,1,3,49,6,1,28,4,0,3,1,4,0,1,1,61,3,3,0,2,3,3,3,0,4,1,2,0,4,3,10,1,4,2,3,2,8,0
