카테고리,경상북도 영주시,경상북도 영주시 풍기읍,경상북도 영주시 이산면,경상북도 영주시 평은면,경상북도 영주시 문수면,경상북도 영주시 장수면,경상북도 영주시 안정면,경상북도 영주시 봉현면,경상북도 영주시 순흥면,경상북도 영주시 단산면,경상북도 영주시 부석면,경상북도 영주시 상망동,경상북도 영주시 하망동,경상북도 영주시 영주1동,경상북도 영주시 영주2동,경상북도 영주시 휴천1동,경상북도 영주시 휴천2동,경상북도 영주시 휴천3동,경상북도 영주시 가흥1동,경상북도 영주시 가흥2동
2020년12월_계_총인구수,"103,119","10,640","2,370","1,457","1,969","2,206","3,051","2,739","2,021","1,906","3,116","7,761","6,329","4,081","3,569","6,681","8,250","8,033","18,953","7,987"
2020년12월_계_연령구간인구수,"103,119","10,640","2,370","1,457","1,969","2,206","3,051","2,739","2,021","1,906","3,116","7,761","6,329","4,081","3,569","6,681","8,250","8,033","18,953","7,987"
2020년12월_계_0~9세,"6,100",467,58,22,57,56,84,70,37,27,53,481,347,167,169,498,440,452,"2,066",549
2020년12월_계_10~19세,"8,883",714,101,55,86,105,129,132,80,64,122,940,620,294,257,863,632,710,"2,169",810
2020년12월_계_20~29세,"9,629",928,182,87,142,156,207,163,139,104,138,760,633,312,294,710,938,953,"1,931",852
2020년12월_계_30~39세,"8,488",733,121,48,103,119,156,119,87,85,140,577,473,296,256,528,700,636,"2,541",770
2020년12월_계_40~49세,"13,901","1,244",182,95,180,189,265,264,139,157,212,"1,270",892,493,412,"1,153","1,058","1,055","3,392","1,249"
2020년12월_계_50~59세,"17,941","1,863",485,261,335,366,507,520,370,347,585,"1,325","1,159",698,638,"1,200","1,567","1,603","2,719","1,393"
2020년12월_계_60~69세,"18,377","2,290",551,347,456,516,727,706,552,466,832,"1,153","1,046",865,743,853,"1,476","1,403","2,181","1,214"
2020년12월_계_70~79세,"11,868","1,448",351,290,313,374,532,458,345,334,590,773,731,578,524,557,941,783,"1,249",697
2020년12월_계_80~89세,"6,856",801,293,212,245,268,384,261,229,278,383,405,383,336,242,284,442,378,627,405
2020년12월_계_90~99세,"1,016",140,45,37,49,54,59,39,42,43,57,74,42,39,33,33,53,58,75,44
2020년12월_계_100세 이상,60,12,1,3,3,3,1,7,1,1,4,3,3,3,1,2,3,2,3,4
2020년12월_남_총인구수,"51,070","5,237","1,218",736,"1,001","1,118","1,539","1,390","1,016",955,"1,546","3,865","3,035","1,979","1,707","3,323","4,061","3,995","9,519","3,830"
2020년12월_남_연령구간인구수,"51,070","5,237","1,218",736,"1,001","1,118","1,539","1,390","1,016",955,"1,546","3,865","3,035","1,979","1,707","3,323","4,061","3,995","9,519","3,830"
2020년12월_남_0~9세,"3,153",244,29,15,30,32,42,34,21,14,30,252,181,96,96,250,206,225,"1,075",281
2020년12월_남_10~19세,"4,624",357,49,26,45,53,69,65,43,36,64,496,310,137,142,454,350,394,"1,111",423
2020년12월_남_20~29세,"5,672",581,118,59,90,100,128,100,94,74,76,460,362,186,161,431,532,567,"1,112",441
2020년12월_남_30~39세,"4,511",386,68,27,63,77,104,67,54,53,82,303,256,160,129,266,383,341,"1,291",401
2020년12월_남_40~49세,"7,208",670,105,64,111,112,165,168,78,97,136,622,438,258,206,553,538,505,"1,756",626
2020년12월_남_50~59세,"9,139",928,273,148,179,194,266,268,192,184,311,694,589,377,323,618,744,802,"1,393",656
2020년12월_남_60~69세,"8,804","1,125",288,176,248,271,370,356,282,253,417,542,470,385,318,385,675,650,"1,020",573
2020년12월_남_70~79세,"5,338",635,172,138,143,174,254,231,161,149,282,342,285,249,234,256,438,364,530,301
2020년12월_남_80~89세,"2,392",280,104,71,83,94,132,87,83,85,135,148,133,118,90,99,182,132,215,121
2020년12월_남_90~99세,218,28,12,12,9,11,9,12,7,9,12,6,10,13,8,11,12,15,15,7
2020년12월_남_100세 이상,11,3,0,0,0,0,0,2,1,1,1,0,1,0,0,0,1,0,1,0
2020년12월_여_총인구수,"52,049","5,403","1,152",721,968,"1,088","1,512","1,349","1,005",951,"1,570","3,896","3,294","2,102","1,862","3,358","4,189","4,038","9,434","4,157"
2020년12월_여_연령구간인구수,"52,049","5,403","1,152",721,968,"1,088","1,512","1,349","1,005",951,"1,570","3,896","3,294","2,102","1,862","3,358","4,189","4,038","9,434","4,157"
2020년12월_여_0~9세,"2,947",223,29,7,27,24,42,36,16,13,23,229,166,71,73,248,234,227,991,268
2020년12월_여_10~19세,"4,259",357,52,29,41,52,60,67,37,28,58,444,310,157,115,409,282,316,"1,058",387
2020년12월_여_20~29세,"3,957",347,64,28,52,56,79,63,45,30,62,300,271,126,133,279,406,386,819,411
2020년12월_여_30~39세,"3,977",347,53,21,40,42,52,52,33,32,58,274,217,136,127,262,317,295,"1,250",369
2020년12월_여_40~49세,"6,693",574,77,31,69,77,100,96,61,60,76,648,454,235,206,600,520,550,"1,636",623
2020년12월_여_50~59세,"8,802",935,212,113,156,172,241,252,178,163,274,631,570,321,315,582,823,801,"1,326",737
2020년12월_여_60~69세,"9,573","1,165",263,171,208,245,357,350,270,213,415,611,576,480,425,468,801,753,"1,161",641
2020년12월_여_70~79세,"6,530",813,179,152,170,200,278,227,184,185,308,431,446,329,290,301,503,419,719,396
2020년12월_여_80~89세,"4,464",521,189,141,162,174,252,174,146,193,248,257,250,218,152,185,260,246,412,284
2020년12월_여_90~99세,798,112,33,25,40,43,50,27,35,34,45,68,32,26,25,22,41,43,60,37
2020년12월_여_100세 이상,49,9,1,3,3,3,1,5,0,0,3,3,2,3,1,2,2,2,2,4
