카테고리,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2021년04월_남_연령구간인구수,"529,062","237,074","7,674","11,330","22,787","10,863","5,503","6,513","11,591","10,928","15,094","18,601","7,995","18,447","16,066","9,944","10,701","15,781","22,211","13,631","1,414","146,147","17,898","22,718","11,361","18,835","14,634","10,095","11,642","7,820","5,820","13,131","12,193","145,841","13,236","9,201","17,330","25,380","13,145","13,641","17,629","10,757","25,522"
2021년04월_남_0~9세,"41,474","19,626",304,"1,487","2,725",658,306,"1,029","1,196","1,374","1,082","1,075",475,"1,004","1,303",378,710,"1,137","1,351","1,989",43,"10,585","1,869","1,687",651,"1,576","1,013",437,715,618,755,555,709,"11,263",975,428,"1,367","2,309",918,"1,021","1,151",807,"2,287"
2021년04월_남_10~19세,"53,030","21,099",623,979,"2,071",963,523,449,813,814,"1,635","1,461",641,"1,871","1,891",630,998,"1,403","2,399",867,68,"15,046","2,487","2,300","1,024","2,290","1,380",681,"1,656","1,118",496,787,827,"16,885","1,302",782,"2,912","2,805","1,599","1,600","1,590","1,157","3,138"
2021년04월_남_20~29세,"76,716","32,403","1,160","1,145","2,577","1,572",807,710,"1,330","1,162","1,904","2,385","1,168","3,125","2,332","1,568","1,568","2,554","3,603","1,489",244,"22,558","2,491","3,587","2,051","2,727","2,406","1,602","1,869","1,131",661,"2,341","1,692","21,755","2,041","1,421","2,443","3,784","1,934","1,896","3,046","1,678","3,512"
2021년04월_남_30~39세,"71,068","34,519",877,"1,813","3,755","1,319",651,"1,366","2,271","2,441","1,643","2,189",964,"2,214","2,116","1,286","1,409","2,520","2,561","2,954",170,"18,886","1,846","2,694","1,508","2,274","2,218","1,632","1,047",698,870,"2,459","1,640","17,663","1,589",982,"1,698","3,470","1,563","1,582","2,714","1,368","2,697"
2021년04월_남_40~49세,"87,592","39,513","1,080","2,187","4,470","1,735",804,"1,270","2,041","2,002","2,632","3,007","1,102","2,682","2,819","1,462","1,655","2,344","3,474","2,578",169,"24,118","3,359","3,462","1,637","3,163","2,309","1,811","1,838","1,280","1,058","2,326","1,875","23,961","2,002","1,249","3,114","4,364","2,033","2,161","2,645","1,757","4,636"
2021년04월_남_50~59세,"96,072","41,453","1,660","1,552","3,240","2,169",994,820,"1,603","1,379","2,687","3,566","1,611","3,687","2,883","2,156","2,061","2,878","4,537","1,688",282,"27,365","3,302","4,260","2,081","3,360","2,680","1,981","2,329","1,517","1,006","2,411","2,438","27,254","2,504","2,050","3,180","4,674","2,344","2,418","3,238","1,993","4,853"
2021년04월_남_60~69세,"63,077","29,210","1,222","1,336","2,354","1,465",799,551,"1,365","1,076","1,976","2,936","1,253","2,188","1,625","1,581","1,461","1,814","2,660","1,283",265,"17,255","1,674","2,914","1,471","2,142","1,693","1,214","1,409",830,661,"1,361","1,886","16,612","1,657","1,470","1,708","2,488","1,580","1,651","2,060","1,218","2,780"
2021년04월_남_70~79세,"26,504","13,115",525,613,"1,172",652,401,232,707,501,"1,067","1,403",533,996,664,602,532,744,"1,079",571,121,"6,741",584,"1,178",642,854,608,497,501,340,240,513,784,"6,648",769,539,565,938,669,758,803,506,"1,101"
2021년04월_남_80~89세,"12,236","5,602",201,199,387,306,203,75,250,154,423,540,231,615,395,262,283,353,492,185,48,"3,222",256,561,268,401,302,216,247,250,67,339,315,"3,412",363,254,300,495,446,485,338,252,479
2021년04월_남_90~99세,"1,246",512,20,19,35,23,14,7,14,25,44,37,17,63,37,18,23,33,54,26,3,356,28,74,27,48,23,23,30,37,6,35,25,378,34,26,42,53,56,68,41,19,39
2021년04월_남_100세 이상,47,22,2,0,1,1,1,4,1,0,1,2,0,2,1,1,1,1,1,1,1,15,2,1,1,0,2,1,1,1,0,4,2,10,0,0,1,0,3,1,3,2,0
2021년04월_여_총인구수,"551,674","242,754","7,192","12,227","24,076","10,975","5,882","6,862","12,437","10,990","14,977","18,109","7,583","19,422","17,088","9,051","11,221","16,327","23,554","13,755","1,026","154,260","18,885","24,318","12,178","20,249","16,105","10,858","12,530","8,676","5,552","13,840","11,069","154,660","14,135","9,342","18,340","26,437","14,938","15,495","18,741","11,034","26,198"
2021년04월_여_연령구간인구수,"551,674","242,754","7,192","12,227","24,076","10,975","5,882","6,862","12,437","10,990","14,977","18,109","7,583","19,422","17,088","9,051","11,221","16,327","23,554","13,755","1,026","154,260","18,885","24,318","12,178","20,249","16,105","10,858","12,530","8,676","5,552","13,840","11,069","154,660","14,135","9,342","18,340","26,437","14,938","15,495","18,741","11,034","26,198"
2021년04월_여_0~9세,"39,748","18,822",245,"1,522","2,693",619,306,"1,022","1,233","1,268","1,057","1,014",420,934,"1,239",326,600,"1,075","1,287","1,919",43,"10,111","1,757","1,651",587,"1,552",992,455,683,591,649,516,678,"10,815",952,457,"1,209","2,187",893,939,"1,112",853,"2,213"
2021년04월_여_10~19세,"50,650","20,196",517,"1,042","2,057",852,498,534,747,771,"1,457","1,355",563,"1,737","1,778",561,"1,041","1,345","2,385",898,58,"14,158","2,344","2,097","1,029","2,149","1,321",628,"1,592","1,059",466,777,696,"16,296","1,337",681,"2,802","2,687","1,593","1,588","1,403","1,100","3,105"
2021년04월_여_20~29세,"72,981","30,233",924,"1,080","2,660","1,412",666,833,"1,478","1,255","1,658","1,946",946,"3,056","2,289","1,282","1,506","2,312","3,298","1,482",150,"22,200","2,487","3,231","1,898","2,665","2,486","1,876","1,851","1,114",602,"2,734","1,256","20,548","1,895","1,282","2,290","3,560","1,837","1,868","3,260","1,379","3,177"
2021년04월_여_30~39세,"72,164","33,978",663,"2,101","4,141","1,222",621,"1,512","2,337","2,480","1,560","1,882",852,"2,074","2,171",978,"1,274","2,366","2,518","3,129",97,"19,739","2,278","2,779","1,398","2,431","2,315","1,713","1,221",887,983,"2,361","1,373","18,447","1,573",947,"1,788","3,573","1,754","1,721","2,601","1,491","2,999"
2021년04월_여_40~49세,"93,302","39,341",997,"2,098","4,238","1,681",896,"1,096","1,982","1,871","2,575","2,704","1,095","3,048","3,271","1,219","1,812","2,564","3,845","2,226",123,"26,769","3,887","3,830","1,919","3,569","2,685","1,886","2,286","1,633","1,023","2,454","1,597","27,192","2,228","1,267","3,929","4,728","2,553","2,581","2,933","1,958","5,015"
2021년04월_여_50~59세,"99,208","41,762","1,500","1,740","3,493","2,069","1,106",846,"1,849","1,367","2,394","3,398","1,536","3,859","2,947","1,818","2,181","3,036","4,754","1,699",170,"28,706","3,262","4,904","2,400","3,678","3,034","1,899","2,407","1,583",935,"2,448","2,156","28,740","2,710","2,101","3,353","4,856","2,695","2,788","3,564","2,039","4,634"
2021년04월_여_60~69세,"62,908","29,812","1,174","1,521","2,615","1,582",838,576,"1,482","1,113","2,139","3,035","1,133","2,126","1,567","1,473","1,416","1,741","2,726","1,375",180,"16,847","1,536","2,986","1,581","2,217","1,797","1,185","1,263",801,547,"1,218","1,716","16,249","1,726","1,365","1,525","2,359","1,625","1,680","2,067","1,187","2,715"
2021년04월_여_70~79세,"35,291","17,223",704,717,"1,391",926,540,261,853,552,"1,372","1,718",617,"1,529","1,046",818,829,"1,081","1,522",615,132,"8,854",807,"1,560",795,"1,177",886,653,661,491,208,749,867,"9,214","1,040",713,792,"1,388","1,024","1,208","1,031",614,"1,404"
2021년04월_여_80~89세,"21,585","9,725",401,349,677,510,355,152,419,263,665,888,347,933,680,477,476,698,"1,042",334,59,"5,763",444,"1,061",490,684,502,484,467,449,108,506,568,"6,097",581,449,541,927,846,969,653,353,778
2021년04월_여_90~99세,"3,702","1,591",65,57,107,93,53,26,55,47,95,162,73,117,98,98,82,103,176,73,11,"1,083",79,215,80,125,84,74,95,67,30,74,160,"1,028",87,76,109,170,113,149,112,59,153
2021년04월_여_100세 이상,135,71,2,0,4,9,3,4,2,3,5,7,1,9,2,1,4,6,1,5,3,30,4,4,1,2,3,5,4,1,1,3,2,34,6,4,2,2,5,4,5,1,5
