카테고리,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 의창구 동읍,경상남도 창원시 의창구 북면,경상남도 창원시 의창구 대산면,경상남도 창원시 의창구 의창동,경상남도 창원시 의창구 팔룡동,경상남도 창원시 의창구 명곡동,경상남도 창원시 의창구 봉림동,경상남도 창원시 의창구 용지동,경상남도 창원시 성산구,경상남도 창원시 성산구 반송동,경상남도 창원시 성산구 중앙동,경상남도 창원시 성산구 상남동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구 가음정동,경상남도 창원시 성산구 성주동,경상남도 창원시 성산구 웅남동,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구 구산면,경상남도 창원시 마산합포구 진동면,경상남도 창원시 마산합포구 진북면,경상남도 창원시 마산합포구 진전면,경상남도 창원시 마산합포구 현동,경상남도 창원시 마산합포구 가포동,경상남도 창원시 마산합포구 월영동,경상남도 창원시 마산합포구 문화동,경상남도 창원시 마산합포구 반월중앙동,경상남도 창원시 마산합포구 완월동,경상남도 창원시 마산합포구 자산동,경상남도 창원시 마산합포구 교방동,경상남도 창원시 마산합포구 오동동,경상남도 창원시 마산합포구 합포동,경상남도 창원시 마산합포구 산호동,경상남도 창원시 마산회원구,경상남도 창원시 마산회원구 내서읍,경상남도 창원시 마산회원구 회원1동,경상남도 창원시 마산회원구 회원2동,경상남도 창원시 마산회원구 석전동,경상남도 창원시 마산회원구 회성동,경상남도 창원시 마산회원구 양덕1동,경상남도 창원시 마산회원구 양덕2동,경상남도 창원시 마산회원구 합성1동,경상남도 창원시 마산회원구 합성2동,경상남도 창원시 마산회원구 구암1동,경상남도 창원시 마산회원구 구암2동,경상남도 창원시 마산회원구 봉암동,경상남도 창원시 진해구,경상남도 창원시 진해구 충무동,경상남도 창원시 진해구 여좌동,경상남도 창원시 진해구 태백동,경상남도 창원시 진해구 경화동,경상남도 창원시 진해구 병암동,경상남도 창원시 진해구 석동,경상남도 창원시 진해구 이동,경상남도 창원시 진해구 자은동,경상남도 창원시 진해구 덕산동,경상남도 창원시 진해구 풍호동,경상남도 창원시 진해구 웅천동,경상남도 창원시 진해구 웅동1동,경상남도 창원시 진해구 웅동2동
2021년06월_계_총인구수,"1,034,527","260,018","19,831","43,427","7,133","50,728","37,352","41,657","30,155","29,735","212,180","41,406","22,950","27,912","45,069","40,677","26,370","7,796","180,374","4,222","12,187","3,441","3,936","14,101",960,"41,360","11,124","14,615","9,067","10,544","16,011","19,405","7,045","12,356","188,525","63,921","10,285","10,066","17,040","6,127","11,066","31,416","9,368","7,559","8,933","9,480","3,264","193,430","16,978","8,521","4,914","11,219","7,478","17,433","8,593","21,409","10,167","25,837","12,932","6,424","41,525"
2021년06월_계_연령구간인구수,"1,034,527","260,018","19,831","43,427","7,133","50,728","37,352","41,657","30,155","29,735","212,180","41,406","22,950","27,912","45,069","40,677","26,370","7,796","180,374","4,222","12,187","3,441","3,936","14,101",960,"41,360","11,124","14,615","9,067","10,544","16,011","19,405","7,045","12,356","188,525","63,921","10,285","10,066","17,040","6,127","11,066","31,416","9,368","7,559","8,933","9,480","3,264","193,430","16,978","8,521","4,914","11,219","7,478","17,433","8,593","21,409","10,167","25,837","12,932","6,424","41,525"
2021년06월_계_0~9세,"81,179","20,791","1,104","6,377",244,"4,234","3,031","2,282","1,431","2,088","15,735","3,129","1,138","2,003","3,305","3,585","2,139",436,"13,288",106,"1,066",63,50,"2,094",46,"4,418",486,833,391,457,"1,196",998,374,710,"12,675","4,847",371,653,"1,113",148,540,"3,068",652,259,389,494,141,"18,690","1,440",322,171,"1,011",533,"1,428",345,"2,347","1,040","3,363","1,805",486,"4,399"
2021년06월_계_10~19세,"98,463","23,112","1,820","3,853",374,"4,589","3,788","3,860","2,168","2,660","22,358","5,207","1,448","3,299","4,703","3,960","2,996",745,"14,118",148,"1,032",137,137,"1,236",34,"3,981",691,"1,356",701,849,"1,310","1,145",419,942,"17,824","7,918",598,785,"1,246",320,826,"3,431",581,456,648,797,218,"21,051","1,812",634,277,994,764,"2,415",528,"2,261","1,199","3,255",980,683,"5,249"
2021년06월_계_20~29세,"128,124","34,989","2,232","3,795",634,"6,949","5,517","6,401","4,863","4,598","31,655","5,508","4,545","4,099","6,439","6,020","4,037","1,007","19,237",286,"1,064",248,224,"1,179",128,"5,027","1,712","1,567","1,081","1,162","1,548","1,978",648,"1,385","21,653","8,114",915,"1,113","1,795",548,"1,317","3,299","1,126",926,939,"1,254",307,"20,590","2,115",824,473,"1,141",774,"2,158","1,079","2,280","1,167","2,264","1,263",601,"4,451"
2021년06월_계_30~39세,"131,849","34,556","1,766","7,769",641,"7,009","5,395","4,227","3,735","4,014","28,799","4,480","4,263","3,425","6,231","6,151","3,333",916,"21,360",275,"1,373",198,174,"2,347",101,"6,162","1,078","1,444",828,903,"1,980","2,234",813,"1,450","20,930","6,349",903,"1,322","2,308",538,"1,272","3,968","1,239",756,851,"1,045",379,"26,204","2,131",663,372,"1,474",781,"2,118",969,"3,138","1,274","3,778","2,444",720,"6,342"
2021년06월_계_40~49세,"167,185","40,537","3,115","7,428",770,"8,009","6,101","6,324","4,163","4,627","34,877","7,260","3,555","4,694","7,547","6,359","4,235","1,227","26,587",386,"1,966",308,280,"2,502",113,"6,579","1,369","2,229","1,195","1,435","2,448","2,954","1,009","1,814","29,672","11,294","1,357","1,379","2,362",698,"1,554","5,588","1,325","1,061","1,169","1,370",515,"35,512","2,932","1,158",600,"1,743","1,250","3,403","1,299","3,779","1,724","5,090","2,105","1,079","9,350"
2021년06월_계_50~59세,"184,381","49,517","3,871","6,111","1,302","9,623","7,475","9,063","6,012","6,060","42,787","8,289","4,137","5,923","9,003","8,171","5,843","1,421","29,494",748,"1,978",683,706,"1,912",156,"6,497","1,835","2,445","1,702","1,904","2,484","3,206","1,171","2,067","33,825","12,398","1,717","1,592","2,832","1,133","1,896","5,210","1,625","1,361","1,747","1,688",626,"28,758","2,182","1,378",841,"1,798","1,153","2,771","1,509","3,437","1,417","3,447","1,784","1,075","5,966"
2021년06월_계_60~69세,"147,857","36,216","3,291","5,134","1,662","6,751","4,257","6,238","5,091","3,792","25,356","5,156","2,680","3,266","5,501","4,644","2,862","1,247","31,135","1,162","2,084",895,"1,008","1,742",218,"5,365","2,099","2,469","1,772","2,150","2,782","3,702","1,412","2,275","30,699","7,934","2,307","1,828","3,072","1,480","2,191","4,363","1,640","1,605","1,925","1,725",629,"24,451","2,141","1,568","1,030","1,767","1,197","2,030","1,681","2,654","1,322","2,983","1,502",998,"3,578"
2021년06월_계_70~79세,"64,644","13,649","1,675","1,889",921,"2,496","1,233","2,295","1,842","1,298","7,127","1,653",823,779,"1,544","1,179",619,530,"16,812",704,"1,062",534,739,763,113,"2,368","1,228","1,511",900,"1,173","1,586","2,127",771,"1,233","15,032","3,458","1,444",982,"1,698",849,"1,080","1,776",849,850,914,815,317,"12,024","1,414","1,232",730,885,666,763,818,"1,015",680,"1,121",654,476,"1,570"
