카테고리,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2021년09월_계_80~89세,"24,709","6,596",242,549,370,472,458,386,447,481,433,826,295,989,648,"6,375",523,381,391,471,504,619,495,785,655,646,905,"6,086",697,483,561,578,658,502,960,235,459,707,246,"5,652",854,"1,136",503,673,486,526,"1,038",436
2021년09월_계_90~99세,"3,487",988,42,97,47,66,77,40,74,75,58,108,43,162,99,886,71,74,56,73,45,84,70,105,68,102,138,850,109,52,72,91,84,53,146,29,70,116,28,763,130,172,64,65,55,55,152,70
2021년09월_계_100세 이상,114,30,3,4,0,3,3,3,0,3,0,2,2,3,4,24,1,3,1,2,1,2,1,2,2,0,9,20,1,1,3,2,0,1,4,2,2,3,1,40,5,4,8,5,2,1,9,6
2021년09월_남_총인구수,"427,871","96,277","1,170","2,527","1,979","3,470","2,034","3,416","3,529","4,243","5,235","15,099","6,611","27,258","19,706","95,955","5,295","1,692","3,659","6,806","7,354","7,225","13,190","14,785","6,694","7,850","21,405","135,825","11,962","5,540","9,214","8,338","25,855","8,104","27,170","5,125","12,873","14,463","7,181","99,814","9,856","37,479","2,438","6,216","4,285","6,877","23,605","9,058"
2021년09월_남_연령구간인구수,"427,871","96,277","1,170","2,527","1,979","3,470","2,034","3,416","3,529","4,243","5,235","15,099","6,611","27,258","19,706","95,955","5,295","1,692","3,659","6,806","7,354","7,225","13,190","14,785","6,694","7,850","21,405","135,825","11,962","5,540","9,214","8,338","25,855","8,104","27,170","5,125","12,873","14,463","7,181","99,814","9,856","37,479","2,438","6,216","4,285","6,877","23,605","9,058"
2021년09월_남_0~9세,"36,666","8,143",28,49,42,198,43,201,127,193,293,"1,292",749,"2,722","2,206","6,603",297,44,125,685,316,318,"1,153","1,207",255,453,"1,750","12,075","1,120",321,"1,139",430,"2,849",310,"2,535",221,808,"1,036","1,306","9,845",704,"4,998",42,253,145,458,"2,064","1,181"
2021년09월_남_10~19세,"44,053","10,228",29,94,58,225,102,280,194,328,447,"1,904","1,024","3,323","2,220","10,156",327,59,229,680,478,487,"1,976","2,083",503,717,"2,617","13,638","1,210",519,689,737,"3,372",528,"3,479",298,"1,145","1,132",529,"10,031",952,"3,929",81,366,298,540,"2,646","1,219"
2021년09월_남_20~29세,"65,238","13,283",92,171,177,419,169,526,555,566,666,"2,157",803,"4,031","2,951","15,309",647,103,482,828,"1,815","1,237","1,998","2,417","1,132","1,086","3,564","22,158","1,624",777,"1,016","1,322","3,933","1,907","4,136","1,075","2,390","2,844","1,134","14,488","1,355","5,160",206,"1,110",614,"1,117","3,935",991
2021년09월_남_30~39세,"62,139","11,974",68,180,118,374,131,466,417,437,609,"1,689",711,"3,788","2,986","11,577",605,124,384,880,"1,140",867,"1,539","1,625",724,920,"2,769","21,846","2,003",602,"1,804","1,019","4,234","1,080","3,482",955,"2,353","2,483","1,831","16,742","1,044","8,408",199,836,460,919,"3,544","1,332"
2021년09월_남_40~49세,"68,869","15,099",100,235,209,406,224,473,451,603,791,"2,593","1,187","4,564","3,263","14,752",653,202,519,"1,040",965,"1,007","2,339","2,458",890,"1,068","3,611","21,979","2,146",828,"1,421","1,174","4,922","1,034","4,341",726,"2,089","2,224","1,074","17,039","1,602","6,947",271,832,625,"1,068","3,855","1,839"
2021년09월_남_50~59세,"68,949","16,630",230,472,447,658,426,551,606,780,976,"2,573","1,088","4,597","3,226","16,581","1,118",317,732,"1,064",974,"1,272","2,338","2,732","1,164","1,481","3,389","21,533","1,710","1,065","1,371","1,595","3,845","1,341","4,812",809,"2,044","2,279",662,"14,205","1,869","4,147",503,"1,063",764,"1,099","3,595","1,165"
2021년09월_남_60~69세,"51,306","12,887",361,721,537,730,482,481,636,707,851,"1,744",642,"2,979","2,016","12,970","1,040",439,719,"1,032",911,"1,237","1,187","1,447","1,170","1,376","2,412","14,719","1,293",860,"1,111","1,324","1,830","1,176","3,041",672,"1,380","1,611",421,"10,730","1,434","2,485",641,968,749,954,"2,669",830
2021년09월_남_70~79세,"21,441","5,563",165,390,273,282,283,287,341,432,427,834,290,935,624,"5,562",412,262,305,410,538,560,469,538,592,534,942,"5,616",596,404,455,530,621,543,965,273,483,599,147,"4,700",626,"1,009",316,535,423,511,932,348
2021년09월_남_80~89세,"8,476","2,247",86,188,109,155,154,144,183,183,162,292,104,293,194,"2,268",181,131,154,176,205,221,174,260,251,193,322,"2,092",235,159,192,188,239,179,342,89,164,233,72,"1,869",242,363,164,236,197,198,332,137
2021년09월_남_90~99세,714,220,11,26,9,23,19,7,19,13,13,21,13,26,20,172,14,11,10,11,12,19,17,18,13,22,25,166,25,5,15,19,10,6,37,6,16,22,5,156,27,32,13,17,8,13,30,16
2021년09월_남_100세 이상,20,3,0,1,0,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,1,1,0,0,9,1,1,2,0,2,0,3,0
2021년09월_여_총인구수,"420,840","97,403","1,052","2,395","1,903","3,326","1,891","3,554","3,313","4,423","5,315","15,988","6,804","27,165","20,274","97,237","4,834","1,562","3,494","7,144","7,381","7,183","13,238","15,588","6,581","8,118","22,114","131,767","12,105","5,239","8,758","8,445","24,896","7,771","28,408","4,557","11,212","14,013","6,363","94,433","9,329","32,786","2,116","6,084","4,183","6,535","24,053","9,347"
2021년09월_여_연령구간인구수,"420,840","97,403","1,052","2,395","1,903","3,326","1,891","3,554","3,313","4,423","5,315","15,988","6,804","27,165","20,274","97,237","4,834","1,562","3,494","7,144","7,381","7,183","13,238","15,588","6,581","8,118","22,114","131,767","12,105","5,239","8,758","8,445","24,896","7,771","28,408","4,557","11,212","14,013","6,363","94,433","9,329","32,786","2,116","6,084","4,183","6,535","24,053","9,347"
2021년09월_여_0~9세,"35,192","7,896",22,54,45,194,41,168,110,196,295,"1,239",726,"2,642","2,164","6,344",325,31,155,647,310,308,"1,110","1,178",233,439,"1,608","11,589","1,082",328,"1,137",386,"2,758",275,"2,377",226,807,964,"1,249","9,363",675,"4,771",39,244,163,372,"1,975","1,124"
2021년09월_여_10~19세,"40,964","9,481",25,90,57,218,81,250,175,316,425,"1,848",934,"2,997","2,065","9,424",301,50,239,692,456,497,"1,895","1,882",407,656,"2,349","12,724","1,169",505,580,685,"3,073",495,"3,299",266,"1,090","1,091",471,"9,335",875,"3,658",74,375,239,536,"2,398","1,180"
2021년09월_여_20~29세,"54,471","11,314",64,128,122,278,122,529,412,447,583,"1,941",695,"3,451","2,542","12,911",450,80,367,760,"1,660","1,039","1,656","1,995",850,902,"3,152","18,761","1,727",636,856,"1,135","3,299","1,409","3,626",980,"1,849","2,495",749,"11,485",911,"3,705",130,972,467,929,"3,451",920
2021년09월_여_30~39세,"55,970","11,460",50,105,95,298,88,394,276,338,540,"1,725",797,"3,717","3,037","10,657",494,78,309,927,821,672,"1,574","1,672",590,790,"2,730","19,590","1,981",495,"1,646",828,"4,042",795,"3,647",675,"1,600","2,202","1,679","14,263",904,"6,853",94,644,311,708,"3,221","1,528"
2021년09월_여_40~49세,"66,920","15,346",63,141,149,364,136,467,344,563,697,"2,832","1,323","4,790","3,477","15,129",575,113,422,"1,029",862,821,"2,654","2,953",785,"1,024","3,891","21,172","1,976",727,"1,204","1,173","4,998",929,"4,952",544,"1,729","2,046",894,"15,273","1,407","5,916",131,656,506,922,"3,996","1,739"
2021년09월_여_50~59세,"68,699","16,764",201,376,375,632,314,560,554,792,911,"2,671","1,058","4,691","3,629","17,113",979,251,675,"1,192","1,122","1,256","2,228","2,844","1,212","1,640","3,714","21,430","1,589",967,"1,285","1,783","3,514","1,459","5,365",729,"1,908","2,246",585,"13,392","1,663","3,334",346,940,729,"1,123","4,115","1,142"
2021년09월_여_60~69세,"53,313","13,176",276,651,464,645,423,549,679,863,970,"2,046",699,"2,867","2,044","13,864",884,366,643,"1,073","1,156","1,406","1,200","1,611","1,304","1,387","2,834","15,106","1,300",794,"1,101","1,399","1,922","1,352","3,238",626,"1,356","1,653",365,"11,167","1,387","2,500",534,"1,053",889,976,"2,909",919
2021년09월_여_70~79세,"26,211","6,822",161,415,297,334,322,359,444,546,578,"1,063",349,"1,175",779,"6,955",427,277,400,465,661,719,546,839,739,747,"1,135","6,700",734,415,521,592,797,686,"1,173",341,523,745,173,"5,734",788,"1,133",372,710,543,598,"1,154",436
2021년09월_여_80~89세,"16,233","4,349",156,361,261,317,304,242,264,298,271,534,191,696,454,"4,107",342,250,237,295,299,398,321,525,404,453,583,"3,994",462,324,369,390,419,323,618,146,295,474,174,"3,783",612,773,339,437,289,328,706,299
2021년09월_여_90~99세,"2,773",768,31,71,38,43,58,33,55,62,45,87,30,136,79,714,57,63,46,62,33,65,53,87,55,80,113,684,84,47,57,72,74,47,109,23,54,94,23,607,103,140,51,48,47,42,122,54
2021년09월_여_100세 이상,94,27,3,3,0,3,2,3,0,2,0,2,2,3,4,19,0,3,1,2,1,2,1,2,2,0,5,17,1,1,2,2,0,1,4,1,1,3,1,31,4,3,6,5,0,1,6,6
