카테고리,서울특별시 용산구,서울특별시 용산구 후암동,서울특별시 용산구 용산2가동,서울특별시 용산구 남영동,서울특별시 용산구 청파동,서울특별시 용산구 원효로제1동,서울특별시 용산구 원효로제2동,서울특별시 용산구 효창동,서울특별시 용산구 용문동,서울특별시 용산구 한강로동,서울특별시 용산구 이촌제1동,서울특별시 용산구 이촌제2동,서울특별시 용산구 이태원제1동,서울특별시 용산구 이태원제2동,서울특별시 용산구 한남동,서울특별시 용산구 서빙고동,서울특별시 용산구 보광동
2020년10월_계_총인구수,"230,044","17,737","10,070","7,673","19,846","16,064","14,265","10,238","12,301","19,941","28,283","8,740","6,958","9,231","21,249","13,192","14,256"
2020년10월_계_연령구간인구수,"230,044","17,737","10,070","7,673","19,846","16,064","14,265","10,238","12,301","19,941","28,283","8,740","6,958","9,231","21,249","13,192","14,256"
2020년10월_계_0~9세,"13,621",976,379,197,686,"1,335",944,775,774,"1,078","2,782",555,251,425,"1,218",785,461
2020년10월_계_10~19세,"15,785","1,300",562,267,"1,183",862,"1,272",776,843,993,"2,948",515,290,495,"1,172","1,494",813
2020년10월_계_20~29세,"33,363","2,589","1,534",955,"4,236","2,437","1,879","1,593","1,843","3,052","3,021",977,"1,040","1,393","2,802","1,797","2,215"
2020년10월_계_30~39세,"38,116","2,847","1,774","1,051","3,139","3,683","2,088","1,868","2,023","3,953","3,684","1,487","1,154","1,651","4,043","1,500","2,171"
2020년10월_계_40~49세,"35,799","2,796","1,412","1,113","2,763","2,614","2,332","1,576","1,858","2,805","4,979","1,243",893,"1,415","3,409","2,483","2,108"
2020년10월_계_50~59세,"36,995","2,883","1,463","1,641","3,107","2,208","2,348","1,572","1,985","3,372","4,587","1,400","1,136","1,294","3,280","2,217","2,502"
2020년10월_계_60~69세,"28,621","2,237","1,458","1,364","2,376","1,628","1,720","1,049","1,533","2,459","2,976","1,338","1,078","1,191","2,777","1,408","2,029"
2020년10월_계_70~79세,"17,257","1,348",927,699,"1,544",839,"1,055",635,969,"1,406","1,848",777,645,848,"1,633",814,"1,270"
2020년10월_계_80~89세,"8,500",600,452,286,673,368,540,323,389,643,"1,188",368,368,420,718,601,563
2020년10월_계_90~99세,"1,620",132,87,68,105,72,73,57,71,138,236,66,81,85,161,87,101
2020년10월_계_100세 이상,367,29,22,32,34,18,14,14,13,42,34,14,22,14,36,6,23
2020년10월_남_총인구수,"110,754","8,646","4,849","4,671","9,308","7,743","6,711","4,858","5,863","9,606","13,214","4,104","3,302","4,255","10,221","6,336","7,067"
2020년10월_남_연령구간인구수,"110,754","8,646","4,849","4,671","9,308","7,743","6,711","4,858","5,863","9,606","13,214","4,104","3,302","4,255","10,221","6,336","7,067"
2020년10월_남_0~9세,"7,044",506,199,97,331,682,476,409,387,562,"1,453",286,127,219,655,399,256
2020년10월_남_10~19세,"8,033",721,287,149,636,445,500,402,438,525,"1,475",263,148,239,590,754,461
2020년10월_남_20~29세,"15,903","1,316",802,452,"1,688","1,030",891,733,877,"1,375","1,473",483,535,698,"1,410",896,"1,244"
2020년10월_남_30~39세,"18,994","1,484",906,555,"1,686","1,786","1,054",916,996,"1,862","1,640",747,626,825,"1,988",723,"1,200"
2020년10월_남_40~49세,"17,588","1,348",726,718,"1,394","1,358","1,141",745,914,"1,368","2,226",617,446,662,"1,684","1,179","1,062"
2020년10월_남_50~59세,"18,296","1,407",678,"1,158","1,538","1,090","1,162",755,981,"1,674","2,211",648,525,578,"1,566","1,110","1,215"
2020년10월_남_60~69세,"13,650","1,041",652,953,"1,094",794,809,493,693,"1,258","1,426",594,481,499,"1,292",695,876
2020년10월_남_70~79세,"7,438",586,421,406,644,375,466,259,408,654,745,334,245,348,702,325,520
2020년10월_남_80~89세,"3,191",195,150,138,261,156,188,122,150,262,462,118,141,160,276,220,192
2020년10월_남_90~99세,512,37,22,29,26,23,20,22,14,52,95,12,22,24,48,32,34
2020년10월_남_100세 이상,105,5,6,16,10,4,4,2,5,14,8,2,6,3,10,3,7
2020년10월_여_총인구수,"119,290","9,091","5,221","3,002","10,538","8,321","7,554","5,380","6,438","10,335","15,069","4,636","3,656","4,976","11,028","6,856","7,189"
2020년10월_여_연령구간인구수,"119,290","9,091","5,221","3,002","10,538","8,321","7,554","5,380","6,438","10,335","15,069","4,636","3,656","4,976","11,028","6,856","7,189"
2020년10월_여_0~9세,"6,577",470,180,100,355,653,468,366,387,516,"1,329",269,124,206,563,386,205
2020년10월_여_10~19세,"7,752",579,275,118,547,417,772,374,405,468,"1,473",252,142,256,582,740,352
2020년10월_여_20~29세,"17,460","1,273",732,503,"2,548","1,407",988,860,966,"1,677","1,548",494,505,695,"1,392",901,971
2020년10월_여_30~39세,"19,122","1,363",868,496,"1,453","1,897","1,034",952,"1,027","2,091","2,044",740,528,826,"2,055",777,971
2020년10월_여_40~49세,"18,211","1,448",686,395,"1,369","1,256","1,191",831,944,"1,437","2,753",626,447,753,"1,725","1,304","1,046"
2020년10월_여_50~59세,"18,699","1,476",785,483,"1,569","1,118","1,186",817,"1,004","1,698","2,376",752,611,716,"1,714","1,107","1,287"
2020년10월_여_60~69세,"14,971","1,196",806,411,"1,282",834,911,556,840,"1,201","1,550",744,597,692,"1,485",713,"1,153"
2020년10월_여_70~79세,"9,819",762,506,293,900,464,589,376,561,752,"1,103",443,400,500,931,489,750
2020년10월_여_80~89세,"5,309",405,302,148,412,212,352,201,239,381,726,250,227,260,442,381,371
2020년10월_여_90~99세,"1,108",95,65,39,79,49,53,35,57,86,141,54,59,61,113,55,67
2020년10월_여_100세 이상,262,24,16,16,24,14,10,12,8,28,26,12,16,11,26,3,16
