카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2020년08월_계_80~89세,"13,948","6,864",286,598,470,333,500,612,243,330,597,584,931,403,517,460,"7,084",448,227,576,444,345,"1,048",502,500,342,439,306,123,432,411,384,250,307
2020년08월_계_90~99세,"2,109",950,46,83,56,47,53,74,59,48,77,103,124,41,64,75,"1,159",77,45,111,62,52,159,71,60,37,71,53,26,69,79,88,42,57
2020년08월_계_100세 이상,173,80,1,10,7,0,4,14,7,5,10,6,7,1,7,1,93,19,10,8,2,1,11,6,3,5,3,1,5,6,7,2,0,4
2020년08월_남_총인구수,"274,506","120,692","6,396","10,891","8,453","3,638","5,742","10,637","7,868","5,744","8,733","9,815","16,426","6,972","7,797","11,580","153,814","10,631","5,422","9,493","8,569","5,148","18,385","9,893","13,386","7,450","11,810","8,342","4,164","10,434","11,142","7,444","6,589","5,512"
2020년08월_남_연령구간인구수,"274,506","120,692","6,396","10,891","8,453","3,638","5,742","10,637","7,868","5,744","8,733","9,815","16,426","6,972","7,797","11,580","153,814","10,631","5,422","9,493","8,569","5,148","18,385","9,893","13,386","7,450","11,810","8,342","4,164","10,434","11,142","7,444","6,589","5,512"
2020년08월_남_0~9세,"20,625","8,102",486,580,473,145,273,579,903,261,535,788,"1,153",475,355,"1,096","12,523",978,431,521,810,405,"1,190",642,"1,219",707,"1,275",807,499,754,843,591,480,371
2020년08월_남_10~19세,"27,568","10,006",575,812,705,242,432,661,686,379,662,842,"1,440",740,611,"1,219","17,562","1,173",543,798,"1,214",379,"1,591",725,"1,268",883,"1,970","1,782",394,931,"1,043","1,231",852,785
2020년08월_남_20~29세,"40,988","18,313",985,"1,732","1,346",538,824,"1,676","1,023",928,"1,349","1,376","2,464","1,109","1,141","1,822","22,675","1,481",818,"1,607","1,108",719,"3,210","1,659","1,784","1,156","1,386",935,470,"1,756","1,766",989,"1,026",805
2020년08월_남_30~39세,"39,903","17,562","1,005","1,644","1,202",529,778,"1,925","1,345",904,"1,158","1,333","2,185",835,951,"1,768","22,341","1,374",720,"1,322","1,063","1,204","2,615","1,695","3,071",883,"1,517",558,810,"1,663","1,561",887,819,579
2020년08월_남_40~49세,"43,586","18,181","1,009","1,571","1,241",546,835,"1,622","1,336",816,"1,165","1,481","2,532","1,074","1,185","1,768","25,405","1,697",805,"1,223","1,571",854,"2,545","1,522","2,488","1,210","2,535","1,844",783,"1,426","1,624","1,371",991,916
2020년08월_남_50~59세,"47,858","21,588","1,135","1,961","1,475",696,"1,077","1,795","1,317","1,018","1,609","1,653","3,096","1,293","1,639","1,824","26,270","1,896",994,"1,819","1,356",750,"3,372","1,769","1,851","1,458","1,731","1,384",607,"1,847","2,043","1,239","1,207",947
2020년08월_남_60~69세,"34,298","16,669",737,"1,596","1,268",522,887,"1,446",831,895,"1,377","1,436","2,170",943,"1,146","1,415","17,629","1,349",732,"1,448",923,523,"2,438","1,159","1,136",743,940,639,408,"1,408","1,580",697,829,677
2020년08월_남_70~79세,"14,373","7,598",337,752,569,277,453,670,322,414,643,682,"1,024",374,588,493,"6,775",494,297,549,389,216,"1,055",516,390,273,311,255,152,486,521,282,292,297
2020년08월_남_80~89세,"4,758","2,436",116,223,161,123,169,230,91,124,217,197,336,125,166,158,"2,322",161,70,175,123,89,326,186,164,126,123,120,39,150,139,131,83,117
2020년08월_남_90~99세,498,211,11,16,11,20,13,28,11,5,14,24,25,4,12,17,287,27,8,28,11,9,41,20,14,10,19,18,1,11,18,26,10,16
2020년08월_남_100세 이상,51,26,0,4,2,0,1,5,3,0,4,3,1,0,3,0,25,1,4,3,1,0,2,0,1,1,3,0,1,2,4,0,0,2
2020년08월_여_총인구수,"280,351","120,254","6,442","10,812","8,472","3,661","5,772","9,983","8,117","5,373","8,964","10,222","16,337","6,909","7,642","11,548","160,097","11,169","5,764","9,697","9,209","6,104","19,130","9,623","14,193","7,747","12,384","8,595","4,040","10,735","10,993","8,088","6,815","5,811"
2020년08월_여_연령구간인구수,"280,351","120,254","6,442","10,812","8,472","3,661","5,772","9,983","8,117","5,373","8,964","10,222","16,337","6,909","7,642","11,548","160,097","11,169","5,764","9,697","9,209","6,104","19,130","9,623","14,193","7,747","12,384","8,595","4,040","10,735","10,993","8,088","6,815","5,811"
2020년08월_여_0~9세,"19,839","7,852",511,610,420,145,242,549,904,243,496,691,"1,121",505,370,"1,045","11,987",870,412,507,708,381,"1,082",631,"1,228",682,"1,244",674,497,757,813,602,502,397
2020년08월_여_10~19세,"25,763","9,210",553,732,650,255,380,649,647,354,650,749,"1,254",636,578,"1,123","16,553","1,089",562,710,"1,088",363,"1,468",763,"1,205",851,"1,819","1,636",354,858,"1,079","1,108",817,783
2020년08월_여_20~29세,"37,698","16,585",973,"1,706","1,169",545,741,"1,462","1,037",749,"1,206","1,276","2,251",890,"1,015","1,565","21,113","1,486",781,"1,354","1,037",773,"2,834","1,399","1,857","1,072","1,248",952,499,"1,648","1,527","1,006",924,716
2020년08월_여_30~39세,"37,865","15,806",929,"1,376","1,037",433,661,"1,517","1,453",635,993,"1,404","2,128",797,747,"1,696","22,059","1,461",718,"1,182","1,204","1,186","2,337","1,397","2,911","1,011","1,773",723,794,"1,520","1,449","1,020",809,564
2020년08월_여_40~49세,"45,566","17,423","1,024","1,492","1,158",470,798,"1,430","1,283",693,"1,154","1,564","2,386","1,072","1,108","1,791","28,143","1,872",919,"1,281","1,805","1,039","2,728","1,506","2,665","1,391","2,847","2,213",686,"1,521","1,684","1,676","1,232","1,078"
2020년08월_여_50~59세,"50,562","22,350","1,098","2,046","1,630",642,"1,048","1,746","1,338","1,062","1,791","1,900","3,136","1,303","1,500","2,110","28,212","2,084","1,131","2,070","1,418",963,"3,811","1,785","2,096","1,484","1,714","1,233",576,"2,090","2,217","1,271","1,262","1,007"
2020년08월_여_60~69세,"35,026","17,063",762,"1,561","1,375",550,978,"1,489",862,933,"1,450","1,466","2,169",933,"1,211","1,324","17,963","1,382",702,"1,456","1,062",708,"2,659","1,161","1,215",709,912,602,381,"1,460","1,408",689,759,698
2020년08월_여_70~79세,"17,109","8,744",386,841,674,384,550,704,389,450,775,703,"1,192",457,706,533,"8,365",570,339,648,514,391,"1,362",608,632,300,459,340,140,537,480,399,311,335
2020년08월_여_80~89세,"9,190","4,428",170,375,309,210,331,382,152,206,380,387,595,278,351,302,"4,762",287,157,401,321,256,722,316,336,216,316,186,84,282,272,253,167,190
2020년08월_여_90~99세,"1,611",739,35,67,45,27,40,46,48,43,63,79,99,37,52,58,872,50,37,83,51,43,118,51,46,27,52,35,25,58,61,62,32,41
2020년08월_여_100세 이상,122,54,1,6,5,0,3,9,4,5,6,3,6,1,4,1,68,18,6,5,1,1,9,6,2,4,0,1,4,4,3,2,0,2
