카테고리,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 의창구 동읍,경상남도 창원시 의창구 북면,경상남도 창원시 의창구 대산면,경상남도 창원시 의창구 의창동,경상남도 창원시 의창구 팔룡동,경상남도 창원시 의창구 명곡동,경상남도 창원시 의창구 봉림동,경상남도 창원시 의창구 용지동,경상남도 창원시 성산구,경상남도 창원시 성산구 반송동,경상남도 창원시 성산구 중앙동,경상남도 창원시 성산구 상남동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구 가음정동,경상남도 창원시 성산구 성주동,경상남도 창원시 성산구 웅남동,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구 구산면,경상남도 창원시 마산합포구 진동면,경상남도 창원시 마산합포구 진북면,경상남도 창원시 마산합포구 진전면,경상남도 창원시 마산합포구 현동,경상남도 창원시 마산합포구 가포동,경상남도 창원시 마산합포구 월영동,경상남도 창원시 마산합포구 문화동,경상남도 창원시 마산합포구 반월중앙동,경상남도 창원시 마산합포구 완월동,경상남도 창원시 마산합포구 자산동,경상남도 창원시 마산합포구 교방동,경상남도 창원시 마산합포구 오동동,경상남도 창원시 마산합포구 합포동,경상남도 창원시 마산합포구 산호동,경상남도 창원시 마산회원구,경상남도 창원시 마산회원구 내서읍,경상남도 창원시 마산회원구 회원1동,경상남도 창원시 마산회원구 회원2동,경상남도 창원시 마산회원구 석전동,경상남도 창원시 마산회원구 회성동,경상남도 창원시 마산회원구 양덕1동,경상남도 창원시 마산회원구 양덕2동,경상남도 창원시 마산회원구 합성1동,경상남도 창원시 마산회원구 합성2동,경상남도 창원시 마산회원구 구암1동,경상남도 창원시 마산회원구 구암2동,경상남도 창원시 마산회원구 봉암동,경상남도 창원시 진해구,경상남도 창원시 진해구 충무동,경상남도 창원시 진해구 여좌동,경상남도 창원시 진해구 태백동,경상남도 창원시 진해구 경화동,경상남도 창원시 진해구 병암동,경상남도 창원시 진해구 석동,경상남도 창원시 진해구 이동,경상남도 창원시 진해구 자은동,경상남도 창원시 진해구 덕산동,경상남도 창원시 진해구 풍호동,경상남도 창원시 진해구 웅천동,경상남도 창원시 진해구 웅동1동,경상남도 창원시 진해구 웅동2동
2020년07월_계_총인구수,"1,039,595","263,373","20,334","42,847","7,303","51,027","37,696","43,147","30,621","30,398","216,658","42,364","23,066","28,505","46,214","41,627","26,815","8,067","174,791","4,379","12,514","3,600","4,001","14,505",654,"32,774","11,538","15,252","9,528","11,174","14,565","20,190","7,118","12,999","192,132","65,780","10,889","7,596","17,407","6,459","11,475","32,345","9,613","7,953","9,343","9,833","3,439","192,641","17,578","8,908","5,227","11,454","7,572","17,426","8,625","21,611","10,271","26,263","12,580","6,520","38,606"
2020년07월_계_연령구간인구수,"1,039,595","263,373","20,334","42,847","7,303","51,027","37,696","43,147","30,621","30,398","216,658","42,364","23,066","28,505","46,214","41,627","26,815","8,067","174,791","4,379","12,514","3,600","4,001","14,505",654,"32,774","11,538","15,252","9,528","11,174","14,565","20,190","7,118","12,999","192,132","65,780","10,889","7,596","17,407","6,459","11,475","32,345","9,613","7,953","9,343","9,833","3,439","192,641","17,578","8,908","5,227","11,454","7,572","17,426","8,625","21,611","10,271","26,263","12,580","6,520","38,606"
2020년07월_계_0~9세,"85,473","22,052","1,255","6,588",269,"4,472","3,125","2,546","1,604","2,193","17,168","3,344","1,301","2,208","3,693","3,856","2,249",517,"12,585",125,"1,197",74,66,"2,322",31,"2,855",552,"1,018",443,546,"1,023","1,172",360,801,"13,770","5,451",461,320,"1,182",169,641,"3,324",691,322,479,569,161,"19,898","1,611",380,204,"1,129",578,"1,551",402,"2,522","1,105","3,697","1,819",568,"4,332"
2020년07월_계_10~19세,"100,901","23,920","1,952","3,508",417,"4,753","3,935","4,206","2,298","2,851","23,621","5,411","1,478","3,525","4,961","4,227","3,229",790,"13,827",168,"1,038",167,154,"1,204",28,"3,270",807,"1,392",826,957,"1,197","1,192",434,993,"18,544","8,363",657,613,"1,271",365,867,"3,538",632,492,681,836,229,"20,989","1,898",703,305,"1,028",754,"2,427",557,"2,244","1,218","3,191",921,702,"5,041"
2020년07월_계_20~29세,"131,368","36,472","2,363","4,041",681,"7,228","5,689","6,858","4,844","4,768","32,869","5,869","4,444","4,289","6,695","6,293","4,239","1,040","19,065",322,"1,110",302,256,"1,258",67,"4,258","1,669","1,667","1,177","1,272","1,418","2,082",673,"1,534","22,587","8,425","1,029",765,"1,938",631,"1,365","3,533","1,168","1,041","1,026","1,319",347,"20,375","2,163",891,526,"1,148",788,"2,205","1,012","2,396","1,150","2,314","1,265",602,"3,915"
2020년07월_계_30~39세,"136,737","35,932","1,884","8,241",672,"7,270","5,423","4,414","3,892","4,136","30,038","4,722","4,320","3,602","6,617","6,295","3,450","1,032","20,572",325,"1,614",212,175,"2,736",62,"4,088","1,238","1,632",902,"1,065","1,662","2,465",807,"1,589","22,359","7,097","1,062",695,"2,425",587,"1,373","4,315","1,397",854,948,"1,188",418,"27,836","2,323",745,403,"1,668",847,"2,235","1,052","3,358","1,399","4,286","2,516",753,"6,251"
2020년07월_계_40~49세,"169,023","41,378","3,296","6,892",835,"7,954","6,347","6,840","4,415","4,799","36,456","7,599","3,686","4,833","7,918","6,716","4,424","1,280","25,639",402,"1,979",339,324,"2,437",74,"5,135","1,484","2,343","1,301","1,525","2,176","3,141","1,026","1,953","30,511","11,814","1,467","1,029","2,385",772,"1,650","5,674","1,325","1,126","1,263","1,450",556,"35,039","3,031","1,263",647,"1,776","1,285","3,430","1,323","3,792","1,738","4,935","1,990","1,131","8,698"
2020년07월_계_50~59세,"187,324","50,845","3,967","6,132","1,385","9,774","7,571","9,425","6,336","6,255","43,745","8,467","4,208","6,106","9,228","8,382","5,887","1,467","29,606",805,"2,057",752,743,"1,920",117,"5,707","1,939","2,549","1,804","2,052","2,363","3,334","1,232","2,232","34,889","12,437","1,873","1,352","3,034","1,250","2,023","5,449","1,718","1,461","1,877","1,748",667,"28,239","2,240","1,429",948,"1,838","1,189","2,679","1,540","3,415","1,404","3,492","1,722","1,094","5,249"
2020년07월_계_60~69세,"137,022","33,220","3,069","4,580","1,558","6,192","3,870","5,748","4,681","3,522","22,649","4,726","2,491","2,787","4,893","4,103","2,486","1,163","29,230","1,133","1,965",853,965,"1,593",158,"4,484","2,028","2,399","1,692","2,106","2,585","3,680","1,383","2,206","29,133","7,319","2,294","1,561","2,964","1,442","2,159","4,136","1,526","1,569","1,867","1,662",634,"22,790","2,117","1,556","1,026","1,613","1,125","1,860","1,607","2,448","1,268","2,743","1,343",938,"3,146"
2020년07월_계_70~79세,"62,561","13,140","1,643","1,808",930,"2,357","1,192","2,170","1,761","1,279","6,759","1,544",785,737,"1,447","1,159",560,527,"16,430",710,"1,027",530,746,733,71,"2,147","1,222","1,502",912,"1,173","1,499","2,149",791,"1,218","14,569","3,370","1,415",905,"1,638",834,"1,034","1,729",852,829,858,799,306,"11,663","1,425","1,240",757,856,653,728,787,955,668,"1,083",635,454,"1,422"
