카테고리,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2020년08월_계_총인구수,"328,014","25,539","29,846","14,424","27,423","25,321","21,738","28,050","21,952","19,506","16,894","19,458","29,285","20,488","28,090"
2020년08월_계_연령구간인구수,"328,014","25,539","29,846","14,424","27,423","25,321","21,738","28,050","21,952","19,506","16,894","19,458","29,285","20,488","28,090"
2020년08월_계_0~9세,"19,393","1,608","1,900",823,"1,846","1,583",896,"1,694","1,229","1,078",839,"1,266","1,606",979,"2,046"
2020년08월_계_10~19세,"26,252","2,224","2,350","1,111","2,690","2,026","1,252","1,772","1,681","1,451","1,046","2,082","2,272","1,499","2,796"
2020년08월_계_20~29세,"44,061","3,374","4,139","1,860","3,792","3,735","2,685","3,424","3,110","2,602","2,556","2,606","3,992","2,746","3,440"
2020년08월_계_30~39세,"41,708","3,498","4,257","1,728","3,443","3,554","2,379","3,728","2,644","2,669","2,404","2,384","3,427","2,292","3,301"
2020년08월_계_40~49세,"49,331","4,183","4,641","2,204","4,507","3,621","3,015","3,841","3,311","2,849","2,474","3,059","4,306","3,012","4,308"
2020년08월_계_50~59세,"57,489","4,222","5,186","2,651","4,949","4,504","3,836","4,567","3,708","3,322","2,849","3,484","5,477","3,843","4,891"
2020년08월_계_60~69세,"49,003","3,442","4,065","2,096","3,426","3,593","3,867","4,881","3,282","3,022","2,441","2,731","4,563","3,309","4,285"
2020년08월_계_70~79세,"27,641","2,004","2,295","1,371","1,749","1,769","2,681","2,828","2,056","1,670","1,613","1,180","2,584","1,945","1,896"
2020년08월_계_80~89세,"11,351",866,915,513,879,795,993,"1,125",808,710,592,558,903,732,962
2020년08월_계_90~99세,"1,610",110,96,57,132,129,116,162,106,116,72,103,143,113,155
2020년08월_계_100세 이상,175,8,2,10,10,12,18,28,17,17,8,5,12,18,10
2020년08월_남_총인구수,"160,089","12,185","14,616","7,212","13,181","12,159","11,016","13,736","10,592","9,403","8,202","9,237","14,536","10,350","13,664"
2020년08월_남_연령구간인구수,"160,089","12,185","14,616","7,212","13,181","12,159","11,016","13,736","10,592","9,403","8,202","9,237","14,536","10,350","13,664"
2020년08월_남_0~9세,"10,008",825,991,427,942,821,450,848,636,572,425,668,800,503,"1,100"
2020년08월_남_10~19세,"13,537","1,133","1,235",573,"1,384","1,028",672,925,819,760,547,"1,031","1,157",783,"1,490"
2020년08월_남_20~29세,"22,435","1,676","2,058",977,"1,914","1,826","1,439","1,728","1,474","1,324","1,254","1,339","2,058","1,498","1,870"
2020년08월_남_30~39세,"21,319","1,734","2,157",922,"1,675","1,828","1,319","1,901","1,358","1,380","1,238","1,148","1,759","1,251","1,649"
2020년08월_남_40~49세,"24,443","2,037","2,357","1,142","2,116","1,715","1,638","1,964","1,684","1,426","1,276","1,398","2,116","1,557","2,017"
2020년08월_남_50~59세,"27,409","1,948","2,470","1,324","2,349","2,068","1,916","2,217","1,776","1,503","1,318","1,565","2,771","1,909","2,275"
2020년08월_남_60~69세,"23,426","1,611","1,921","1,019","1,647","1,701","1,855","2,332","1,552","1,409","1,156","1,320","2,201","1,648","2,054"
2020년08월_남_70~79세,"12,701",865,"1,025",612,804,829,"1,281","1,340",950,730,714,542,"1,282",879,848
2020년08월_남_80~89세,"4,331",319,379,202,302,302,403,436,313,262,253,198,357,286,319
