카테고리,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2020년08월_남_90~99세,432,35,23,11,44,37,40,39,23,30,20,28,33,31,38
2020년08월_남_100세 이상,48,2,0,3,4,4,3,6,7,7,1,0,2,5,4
2020년08월_여_총인구수,"167,925","13,354","15,230","7,212","14,242","13,162","10,722","14,314","11,360","10,103","8,692","10,221","14,749","10,138","14,426"
2020년08월_여_연령구간인구수,"167,925","13,354","15,230","7,212","14,242","13,162","10,722","14,314","11,360","10,103","8,692","10,221","14,749","10,138","14,426"
2020년08월_여_0~9세,"9,385",783,909,396,904,762,446,846,593,506,414,598,806,476,946
2020년08월_여_10~19세,"12,715","1,091","1,115",538,"1,306",998,580,847,862,691,499,"1,051","1,115",716,"1,306"
2020년08월_여_20~29세,"21,626","1,698","2,081",883,"1,878","1,909","1,246","1,696","1,636","1,278","1,302","1,267","1,934","1,248","1,570"
2020년08월_여_30~39세,"20,389","1,764","2,100",806,"1,768","1,726","1,060","1,827","1,286","1,289","1,166","1,236","1,668","1,041","1,652"
2020년08월_여_40~49세,"24,888","2,146","2,284","1,062","2,391","1,906","1,377","1,877","1,627","1,423","1,198","1,661","2,190","1,455","2,291"
2020년08월_여_50~59세,"30,080","2,274","2,716","1,327","2,600","2,436","1,920","2,350","1,932","1,819","1,531","1,919","2,706","1,934","2,616"
2020년08월_여_60~69세,"25,577","1,831","2,144","1,077","1,779","1,892","2,012","2,549","1,730","1,613","1,285","1,411","2,362","1,661","2,231"
2020년08월_여_70~79세,"14,940","1,139","1,270",759,945,940,"1,400","1,488","1,106",940,899,638,"1,302","1,066","1,048"
2020년08월_여_80~89세,"7,020",547,536,311,577,493,590,689,495,448,339,360,546,446,643
2020년08월_여_90~99세,"1,178",75,73,46,88,92,76,123,83,86,52,75,110,82,117
2020년08월_여_100세 이상,127,6,2,7,6,8,15,22,10,10,7,5,10,13,6
