카테고리,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2021년06월_계_총인구수,"356,091","15,781","9,854","20,800","22,163","20,256","12,539","22,155","20,987","22,852","17,690","23,337","10,312","11,427","19,349","16,983","16,847","11,148","29,112","11,990","20,509"
2021년06월_계_연령구간인구수,"356,091","15,781","9,854","20,800","22,163","20,256","12,539","22,155","20,987","22,852","17,690","23,337","10,312","11,427","19,349","16,983","16,847","11,148","29,112","11,990","20,509"
2021년06월_계_0~9세,"20,716",648,615,"1,416","1,287","1,159",524,"1,421",934,"1,935","1,103","1,143",741,655,850,996,"1,212",591,"1,787",490,"1,209"
2021년06월_계_10~19세,"24,425",543,467,"1,840","1,558","1,502",548,"1,286","1,146","1,874","1,874","1,890",691,885,"1,180","1,372",991,839,"2,440",460,"1,039"
2021년06월_계_20~29세,"52,287","3,539","1,908","2,098","2,214","2,870","2,982","4,670","3,482","2,549","1,977","2,879","1,320","1,250","3,108","2,102","3,176","1,541","3,577","2,504","2,541"
2021년06월_계_30~39세,"47,464","2,519","1,721","2,265","2,422","2,468","2,215","4,338","2,962","3,016","1,652","2,312","1,641","1,270","2,222","1,817","2,683","1,146","3,350","2,299","3,146"
2021년06월_계_40~49세,"50,855","1,792","1,497","3,337","3,119","2,955","1,686","3,103","2,943","3,765","2,834","3,336","1,468","1,697","2,598","2,397","2,385","1,490","4,146","1,532","2,775"
2021년06월_계_50~59세,"57,168","2,453","1,506","3,286","3,610","3,570","1,586","2,725","3,012","3,726","3,292","4,296","1,459","2,175","3,242","2,821","2,485","1,908","5,199","1,664","3,153"
2021년06월_계_60~69세,"56,858","2,408","1,323","3,522","4,041","3,097","1,563","2,442","3,382","3,312","2,839","4,197","1,657","1,964","3,415","3,017","2,179","1,958","5,190","1,673","3,679"
2021년06월_계_70~79세,"31,513","1,274",556,"2,083","2,682","1,727",963,"1,428","2,122","1,896","1,486","2,159",925,"1,060","1,941","1,730","1,188","1,147","2,273",889,"1,984"
2021년06월_계_80~89세,"13,275",549,220,846,"1,104",815,423,664,920,705,563,986,376,425,724,647,499,485,"1,034",422,868
2021년06월_계_90~99세,"1,465",55,40,105,120,91,46,75,82,70,66,137,34,46,69,78,49,43,113,55,91
2021년06월_계_100세 이상,65,1,1,2,6,2,3,3,2,4,4,2,0,0,0,6,0,0,3,2,24
2021년06월_남_총인구수,"171,921","7,909","4,905","9,833","10,724","9,546","5,727","10,632","9,881","11,216","8,687","11,148","4,942","5,598","9,685","8,244","8,072","5,452","14,076","5,697","9,947"
2021년06월_남_연령구간인구수,"171,921","7,909","4,905","9,833","10,724","9,546","5,727","10,632","9,881","11,216","8,687","11,148","4,942","5,598","9,685","8,244","8,072","5,452","14,076","5,697","9,947"
2021년06월_남_0~9세,"10,503",313,328,694,668,577,273,721,479,"1,025",566,553,379,343,410,505,619,277,922,228,623
2021년06월_남_10~19세,"12,374",288,226,930,853,746,261,637,582,949,947,966,351,431,598,700,467,433,"1,223",237,549
