카테고리,서울특별시 강북구,서울특별시 강북구 삼양동,서울특별시 강북구 미아동,서울특별시 강북구 송중동,서울특별시 강북구 송천동,서울특별시 강북구 삼각산동,서울특별시 강북구 번1동,서울특별시 강북구 번2동,서울특별시 강북구 번3동,서울특별시 강북구 수유1동,서울특별시 강북구 수유2동,서울특별시 강북구 수유3동,서울특별시 강북구 우이동,서울특별시 강북구 인수동
2021년06월_계_총인구수,"302,645","24,050","21,839","29,838","26,857","31,398","18,610","16,103","17,163","20,799","21,365","23,095","20,695","30,833"
2021년06월_계_연령구간인구수,"302,645","24,050","21,839","29,838","26,857","31,398","18,610","16,103","17,163","20,799","21,365","23,095","20,695","30,833"
2021년06월_계_0~9세,"14,906","1,223",728,"1,495","1,019","2,891",642,638,919,968,"1,035",783,"1,059","1,506"
2021년06월_계_10~19세,"21,310","1,922","1,300","1,985","1,563","3,923","1,059","1,036","1,290","1,308","1,399","1,075","1,370","2,080"
2021년06월_계_20~29세,"41,995","3,129","3,779","4,239","3,559","3,327","3,186","2,206","1,871","3,004","2,946","4,154","2,617","3,978"
2021년06월_계_30~39세,"37,702","2,905","2,874","4,006","3,203","3,665","2,677","1,757","1,687","2,766","2,495","3,343","2,561","3,763"
2021년06월_계_40~49세,"45,257","3,533","2,976","4,457","3,776","6,357","2,836","2,316","2,538","2,927","3,044","3,210","2,919","4,368"
2021년06월_계_50~59세,"51,740","4,340","3,774","5,127","4,940","4,971","3,076","2,698","2,780","3,539","3,715","3,948","3,549","5,283"
2021년06월_계_60~69세,"46,816","3,815","3,416","4,653","4,683","3,371","2,682","2,696","2,712","3,377","3,450","3,489","3,358","5,114"
2021년06월_계_70~79세,"29,452","2,195","2,041","2,711","2,852","1,971","1,726","1,974","2,469","1,936","2,125","2,126","2,149","3,177"
2021년06월_계_80~89세,"11,996",866,861,"1,044","1,123",827,650,703,816,862,"1,022",869,982,"1,371"
2021년06월_계_90~99세,"1,423",117,89,114,130,90,76,77,78,108,132,97,126,189
2021년06월_계_100세 이상,48,5,1,7,9,5,0,2,3,4,2,1,5,4
2021년06월_남_총인구수,"147,542","11,985","10,564","14,323","13,350","15,067","9,405","7,809","8,042","10,313","10,215","11,491","10,058","14,920"
2021년06월_남_연령구간인구수,"147,542","11,985","10,564","14,323","13,350","15,067","9,405","7,809","8,042","10,313","10,215","11,491","10,058","14,920"
2021년06월_남_0~9세,"7,702",639,381,771,517,"1,498",333,336,462,495,540,399,551,780
2021년06월_남_10~19세,"10,912","1,015",679,962,789,"1,969",546,545,656,659,745,585,718,"1,044"
2021년06월_남_20~29세,"20,688","1,628","1,663","2,074","1,821","1,653","1,598","1,150",956,"1,516","1,407","1,983","1,239","2,000"
2021년06월_남_30~39세,"19,733","1,535","1,529","2,006","1,706","1,698","1,448",983,868,"1,504","1,307","1,828","1,349","1,972"
2021년06월_남_40~49세,"23,245","1,808","1,552","2,270","2,007","3,072","1,510","1,174","1,278","1,574","1,531","1,710","1,527","2,232"
2021년06월_남_50~59세,"25,494","2,181","1,850","2,419","2,497","2,492","1,611","1,334","1,350","1,733","1,766","2,011","1,740","2,510"
2021년06월_남_60~69세,"21,847","1,812","1,670","2,153","2,283","1,531","1,275","1,222","1,198","1,581","1,579","1,605","1,546","2,392"
2021년06월_남_70~79세,"12,739","1,004",882,"1,192","1,252",843,782,794,934,864,899,962,942,"1,389"
2021년06월_남_80~89세,"4,789",330,338,446,437,290,277,253,324,351,402,375,409,557
2021년06월_남_90~99세,379,30,20,28,39,20,25,18,15,36,38,33,35,42
2021년06월_남_100세 이상,14,3,0,2,2,1,0,0,1,0,1,0,2,2
2021년06월_여_총인구수,"155,103","12,065","11,275","15,515","13,507","16,331","9,205","8,294","9,121","10,486","11,150","11,604","10,637","15,913"
2021년06월_여_연령구간인구수,"155,103","12,065","11,275","15,515","13,507","16,331","9,205","8,294","9,121","10,486","11,150","11,604","10,637","15,913"
2021년06월_여_0~9세,"7,204",584,347,724,502,"1,393",309,302,457,473,495,384,508,726
2021년06월_여_10~19세,"10,398",907,621,"1,023",774,"1,954",513,491,634,649,654,490,652,"1,036"
2021년06월_여_20~29세,"21,307","1,501","2,116","2,165","1,738","1,674","1,588","1,056",915,"1,488","1,539","2,171","1,378","1,978"
2021년06월_여_30~39세,"17,969","1,370","1,345","2,000","1,497","1,967","1,229",774,819,"1,262","1,188","1,515","1,212","1,791"
2021년06월_여_40~49세,"22,012","1,725","1,424","2,187","1,769","3,285","1,326","1,142","1,260","1,353","1,513","1,500","1,392","2,136"
2021년06월_여_50~59세,"26,246","2,159","1,924","2,708","2,443","2,479","1,465","1,364","1,430","1,806","1,949","1,937","1,809","2,773"
2021년06월_여_60~69세,"24,969","2,003","1,746","2,500","2,400","1,840","1,407","1,474","1,514","1,796","1,871","1,884","1,812","2,722"
2021년06월_여_70~79세,"16,713","1,191","1,159","1,519","1,600","1,128",944,"1,180","1,535","1,072","1,226","1,164","1,207","1,788"
2021년06월_여_80~89세,"7,207",536,523,598,686,537,373,450,492,511,620,494,573,814
2021년06월_여_90~99세,"1,044",87,69,86,91,70,51,59,63,72,94,64,91,147
2021년06월_여_100세 이상,34,2,1,5,7,4,0,2,2,4,1,1,3,2
