카테고리,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2021년09월_계_총인구수,"1,184,754","272,625","23,421","42,760","29,102","33,125","41,758","20,000","19,480","28,223","18,709","16,047","364,671","10,194","23,613","18,827","40,383","38,018","24,352","45,521","46,320","24,749","48,745","27,362","16,587","182,925","5,878","10,413","19,893","22,578","25,967","10,820","20,119","16,960","39,733","10,564","364,533","17,747","14,836","36,101","21,542","38,945","35,043","26,307","32,671","31,179","27,927","52,927","29,308"
2021년09월_계_연령구간인구수,"1,184,754","272,625","23,421","42,760","29,102","33,125","41,758","20,000","19,480","28,223","18,709","16,047","364,671","10,194","23,613","18,827","40,383","38,018","24,352","45,521","46,320","24,749","48,745","27,362","16,587","182,925","5,878","10,413","19,893","22,578","25,967","10,820","20,119","16,960","39,733","10,564","364,533","17,747","14,836","36,101","21,542","38,945","35,043","26,307","32,671","31,179","27,927","52,927","29,308"
2021년09월_계_0~9세,"92,503","17,527","1,253","2,914","2,318","2,527","3,303",799,"1,070","1,381","1,319",643,"30,455",835,"1,086",862,"2,993","2,258","1,317","4,630","6,744","1,218","5,347","1,574","1,591","10,173",230,410,"1,662","1,417","1,847",388,828,"1,100","2,028",263,"34,348","1,067",825,"2,681","1,211","4,214","3,340","2,441","2,420","3,342","4,203","5,285","3,319"
2021년09월_계_10~19세,"115,927","27,932","1,799","4,145","3,382","3,434","6,685","1,156","1,696","2,650","1,988",997,"32,638",584,"1,561","1,444","3,427","3,070","1,965","4,956","4,719","1,642","5,364","2,138","1,768","13,860",311,451,"1,341","2,056","2,787",659,"1,306","1,703","2,813",433,"41,497","1,777","1,452","4,292","2,152","3,691","4,661","2,117","4,222","3,972","3,272","6,782","3,107"
2021년09월_계_20~29세,"185,586","43,624","3,372","10,262","3,976","4,669","6,178","2,624","2,910","4,232","2,788","2,613","53,250","1,499","3,570","2,626","6,124","5,882","3,859","6,102","4,899","5,031","6,440","5,225","1,993","30,542",860,"1,780","2,822","3,161","3,969","1,340","3,222","3,619","8,274","1,495","58,170","2,987","2,442","6,423","3,673","6,535","4,787","5,381","6,648","4,474","3,205","8,465","3,150"
2021년09월_계_30~39세,"177,144","32,563","2,951","5,690","3,345","4,308","4,287","2,416","2,582","3,198","1,965","1,821","56,648","1,651","3,552","2,474","5,719","5,386","3,196","6,465","8,621","4,528","7,659","5,252","2,145","26,922",937,"1,627","3,443","2,540","3,394","1,113","2,868","2,192","7,454","1,354","61,011","2,325","1,897","5,475","3,153","7,050","5,353","6,679","4,305","4,852","5,287","9,419","5,216"
2021년09월_계_40~49세,"199,734","44,152","3,577","6,264","5,195","5,610","8,556","2,832","3,004","4,251","2,783","2,080","60,625","1,455","3,644","2,980","5,915","5,902","3,553","8,102","8,684","3,602","8,889","4,815","3,084","27,745",831,"1,455","2,968","3,643","4,217","1,516","2,829","2,645","6,298","1,343","67,212","2,793","2,319","6,694","3,565","7,327","6,791","4,184","5,896","5,740","5,708","10,503","5,692"
2021년09월_계_50~59세,"196,759","48,879","4,352","6,682","5,301","5,724","7,517","3,868","3,610","5,361","3,756","2,708","61,457","1,830","4,180","3,344","7,448","6,704","4,717","7,602","6,088","4,109","7,840","4,678","2,917","31,187","1,058","1,857","3,187","4,003","5,016","1,997","3,624","2,668","5,790","1,987","55,236","3,272","2,742","5,677","3,737","4,849","5,743","3,227","5,435","5,159","3,688","7,463","4,244"
2021년09월_계_60~69세,"129,805","33,038","3,528","4,065","3,235","3,739","3,080","3,680","2,734","4,005","2,278","2,694","42,904","1,350","3,536","2,948","5,387","5,271","3,546","4,585","4,129","2,958","4,872","2,389","1,933","24,411",919,"1,651","2,552","3,242","2,814","2,059","3,067","1,819","4,283","2,005","29,452","2,192","1,892","2,981","2,480","3,273","2,652","1,339","2,402","2,403","1,724","3,271","2,843"
2021년09월_계_70~79세,"56,714","15,710","1,668","1,682","1,471","2,005","1,323","1,787","1,226","1,981","1,016","1,551","17,549",656,"1,642","1,464","2,185","2,418","1,409","1,962","1,608","1,109","1,546",783,767,"12,027",477,782,"1,351","1,706","1,189","1,171","1,608",775,"1,845","1,123","11,428",916,835,"1,193","1,010","1,328","1,053",584,805,805,550,"1,176","1,173"
2021년09월_계_80~89세,"26,382","7,871",796,905,750,966,721,729,554,989,681,780,"7,903",286,727,603,"1,008",983,687,960,731,478,679,418,343,"5,317",232,340,506,712,643,511,685,378,832,478,"5,291",344,365,602,489,578,575,309,452,368,252,476,481
2021년09월_계_90~99세,"3,988","1,265",116,145,125,138,107,102,88,173,131,140,"1,180",47,101,78,166,138,100,154,93,72,100,87,44,694,20,53,57,93,83,63,77,60,109,79,849,70,62,80,69,98,83,43,85,61,35,85,78
2021년09월_계_100세 이상,212,64,9,6,4,5,1,7,6,2,4,20,62,1,14,4,11,6,3,3,4,2,9,3,2,47,3,7,4,5,8,3,5,1,7,4,39,4,5,3,3,2,5,3,1,3,3,2,5
2021년09월_남_총인구수,"596,543","137,328","11,851","22,664","14,308","16,251","20,840","10,224","9,669","14,241","9,008","8,272","184,206","5,116","12,178","9,502","20,463","19,380","12,282","22,478","23,035","12,655","23,950","14,774","8,393","92,230","3,090","5,582","10,037","10,960","12,775","5,517","10,032","8,527","20,042","5,668","182,779","8,913","7,366","18,678","10,517","19,737","17,236","13,911","16,689","15,716","13,954","25,924","14,138"
2021년09월_남_연령구간인구수,"596,543","137,328","11,851","22,664","14,308","16,251","20,840","10,224","9,669","14,241","9,008","8,272","184,206","5,116","12,178","9,502","20,463","19,380","12,282","22,478","23,035","12,655","23,950","14,774","8,393","92,230","3,090","5,582","10,037","10,960","12,775","5,517","10,032","8,527","20,042","5,668","182,779","8,913","7,366","18,678","10,517","19,737","17,236","13,911","16,689","15,716","13,954","25,924","14,138"
2021년09월_남_0~9세,"47,623","8,986",650,"1,478","1,188","1,263","1,741",412,538,714,679,323,"15,679",422,555,405,"1,563","1,138",671,"2,357","3,527",631,"2,783",805,822,"5,147",114,208,850,695,957,211,433,540,"1,006",133,"17,811",530,461,"1,391",662,"2,175","1,688","1,253","1,241","1,711","2,212","2,780","1,707"
2021년09월_남_10~19세,"59,899","14,535",930,"2,193","1,812","1,734","3,445",593,910,"1,403",990,525,"16,936",318,807,767,"1,786","1,615","1,009","2,598","2,360",871,"2,790","1,091",924,"7,106",166,229,655,"1,028","1,411",354,681,942,"1,404",236,"21,322",906,770,"2,192","1,079","1,933","2,407","1,100","2,211","2,016","1,699","3,418","1,591"
