카테고리,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2020년02월_계_80~89세,"330,231","23,959","7,210","7,226","4,651","4,872","23,874","5,943","5,443","12,488","13,101","13,812","6,698","7,114","18,994","7,572","13,394","4,107","13,821","7,907","5,914","31,173","14,026","8,359","8,788","1,747","4,624","17,375","3,757","8,261","7,201","4,135","5,285","25,795","7,154","10,055","8,586","13,274","6,449","7,270","9,700","13,701","7,741","6,631","6,177","5,106","2,686","3,530","5,979"
2020년02월_계_90~99세,"48,650","3,698","1,152","1,099",687,760,"3,982",900,843,"2,239","1,745","2,015",922,"1,093","2,934","1,103","1,846",571,"1,973","1,155",818,"4,435","1,941","1,281","1,213",366,636,"2,437",449,"1,172","1,117",711,939,"3,911","1,074","1,549","1,288","1,918",919,936,"1,382","1,869","1,160",925,928,760,400,498,915
2020년02월_계_100세 이상,"4,010",294,83,89,88,34,451,195,177,79,206,169,81,88,235,138,233,80,109,56,53,316,202,60,54,51,73,209,45,89,70,47,107,181,70,63,48,187,63,56,68,108,96,67,73,40,44,45,60
2020년02월_남_총인구수,"6,672,706","600,958","139,776","187,300","88,492","185,390","466,306","118,469","111,214","236,623","223,110","278,678","121,300","157,378","411,044","156,129","266,206","47,156","333,839","175,761","158,078","524,883","232,485","145,363","147,035","28,616","98,807","350,840","117,239","249,307","136,998","81,709","138,362","527,799","130,142","216,261","181,396","230,409","111,272","94,316","220,617","425,993","191,421","112,854","77,972","56,378","22,882","31,976","58,630"
2020년02월_남_연령구간인구수,"6,672,706","600,958","139,776","187,300","88,492","185,390","466,306","118,469","111,214","236,623","223,110","278,678","121,300","157,378","411,044","156,129","266,206","47,156","333,839","175,761","158,078","524,883","232,485","145,363","147,035","28,616","98,807","350,840","117,239","249,307","136,998","81,709","138,362","527,799","130,142","216,261","181,396","230,409","111,272","94,316","220,617","425,993","191,421","112,854","77,972","56,378","22,882","31,976","58,630"
2020년02월_남_0~9세,"603,777","53,200","10,262","17,569","5,183","20,186","36,684","7,977","7,271","21,436","18,127","21,416","8,341","13,075","31,209","12,982","24,859","3,521","23,523","12,187","11,336","43,288","19,934","11,175","12,179","2,394","8,306","34,543","12,752","23,963","11,429","6,974","15,167","53,626","11,248","23,262","19,116","22,905","10,210","7,566","26,542","54,193","18,513","10,033","4,763","3,980","1,480","1,764","3,865"
2020년02월_남_10~19세,"694,030","63,471","15,736","17,932","7,502","22,301","46,457","9,134","9,028","28,295","22,417","28,453","10,260","18,193","37,895","16,815","27,408","4,495","34,682","18,131","16,551","55,763","21,804","15,891","18,068","3,271","9,774","39,990","12,785","25,654","14,303","7,858","12,173","62,982","13,181","26,504","23,297","25,038","11,635","9,381","23,007","47,713","17,154","12,177","6,748","5,109","1,750","2,533","5,139"
2020년02월_남_20~29세,"930,000","98,061","24,066","28,661","14,773","30,561","67,616","17,757","16,422","33,437","31,844","41,708","18,364","23,344","61,373","21,373","37,723","6,062","55,859","30,040","25,819","76,383","32,149","22,389","21,845","4,217","14,001","43,128","16,455","35,944","19,965","12,182","16,854","68,721","18,010","27,926","22,785","28,906","16,199","11,821","24,809","52,252","23,144","14,091","10,194","6,513","3,446","3,498","5,658"
2020년02월_남_30~39세,"985,563","95,330","17,657","31,551","13,536","32,586","70,252","18,558","17,053","34,641","30,391","40,861","17,898","22,963","61,556","22,734","41,768","5,410","46,565","23,587","22,978","70,189","33,591","18,725","17,873","4,002","13,846","44,893","21,333","39,657","20,491","11,664","23,748","73,211","18,199","30,189","24,823","35,836","16,358","12,698","34,507","77,639","30,936","14,080","8,206","6,221","2,402","3,182","5,597"
2020년02월_남_40~49세,"1,167,869","103,952","23,429","31,932","14,551","34,040","79,331","19,740","18,090","41,501","37,325","44,662","18,429","26,233","66,787","27,258","48,150","7,620","56,265","29,564","26,701","89,949","39,738","24,977","25,234","4,348","16,655","65,417","22,438","46,595","22,476","12,487","25,286","99,553","22,853","41,785","34,915","40,698","18,072","16,002","42,447","84,166","34,554","19,931","11,448","8,413","2,784","4,356","8,444"
2020년02월_남_50~59세,"1,118,496","98,033","24,724","30,885","15,615","26,809","77,795","20,512","19,854","37,429","38,966","48,831","21,903","26,928","73,194","26,061","44,010","8,652","65,240","34,545","30,695","95,202","40,788","27,170","27,244","4,982","17,730","58,343","16,857","44,541","23,684","14,593","19,981","81,386","22,092","32,255","27,039","36,718","18,081","16,299","32,358","58,582","31,497","19,294","16,251","10,549","3,947","6,110","10,729"
2020년02월_남_60~69세,"706,269","55,280","14,226","18,331","10,322","12,401","52,762","14,973","14,579","23,210","25,520","33,512","16,137","17,375","51,535","17,972","25,002","6,094","33,994","17,751","16,243","55,837","26,029","15,237","14,571","3,191","11,494","37,737","9,018","21,845","15,293","10,191","15,660","47,434","14,529","18,103","14,802","22,550","12,240","11,777","21,670","32,046","22,297","13,297","12,207","8,785","3,686","5,845","10,498"
2020년02월_남_70~79세,"335,460","24,440","6,809","7,710","5,162","4,759","25,599","7,447","6,814","11,338","13,260","13,998","7,346","6,652","20,566","8,155","12,053","3,605","12,726","7,069","5,657","25,783","12,832","6,442","6,509","1,497","5,137","19,734","4,138","8,161","6,495","4,183","7,415","29,301","7,181","11,629","10,491","12,348","5,902","5,982","11,294","14,144","10,163","7,254","5,695","4,744","2,276","3,192","6,220"
2020년02월_남_80~89세,"118,498","8,252","2,566","2,452","1,660","1,574","8,693","2,093","1,880","4,720","4,779","4,706","2,382","2,324","6,220","2,478","4,673","1,518","4,546","2,629","1,917","11,256","5,078","3,018","3,160",614,"1,681","6,428","1,352","2,674","2,542","1,393","1,837","10,550","2,594","4,190","3,766","4,890","2,334","2,588","3,633","4,819","2,893","2,471","2,216","1,890",990,"1,348","2,234"
2020년02월_남_90~99세,"11,672",860,280,251,165,164,996,219,180,597,435,480,215,265,651,267,487,161,415,246,169,"1,150",491,320,339,92,160,568,98,248,297,170,211,"1,002",242,405,355,463,222,190,332,405,249,215,218,159,106,131,234
2020년02월_남_100세 이상,"1,072",79,21,26,23,9,121,59,43,19,46,51,25,26,58,34,73,18,24,12,12,83,51,19,13,8,23,59,13,25,23,14,30,33,13,13,7,57,19,12,18,34,21,11,26,15,15,17,12
2020년02월_여_총인구수,"6,592,671","592,522","137,610","183,918","87,185","183,809","475,877","115,948","108,405","251,524","229,755","284,388","120,807","163,581","416,330","159,996","250,881","47,296","317,372","168,924","148,448","546,119","237,186","153,082","155,851","29,637","100,114","353,332","109,661","227,174","138,859","82,273","137,022","535,851","123,840","221,550","190,461","223,418","104,597","89,128","218,885","396,477","182,446","109,581","69,798","54,630","20,732","30,248","58,272"
2020년02월_여_연령구간인구수,"6,592,671","592,522","137,610","183,918","87,185","183,809","475,877","115,948","108,405","251,524","229,755","284,388","120,807","163,581","416,330","159,996","250,881","47,296","317,372","168,924","148,448","546,119","237,186","153,082","155,851","29,637","100,114","353,332","109,661","227,174","138,859","82,273","137,022","535,851","123,840","221,550","190,461","223,418","104,597","89,128","218,885","396,477","182,446","109,581","69,798","54,630","20,732","30,248","58,272"
2020년02월_여_0~9세,"574,771","49,970","9,521","16,663","5,063","18,723","34,949","7,825","6,804","20,320","16,947","20,616","8,074","12,542","29,712","12,442","23,728","3,276","22,589","11,675","10,914","41,571","19,192","10,611","11,768","2,155","7,791","32,707","12,189","22,911","10,823","6,484","14,576","51,368","10,797","22,054","18,517","22,020","9,555","7,174","25,342","51,676","17,539","9,666","4,390","3,705","1,407","1,809","3,684"
2020년02월_여_10~19세,"653,824","59,135","14,395","16,514","7,141","21,085","44,143","8,567","8,533","27,043","21,097","26,529","9,465","17,064","35,695","15,839","25,628","4,425","32,507","17,108","15,399","52,763","20,694","14,831","17,238","3,035","9,116","37,673","12,103","24,167","13,476","7,374","11,662","59,644","11,990","25,020","22,634","23,384","10,740","8,726","22,099","45,773","16,300","11,593","6,168","4,745","1,509","2,216","4,560"
2020년02월_여_20~29세,"839,080","87,960","19,993","26,301","13,449","28,217","64,136","16,028","15,053","33,055","30,675","38,466","16,694","21,772","57,626","19,489","31,562","5,058","49,287","26,561","22,726","73,138","30,149","22,053","20,936","3,754","13,372","39,795","14,104","30,281","18,218","10,855","15,868","64,010","15,269","26,252","22,489","26,146","12,615","9,647","22,741","45,091","20,734","12,161","7,491","5,468","1,963","2,672","4,697"
2020년02월_여_30~39세,"932,222","88,730","16,381","28,896","11,656","31,797","68,710","16,368","14,829","37,513","29,271","38,910","16,165","22,745","58,466","22,167","35,599","5,106","39,119","20,071","19,048","71,895","33,073","19,886","18,936","3,879","13,482","46,582","18,419","34,272","19,212","11,035","23,389","75,506","16,401","31,725","27,380","31,270","14,350","10,711","35,935","72,276","28,202","13,254","6,707","5,678","1,864","2,737","5,489"
2020년02월_여_40~49세,"1,131,310","102,298","23,748","30,016","13,659","34,875","81,130","17,517","16,212","47,401","37,410","46,714","17,712","29,002","65,847","27,750","42,896","7,199","54,740","28,992","25,748","95,850","39,213","27,735","28,902","4,816","16,853","64,240","19,920","40,529","23,252","12,864","22,804","101,701","20,570","43,147","37,984","38,494","16,915","13,988","39,049","73,122","30,603","18,778","9,860","7,748","2,296","3,685","7,959"
2020년02월_여_50~59세,"1,086,610","98,117","24,686","31,690","15,162","26,579","78,421","19,938","19,741","38,742","40,061","51,518","22,554","28,964","77,057","26,482","40,064","7,703","61,123","32,565","28,558","97,230","41,023","28,079","28,128","5,231","18,212","56,030","15,614","38,965","24,690","15,468","20,559","78,075","20,479","31,511","26,085","33,287","16,899","14,574","30,813","50,598","30,396","17,464","13,307","9,585","3,411","5,449","10,207"
2020년02월_여_60~69세,"716,369","57,036","14,730","18,875","11,010","12,421","54,860","16,039","14,762","24,059","27,422","33,941","16,487","17,454","52,328","19,648","25,528","6,403","31,126","16,529","14,597","55,391","26,427","14,764","14,200","3,347","11,433","39,848","9,298","19,419","15,543","10,102","16,463","52,791","14,540","20,927","17,324","23,095","11,772","11,585","22,854","31,253","22,011","13,260","10,440","8,503","3,463","5,495","10,711"
2020년02월_여_70~79세,"406,836","30,516","8,578","9,278","6,467","6,193","31,031","8,999","8,111","13,921","17,080","16,935","8,577","8,358","24,365","10,145","15,636","5,065","15,963","9,192","6,771","34,846","16,866","8,780","9,200","1,970","6,386","23,491","5,226","10,055","8,119","4,775","7,448","34,454","8,345","13,855","12,254","15,753","6,895","7,251","12,885","16,268","10,827","8,479","6,717","5,356","2,800","3,608","6,491"
2020년02월_여_80~89세,"211,733","15,707","4,644","4,774","2,991","3,298","15,181","3,850","3,563","7,768","8,322","9,106","4,316","4,790","12,774","5,094","8,721","2,589","9,275","5,278","3,997","19,917","8,948","5,341","5,628","1,133","2,943","10,947","2,405","5,587","4,659","2,742","3,448","15,245","4,560","5,865","4,820","8,384","4,115","4,682","6,067","8,882","4,848","4,160","3,961","3,216","1,696","2,182","3,745"
2020년02월_여_90~99세,"36,978","2,838",872,848,522,596,"2,986",681,663,"1,642","1,310","1,535",707,828,"2,283",836,"1,359",410,"1,558",909,649,"3,285","1,450",961,874,274,476,"1,869",351,924,820,541,728,"2,909",832,"1,144",933,"1,455",697,746,"1,050","1,464",911,710,710,601,294,367,681
2020년02월_여_100세 이상,"2,938",215,62,63,65,25,330,136,134,60,160,118,56,62,177,104,160,62,85,44,41,233,151,41,41,43,50,150,32,64,47,33,77,148,57,50,41,130,44,44,50,74,75,56,47,25,29,28,48
