카테고리,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2021년04월_계_총인구수,"391,502","24,667","19,189","14,634","34,230","22,120","25,321","24,623","20,094","20,054","25,207","35,016","19,303","30,206","16,816","39,068","20,954"
2021년04월_계_연령구간인구수,"391,502","24,667","19,189","14,634","34,230","22,120","25,321","24,623","20,094","20,054","25,207","35,016","19,303","30,206","16,816","39,068","20,954"
2021년04월_계_0~9세,"22,289","1,224","1,066","1,323","1,518","1,169","1,095","1,819",777,"1,235","1,028","2,279","1,034","1,460",746,"3,202","1,314"
2021년04월_계_10~19세,"26,154","1,563","1,201",883,"1,902","1,232","1,461","1,932",773,"1,303","1,166","3,068","1,200","1,858","1,139","3,755","1,718"
2021년04월_계_20~29세,"55,811","3,359","2,525","1,778","5,404","3,075","3,801","3,568","4,174","2,868","3,741","4,970","2,692","4,177","2,306","4,846","2,527"
2021년04월_계_30~39세,"57,337","3,261","2,730","2,692","5,274","3,352","3,546","3,647","4,236","3,159","3,642","4,840","3,056","4,048","2,036","4,929","2,889"
2021년04월_계_40~49세,"56,929","3,659","2,982","2,222","4,979","3,154","3,474","3,551","2,616","2,812","3,410","5,744","2,836","4,061","2,365","5,904","3,160"
2021년04월_계_50~59세,"68,616","4,865","3,299","2,470","6,263","3,847","4,657","4,311","3,079","3,316","4,835","5,549","3,259","5,647","3,259","6,456","3,504"
2021년04월_계_60~69세,"59,389","3,766","2,948","1,912","5,009","3,592","4,088","3,429","2,530","3,155","4,179","4,794","3,011","5,174","2,808","5,665","3,329"
2021년04월_계_70~79세,"31,248","2,071","1,814",967,"2,774","1,929","2,263","1,586","1,357","1,572","2,236","2,602","1,561","2,613","1,472","2,810","1,621"
2021년04월_계_80~89세,"11,996",769,549,354,997,675,825,685,476,561,875,"1,024",575,"1,009",571,"1,266",785
2021년04월_계_90~99세,"1,626",120,71,32,107,94,108,92,65,72,89,132,69,151,99,224,101
2021년04월_계_100세 이상,107,10,4,1,3,1,3,3,11,1,6,14,10,8,15,11,6
2021년04월_남_총인구수,"193,444","12,291","9,550","7,386","16,993","11,117","12,593","12,020","9,723","9,822","12,963","16,922","9,493","15,148","8,436","19,022","9,965"
2021년04월_남_연령구간인구수,"193,444","12,291","9,550","7,386","16,993","11,117","12,593","12,020","9,723","9,822","12,963","16,922","9,493","15,148","8,436","19,022","9,965"
2021년04월_남_0~9세,"11,520",623,559,658,776,644,558,948,383,643,565,"1,167",528,754,398,"1,654",662
2021년04월_남_10~19세,"13,270",767,620,455,932,644,754,"1,020",412,634,626,"1,546",623,922,525,"1,923",867
2021년04월_남_20~29세,"27,613","1,666","1,300",903,"2,725","1,562","1,917","1,756","1,734","1,410","1,862","2,392","1,309","2,110","1,184","2,487","1,296"
2021년04월_남_30~39세,"29,558","1,727","1,419","1,370","2,776","1,727","1,902","1,846","2,171","1,652","1,934","2,425","1,593","2,105","1,100","2,413","1,398"
2021년04월_남_40~49세,"29,402","1,935","1,586","1,211","2,613","1,676","1,815","1,753","1,371","1,458","1,846","2,819","1,442","2,183","1,205","2,932","1,557"
2021년04월_남_50~59세,"33,879","2,481","1,662","1,249","3,112","1,894","2,275","2,054","1,550","1,552","2,583","2,664","1,598","2,833","1,655","3,063","1,654"
2021년04월_남_60~69세,"28,836","1,834","1,374",949,"2,435","1,762","1,975","1,668","1,223","1,517","2,142","2,248","1,414","2,589","1,428","2,741","1,537"
2021년04월_남_70~79세,"14,280",935,797,446,"1,207",924,"1,026",694,650,714,"1,025","1,201",730,"1,251",685,"1,296",699
2021년04월_남_80~89세,"4,699",293,212,135,397,266,338,265,209,228,352,432,233,364,234,477,264
2021년04월_남_90~99세,359,29,20,9,19,18,32,16,18,13,26,22,19,34,19,36,29
2021년04월_남_100세 이상,28,1,1,1,1,0,1,0,2,1,2,6,4,3,3,0,2
2021년04월_여_총인구수,"198,058","12,376","9,639","7,248","17,237","11,003","12,728","12,603","10,371","10,232","12,244","18,094","9,810","15,058","8,380","20,046","10,989"
2021년04월_여_연령구간인구수,"198,058","12,376","9,639","7,248","17,237","11,003","12,728","12,603","10,371","10,232","12,244","18,094","9,810","15,058","8,380","20,046","10,989"
2021년04월_여_0~9세,"10,769",601,507,665,742,525,537,871,394,592,463,"1,112",506,706,348,"1,548",652
2021년04월_여_10~19세,"12,884",796,581,428,970,588,707,912,361,669,540,"1,522",577,936,614,"1,832",851
2021년04월_여_20~29세,"28,198","1,693","1,225",875,"2,679","1,513","1,884","1,812","2,440","1,458","1,879","2,578","1,383","2,067","1,122","2,359","1,231"
2021년04월_여_30~39세,"27,779","1,534","1,311","1,322","2,498","1,625","1,644","1,801","2,065","1,507","1,708","2,415","1,463","1,943",936,"2,516","1,491"
2021년04월_여_40~49세,"27,527","1,724","1,396","1,011","2,366","1,478","1,659","1,798","1,245","1,354","1,564","2,925","1,394","1,878","1,160","2,972","1,603"
2021년04월_여_50~59세,"34,737","2,384","1,637","1,221","3,151","1,953","2,382","2,257","1,529","1,764","2,252","2,885","1,661","2,814","1,604","3,393","1,850"
