카테고리,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020년04월_남_50~59세,"239,068","45,816","21,858","23,958","24,207","12,522","13,631","35,445","9,303","9,746","9,040","6,236","22,492","2,478","4,855","2,526","1,639","3,329","3,948","3,370","4,770","10,548","4,236","3,162","4,683","1,086"
2020년04월_남_60~69세,"194,473","36,995","17,524","19,471","19,435","10,360","11,955","18,922","8,559","8,968","8,658","6,235","16,323","2,692","5,710","2,674","1,646","3,422","4,699","3,165","4,635","6,768","4,453","3,418","3,846",935
2020년04월_남_70~79세,"105,727","16,743","7,952","8,791","10,624","5,783","7,436","6,846","5,298","5,452","5,437","3,986","8,280","1,852","3,934","1,759","1,177","2,397","2,953","1,804","2,617","3,223","3,072","2,133","2,456",465
2020년04월_남_80~89세,"43,262","4,805","2,083","2,722","3,982","2,619","3,228","2,419","2,342","2,247","2,627","1,663","3,080",885,"1,990",860,557,"1,164","1,306",871,"1,112","1,411","1,646","1,103","1,147",198
2020년04월_남_90~99세,"3,703",378,141,237,329,230,322,213,206,188,238,156,220,63,173,64,55,96,119,73,108,137,119,109,88,19
2020년04월_남_100세 이상,205,28,16,12,22,10,15,6,14,13,10,15,12,1,8,5,6,7,1,4,5,7,4,5,2,5
2020년04월_여_총인구수,"1,316,073","249,868","112,795","137,073","126,851","70,053","80,315","203,677","52,651","50,057","50,261","36,393","130,742","11,516","26,630","12,655","8,527","19,347","21,747","15,602","21,062","55,366","28,270","15,839","24,424","4,220"
2020년04월_여_연령구간인구수,"1,316,073","249,868","112,795","137,073","126,851","70,053","80,315","203,677","52,651","50,057","50,261","36,393","130,742","11,516","26,630","12,655","8,527","19,347","21,747","15,602","21,062","55,366","28,270","15,839","24,424","4,220"
2020년04월_여_0~9세,"95,168","19,853","8,816","11,037","8,160","5,196","5,198","20,722","3,110","2,873","2,593","1,956","10,443",333,949,486,372,887,772,732,975,"4,877","2,319",705,"1,454",203
2020년04월_여_10~19세,"109,207","22,516","10,204","12,312","10,245","5,594","6,626","21,929","4,369","3,143","3,681","2,696","11,076",458,"1,146",586,476,"1,035","1,165",988,"1,044","5,496","2,042",884,"1,767",245
2020년04월_여_20~29세,"125,779","24,620","11,127","13,493","11,865","6,495","7,571","25,856","4,116","4,227","3,593","2,676","16,198",624,"1,370",730,497,"1,076","1,192","1,154","1,530","5,507","1,800",896,"1,847",339
2020년04월_여_30~39세,"140,390","29,032","12,972","16,060","12,235","7,356","7,629","31,508","4,130","4,322","3,572","2,767","15,843",624,"1,516",725,495,"1,253","1,384","1,099","1,547","7,188","2,839",940,"2,010",376
2020년04월_여_40~49세,"185,554","38,862","17,469","21,393","17,861","9,214","10,807","36,463","6,840","5,852","5,550","4,111","20,416",917,"1,989","1,053",733,"1,771","2,021","1,747","1,936","9,495","3,180","1,374","2,859",503
2020년04월_여_50~59세,"223,946","45,555","20,351","25,204","22,695","11,506","13,119","33,857","9,025","8,610","8,191","5,891","22,190","1,933","4,112","2,303","1,389","3,006","3,597","2,686","3,952","8,813","3,877","2,775","4,044",820
2020년04월_여_60~69세,"198,562","38,306","17,842","20,464","20,161","10,815","12,731","18,116","9,274","9,014","9,139","6,725","17,141","2,479","5,740","2,668","1,680","3,778","4,675","2,900","4,300","6,283","4,618","3,169","4,027",823
2020년04월_여_70~79세,"133,504","19,255","8,817","10,438","13,486","7,620","9,280","8,823","6,621","6,846","7,276","5,258","10,686","2,194","5,122","2,280","1,545","3,617","3,572","2,296","3,109","4,324","3,829","2,650","3,265",550
2020년04월_여_80~89세,"88,996","10,095","4,435","5,660","8,750","5,334","6,219","5,442","4,365","4,581","5,628","3,650","5,902","1,694","4,048","1,565","1,145","2,521","2,902","1,759","2,307","2,881","3,220","2,061","2,626",301
2020년04월_여_90~99세,"14,218","1,699",727,972,"1,324",884,"1,086",920,758,560,987,620,791,247,603,243,175,385,449,238,342,467,515,363,508,54
2020년04월_여_100세 이상,749,75,35,40,69,39,49,41,43,29,51,43,56,13,35,16,20,18,18,3,20,35,31,22,17,6
