카테고리,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2021년08월_계_총인구수,"388,911","24,247","19,172","14,719","33,873","21,871","25,081","24,400","20,357","19,869","25,116","34,761","18,971","30,675","16,506","38,602","20,691"
2021년08월_계_연령구간인구수,"388,911","24,247","19,172","14,719","33,873","21,871","25,081","24,400","20,357","19,869","25,116","34,761","18,971","30,675","16,506","38,602","20,691"
2021년08월_계_0~9세,"21,784","1,168","1,042","1,357","1,444","1,126","1,056","1,759",766,"1,176","1,037","2,231",991,"1,599",703,"3,065","1,264"
2021년08월_계_10~19세,"25,740","1,534","1,205",890,"1,844","1,195","1,417","1,897",750,"1,301","1,139","3,056","1,168","1,887","1,080","3,724","1,653"
2021년08월_계_20~29세,"55,124","3,273","2,498","1,781","5,317","3,011","3,742","3,496","4,300","2,815","3,672","4,905","2,659","4,159","2,253","4,779","2,464"
2021년08월_계_30~39세,"56,925","3,213","2,696","2,656","5,202","3,310","3,512","3,614","4,388","3,144","3,671","4,754","2,963","4,199","2,027","4,724","2,852"
2021년08월_계_40~49세,"56,115","3,549","2,940","2,263","4,870","3,105","3,391","3,499","2,594","2,779","3,380","5,656","2,792","4,140","2,259","5,830","3,068"
2021년08월_계_50~59세,"67,915","4,801","3,314","2,440","6,222","3,801","4,606","4,231","3,086","3,268","4,771","5,514","3,198","5,593","3,203","6,389","3,478"
2021년08월_계_60~69세,"60,159","3,782","2,994","1,957","5,075","3,616","4,136","3,536","2,549","3,155","4,255","4,860","3,003","5,272","2,847","5,751","3,371"
2021년08월_계_70~79세,"31,143","2,045","1,823",982,"2,743","1,920","2,253","1,583","1,357","1,589","2,175","2,589","1,539","2,629","1,460","2,831","1,625"
2021년08월_계_80~89세,"12,329",769,587,359,"1,047",694,850,690,489,577,922,"1,056",589,"1,034",579,"1,284",803
2021년08월_계_90~99세,"1,598",109,70,33,106,92,113,93,67,63,88,126,66,156,92,215,109
2021년08월_계_100세 이상,79,4,3,1,3,1,5,2,11,2,6,14,3,7,3,10,4
2021년08월_남_총인구수,"192,060","12,089","9,558","7,411","16,792","10,989","12,463","11,915","9,838","9,749","12,893","16,767","9,323","15,367","8,295","18,754","9,857"
2021년08월_남_연령구간인구수,"192,060","12,089","9,558","7,411","16,792","10,989","12,463","11,915","9,838","9,749","12,893","16,767","9,323","15,367","8,295","18,754","9,857"
2021년08월_남_0~9세,"11,243",593,552,668,735,615,544,907,376,606,568,"1,148",508,806,378,"1,591",648
2021년08월_남_10~19세,"13,064",753,625,464,895,623,740,"1,005",406,633,597,"1,532",605,947,499,"1,910",830
2021년08월_남_20~29세,"27,233","1,644","1,292",903,"2,690","1,514","1,871","1,732","1,814","1,394","1,812","2,322","1,293","2,093","1,161","2,444","1,254"
2021년08월_남_30~39세,"29,293","1,690","1,409","1,342","2,725","1,698","1,877","1,828","2,215","1,642","1,951","2,401","1,515","2,197","1,108","2,291","1,404"
2021년08월_남_40~49세,"29,015","1,868","1,559","1,234","2,563","1,655","1,780","1,726","1,365","1,450","1,833","2,774","1,437","2,202","1,149","2,892","1,528"
2021년08월_남_50~59세,"33,593","2,451","1,657","1,234","3,104","1,891","2,255","2,024","1,549","1,542","2,560","2,651","1,576","2,824","1,620","3,028","1,627"
2021년08월_남_60~69세,"29,190","1,844","1,416",970,"2,456","1,782","1,994","1,715","1,235","1,506","2,181","2,269","1,409","2,632","1,446","2,780","1,555"
2021년08월_남_70~79세,"14,191",915,796,448,"1,191",912,"1,021",696,645,729,990,"1,190",718,"1,258",680,"1,300",702
2021년08월_남_80~89세,"4,872",307,230,139,413,281,348,266,213,235,375,452,248,369,237,484,275
2021년08월_남_90~99세,345,24,21,8,19,18,32,16,18,11,24,22,13,37,16,34,32
2021년08월_남_100세 이상,21,0,1,1,1,0,1,0,2,1,2,6,1,2,1,0,2
2021년08월_여_총인구수,"196,851","12,158","9,614","7,308","17,081","10,882","12,618","12,485","10,519","10,120","12,223","17,994","9,648","15,308","8,211","19,848","10,834"
2021년08월_여_연령구간인구수,"196,851","12,158","9,614","7,308","17,081","10,882","12,618","12,485","10,519","10,120","12,223","17,994","9,648","15,308","8,211","19,848","10,834"
2021년08월_여_0~9세,"10,541",575,490,689,709,511,512,852,390,570,469,"1,083",483,793,325,"1,474",616
2021년08월_여_10~19세,"12,676",781,580,426,949,572,677,892,344,668,542,"1,524",563,940,581,"1,814",823
2021년08월_여_20~29세,"27,891","1,629","1,206",878,"2,627","1,497","1,871","1,764","2,486","1,421","1,860","2,583","1,366","2,066","1,092","2,335","1,210"
2021년08월_여_30~39세,"27,632","1,523","1,287","1,314","2,477","1,612","1,635","1,786","2,173","1,502","1,720","2,353","1,448","2,002",919,"2,433","1,448"
2021년08월_여_40~49세,"27,100","1,681","1,381","1,029","2,307","1,450","1,611","1,773","1,229","1,329","1,547","2,882","1,355","1,938","1,110","2,938","1,540"
2021년08월_여_50~59세,"34,322","2,350","1,657","1,206","3,118","1,910","2,351","2,207","1,537","1,726","2,211","2,863","1,622","2,769","1,583","3,361","1,851"
2021년08월_여_60~69세,"30,969","1,938","1,578",987,"2,619","1,834","2,142","1,821","1,314","1,649","2,074","2,591","1,594","2,640","1,401","2,971","1,816"
2021년08월_여_70~79세,"16,952","1,130","1,027",534,"1,552","1,008","1,232",887,712,860,"1,185","1,399",821,"1,371",780,"1,531",923
2021년08월_여_80~89세,"7,457",462,357,220,634,413,502,424,276,342,547,604,341,665,342,800,528
2021년08월_여_90~99세,"1,253",85,49,25,87,74,81,77,49,52,64,104,53,119,76,181,77
2021년08월_여_100세 이상,58,4,2,0,2,1,4,2,9,1,4,8,2,5,2,10,2
