카테고리,경상남도 고성군,경상남도 고성군 고성읍,경상남도 고성군 삼산면,경상남도 고성군 하일면,경상남도 고성군 하이면,경상남도 고성군 상리면,경상남도 고성군 대가면,경상남도 고성군 영현면,경상남도 고성군 영오면,경상남도 고성군 개천면,경상남도 고성군 구만면,경상남도 고성군 회화면,경상남도 고성군 마암면,경상남도 고성군 동해면,경상남도 고성군 거류면
2020년04월_계_총인구수,"51,918","24,783","1,783","1,864","2,803","1,617","1,664",882,"1,443","1,145","1,011","3,623","1,792","3,137","4,371"
2020년04월_계_연령구간인구수,"51,918","24,783","1,783","1,864","2,803","1,617","1,664",882,"1,443","1,145","1,011","3,623","1,792","3,137","4,371"
2020년04월_계_0~9세,"2,806","2,053",51,29,113,26,27,20,31,33,28,152,22,66,155
2020년04월_계_10~19세,"4,113","2,635",87,91,185,72,61,35,72,71,36,268,53,147,300
2020년04월_계_20~29세,"4,006","2,285",83,97,257,91,91,47,97,73,52,286,90,181,276
2020년04월_계_30~39세,"4,210","2,612",98,97,190,74,81,35,86,47,40,259,85,180,326
2020년04월_계_40~49세,"6,613","3,855",178,153,341,140,131,56,135,79,74,424,179,302,566
2020년04월_계_50~59세,"9,255","4,326",312,301,499,299,304,129,277,191,190,645,367,587,828
2020년04월_계_60~69세,"9,353","3,602",442,448,566,338,377,193,287,254,220,778,374,695,779
2020년04월_계_70~79세,"6,808","2,172",329,373,397,313,318,211,234,187,201,491,360,576,646
2020년04월_계_80~89세,"4,133","1,086",176,240,215,231,237,133,194,176,145,279,230,347,444
2020년04월_계_90~99세,607,148,27,35,40,33,37,23,29,33,24,41,32,55,50
2020년04월_계_100세 이상,14,9,0,0,0,0,0,0,1,1,1,0,0,1,1
2020년04월_남_총인구수,"26,053","12,408",921,919,"1,475",790,844,387,702,560,511,"1,776",903,"1,606","2,251"
2020년04월_남_연령구간인구수,"26,053","12,408",921,919,"1,475",790,844,387,702,560,511,"1,776",903,"1,606","2,251"
2020년04월_남_0~9세,"1,421","1,038",30,18,60,16,13,10,10,18,11,69,10,32,86
2020년04월_남_10~19세,"2,235","1,447",52,46,96,37,30,17,35,39,22,138,29,82,165
2020년04월_남_20~29세,"2,365","1,321",50,60,167,59,55,24,64,44,35,158,51,104,173
2020년04월_남_30~39세,"2,298","1,339",65,61,106,37,51,18,53,29,28,134,57,123,197
2020년04월_남_40~49세,"3,706","2,018",114,101,205,81,81,32,85,49,45,231,108,201,355
2020년04월_남_50~59세,"4,989","2,220",169,171,282,151,182,66,156,104,117,340,219,337,475
2020년04월_남_60~69세,"4,684","1,739",236,208,295,188,197,89,148,134,121,403,198,358,370
2020년04월_남_70~79세,"2,976",917,149,164,184,135,159,90,93,78,83,221,158,264,281
2020년04월_남_80~89세,"1,262",342,52,84,69,78,63,38,55,57,44,76,70,93,141
2020년04월_남_90~99세,113,24,4,6,11,8,13,3,3,8,4,6,3,12,8
2020년04월_남_100세 이상,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2020년04월_여_총인구수,"25,865","12,375",862,945,"1,328",827,820,495,741,585,500,"1,847",889,"1,531","2,120"
2020년04월_여_연령구간인구수,"25,865","12,375",862,945,"1,328",827,820,495,741,585,500,"1,847",889,"1,531","2,120"
2020년04월_여_0~9세,"1,385","1,015",21,11,53,10,14,10,21,15,17,83,12,34,69
2020년04월_여_10~19세,"1,878","1,188",35,45,89,35,31,18,37,32,14,130,24,65,135
2020년04월_여_20~29세,"1,641",964,33,37,90,32,36,23,33,29,17,128,39,77,103
2020년04월_여_30~39세,"1,912","1,273",33,36,84,37,30,17,33,18,12,125,28,57,129
2020년04월_여_40~49세,"2,907","1,837",64,52,136,59,50,24,50,30,29,193,71,101,211
2020년04월_여_50~59세,"4,266","2,106",143,130,217,148,122,63,121,87,73,305,148,250,353
2020년04월_여_60~69세,"4,669","1,863",206,240,271,150,180,104,139,120,99,375,176,337,409
2020년04월_여_70~79세,"3,832","1,255",180,209,213,178,159,121,141,109,118,270,202,312,365
2020년04월_여_80~89세,"2,871",744,124,156,146,153,174,95,139,119,101,203,160,254,303
2020년04월_여_90~99세,494,124,23,29,29,25,24,20,26,25,20,35,29,43,42
2020년04월_여_100세 이상,10,6,0,0,0,0,0,0,1,1,0,0,0,1,1
