카테고리,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2021년11월_계_80~89세,"16,325","7,179",744,720,"1,189",235,527,617,230,640,667,634,211,83,276,406,"9,146","1,601",401,529,313,626,322,63,180,833,358,828,743,724,534,886,205
2021년11월_계_90~99세,"2,305",952,89,80,147,46,74,97,37,80,62,87,28,7,61,57,"1,353",244,67,87,57,101,41,11,29,111,55,117,93,108,70,140,22
2021년11월_계_100세 이상,68,38,2,4,8,2,3,4,0,2,4,2,2,0,3,2,30,2,1,2,0,0,1,1,3,2,1,4,2,4,1,6,0
2021년11월_남_총인구수,"255,032","119,349","3,714","15,441","29,996","1,760","4,894","1,969",923,"12,779","8,821","6,105","2,584","1,815","15,584","12,964","135,683","20,509","1,451","2,346","1,195","2,409","1,058",303,640,"7,596","8,344","9,826","10,712","16,358","11,398","36,845","4,693"
2021년11월_남_연령구간인구수,"255,032","119,349","3,714","15,441","29,996","1,760","4,894","1,969",923,"12,779","8,821","6,105","2,584","1,815","15,584","12,964","135,683","20,509","1,451","2,346","1,195","2,409","1,058",303,640,"7,596","8,344","9,826","10,712","16,358","11,398","36,845","4,693"
2021년11월_남_0~9세,"19,410","8,494",59,"1,144","2,755",27,255,36,15,565,293,215,104,79,"1,835","1,112","10,916","1,958",34,48,15,38,17,1,6,260,566,379,685,"1,704",821,"3,957",427
2021년11월_남_10~19세,"24,224","11,004",139,"1,864","3,123",65,381,50,40,758,390,347,131,93,"2,115","1,508","13,220","1,888",50,114,35,82,34,8,25,399,952,460,"1,021","1,665","1,214","4,696",577
2021년11월_남_20~29세,"32,637","15,850",246,"2,012","4,169",155,518,112,64,"1,855",987,545,448,592,"2,101","2,046","16,787","2,401",107,176,85,172,42,11,30,861,"1,170","1,259","1,310","2,036","1,571","5,064",492
2021년11월_남_30~39세,"30,761","14,141",237,"1,472","4,381",139,511,105,48,"1,696",938,560,283,246,"1,729","1,796","16,620","2,520",72,142,64,142,36,14,35,958,960,"1,390","1,076","2,394","1,322","4,933",562
2021년11월_남_40~49세,"38,696","18,468",443,"2,439","5,702",181,649,179,124,"1,807","1,228",751,328,180,"2,504","1,953","20,228","3,137",135,256,122,211,73,20,52,"1,017","1,155","1,346","1,526","2,403","1,527","6,428",820
2021년11월_남_50~59세,"44,789","21,295",769,"3,045","4,718",352,926,393,180,"2,204","1,691","1,154",432,266,"2,604","2,561","23,494","3,529",236,500,239,469,229,65,120,"1,342","1,574","1,658","1,905","2,776","2,117","6,024",711
2021년11월_남_60~69세,"40,525","18,945","1,015","2,307","3,494",516,958,505,239,"2,353","1,912","1,463",487,222,"2,038","1,436","21,580","3,183",438,572,314,659,318,97,197,"1,551","1,337","1,857","1,943","2,380","1,878","4,161",695
2021년11월_남_70~79세,"18,097","8,584",541,918,"1,238",258,503,368,149,"1,272","1,113",822,283,104,567,448,"9,513","1,360",237,356,218,421,191,60,114,878,494,"1,125",934,788,725,"1,289",323
2021년11월_남_80~89세,"5,468","2,405",248,228,383,64,175,203,63,255,260,229,83,32,84,98,"3,063",492,136,165,95,191,109,23,53,310,126,326,287,195,204,269,82
2021년11월_남_90~99세,415,157,17,11,32,3,18,18,1,14,9,18,3,1,6,6,258,40,6,17,8,24,9,4,8,19,10,25,25,17,18,24,4
2021년11월_남_100세 이상,10,6,0,1,1,0,0,0,0,0,0,1,2,0,1,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2021년11월_여_총인구수,"248,356","111,295","3,640","14,857","26,085","1,631","4,819","2,081",940,"11,843","8,338","6,112","2,184","1,179","15,020","12,566","137,061","20,388","1,465","2,426","1,280","2,558","1,064",306,664,"7,854","8,455","10,083","11,209","17,088","11,639","35,762","4,820"
2021년11월_여_연령구간인구수,"248,356","111,295","3,640","14,857","26,085","1,631","4,819","2,081",940,"11,843","8,338","6,112","2,184","1,179","15,020","12,566","137,061","20,388","1,465","2,426","1,280","2,558","1,064",306,664,"7,854","8,455","10,083","11,209","17,088","11,639","35,762","4,820"
2021년11월_여_0~9세,"18,039","7,948",65,"1,044","2,619",33,243,26,14,498,267,172,105,55,"1,770","1,037","10,091","1,749",31,47,22,40,19,3,9,281,556,349,615,"1,509",768,"3,685",408
2021년11월_여_10~19세,"21,991","9,946",102,"1,719","2,764",63,374,69,25,691,367,311,126,88,"1,849","1,398","12,045","1,749",32,89,46,98,20,10,13,385,820,458,889,"1,526","1,118","4,229",563
2021년11월_여_20~29세,"23,928","10,710",151,"1,470","2,687",91,399,67,35,"1,353",648,438,219,159,"1,442","1,551","13,218","1,745",62,112,63,120,16,16,22,722,839,"1,090","1,023","1,709","1,246","4,018",415
2021년11월_여_30~39세,"26,852","11,747",184,"1,400","3,541",94,412,78,28,"1,175",616,395,198,119,"1,955","1,552","15,105","2,364",52,103,32,77,25,0,20,741,850,975,"1,020","2,287","1,154","4,837",568
2021년11월_여_40~49세,"37,948","17,031",265,"2,575","4,776",114,554,110,56,"1,447",900,631,199,152,"2,878","2,374","20,917","3,081",84,177,71,142,45,15,42,905,"1,400","1,162","1,666","2,686","1,754","6,848",839
2021년11월_여_50~59세,"44,288","19,575",556,"2,941","4,026",292,868,290,135,"2,161","1,612","1,029",370,235,"2,583","2,477","24,713","3,592",224,397,200,415,167,50,88,"1,297","1,759","1,752","2,129","3,244","2,469","6,179",751
2021년11월_여_60~69세,"42,265","19,418",988,"2,261","3,328",454,932,511,216,"2,809","2,291","1,727",498,211,"1,871","1,321","22,847","3,148",374,593,317,646,310,113,179,"1,779","1,390","2,419","2,315","2,509","1,985","3,988",782
2021년11월_여_70~79세,"20,240","9,319",759,883,"1,416",274,626,433,228,"1,256","1,173",934,316,103,423,495,"10,921","1,646",279,472,262,508,216,51,140,"1,128",563,"1,281","1,026",994,763,"1,239",353
2021년11월_여_80~89세,"10,857","4,774",496,492,806,171,352,414,167,385,407,405,128,51,192,308,"6,083","1,109",265,364,218,435,213,40,127,523,232,502,456,529,330,617,123
2021년11월_여_90~99세,"1,890",795,72,69,115,43,56,79,36,66,53,69,25,6,55,51,"1,095",204,61,70,49,77,32,7,21,92,45,92,68,91,52,116,18
2021년11월_여_100세 이상,58,32,2,3,7,2,3,4,0,2,4,1,0,0,2,2,26,1,1,2,0,0,1,1,3,1,1,3,2,4,0,6,0
