카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2021년11월_남_0~9세,"129,748","40,984","8,755","9,485","6,840","6,338","9,566","13,944","4,351","3,982","23,589","2,713","12,596","16,870",521,"1,840","1,509","1,153",780,860,603,868,"1,837",748
2021년11월_남_10~19세,"166,679","51,214","10,197","13,557","7,338","9,188","10,934","18,285","6,522","5,215","31,157","3,918","14,568","17,638",766,"3,051","2,147","2,245","1,576","1,460","1,088","1,470","3,148","1,211"
2021년11월_남_20~29세,"203,555","70,589","15,658","20,776","10,464","11,762","11,929","24,559","5,895","6,205","36,551","5,067","13,021","21,215","1,065","3,000","2,583","2,165","1,872","1,810","1,296","1,660","3,372","1,630"
2021년11월_남_30~39세,"199,801","69,110","14,997","18,420","11,270","10,822","13,601","21,040","6,365","6,074","34,420","4,452","17,297","24,370",875,"2,602","2,590","1,906","1,203","1,394","1,044","1,251","2,495","1,313"
2021년11월_남_40~49세,"271,367","84,755","17,406","19,497","14,142","14,945","18,765","26,517","11,169","9,166","47,808","6,679","25,527","31,252","1,533","4,795","3,819","3,336","2,321","2,554","1,824","2,253","3,795","2,264"
2021년11월_남_50~59세,"296,586","91,706","20,218","24,664","14,712","16,794","15,318","28,299","11,415","9,762","50,558","9,257","21,651","29,900","2,510","6,067","5,714","4,909","3,862","4,431","3,464","3,639","5,396","4,046"
2021년11월_남_60~69세,"244,914","74,632","16,128","16,581","14,948","14,838","12,137","23,234","10,430","8,394","32,129","10,776","14,662","22,720","3,084","6,136","6,381","5,088","4,245","4,866","4,051","3,888","5,301","4,897"
2021년11월_남_70~79세,"111,711","30,330","5,857","4,390","7,646","6,926","5,511","11,317","5,174","4,647","11,972","5,691","5,423","9,929","1,620","2,980","3,515","3,037","2,932","2,792","2,309","2,235","2,874","2,934"
2021년11월_남_80~89세,"41,626","9,452","1,689","1,110","2,553","2,088","2,012","4,161","1,595","1,909","3,805","2,174","1,621","3,326",901,"1,299","1,559","1,367","1,517","1,396","1,124","1,204","1,587","1,629"
2021년11월_남_90~99세,"3,450",680,129,93,207,111,140,344,125,137,262,178,123,254,103,109,124,119,162,165,118,122,182,143
2021년11월_남_100세 이상,75,13,4,3,3,1,2,10,1,7,5,5,7,4,1,3,1,2,1,4,2,2,5,2
2021년11월_여_총인구수,"1,646,853","509,816","107,093","123,406","91,103","93,432","94,782","175,670","62,553","54,546","266,030","52,726","115,080","176,593","13,351","30,781","30,205","25,231","21,838","21,798","17,471","19,823","31,151","22,190"
2021년11월_여_연령구간인구수,"1,646,853","509,816","107,093","123,406","91,103","93,432","94,782","175,670","62,553","54,546","266,030","52,726","115,080","176,593","13,351","30,781","30,205","25,231","21,838","21,798","17,471","19,823","31,151","22,190"
2021년11월_여_0~9세,"122,378","38,387","8,424","8,922","6,386","5,922","8,733","12,970","4,288","3,721","22,527","2,570","11,737","16,073",478,"1,779","1,381","1,145",727,786,585,844,"1,675",705
2021년11월_여_10~19세,"153,033","46,914","9,156","12,169","6,924","8,414","10,251","16,420","6,146","4,903","29,029","3,583","13,376","16,922",692,"2,727","1,882","1,867","1,282","1,232",923,"1,341","2,702","1,092"
2021년11월_여_20~29세,"161,023","55,455","12,380","16,228","8,467","9,461","8,919","20,217","4,662","4,149","30,416","3,601","9,926","18,237",767,"2,086","1,890","1,507","1,170","1,223",968,"1,251","2,326","1,172"
2021년11월_여_30~39세,"181,834","61,183","13,356","16,032","10,047","9,584","12,164","19,795","6,066","5,095","32,179","4,004","15,892","23,025",755,"2,462","2,130","1,552","1,107","1,154",900,"1,191","2,300","1,044"
2021년11월_여_40~49세,"255,943","81,491","16,470","21,025","12,636","14,374","16,986","26,739","9,657","8,211","48,320","5,946","21,667","30,098","1,160","4,095","3,043","2,702","2,039","2,014","1,483","1,888","3,657","1,733"
2021년11월_여_50~59세,"282,887","93,098","20,917","26,461","14,766","16,940","14,014","28,960","10,575","8,548","48,092","9,005","18,291","29,505","1,976","4,950","4,881","4,058","3,256","3,632","2,847","3,100","4,926","3,187"
2021년11월_여_60~69세,"247,698","76,425","15,798","14,866","16,717","16,207","12,837","25,505","10,997","8,900","30,780","11,124","14,031","23,628","2,702","5,566","6,354","5,082","4,367","4,481","3,726","3,840","5,485","4,705"
2021년11월_여_70~79세,"137,550","35,340","6,375","4,629","9,357","8,297","6,682","14,508","6,149","6,120","15,120","7,145","5,874","11,993","2,194","3,648","4,454","3,709","3,691","3,520","2,858","3,134","4,028","4,065"
2021년11월_여_80~89세,"89,127","18,452","3,599","2,589","4,933","3,708","3,623","8,992","3,458","4,142","8,315","4,977","3,557","6,156","2,225","2,955","3,602","3,020","3,433","3,111","2,695","2,726","3,425","3,886"
2021년11월_여_90~99세,"15,030","3,014",601,477,857,515,564,"1,517",543,740,"1,227",750,711,932,397,504,574,575,752,634,473,498,607,582
2021년11월_여_100세 이상,350,57,17,8,13,10,9,47,12,17,25,21,18,24,5,9,14,14,14,11,13,10,20,19
