카테고리,서울특별시 강북구,서울특별시 강북구 삼양동,서울특별시 강북구 미아동,서울특별시 강북구 송중동,서울특별시 강북구 송천동,서울특별시 강북구 삼각산동,서울특별시 강북구 번1동,서울특별시 강북구 번2동,서울특별시 강북구 번3동,서울특별시 강북구 수유1동,서울특별시 강북구 수유2동,서울특별시 강북구 수유3동,서울특별시 강북구 우이동,서울특별시 강북구 인수동
2021년08월_계_총인구수,"301,430","23,910","21,704","29,772","26,666","31,368","18,513","15,988","17,036","20,726","21,365","23,151","20,608","30,623"
2021년08월_계_연령구간인구수,"301,430","23,910","21,704","29,772","26,666","31,368","18,513","15,988","17,036","20,726","21,365","23,151","20,608","30,623"
2021년08월_계_0~9세,"14,585","1,210",710,"1,472",995,"2,824",625,626,890,948,"1,017",766,"1,047","1,455"
2021년08월_계_10~19세,"21,170","1,900","1,279","1,983","1,564","3,931","1,034","1,014","1,268","1,306","1,384","1,089","1,358","2,060"
2021년08월_계_20~29세,"41,696","3,102","3,757","4,210","3,485","3,318","3,190","2,173","1,850","3,009","2,934","4,158","2,580","3,930"
2021년08월_계_30~39세,"37,470","2,875","2,860","4,011","3,153","3,640","2,658","1,725","1,658","2,729","2,503","3,337","2,559","3,762"
2021년08월_계_40~49세,"44,716","3,472","2,927","4,423","3,739","6,290","2,777","2,286","2,491","2,901","2,997","3,225","2,910","4,278"
2021년08월_계_50~59세,"51,628","4,318","3,737","5,095","4,906","5,010","3,071","2,708","2,781","3,507","3,727","3,959","3,534","5,275"
2021년08월_계_60~69세,"47,091","3,832","3,435","4,683","4,694","3,436","2,702","2,702","2,717","3,383","3,484","3,512","3,370","5,141"
2021년08월_계_70~79세,"29,411","2,207","2,031","2,712","2,851","1,978","1,719","1,958","2,454","1,959","2,143","2,129","2,127","3,143"
2021년08월_계_80~89세,"12,179",871,875,"1,059","1,141",838,663,722,840,871,"1,044",880,991,"1,384"
2021년08월_계_90~99세,"1,436",118,92,119,129,98,73,72,84,110,131,94,127,189
2021년08월_계_100세 이상,48,5,1,5,9,5,1,2,3,3,1,2,5,6
2021년08월_남_총인구수,"146,919","11,916","10,474","14,291","13,266","15,059","9,362","7,753","7,994","10,239","10,210","11,529","10,008","14,818"
2021년08월_남_연령구간인구수,"146,919","11,916","10,474","14,291","13,266","15,059","9,362","7,753","7,994","10,239","10,210","11,529","10,008","14,818"
2021년08월_남_0~9세,"7,522",627,369,756,498,"1,458",323,335,449,486,533,392,543,753
2021년08월_남_10~19세,"10,844","1,004",665,948,796,"1,991",534,534,643,652,740,595,712,"1,030"
2021년08월_남_20~29세,"20,540","1,615","1,657","2,068","1,783","1,650","1,602","1,127",946,"1,508","1,401","1,984","1,219","1,980"
2021년08월_남_30~39세,"19,586","1,509","1,514","2,016","1,672","1,682","1,439",956,859,"1,478","1,317","1,821","1,353","1,970"
2021년08월_남_40~49세,"22,955","1,777","1,532","2,246","2,002","3,036","1,477","1,162","1,247","1,551","1,499","1,723","1,512","2,191"
2021년08월_남_50~59세,"25,506","2,181","1,821","2,425","2,484","2,516","1,620","1,337","1,361","1,715","1,780","2,016","1,738","2,512"
2021년08월_남_60~69세,"21,979","1,821","1,677","2,161","2,292","1,560","1,281","1,231","1,208","1,590","1,584","1,630","1,547","2,397"
2021년08월_남_70~79세,"12,704","1,010",877,"1,184","1,254",848,776,788,932,866,904,958,927,"1,380"
2021년08월_남_80~89세,"4,883",337,342,455,446,297,285,266,332,356,411,376,420,560
2021년08월_남_90~99세,385,32,20,30,37,20,25,17,16,37,40,34,35,42
2021년08월_남_100세 이상,15,3,0,2,2,1,0,0,1,0,1,0,2,3
2021년08월_여_총인구수,"154,511","11,994","11,230","15,481","13,400","16,309","9,151","8,235","9,042","10,487","11,155","11,622","10,600","15,805"
2021년08월_여_연령구간인구수,"154,511","11,994","11,230","15,481","13,400","16,309","9,151","8,235","9,042","10,487","11,155","11,622","10,600","15,805"
2021년08월_여_0~9세,"7,063",583,341,716,497,"1,366",302,291,441,462,484,374,504,702
2021년08월_여_10~19세,"10,326",896,614,"1,035",768,"1,940",500,480,625,654,644,494,646,"1,030"
2021년08월_여_20~29세,"21,156","1,487","2,100","2,142","1,702","1,668","1,588","1,046",904,"1,501","1,533","2,174","1,361","1,950"
2021년08월_여_30~39세,"17,884","1,366","1,346","1,995","1,481","1,958","1,219",769,799,"1,251","1,186","1,516","1,206","1,792"
2021년08월_여_40~49세,"21,761","1,695","1,395","2,177","1,737","3,254","1,300","1,124","1,244","1,350","1,498","1,502","1,398","2,087"
2021년08월_여_50~59세,"26,122","2,137","1,916","2,670","2,422","2,494","1,451","1,371","1,420","1,792","1,947","1,943","1,796","2,763"
2021년08월_여_60~69세,"25,112","2,011","1,758","2,522","2,402","1,876","1,421","1,471","1,509","1,793","1,900","1,882","1,823","2,744"
2021년08월_여_70~79세,"16,707","1,197","1,154","1,528","1,597","1,130",943,"1,170","1,522","1,093","1,239","1,171","1,200","1,763"
2021년08월_여_80~89세,"7,296",534,533,604,695,541,378,456,508,515,633,504,571,824
2021년08월_여_90~99세,"1,051",86,72,89,92,78,48,55,68,73,91,60,92,147
2021년08월_여_100세 이상,33,2,1,3,7,4,1,2,2,3,0,2,3,3
