카테고리,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2021년05월_계_총인구수,"656,934","337,822","7,527","4,084","12,260","4,822","6,365","8,634","14,596","19,610","41,351","12,894","46,204","11,627","13,433","22,092","10,953","10,178","14,780","39,682","36,730","319,112","14,217","18,482","11,305","32,142","20,557","7,688","9,911","7,618","10,211","14,555","20,317","62,292","26,467","12,565","30,727","20,058",0
2021년05월_계_연령구간인구수,"656,934","337,822","7,527","4,084","12,260","4,822","6,365","8,634","14,596","19,610","41,351","12,894","46,204","11,627","13,433","22,092","10,953","10,178","14,780","39,682","36,730","319,112","14,217","18,482","11,305","32,142","20,557","7,688","9,911","7,618","10,211","14,555","20,317","62,292","26,467","12,565","30,727","20,058",0
2021년05월_계_0~9세,"52,871","24,057",320,93,612,170,292,311,924,"1,386","3,318",561,"3,904",681,660,"1,502",607,501,956,"4,348","2,911","28,814",615,"1,446",541,"2,537","2,013",200,416,288,669,836,"1,447","8,051","2,021",850,"3,783","3,101",0
2021년05월_계_10~19세,"70,738","35,409",459,167,794,342,432,633,"1,299","2,603","4,914",822,"5,339","1,070","1,210","2,416",936,889,"1,505","5,023","4,556","35,329","1,074","2,339",715,"4,053","1,596",335,638,488,816,"1,222","2,481","8,795","3,090",992,"3,063","3,632",0
2021년05월_계_20~29세,"92,972","49,166",880,391,"1,412",505,672,"1,002","2,289","3,223","6,394","1,376","5,880","1,665","1,987","3,085","1,378","1,474","2,060","6,183","7,310","43,806","1,708","2,336","1,553","4,731","3,417","2,315","1,536",868,"1,403","2,057","2,732","7,934","3,947","1,552","3,811","1,906",0
2021년05월_계_30~39세,"81,442","39,513",763,347,"1,280",421,570,739,"1,677","2,316","5,255","1,297","5,177","1,193","1,307","2,135","1,077","1,049","1,628","5,284","5,998","41,929","1,299","1,880","1,305","3,975","3,501",929,"1,014",744,"1,372","1,942","1,974","9,337","2,942","1,750","5,216","2,749",0
2021년05월_계_40~49세,"106,019","52,499",899,492,"1,654",633,783,"1,151","1,900","3,445","6,949","1,710","7,459","1,619","1,702","3,373","1,506","1,385","2,089","6,958","6,792","53,520","1,775","3,107","1,444","6,052","3,058",836,"1,224","1,089","1,508","2,421","3,101","12,051","4,074","1,840","5,195","4,745",0
2021년05월_계_50~59세,"106,500","57,116","1,253",656,"1,941",796,"1,040","1,504","2,490","3,258","7,097","2,281","7,769","2,201","2,586","4,330","1,808","1,788","2,515","6,150","5,653","49,384","2,278","2,848","1,842","5,180","2,771","1,077","1,585","1,411","1,720","2,607","3,571","8,696","4,671","2,182","4,573","2,372",0
2021년05월_계_60~69세,"78,933","43,397","1,421",874,"2,141",852,"1,276","1,670","2,202","2,006","4,081","2,348","6,142","1,792","2,312","2,904","1,825","1,670","2,182","3,604","2,095","35,536","2,368","2,277","1,878","2,937","2,205",998,"1,647","1,394","1,512","1,925","2,873","4,569","3,206","1,783","2,955","1,009",0
2021년05월_계_70~79세,"44,465","24,153",984,691,"1,550",704,826,"1,095","1,189",899,"2,196","1,629","3,015",934,"1,167","1,464","1,238","1,016","1,198","1,426",932,"20,312","1,946","1,562","1,376","1,778","1,339",645,"1,273",925,800,980,"1,360","1,893","1,678",990,"1,409",358,0
2021년05월_계_80~89세,"20,036","10,818",470,317,764,348,408,471,551,402,"1,021",751,"1,330",406,438,736,506,351,549,577,422,"9,218","1,034",606,591,791,571,312,527,365,354,493,681,824,732,551,632,154,0
2021년05월_계_90~99세,"2,866","1,638",69,56,107,51,64,54,72,69,124,116,183,63,63,146,70,54,95,127,55,"1,228",117,78,57,105,83,41,49,45,56,70,94,140,103,75,85,30,0
2021년05월_계_100세 이상,92,56,9,0,5,0,2,4,3,3,2,3,6,3,1,1,2,1,3,2,6,36,3,3,3,3,3,0,2,1,1,2,3,2,3,0,5,2,0
2021년05월_남_총인구수,"323,271","164,537","3,772","2,035","6,007","2,381","3,182","4,222","7,023","9,780","20,073","6,194","22,292","5,645","6,482","10,707","5,256","4,840","6,938","19,319","18,389","158,734","6,974","8,908","5,609","15,747","10,381","4,102","4,886","4,155","5,113","7,579","9,751","30,877","12,968","6,465","15,470","9,749",0
2021년05월_남_연령구간인구수,"323,271","164,537","3,772","2,035","6,007","2,381","3,182","4,222","7,023","9,780","20,073","6,194","22,292","5,645","6,482","10,707","5,256","4,840","6,938","19,319","18,389","158,734","6,974","8,908","5,609","15,747","10,381","4,102","4,886","4,155","5,113","7,579","9,751","30,877","12,968","6,465","15,470","9,749",0
2021년05월_남_0~9세,"27,087","12,382",176,53,326,93,149,170,492,710,"1,696",302,"1,978",357,338,741,321,248,517,"2,234","1,481","14,705",337,719,278,"1,253","1,030",94,220,154,323,414,717,"4,131","1,019",442,"1,989","1,585",0
