카테고리,서울특별시,서울특별시 종로구,서울특별시 중구,서울특별시 용산구,서울특별시 성동구,서울특별시 광진구,서울특별시 동대문구,서울특별시 중랑구,서울특별시 성북구,서울특별시 강북구,서울특별시 도봉구,서울특별시 노원구,서울특별시 은평구,서울특별시 서대문구,서울특별시 마포구,서울특별시 양천구,서울특별시 강서구,서울특별시 구로구,서울특별시 금천구,서울특별시 영등포구,서울특별시 동작구,서울특별시 관악구,서울특별시 서초구,서울특별시 강남구,서울특별시 송파구,서울특별시 강동구
2020년08월_계_총인구수,"9,708,247","149,962","125,990","229,362","296,183","348,647","344,650","395,788","440,395","310,555","328,014","526,718","481,729","312,632","373,620","456,980","584,920","405,495","232,013","375,133","394,118","499,316","427,237","540,148","671,312","457,330"
2020년08월_계_연령구간인구수,"9,708,247","149,962","125,990","229,362","296,183","348,647","344,650","395,788","440,395","310,555","328,014","526,718","481,729","312,632","373,620","456,980","584,920","405,495","232,013","375,133","394,118","499,316","427,237","540,148","671,312","457,330"
2020년08월_계_0~9세,"639,596","7,748","7,061","13,754","20,901","20,287","21,225","23,753","29,627","16,395","19,393","34,289","30,770","20,389","25,586","32,452","41,165","29,072","12,972","25,613","25,371","23,353","34,603","37,384","51,766","34,667"
2020년08월_계_10~19세,"794,131","11,161","7,041","15,854","20,487","26,437","24,308","27,345","38,011","22,538","26,252","54,189","39,324","24,072","28,812","51,248","45,640","30,598","14,966","24,373","28,451","29,466","45,233","59,368","59,703","39,254"
2020년08월_계_20~29세,"1,465,467","23,435","18,572","33,229","45,461","62,707","56,285","56,162","67,160","43,103","44,061","73,591","66,929","50,313","61,939","60,452","87,398","55,617","36,878","58,387","66,973","110,060","55,827","74,683","94,884","61,361"
2020년08월_계_30~39세,"1,490,070","20,087","20,332","38,043","49,558","56,699","50,609","58,610","60,726","39,437","41,708","65,815","69,477","45,164","65,008","58,927","100,237","63,749","35,441","68,153","62,865","87,904","64,508","83,070","112,384","71,559"
2020년08월_계_40~49세,"1,542,023","22,460","18,298","35,864","45,723","53,260","51,369","58,364","70,876","47,640","49,331","87,517","77,426","47,845","61,604","79,699","91,876","63,735","33,345","55,990","59,633","69,507","77,731","99,451","109,892","73,587"
2020년08월_계_50~59세,"1,529,802","25,640","20,880","36,702","47,585","54,926","53,632","69,981","69,586","53,052","57,489","88,167","77,422","49,484","54,235","76,942","87,275","63,466","40,616","56,511","58,745","68,639","63,069","79,875","103,290","72,593"
2020년08월_계_60~69세,"1,225,960","19,666","17,337","28,281","36,056","41,831","45,876","57,147","54,355","45,342","49,003","66,909","63,416","38,019","39,064","56,592","75,453","55,048","32,511","46,123","48,699","58,565","47,339","58,579","82,929","61,820"
2020년08월_계_70~79세,"700,846","12,571","10,650","17,248","20,636","22,360","28,199","31,176","33,703","30,061","27,641","37,375","39,004","24,436","24,484","28,263","38,725","31,430","17,968","27,132","29,651","37,065","27,309","33,738","39,859","30,162"
2020년08월_계_80~89세,"271,967","5,866","4,748","8,420","8,369","8,655","11,257","11,457","13,951","11,244","11,351","16,173","15,459","11,009","10,924","10,548","14,466","11,135","6,324","11,037","11,635","12,745","9,602","11,501","13,854","10,237"
2020년08월_계_90~99세,"41,753","1,058",871,"1,599","1,164","1,269","1,585","1,587","2,018","1,496","1,610","2,413","2,087","1,617","1,634","1,675","2,456","1,472",817,"1,536","1,785","1,697","1,794","2,209","2,464","1,840"
2020년08월_계_100세 이상,"6,632",270,200,368,243,216,305,206,382,247,175,280,415,284,330,182,229,173,175,278,310,315,222,290,287,250
2020년08월_남_총인구수,"4,724,585","73,062","61,651","110,403","144,701","168,472","170,926","195,931","212,559","151,376","160,089","254,463","231,508","149,803","176,174","224,271","282,647","200,251","117,497","185,603","190,754","250,520","204,280","258,407","324,134","225,103"
2020년08월_남_연령구간인구수,"4,724,585","73,062","61,651","110,403","144,701","168,472","170,926","195,931","212,559","151,376","160,089","254,463","231,508","149,803","176,174","224,271","282,647","200,251","117,497","185,603","190,754","250,520","204,280","258,407","324,134","225,103"
2020년08월_남_0~9세,"328,489","3,931","3,595","7,116","10,711","10,349","10,852","12,267","15,143","8,480","10,008","17,683","15,721","10,444","12,966","16,629","21,046","14,851","6,640","13,039","12,938","12,003","17,923","19,441","26,752","17,961"
2020년08월_남_10~19세,"407,212","5,618","3,529","8,063","10,234","13,450","12,304","13,968","19,285","11,617","13,537","28,095","20,067","12,042","14,561","26,666","23,281","15,803","7,562","12,717","14,615","15,093","23,031","30,921","30,519","20,634"
2020년08월_남_20~29세,"712,228","11,566","8,889","15,845","22,492","29,631","28,140","27,965","32,445","21,119","22,435","37,839","32,323","24,185","28,060","30,914","40,703","27,249","18,721","27,450","32,451","53,691","26,812","35,747","45,206","30,350"
2020년08월_남_30~39세,"745,595","10,016","10,173","18,958","24,353","27,999","26,179","30,246","30,260","20,735","21,319","32,835","34,529","22,451","30,741","29,016","50,905","32,523","19,626","35,035","31,846","48,442","29,668","38,037","54,005","35,698"
2020년08월_남_40~49세,"763,773","10,937","9,333","17,597","22,934","26,310","26,545","30,144","34,880","24,372","24,443","41,638","38,268","23,634","30,005","38,150","46,045","32,717","17,437","28,751","29,834","37,091","36,560","46,244","52,975","36,929"
2020년08월_남_50~59세,"751,118","12,856","10,621","18,183","23,733","26,791","26,951","34,526","34,276","25,922","27,409","42,774","37,273","23,986","26,657","38,280","41,716","31,336","20,425","28,739","28,243","34,229","30,972","39,894","50,013","35,313"
2020년08월_남_60~69세,"578,951","9,750","8,626","13,427","17,522","19,893","22,184","27,732","25,560","21,125","23,426","31,130","29,230","17,885","18,080","27,207","35,013","26,008","15,946","22,422","22,376","27,232","21,814","26,808","39,178","29,377"
2020년08월_남_70~79세,"319,373","5,579","4,789","7,465","9,208","10,258","12,755","14,238","14,722","13,068","12,701","16,171","17,240","10,416","10,351","13,282","18,171","14,929","8,382","12,494","13,304","17,010","12,832","15,931","19,464","14,613"
2020년08월_남_80~89세,"105,188","2,344","1,766","3,137","3,126","3,386","4,463","4,435","5,384","4,462","4,331","5,609","6,195","4,223","4,208","3,670","5,132","4,434","2,494","4,460","4,590","5,249","4,126","4,809","5,377","3,778"
2020년08월_남_90~99세,"10,914",374,265,506,319,353,462,365,508,415,432,604,581,461,465,411,563,362,207,424,466,411,483,519,572,386
2020년08월_남_100세 이상,"1,744",91,65,106,69,52,91,45,96,61,48,85,81,76,80,46,72,39,57,72,91,69,59,56,73,64
2020년08월_여_총인구수,"4,983,662","76,900","64,339","118,959","151,482","180,175","173,724","199,857","227,836","159,179","167,925","272,255","250,221","162,829","197,446","232,709","302,273","205,244","114,516","189,530","203,364","248,796","222,957","281,741","347,178","232,227"
2020년08월_여_연령구간인구수,"4,983,662","76,900","64,339","118,959","151,482","180,175","173,724","199,857","227,836","159,179","167,925","272,255","250,221","162,829","197,446","232,709","302,273","205,244","114,516","189,530","203,364","248,796","222,957","281,741","347,178","232,227"
2020년08월_여_0~9세,"311,107","3,817","3,466","6,638","10,190","9,938","10,373","11,486","14,484","7,915","9,385","16,606","15,049","9,945","12,620","15,823","20,119","14,221","6,332","12,574","12,433","11,350","16,680","17,943","25,014","16,706"
2020년08월_여_10~19세,"386,919","5,543","3,512","7,791","10,253","12,987","12,004","13,377","18,726","10,921","12,715","26,094","19,257","12,030","14,251","24,582","22,359","14,795","7,404","11,656","13,836","14,373","22,202","28,447","29,184","18,620"
2020년08월_여_20~29세,"753,239","11,869","9,683","17,384","22,969","33,076","28,145","28,197","34,715","21,984","21,626","35,752","34,606","26,128","33,879","29,538","46,695","28,368","18,157","30,937","34,522","56,369","29,015","38,936","49,678","31,011"
2020년08월_여_30~39세,"744,475","10,071","10,159","19,085","25,205","28,700","24,430","28,364","30,466","18,702","20,389","32,980","34,948","22,713","34,267","29,911","49,332","31,226","15,815","33,118","31,019","39,462","34,840","45,033","58,379","35,861"
2020년08월_여_40~49세,"778,250","11,523","8,965","18,267","22,789","26,950","24,824","28,220","35,996","23,268","24,888","45,879","39,158","24,211","31,599","41,549","45,831","31,018","15,908","27,239","29,799","32,416","41,171","53,207","56,917","36,658"
2020년08월_여_50~59세,"778,684","12,784","10,259","18,519","23,852","28,135","26,681","35,455","35,310","27,130","30,080","45,393","40,149","25,498","27,578","38,662","45,559","32,130","20,191","27,772","30,502","34,410","32,097","39,981","53,277","37,280"
2020년08월_여_60~69세,"647,009","9,916","8,711","14,854","18,534","21,938","23,692","29,415","28,795","24,217","25,577","35,779","34,186","20,134","20,984","29,385","40,440","29,040","16,565","23,701","26,323","31,333","25,525","31,771","43,751","32,443"
2020년08월_여_70~79세,"381,473","6,992","5,861","9,783","11,428","12,102","15,444","16,938","18,981","16,993","14,940","21,204","21,764","14,020","14,133","14,981","20,554","16,501","9,586","14,638","16,347","20,055","14,477","17,807","20,395","15,549"
2020년08월_여_80~89세,"166,779","3,522","2,982","5,283","5,243","5,269","6,794","7,022","8,567","6,782","7,020","10,564","9,264","6,786","6,716","6,878","9,334","6,701","3,830","6,577","7,045","7,496","5,476","6,692","8,477","6,459"
2020년08월_여_90~99세,"30,839",684,606,"1,093",845,916,"1,123","1,222","1,510","1,081","1,178","1,809","1,506","1,156","1,169","1,264","1,893","1,110",610,"1,112","1,319","1,286","1,311","1,690","1,892","1,454"
2020년08월_여_100세 이상,"4,888",179,135,262,174,164,214,161,286,186,127,195,334,208,250,136,157,134,118,206,219,246,163,234,214,186
