카테고리,서울특별시 성동구,서울특별시 성동구 왕십리제2동,서울특별시 성동구 왕십리도선동,서울특별시 성동구 마장동,서울특별시 성동구 사근동,서울특별시 성동구 행당제1동,서울특별시 성동구 행당제2동,서울특별시 성동구 응봉동,서울특별시 성동구 금호1가동,서울특별시 성동구 금호2.3가동,서울특별시 성동구 금호4가동,서울특별시 성동구 옥수동,서울특별시 성동구 성수1가제1동,서울특별시 성동구 성수1가제2동,서울특별시 성동구 성수2가제1동,서울특별시 성동구 성수2가제3동,서울특별시 성동구 송정동,서울특별시 성동구 용답동
2021년01월_여_0~9세,"9,909",594,"1,157",592,195,486,909,589,636,842,672,"1,262",487,369,391,277,253,198
2021년01월_여_10~19세,"9,864",591,760,808,417,521,"1,139",850,508,739,458,810,542,451,436,269,265,300
2021년01월_여_20~29세,"22,638","1,305","2,332","2,169","2,106","1,144","1,596",890,914,"1,442",743,"1,594","1,229","1,099","1,074","1,070",824,"1,107"
2021년01월_여_30~39세,"24,818","1,460","2,539","1,586",701,"1,152","1,941","1,144","1,473","2,169","1,484","2,815","1,470","1,261","1,203",927,737,756
2021년01월_여_40~49세,"22,406","1,331","2,018","1,487",543,"1,121","2,099","1,522","1,248","1,911","1,297","2,266","1,254","1,069","1,083",715,698,744
2021년01월_여_50~59세,"23,664","1,425","2,296","1,890",653,"1,172","2,006","1,283","1,225","1,943","1,083","2,102","1,523",984,"1,443",855,890,891
2021년01월_여_60~69세,"18,787","1,078","1,553","1,514",519,840,"1,530",928,"1,162","1,611",988,"1,765","1,052",841,"1,220",701,753,732
2021년01월_여_70~79세,"11,437",666,902,948,420,552,982,675,639,996,616,989,522,471,677,439,399,544
2021년01월_여_80~89세,"5,393",272,467,430,194,241,453,332,334,499,296,452,249,228,288,222,182,254
2021년01월_여_90~99세,855,50,79,73,27,44,74,50,43,68,39,100,29,32,55,26,34,32
2021년01월_여_100세 이상,181,13,17,16,5,10,15,6,10,20,5,20,5,10,13,6,7,3
