카테고리,서울특별시 성동구,서울특별시 성동구 왕십리제2동,서울특별시 성동구 왕십리도선동,서울특별시 성동구 마장동,서울특별시 성동구 사근동,서울특별시 성동구 행당제1동,서울특별시 성동구 행당제2동,서울특별시 성동구 응봉동,서울특별시 성동구 금호1가동,서울특별시 성동구 금호2.3가동,서울특별시 성동구 금호4가동,서울특별시 성동구 옥수동,서울특별시 성동구 성수1가제1동,서울특별시 성동구 성수1가제2동,서울특별시 성동구 성수2가제1동,서울특별시 성동구 성수2가제3동,서울특별시 성동구 송정동,서울특별시 성동구 용답동
2021년01월_계_총인구수,"293,103","17,077","26,968","22,758","11,841","14,087","24,000","15,736","15,709","23,372","14,694","26,549","16,708","13,410","16,546","11,170","10,691","11,787"
2021년01월_계_연령구간인구수,"293,103","17,077","26,968","22,758","11,841","14,087","24,000","15,736","15,709","23,372","14,694","26,549","16,708","13,410","16,546","11,170","10,691","11,787"
2021년01월_계_0~9세,"20,297","1,212","2,353","1,211",424,994,"1,803","1,186","1,296","1,742","1,381","2,564","1,035",752,824,579,525,416
2021년01월_계_10~19세,"19,679","1,209","1,558","1,621",733,990,"2,102","1,670","1,059","1,480",958,"1,645","1,126",903,889,539,588,609
2021년01월_계_20~29세,"44,823","2,496","4,345","4,347","4,599","2,230","3,013","1,759","1,825","2,907","1,499","2,960","2,572","2,159","2,319","2,008","1,709","2,076"
2021년01월_계_30~39세,"48,730","2,921","4,743","3,276","1,596","2,271","3,700","2,236","2,751","4,167","2,784","5,062","2,910","2,452","2,615","1,967","1,620","1,659"
2021년01월_계_40~49세,"44,943","2,650","4,034","3,024","1,136","2,176","4,061","2,919","2,549","3,758","2,573","4,483","2,421","2,090","2,314","1,461","1,555","1,739"
2021년01월_계_50~59세,"47,248","2,762","4,376","3,701","1,283","2,276","3,924","2,498","2,377","3,716","2,132","3,919","3,105","2,050","3,134","1,840","1,966","2,189"
2021년01월_계_60~69세,"36,697","2,101","3,079","3,002",964,"1,691","2,819","1,678","2,127","2,973","1,784","3,231","2,150","1,691","2,631","1,525","1,621","1,630"
2021년01월_계_70~79세,"20,627","1,191","1,626","1,738",747,983,"1,731","1,185","1,128","1,757","1,066","1,768",950,906,"1,249",835,754,"1,013"
2021년01월_계_80~89세,"8,617",448,722,719,312,396,726,527,519,746,450,752,386,350,489,363,299,413
2021년01월_계_90~99세,"1,189",67,108,99,36,67,98,69,66,100,58,138,45,42,67,44,46,39
2021년01월_계_100세 이상,253,20,24,20,11,13,23,9,12,26,9,27,8,15,15,9,8,4
2021년01월_남_총인구수,"143,151","8,292","12,848","11,245","6,061","6,804","11,256","7,467","7,517","11,132","7,013","12,374","8,346","6,595","8,663","5,663","5,649","6,226"
2021년01월_남_연령구간인구수,"143,151","8,292","12,848","11,245","6,061","6,804","11,256","7,467","7,517","11,132","7,013","12,374","8,346","6,595","8,663","5,663","5,649","6,226"
2021년01월_남_0~9세,"10,388",618,"1,196",619,229,508,894,597,660,900,709,"1,302",548,383,433,302,272,218
2021년01월_남_10~19세,"9,815",618,798,813,316,469,963,820,551,741,500,835,584,452,453,270,323,309
2021년01월_남_20~29세,"22,185","1,191","2,013","2,178","2,493","1,086","1,417",869,911,"1,465",756,"1,366","1,343","1,060","1,245",938,885,969
2021년01월_남_30~39세,"23,912","1,461","2,204","1,690",895,"1,119","1,759","1,092","1,278","1,998","1,300","2,247","1,440","1,191","1,412","1,040",883,903
2021년01월_남_40~49세,"22,537","1,319","2,016","1,537",593,"1,055","1,962","1,397","1,301","1,847","1,276","2,217","1,167","1,021","1,231",746,857,995
2021년01월_남_50~59세,"23,584","1,337","2,080","1,811",630,"1,104","1,918","1,215","1,152","1,773","1,049","1,817","1,582","1,066","1,691",985,"1,076","1,298"
2021년01월_남_60~69세,"17,910","1,023","1,526","1,488",445,851,"1,289",750,965,"1,362",796,"1,466","1,098",850,"1,411",824,868,898
2021년01월_남_70~79세,"9,190",525,724,790,327,431,749,510,489,761,450,779,428,435,572,396,355,469
2021년01월_남_80~89세,"3,224",176,255,289,118,155,273,195,185,247,154,300,137,122,201,141,117,159
2021년01월_남_90~99세,334,17,29,26,9,23,24,19,23,32,19,38,16,10,12,18,12,7
2021년01월_남_100세 이상,72,7,7,4,6,3,8,3,2,6,4,7,3,5,2,3,1,1
2021년01월_여_총인구수,"149,952","8,785","14,120","11,513","5,780","7,283","12,744","8,269","8,192","12,240","7,681","14,175","8,362","6,815","7,883","5,507","5,042","5,561"
2021년01월_여_연령구간인구수,"149,952","8,785","14,120","11,513","5,780","7,283","12,744","8,269","8,192","12,240","7,681","14,175","8,362","6,815","7,883","5,507","5,042","5,561"
