카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021년12월_계_80~89세,"14,747","7,369",300,673,532,360,449,702,265,368,658,619,"1,005",399,577,462,"7,378",478,268,434,444,374,"1,136",510,577,350,468,311,209,422,459,402,237,299
2021년12월_계_90~99세,"2,271","1,031",54,99,56,53,56,86,56,47,77,120,136,45,69,77,"1,240",81,50,70,76,67,183,78,73,33,80,46,44,74,78,91,51,65
2021년12월_계_100세 이상,59,27,1,4,0,0,1,3,1,4,3,0,5,0,3,2,32,0,1,1,2,1,2,4,2,5,3,2,3,0,2,0,0,4
2021년12월_남_총인구수,"270,496","119,239","6,247","10,669","8,207","3,470","5,079","13,467","7,671","5,506","8,508","9,520","15,666","6,633","7,474","11,122","151,257","10,317","6,356","6,159","8,131","4,828","17,466","9,567","12,890","7,115","11,343","8,190","9,071","9,713","10,999","7,470","6,314","5,328"
2021년12월_남_연령구간인구수,"270,496","119,239","6,247","10,669","8,207","3,470","5,079","13,467","7,671","5,506","8,508","9,520","15,666","6,633","7,474","11,122","151,257","10,317","6,356","6,159","8,131","4,828","17,466","9,567","12,890","7,115","11,343","8,190","9,071","9,713","10,999","7,470","6,314","5,328"
2021년12월_남_0~9세,"19,253","7,485",413,538,387,116,227,897,843,213,438,714,"1,019",397,284,999,"11,768",856,558,285,686,322,963,583,985,632,"1,130",706,"1,261",677,821,560,431,312
2021년12월_남_10~19세,"26,360","9,455",546,724,644,229,368,819,649,326,604,776,"1,345",677,561,"1,187","16,905","1,107",588,501,"1,121",347,"1,473",665,"1,196",810,"1,921","1,838",834,807,957,"1,160",810,770
2021년12월_남_20~29세,"38,745","17,498",961,"1,650","1,293",485,732,"2,032",944,854,"1,251","1,290","2,273","1,040","1,064","1,629","21,247","1,414",909,957,"1,050",616,"2,928","1,550","1,722","1,063","1,262",889,973,"1,574","1,685",980,905,770
2021년12월_남_30~39세,"39,831","17,519",933,"1,576","1,150",487,666,"2,810","1,246",865,"1,154","1,304","2,005",746,913,"1,664","22,312","1,313",928,854,968,"1,117","2,494","1,604","2,901",868,"1,412",516,"1,893","1,575","1,596",967,791,515
2021년12월_남_40~49세,"42,175","17,625",955,"1,474","1,154",534,729,"2,081","1,366",756,"1,130","1,354","2,372",979,"1,049","1,692","24,550","1,562",954,801,"1,436",798,"2,225","1,446","2,330","1,093","2,385","1,768","1,717","1,283","1,628","1,291",961,872
2021년12월_남_50~59세,"46,687","20,957","1,133","1,898","1,436",648,926,"2,089","1,268",993,"1,508","1,616","2,919","1,237","1,555","1,731","25,730","1,823","1,108","1,156","1,335",730,"3,211","1,699","1,874","1,404","1,758","1,412","1,197","1,721","1,929","1,285","1,139",949
2021년12월_남_60~69세,"37,011","18,052",811,"1,755","1,349",544,863,"1,729",880,952,"1,506","1,531","2,317","1,046","1,249","1,520","18,959","1,503",888,"1,037",977,575,"2,678","1,287","1,260",816,990,676,814,"1,444","1,665",776,870,703
2021년12월_남_70~79세,"14,725","7,729",355,779,586,267,393,731,357,393,658,697,"1,019",379,590,525,"6,996",537,328,409,406,207,"1,075",523,414,288,329,257,302,461,557,289,310,304
2021년12월_남_80~89세,"5,178","2,687",125,253,196,136,162,250,108,150,241,215,369,124,197,161,"2,491",181,86,139,133,103,371,192,188,130,137,113,75,152,148,136,87,120
2021년12월_남_90~99세,523,230,15,22,12,24,13,29,10,4,17,23,28,8,11,14,293,21,9,20,18,13,48,18,19,10,19,15,4,19,12,26,10,12
2021년12월_남_100세 이상,8,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
2021년12월_여_총인구수,"276,682","119,072","6,238","10,608","8,277","3,479","5,175","12,888","7,983","5,098","8,739","9,877","15,638","6,529","7,429","11,114","157,610","10,796","6,673","6,133","8,864","5,856","18,377","9,287","13,685","7,381","11,982","8,417","8,979","10,009","10,983","8,123","6,472","5,593"
2021년12월_여_연령구간인구수,"276,682","119,072","6,238","10,608","8,277","3,479","5,175","12,888","7,983","5,098","8,739","9,877","15,638","6,529","7,429","11,114","157,610","10,796","6,673","6,133","8,864","5,856","18,377","9,287","13,685","7,381","11,982","8,417","8,979","10,009","10,983","8,123","6,472","5,593"
2021년12월_여_0~9세,"18,567","7,306",417,551,368,114,209,913,870,195,446,607,965,421,320,910,"11,261",788,520,284,581,307,893,566,"1,021",597,"1,108",577,"1,209",670,783,566,449,342
2021년12월_여_10~19세,"24,475","8,671",501,684,599,219,332,762,644,309,587,682,"1,161",588,525,"1,078","15,804",990,605,405,"1,050",327,"1,296",716,"1,106",799,"1,769","1,673",758,743,996,"1,052",734,785
2021년12월_여_20~29세,"36,128","16,039",945,"1,677","1,117",523,655,"1,943",940,697,"1,054","1,163","2,077",822,987,"1,439","20,089","1,387",835,817,994,753,"2,647","1,299","1,796",987,"1,190",876,988,"1,492","1,506","1,004",849,669
2021년12월_여_30~39세,"37,503","15,630",892,"1,300",932,398,607,"2,310","1,382",559,971,"1,335","1,955",697,721,"1,571","21,873","1,382",948,738,"1,064","1,109","2,170","1,303","2,693",925,"1,649",681,"1,948","1,441","1,491","1,053",753,525
2021년12월_여_40~49세,"43,486","16,580",950,"1,331","1,098",422,677,"1,774","1,278",614,"1,080","1,446","2,211",979,981,"1,739","26,906","1,722","1,005",798,"1,697",941,"2,467","1,443","2,491","1,243","2,741","2,137","1,558","1,398","1,600","1,584","1,116",965
2021년12월_여_50~59세,"49,367","21,788","1,101","2,002","1,557",598,907,"2,086","1,291",994,"1,724","1,847","3,033","1,260","1,453","1,935","27,579","2,025","1,233","1,228","1,424",917,"3,670","1,699","2,121","1,493","1,678","1,271","1,206","1,905","2,158","1,350","1,221",980
2021년12월_여_60~69세,"38,507","18,681",828,"1,693","1,507",571,951,"1,815",964,"1,005","1,599","1,600","2,305","1,001","1,297","1,545","19,826","1,552",942,"1,019","1,153",780,"2,968","1,269","1,377",772,"1,030",658,852,"1,489","1,591",775,841,758
2021년12월_여_70~79세,"17,281","8,869",389,869,719,381,506,773,410,460,799,696,"1,182",449,705,531,"8,412",593,361,498,531,396,"1,364",610,636,318,422,313,284,546,480,408,318,334
2021년12월_여_80~89세,"9,569","4,682",175,420,336,224,287,452,157,218,417,404,636,275,380,301,"4,887",297,182,295,311,271,765,318,389,220,331,198,134,270,311,266,150,179
2021년12월_여_90~99세,"1,748",801,39,77,44,29,43,57,46,43,60,97,108,37,58,63,947,60,41,50,58,54,135,60,54,23,61,31,40,55,66,65,41,53
2021년12월_여_100세 이상,51,25,1,4,0,0,1,3,1,4,2,0,5,0,2,2,26,0,1,1,1,1,2,4,1,4,3,2,2,0,1,0,0,3
