카테고리,광주광역시 서구,광주광역시 서구 양동,광주광역시 서구 양3동,광주광역시 서구 농성1동,광주광역시 서구 농성2동,광주광역시 서구 광천동,광주광역시 서구 유덕동,광주광역시 서구 치평동,광주광역시 서구 상무1동,광주광역시 서구 상무2동,광주광역시 서구 화정1동,광주광역시 서구 화정2동,광주광역시 서구 화정3동,광주광역시 서구 화정4동,광주광역시 서구 서창동,광주광역시 서구 금호1동,광주광역시 서구 금호2동,광주광역시 서구 풍암동,광주광역시 서구 동천동
2020년07월_계_총인구수,"298,898","4,101","4,819","11,154","5,220","8,882","10,798","30,588","25,159","24,200","15,875","21,165","10,459","15,974","5,838","20,883","29,286","37,896","16,601"
2020년07월_계_연령구간인구수,"298,898","4,101","4,819","11,154","5,220","8,882","10,798","30,588","25,159","24,200","15,875","21,165","10,459","15,974","5,838","20,883","29,286","37,896","16,601"
2020년07월_계_0~9세,"22,578",109,411,605,189,596,916,"2,221","1,720","1,242",911,"2,469",608,"1,130",379,"1,357","2,756","3,247","1,712"
2020년07월_계_10~19세,"32,419",164,372,695,295,648,"1,335","3,193","2,532","1,797","1,131","2,386","1,075","1,673",416,"2,189","4,542","5,433","2,543"
2020년07월_계_20~29세,"45,292",427,522,"1,696",867,"1,162","1,658","5,432","4,702","4,302","3,012","2,526","1,584","2,182",715,"3,135","4,047","5,456","1,867"
2020년07월_계_30~39세,"37,769",370,647,"1,598",646,"1,055","1,466","4,447","3,711","3,027","2,417","3,155","1,128","1,751",716,"2,172","3,241","4,372","1,850"
2020년07월_계_40~49세,"49,664",469,746,"1,574",710,"1,386","1,952","5,021","4,047","3,321","2,297","3,624","1,467","2,298",723,"3,093","5,849","7,652","3,435"
2020년07월_계_50~59세,"49,570",690,706,"1,739",923,"1,645","1,729","5,326","3,939","4,131","2,350","3,042","1,774","2,726","1,184","4,016","4,984","6,126","2,540"
2020년07월_계_60~69세,"33,568",786,755,"1,523",785,"1,261",914,"2,626","2,561","3,360","1,882","2,379","1,564","2,571",916,"2,847","2,203","3,026","1,609"
2020년07월_계_70~79세,"18,925",743,476,"1,175",543,765,529,"1,507","1,384","2,043","1,213","1,142",853,"1,117",476,"1,369","1,134","1,711",745
2020년07월_계_80~89세,"7,871",294,157,479,231,300,263,731,487,845,575,369,342,450,257,625,454,758,254
2020년07월_계_90~99세,"1,168",41,27,66,30,54,35,82,73,118,85,71,60,71,50,77,69,114,45
2020년07월_계_100세 이상,74,8,0,4,1,10,1,2,3,14,2,2,4,5,6,3,7,1,1
2020년07월_남_총인구수,"146,518","2,010","2,368","5,503","2,692","4,543","5,520","14,669","12,486","11,806","7,600","10,655","5,146","7,740","3,032","9,984","14,257","18,616","7,891"
2020년07월_남_연령구간인구수,"146,518","2,010","2,368","5,503","2,692","4,543","5,520","14,669","12,486","11,806","7,600","10,655","5,146","7,740","3,032","9,984","14,257","18,616","7,891"
2020년07월_남_0~9세,"11,714",59,222,299,103,326,502,"1,099",835,646,476,"1,317",328,608,190,732,"1,442","1,670",860
2020년07월_남_10~19세,"16,995",87,195,383,168,317,688,"1,661","1,249",919,592,"1,398",585,924,226,"1,174","2,292","2,852","1,285"
2020년07월_남_20~29세,"23,267",235,288,823,442,609,889,"2,636","2,374","2,138","1,357","1,380",894,"1,186",401,"1,660","2,143","2,798","1,014"
2020년07월_남_30~39세,"19,070",200,330,853,372,568,785,"2,197","1,963","1,627","1,238","1,534",587,881,391,"1,055","1,515","2,156",818
2020년07월_남_40~49세,"23,921",279,410,812,389,784,976,"2,275","2,028","1,692","1,207","1,802",705,"1,048",381,"1,378","2,622","3,531","1,602"
2020년07월_남_50~59세,"24,290",360,344,898,460,840,931,"2,575","1,962","2,014","1,126","1,448",812,"1,187",641,"1,835","2,515","3,108","1,234"
2020년07월_남_60~69세,"15,791",358,323,681,389,609,448,"1,296","1,214","1,598",808,"1,096",712,"1,214",485,"1,360","1,047","1,472",681
2020년07월_남_70~79세,"8,403",314,197,549,256,372,194,632,663,867,546,534,392,520,228,594,502,726,317
2020년07월_남_80~89세,"2,801",108,52,190,107,100,99,273,182,279,227,135,120,155,81,181,163,275,74
2020년07월_남_90~99세,257,8,7,14,6,16,8,24,16,25,23,11,11,17,8,15,15,27,6
2020년07월_남_100세 이상,9,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0
2020년07월_여_총인구수,"152,380","2,091","2,451","5,651","2,528","4,339","5,278","15,919","12,673","12,394","8,275","10,510","5,313","8,234","2,806","10,899","15,029","19,280","8,710"
2020년07월_여_연령구간인구수,"152,380","2,091","2,451","5,651","2,528","4,339","5,278","15,919","12,673","12,394","8,275","10,510","5,313","8,234","2,806","10,899","15,029","19,280","8,710"
2020년07월_여_0~9세,"10,864",50,189,306,86,270,414,"1,122",885,596,435,"1,152",280,522,189,625,"1,314","1,577",852
2020년07월_여_10~19세,"15,424",77,177,312,127,331,647,"1,532","1,283",878,539,988,490,749,190,"1,015","2,250","2,581","1,258"
2020년07월_여_20~29세,"22,025",192,234,873,425,553,769,"2,796","2,328","2,164","1,655","1,146",690,996,314,"1,475","1,904","2,658",853
2020년07월_여_30~39세,"18,699",170,317,745,274,487,681,"2,250","1,748","1,400","1,179","1,621",541,870,325,"1,117","1,726","2,216","1,032"
2020년07월_여_40~49세,"25,743",190,336,762,321,602,976,"2,746","2,019","1,629","1,090","1,822",762,"1,250",342,"1,715","3,227","4,121","1,833"
2020년07월_여_50~59세,"25,280",330,362,841,463,805,798,"2,751","1,977","2,117","1,224","1,594",962,"1,539",543,"2,181","2,469","3,018","1,306"
2020년07월_여_60~69세,"17,777",428,432,842,396,652,466,"1,330","1,347","1,762","1,074","1,283",852,"1,357",431,"1,487","1,156","1,554",928
2020년07월_여_70~79세,"10,522",429,279,626,287,393,335,875,721,"1,176",667,608,461,597,248,775,632,985,428
2020년07월_여_80~89세,"5,070",186,105,289,124,200,164,458,305,566,348,234,222,295,176,444,291,483,180
2020년07월_여_90~99세,911,33,20,52,24,38,27,58,57,93,62,60,49,54,42,62,54,87,39
2020년07월_여_100세 이상,65,6,0,3,1,8,1,1,3,13,2,2,4,5,6,3,6,0,1
