카테고리,울산광역시 북구,울산광역시 북구 농소1동,울산광역시 북구 농소2동,울산광역시 북구 농소3동,울산광역시 북구 강동동,울산광역시 북구 효문동,울산광역시 북구 송정동,울산광역시 북구 양정동,울산광역시 북구 염포동
2021년09월_계_총인구수,"217,736","36,981","40,176","38,499","16,462","29,569","36,159","9,966","9,924"
2021년09월_계_연령구간인구수,"217,736","36,981","40,176","38,499","16,462","29,569","36,159","9,966","9,924"
2021년09월_계_0~9세,"24,221","4,429","5,267","3,499","2,564","2,674","4,343",717,728
2021년09월_계_10~19세,"23,659","4,020","4,751","6,133","1,435","2,110","3,691",749,770
2021년09월_계_20~29세,"26,429","3,972","4,296","4,834","1,129","4,407","4,772","1,766","1,253"
2021년09월_계_30~39세,"32,911","5,564","6,493","3,650","3,227","4,917","6,085","1,584","1,391"
2021년09월_계_40~49세,"38,691","6,708","7,597","8,270","2,946","4,246","5,970","1,446","1,508"
2021년09월_계_50~59세,"38,581","6,190","6,338","7,304","2,120","6,225","6,677","1,878","1,849"
2021년09월_계_60~69세,"21,836","3,918","3,562","2,895","1,910","3,499","3,141","1,268","1,643"
2021년09월_계_70~79세,"7,762","1,543","1,264","1,285",707,"1,014",986,402,561
2021년09월_계_80~89세,"3,165",554,536,550,358,410,424,132,201
2021년09월_계_90~99세,462,79,71,75,64,65,70,24,14
2021년09월_계_100세 이상,19,4,1,4,2,2,0,0,6
2021년09월_남_총인구수,"112,757","18,897","20,410","19,584","8,436","15,858","18,420","5,802","5,350"
2021년09월_남_연령구간인구수,"112,757","18,897","20,410","19,584","8,436","15,858","18,420","5,802","5,350"
2021년09월_남_0~9세,"12,482","2,288","2,722","1,799","1,285","1,407","2,252",356,373
2021년09월_남_10~19세,"12,259","2,026","2,440","3,239",727,"1,105","1,904",397,421
2021년09월_남_20~29세,"15,150","2,221","2,350","2,689",637,"2,573","2,627","1,259",794
2021년09월_남_30~39세,"17,112","2,807","3,249","1,782","1,587","2,827","3,073",988,799
2021년09월_남_40~49세,"19,827","3,501","3,902","3,860","1,654","2,272","2,943",827,868
2021년09월_남_50~59세,"19,742","3,114","3,177","3,906","1,076","3,162","3,311","1,059",937
2021년09월_남_60~69세,"11,497","2,057","1,802","1,558","1,005","1,881","1,690",670,834
2021년09월_남_70~79세,"3,651",707,595,568,344,497,490,207,243
2021년09월_남_80~89세,963,161,162,169,111,126,120,37,77
2021년09월_남_90~99세,70,15,11,13,10,7,10,2,2
2021년09월_남_100세 이상,4,0,0,1,0,1,0,0,2
2021년09월_여_총인구수,"104,979","18,084","19,766","18,915","8,026","13,711","17,739","4,164","4,574"
2021년09월_여_연령구간인구수,"104,979","18,084","19,766","18,915","8,026","13,711","17,739","4,164","4,574"
2021년09월_여_0~9세,"11,739","2,141","2,545","1,700","1,279","1,267","2,091",361,355
2021년09월_여_10~19세,"11,400","1,994","2,311","2,894",708,"1,005","1,787",352,349
2021년09월_여_20~29세,"11,279","1,751","1,946","2,145",492,"1,834","2,145",507,459
2021년09월_여_30~39세,"15,799","2,757","3,244","1,868","1,640","2,090","3,012",596,592
2021년09월_여_40~49세,"18,864","3,207","3,695","4,410","1,292","1,974","3,027",619,640
2021년09월_여_50~59세,"18,839","3,076","3,161","3,398","1,044","3,063","3,366",819,912
2021년09월_여_60~69세,"10,339","1,861","1,760","1,337",905,"1,618","1,451",598,809
2021년09월_여_70~79세,"4,111",836,669,717,363,517,496,195,318
2021년09월_여_80~89세,"2,202",393,374,381,247,284,304,95,124
2021년09월_여_90~99세,392,64,60,62,54,58,60,22,12
2021년09월_여_100세 이상,15,4,1,3,2,1,0,0,4
