카테고리,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2021년01월_계_80~89세,"33,285","15,119",615,539,"1,040",810,549,231,648,404,"1,083","1,399",570,"1,516","1,044",745,745,"1,027","1,504",530,120,"8,834",673,"1,607",749,"1,063",781,679,724,689,162,841,866,"9,332",909,695,840,"1,396","1,259","1,457",962,596,"1,218"
2021년01월_계_90~99세,"4,894","2,100",78,77,136,111,62,41,70,73,136,208,95,184,130,107,94,136,235,112,15,"1,426",111,282,113,162,107,100,121,107,34,107,182,"1,368",131,101,146,216,171,208,137,74,184
2021년01월_계_100세 이상,342,218,8,4,6,10,4,21,14,13,15,42,12,16,5,6,6,9,4,17,6,64,6,15,5,4,5,5,9,3,3,4,5,60,10,5,5,4,8,9,8,3,8
2021년01월_남_총인구수,"529,378","236,307","7,758","11,378","22,064","10,893","5,565","6,255","11,164","10,659","15,278","18,656","8,051","18,472","16,217","9,977","10,772","15,883","22,361","13,482","1,422","146,316","17,818","22,909","11,457","18,850","14,696","10,098","11,764","7,887","5,641","13,103","12,093","146,755","13,372","9,284","17,522","25,526","13,160","13,739","17,686","10,801","25,665"
2021년01월_남_연령구간인구수,"529,378","236,307","7,758","11,378","22,064","10,893","5,565","6,255","11,164","10,659","15,278","18,656","8,051","18,472","16,217","9,977","10,772","15,883","22,361","13,482","1,422","146,316","17,818","22,909","11,457","18,850","14,696","10,098","11,764","7,887","5,641","13,103","12,093","146,755","13,372","9,284","17,522","25,526","13,160","13,739","17,686","10,801","25,665"
2021년01월_남_0~9세,"41,795","19,657",311,"1,532","2,700",662,312,943,"1,139","1,343","1,127","1,099",478,"1,014","1,347",388,728,"1,152","1,393","1,946",43,"10,678","1,856","1,724",649,"1,601","1,035",432,721,631,739,573,717,"11,460",986,446,"1,387","2,358",953,"1,052","1,147",811,"2,320"
2021년01월_남_10~19세,"53,726","21,203",645,965,"1,990",988,550,423,783,791,"1,653","1,483",648,"1,912","1,937",644,992,"1,451","2,451",825,72,"15,297","2,498","2,369","1,039","2,335","1,409",708,"1,683","1,143",483,798,832,"17,226","1,333",795,"2,998","2,867","1,626","1,616","1,633","1,164","3,194"
2021년01월_남_20~29세,"77,253","32,472","1,183","1,148","2,506","1,574",793,701,"1,286","1,151","1,929","2,403","1,184","3,117","2,365","1,560","1,606","2,611","3,625","1,499",231,"22,709","2,472","3,665","2,104","2,740","2,435","1,605","1,910","1,151",630,"2,323","1,674","22,072","2,070","1,467","2,467","3,881","1,926","1,931","3,060","1,719","3,551"
2021년01월_남_30~39세,"70,988","34,354",879,"1,836","3,606","1,324",669,"1,331","2,232","2,368","1,695","2,206",977,"2,201","2,119","1,297","1,421","2,492","2,568","2,966",167,"18,858","1,853","2,698","1,514","2,278","2,243","1,651","1,050",688,817,"2,457","1,609","17,776","1,626",991,"1,704","3,471","1,544","1,577","2,720","1,405","2,738"
2021년01월_남_40~49세,"88,179","39,538","1,111","2,208","4,364","1,773",822,"1,169","1,924","1,909","2,698","3,034","1,137","2,757","2,886","1,487","1,687","2,363","3,549","2,494",166,"24,306","3,390","3,503","1,676","3,170","2,315","1,824","1,888","1,292","1,034","2,329","1,885","24,335","2,030","1,269","3,183","4,419","2,065","2,211","2,714","1,757","4,687"
2021년01월_남_50~59세,"95,995","41,288","1,679","1,557","3,092","2,166","1,013",804,"1,529","1,358","2,677","3,568","1,604","3,687","2,859","2,173","2,066","2,922","4,562","1,680",292,"27,396","3,262","4,293","2,075","3,362","2,701","1,973","2,362","1,554",979,"2,395","2,440","27,311","2,523","2,078","3,198","4,670","2,348","2,416","3,252","1,979","4,847"
2021년01월_남_60~69세,"61,523","28,516","1,187","1,302","2,247","1,435",796,535,"1,310","1,060","1,962","2,871","1,220","2,105","1,606","1,541","1,443","1,767","2,588","1,267",274,"16,804","1,633","2,856","1,456","2,062","1,642","1,183","1,365",799,650,"1,344","1,814","16,203","1,651","1,434","1,677","2,394","1,532","1,623","1,977","1,187","2,728"
2021년01월_남_70~79세,"26,539","13,165",535,620,"1,158",644,394,246,705,501,"1,071","1,409",554,"1,002",667,607,529,743,"1,082",577,121,"6,726",582,"1,171",644,867,594,491,501,346,236,506,788,"6,648",771,525,572,926,675,751,815,510,"1,103"
2021년01월_남_80~89세,"12,043","5,526",208,190,367,305,201,77,237,154,418,528,229,610,394,261,276,348,481,192,50,"3,168",242,552,267,390,295,209,248,244,67,346,308,"3,349",347,251,295,485,435,496,332,250,458
2021년01월_남_90~99세,"1,240",527,16,19,34,21,14,16,14,23,42,42,18,63,36,18,23,32,61,31,4,353,28,73,30,45,25,22,33,38,5,30,24,360,34,28,40,55,53,63,33,17,37
2021년01월_남_100세 이상,97,61,4,1,0,1,1,10,5,1,6,13,2,4,1,1,1,2,1,5,2,21,2,5,3,0,2,0,3,1,1,2,2,15,1,0,1,0,3,3,3,2,2
2021년01월_여_총인구수,"551,797","241,840","7,290","12,300","23,320","10,993","5,943","6,574","11,956","10,697","15,118","18,082","7,608","19,520","17,174","9,142","11,310","16,448","23,661","13,641","1,063","154,349","18,741","24,505","12,260","20,224","16,152","10,848","12,672","8,750","5,362","13,854","10,981","155,608","14,293","9,395","18,526","26,533","14,992","15,593","18,881","11,077","26,318"
2021년01월_여_연령구간인구수,"551,797","241,840","7,290","12,300","23,320","10,993","5,943","6,574","11,956","10,697","15,118","18,082","7,608","19,520","17,174","9,142","11,310","16,448","23,661","13,641","1,063","154,349","18,741","24,505","12,260","20,224","16,152","10,848","12,672","8,750","5,362","13,854","10,981","155,608","14,293","9,395","18,526","26,533","14,992","15,593","18,881","11,077","26,318"
2021년01월_여_0~9세,"40,094","18,860",259,"1,557","2,663",632,314,941,"1,182","1,248","1,075","1,039",412,957,"1,270",332,634,"1,091","1,327","1,890",37,"10,190","1,770","1,688",587,"1,562",996,454,686,593,650,531,673,"11,044","1,004",472,"1,249","2,215",924,959,"1,131",833,"2,257"
2021년01월_여_10~19세,"51,088","20,265",539,"1,022","1,986",859,520,494,707,754,"1,478","1,361",570,"1,770","1,828",584,"1,065","1,379","2,416",874,59,"14,321","2,356","2,108","1,056","2,183","1,341",627,"1,612","1,088",462,788,700,"16,502","1,337",683,"2,836","2,703","1,627","1,608","1,424","1,109","3,175"
2021년01월_여_20~29세,"73,563","30,315",939,"1,108","2,556","1,430",677,843,"1,443","1,220","1,685","1,945",936,"3,105","2,281","1,292","1,504","2,367","3,335","1,496",153,"22,343","2,455","3,291","1,933","2,665","2,541","1,851","1,921","1,136",562,"2,714","1,274","20,905","1,927","1,325","2,331","3,636","1,825","1,910","3,354","1,425","3,172"
2021년01월_여_30~39세,"72,274","33,831",653,"2,155","4,040","1,228",621,"1,431","2,228","2,419","1,595","1,917",851,"2,059","2,200",992,"1,305","2,363","2,543","3,130",101,"19,800","2,287","2,858","1,397","2,440","2,319","1,726","1,245",882,924,"2,397","1,325","18,643","1,610",948,"1,827","3,585","1,760","1,718","2,629","1,527","3,039"
2021년01월_여_40~49세,"93,996","39,274","1,042","2,080","4,078","1,712",922,"1,022","1,875","1,791","2,601","2,712","1,111","3,114","3,318","1,254","1,825","2,623","3,901","2,160",133,"26,989","3,880","3,901","1,953","3,595","2,706","1,916","2,306","1,686",963,"2,492","1,591","27,733","2,285","1,292","3,983","4,791","2,613","2,657","3,003","1,994","5,115"
2021년01월_여_50~59세,"98,906","41,620","1,502","1,753","3,364","2,058","1,113",835,"1,772","1,334","2,414","3,372","1,558","3,869","2,938","1,852","2,212","3,063","4,746","1,690",175,"28,589","3,195","4,910","2,412","3,641","3,032","1,901","2,446","1,569",922,"2,417","2,144","28,697","2,737","2,111","3,368","4,864","2,665","2,778","3,557","2,024","4,593"
2021년01월_여_60~69세,"61,198","29,005","1,165","1,502","2,493","1,541",820,545,"1,434","1,062","2,107","2,968","1,106","2,064","1,523","1,442","1,376","1,676","2,647","1,350",184,"16,391","1,471","2,894","1,548","2,150","1,750","1,155","1,225",780,536,"1,195","1,687","15,802","1,678","1,332","1,495","2,264","1,580","1,650","1,982","1,155","2,666"
2021년01월_여_70~79세,"35,537","17,347",718,713,"1,359",929,557,273,839,557,"1,395","1,702",636,"1,543","1,068",816,844,"1,096","1,546",620,136,"8,944",809,"1,581",807,"1,194",896,665,661,500,217,746,868,"9,246","1,047",710,782,"1,399","1,051","1,201","1,062",606,"1,388"
2021년01월_여_80~89세,"21,242","9,593",407,349,673,505,348,154,411,250,665,871,341,906,650,484,469,679,"1,023",338,70,"5,666",431,"1,055",482,673,486,470,476,445,95,495,558,"5,983",562,444,545,911,824,961,630,346,760
2021년01월_여_90~99세,"3,654","1,573",62,58,102,90,48,25,56,50,94,166,77,121,94,89,71,104,174,81,11,"1,073",83,209,83,117,82,78,88,69,29,77,158,"1,008",97,73,106,161,118,145,104,57,147
2021년01월_여_100세 이상,245,157,4,3,6,9,3,11,9,12,9,29,10,12,4,5,5,7,3,12,4,43,4,10,2,4,3,5,6,2,2,2,3,45,9,5,4,4,5,6,5,1,6
