카테고리,울산광역시 동구,울산광역시 동구 방어동,울산광역시 동구 일산동,울산광역시 동구 화정동,울산광역시 동구 대송동,울산광역시 동구 전하1동,울산광역시 동구 전하2동,울산광역시 동구 남목1동,울산광역시 동구 남목2동,울산광역시 동구 남목3동
2021년07월_계_총인구수,"154,922","40,091","5,771","19,682","11,667","14,868","20,658","8,812","21,187","12,186"
2021년07월_계_연령구간인구수,"154,922","40,091","5,771","19,682","11,667","14,868","20,658","8,812","21,187","12,186"
2021년07월_계_0~9세,"14,124","3,468",229,"2,115",883,"1,293","2,012",627,"2,294","1,203"
2021년07월_계_10~19세,"15,603","4,092",354,"1,915","1,164","1,392","2,326",921,"2,135","1,304"
2021년07월_계_20~29세,"17,233","4,579",712,"1,955","1,497","1,857","2,314",885,"2,315","1,119"
2021년07월_계_30~39세,"21,932","5,739",752,"2,813","1,464","2,096","2,619","1,051","3,661","1,737"
2021년07월_계_40~49세,"26,000","7,281",827,"3,231","1,950","2,319","3,426","1,422","3,443","2,101"
2021년07월_계_50~59세,"24,947","6,562","1,036","3,131","2,220","2,340","3,669","1,376","2,835","1,778"
2021년07월_계_60~69세,"23,556","5,524","1,174","2,920","1,750","2,292","2,992","1,678","3,272","1,954"
2021년07월_계_70~79세,"8,576","2,080",515,"1,127",544,996,964,644,990,716
2021년07월_계_80~89세,"2,576",659,154,424,172,248,286,183,211,239
2021년07월_계_90~99세,366,105,18,50,21,34,48,24,31,35
2021년07월_계_100세 이상,9,2,0,1,2,1,2,1,0,0
2021년07월_남_총인구수,"80,868","21,537","3,106","10,134","6,113","7,639","10,515","4,494","11,181","6,149"
2021년07월_남_연령구간인구수,"80,868","21,537","3,106","10,134","6,113","7,639","10,515","4,494","11,181","6,149"
2021년07월_남_0~9세,"7,203","1,755",116,"1,074",455,668,995,320,"1,204",616
2021년07월_남_10~19세,"8,271","2,205",190,"1,017",630,768,"1,173",465,"1,147",676
2021년07월_남_20~29세,"9,645","2,616",407,"1,071",826,922,"1,300",522,"1,374",607
2021년07월_남_30~39세,"12,044","3,323",474,"1,436",823,"1,135","1,348",574,"2,023",908
2021년07월_남_40~49세,"14,155","4,154",487,"1,783","1,010","1,271","1,751",749,"1,847","1,103"
2021년07월_남_50~59세,"12,524","3,479",537,"1,587","1,133","1,145","1,822",660,"1,322",839
2021년07월_남_60~69세,"11,718","2,758",562,"1,467",895,"1,095","1,515",825,"1,625",976
2021년07월_남_70~79세,"4,377","1,025",272,558,277,535,502,315,547,346
2021년07월_남_80~89세,876,212,57,129,63,92,103,63,86,71
2021년07월_남_90~99세,53,10,4,12,1,7,5,1,6,7
2021년07월_남_100세 이상,2,0,0,0,0,1,1,0,0,0
2021년07월_여_총인구수,"74,054","18,554","2,665","9,548","5,554","7,229","10,143","4,318","10,006","6,037"
2021년07월_여_연령구간인구수,"74,054","18,554","2,665","9,548","5,554","7,229","10,143","4,318","10,006","6,037"
2021년07월_여_0~9세,"6,921","1,713",113,"1,041",428,625,"1,017",307,"1,090",587
2021년07월_여_10~19세,"7,332","1,887",164,898,534,624,"1,153",456,988,628
2021년07월_여_20~29세,"7,588","1,963",305,884,671,935,"1,014",363,941,512
2021년07월_여_30~39세,"9,888","2,416",278,"1,377",641,961,"1,271",477,"1,638",829
2021년07월_여_40~49세,"11,845","3,127",340,"1,448",940,"1,048","1,675",673,"1,596",998
2021년07월_여_50~59세,"12,423","3,083",499,"1,544","1,087","1,195","1,847",716,"1,513",939
2021년07월_여_60~69세,"11,838","2,766",612,"1,453",855,"1,197","1,477",853,"1,647",978
2021년07월_여_70~79세,"4,199","1,055",243,569,267,461,462,329,443,370
2021년07월_여_80~89세,"1,700",447,97,295,109,156,183,120,125,168
2021년07월_여_90~99세,313,95,14,38,20,27,43,23,25,28
2021년07월_여_100세 이상,7,2,0,1,2,0,1,1,0,0
