카테고리,서울특별시 광진구,서울특별시 광진구 화양동,서울특별시 광진구 군자동,서울특별시 광진구 중곡제1동,서울특별시 광진구 중곡제2동,서울특별시 광진구 중곡제3동,서울특별시 광진구 중곡제4동,서울특별시 광진구 능동,서울특별시 광진구 광장동,서울특별시 광진구 자양제1동,서울특별시 광진구 자양제2동,서울특별시 광진구 자양제3동,서울특별시 광진구 자양제4동,서울특별시 광진구 구의제1동,서울특별시 광진구 구의제2동,서울특별시 광진구 구의제3동
2021년02월_계_총인구수,"345,248","22,714","19,882","15,677","21,840","16,552","29,175","11,527","35,336","22,698","25,448","28,662","17,730","21,995","26,851","29,161"
2021년02월_계_연령구간인구수,"345,248","22,714","19,882","15,677","21,840","16,552","29,175","11,527","35,336","22,698","25,448","28,662","17,730","21,995","26,851","29,161"
2021년02월_계_0~9세,"19,060",368,872,751,"1,178",743,"1,413",557,"3,239",978,"1,594","2,296",700,817,"1,730","1,824"
2021년02월_계_10~19세,"25,639",740,"1,014",738,"1,379",934,"1,910",537,"5,519","1,492","1,841","2,635",865,"1,153","2,353","2,529"
2021년02월_계_20~29세,"62,452","9,649","4,491","2,826","3,860","2,678","4,422","2,369","4,081","4,383","3,809","3,926","2,702","4,832","3,732","4,692"
2021년02월_계_30~39세,"55,710","4,411","3,629","2,986","3,918","2,709","4,396","2,632","3,776","3,759","3,882","4,307","2,594","4,277","3,808","4,626"
2021년02월_계_40~49세,"52,173","2,195","2,633","2,169","2,985","2,327","4,114","1,629","7,693","3,361","4,005","4,609","2,432","3,176","4,332","4,513"
2021년02월_계_50~59세,"54,391","2,074","2,888","2,491","3,555","2,916","5,293","1,424","5,495","3,617","4,276","4,682","3,088","3,176","4,540","4,876"
2021년02월_계_60~69세,"42,887","1,729","2,376","2,095","2,878","2,391","4,420","1,276","3,061","2,889","3,625","3,589","3,016","2,468","3,538","3,536"
2021년02월_계_70~79세,"22,407","1,042","1,357","1,162","1,489","1,287","2,293",746,"1,491","1,524","1,703","1,618","1,616","1,432","1,943","1,704"
2021년02월_계_80~89세,"9,010",417,542,397,512,490,774,303,822,600,602,861,617,585,756,732
2021년02월_계_90~99세,"1,300",66,70,54,77,63,110,47,149,81,97,127,83,63,95,118
2021년02월_계_100세 이상,219,23,10,8,9,14,30,7,10,14,14,12,17,16,24,11
2021년02월_남_총인구수,"166,535","10,789","9,812","7,609","10,321","8,205","14,274","5,287","17,062","10,898","12,401","13,761","8,839","10,493","12,937","13,847"
2021년02월_남_연령구간인구수,"166,535","10,789","9,812","7,609","10,321","8,205","14,274","5,287","17,062","10,898","12,401","13,761","8,839","10,493","12,937","13,847"
2021년02월_남_0~9세,"9,721",175,456,387,609,400,733,288,"1,700",474,822,"1,137",343,417,882,898
2021년02월_남_10~19세,"13,030",337,523,379,691,480,"1,031",278,"2,806",778,981,"1,302",422,569,"1,188","1,265"
2021년02월_남_20~29세,"29,245","4,152","2,124","1,276","1,713","1,313","2,210","1,006","2,018","2,059","1,879","1,942","1,314","2,206","1,846","2,187"
2021년02월_남_30~39세,"27,597","2,320","1,871","1,523","1,905","1,422","2,206","1,165","1,626","1,887","1,921","2,039","1,413","2,147","1,897","2,255"
2021년02월_남_40~49세,"25,721","1,219","1,374","1,118","1,472","1,195","2,089",829,"3,535","1,682","1,977","2,174","1,272","1,592","2,106","2,087"
2021년02월_남_50~59세,"26,571","1,108","1,453","1,218","1,669","1,438","2,510",654,"2,802","1,753","2,021","2,242","1,633","1,545","2,184","2,341"
2021년02월_남_60~69세,"20,392",807,"1,151",998,"1,340","1,156","2,077",581,"1,520","1,348","1,750","1,789","1,440","1,136","1,617","1,682"
2021년02월_남_70~79세,"10,289",475,630,533,694,596,"1,071",337,666,649,800,748,742,638,901,809
2021년02월_남_80~89세,"3,544",170,216,166,210,186,313,127,342,239,220,335,234,222,285,279
2021년02월_남_90~99세,370,21,13,9,15,17,25,21,44,25,27,49,21,18,26,39
2021년02월_남_100세 이상,55,5,1,2,3,2,9,1,3,4,3,4,5,3,5,5
2021년02월_여_총인구수,"178,713","11,925","10,070","8,068","11,519","8,347","14,901","6,240","18,274","11,800","13,047","14,901","8,891","11,502","13,914","15,314"
2021년02월_여_연령구간인구수,"178,713","11,925","10,070","8,068","11,519","8,347","14,901","6,240","18,274","11,800","13,047","14,901","8,891","11,502","13,914","15,314"
2021년02월_여_0~9세,"9,339",193,416,364,569,343,680,269,"1,539",504,772,"1,159",357,400,848,926
2021년02월_여_10~19세,"12,609",403,491,359,688,454,879,259,"2,713",714,860,"1,333",443,584,"1,165","1,264"
2021년02월_여_20~29세,"33,207","5,497","2,367","1,550","2,147","1,365","2,212","1,363","2,063","2,324","1,930","1,984","1,388","2,626","1,886","2,505"
2021년02월_여_30~39세,"28,113","2,091","1,758","1,463","2,013","1,287","2,190","1,467","2,150","1,872","1,961","2,268","1,181","2,130","1,911","2,371"
2021년02월_여_40~49세,"26,452",976,"1,259","1,051","1,513","1,132","2,025",800,"4,158","1,679","2,028","2,435","1,160","1,584","2,226","2,426"
2021년02월_여_50~59세,"27,820",966,"1,435","1,273","1,886","1,478","2,783",770,"2,693","1,864","2,255","2,440","1,455","1,631","2,356","2,535"
2021년02월_여_60~69세,"22,495",922,"1,225","1,097","1,538","1,235","2,343",695,"1,541","1,541","1,875","1,800","1,576","1,332","1,921","1,854"
2021년02월_여_70~79세,"12,118",567,727,629,795,691,"1,222",409,825,875,903,870,874,794,"1,042",895
2021년02월_여_80~89세,"5,466",247,326,231,302,304,461,176,480,361,382,526,383,363,471,453
2021년02월_여_90~99세,930,45,57,45,62,46,85,26,105,56,70,78,62,45,69,79
2021년02월_여_100세 이상,164,18,9,6,6,12,21,6,7,10,11,8,12,13,19,6
