카테고리,서울특별시 양천구,서울특별시 양천구 목1동,서울특별시 양천구 목2동,서울특별시 양천구 목3동,서울특별시 양천구 목4동,서울특별시 양천구 목5동,서울특별시 양천구 신월1동,서울특별시 양천구 신월2동,서울특별시 양천구 신월3동,서울특별시 양천구 신월4동,서울특별시 양천구 신월5동,서울특별시 양천구 신월6동,서울특별시 양천구 신월7동,서울특별시 양천구 신정1동,서울특별시 양천구 신정2동,서울특별시 양천구 신정3동,서울특별시 양천구 신정4동,서울특별시 양천구 신정6동,서울특별시 양천구 신정7동
2021년10월_계_총인구수,"448,634","30,840","29,944","21,911","25,417","41,312","20,529","20,723","15,284","18,028","14,691","13,837","19,939","20,455","19,548","49,593","32,782","24,665","29,136"
2021년10월_계_연령구간인구수,"448,634","30,840","29,944","21,911","25,417","41,312","20,529","20,723","15,284","18,028","14,691","13,837","19,939","20,455","19,548","49,593","32,782","24,665","29,136"
2021년10월_계_0~9세,"29,869","2,770","1,592","1,248","1,276","3,204",926,"1,340",793,"1,346",900,"1,495",968,"1,768","1,263","3,618","1,514","1,992","1,856"
2021년10월_계_10~19세,"49,621","5,066","2,437","1,487","3,234","7,343","1,265","1,725","1,097","1,616","1,208","1,213","1,254","2,912","2,957","5,593","2,241","3,606","3,367"
2021년10월_계_20~29세,"57,821","3,232","4,835","3,361","4,047","4,301","2,592","2,589","1,982","2,125","2,113","1,552","2,505","2,373","2,364","6,151","5,252","3,019","3,428"
2021년10월_계_30~39세,"56,022","3,066","5,234","3,932","2,717","3,726","2,686","2,818","1,937","2,316","2,023","2,556","2,596","1,954","1,733","6,115","4,894","2,674","3,045"
2021년10월_계_40~49세,"76,775","6,695","4,558","3,118","4,359","8,828","2,984","3,238","2,131","2,987","2,214","2,193","2,816","3,992","3,724","8,327","5,039","4,626","4,946"
2021년10월_계_50~59세,"76,264","5,046","4,809","3,582","4,873","6,803","3,715","3,299","2,818","2,833","2,485","1,999","3,486","3,485","3,485","8,581","5,338","4,418","5,209"
2021년10월_계_60~69세,"60,138","3,014","3,974","3,107","2,790","4,427","3,753","3,337","2,602","2,800","2,254","1,769","3,531","2,318","2,368","6,447","4,799","2,755","4,093"
2021년10월_계_70~79세,"29,095","1,349","1,725","1,384","1,474","1,788","1,893","1,747","1,370","1,400","1,049",787,"1,835","1,083","1,112","3,309","2,672","1,049","2,069"
2021년10월_계_80~89세,"11,248",505,682,601,557,731,616,546,504,535,390,239,842,469,461,"1,258",925,422,965
2021년10월_계_90~99세,"1,710",94,96,85,78,158,94,80,48,67,55,30,102,97,79,188,105,101,153
2021년10월_계_100세 이상,71,3,2,6,12,3,5,4,2,3,0,4,4,4,2,6,3,3,5
2021년10월_남_총인구수,"219,862","14,805","14,574","10,432","12,423","20,506","10,535","10,130","8,050","8,813","7,304","6,763","9,754","9,970","9,576","24,163","15,996","11,994","14,074"
2021년10월_남_연령구간인구수,"219,862","14,805","14,574","10,432","12,423","20,506","10,535","10,130","8,050","8,813","7,304","6,763","9,754","9,970","9,576","24,163","15,996","11,994","14,074"
2021년10월_남_0~9세,"15,346","1,398",830,654,607,"1,688",484,684,441,663,468,773,507,913,623,"1,847",801,"1,038",927
2021년10월_남_10~19세,"25,867","2,528","1,272",805,"1,743","4,025",642,847,566,858,642,591,639,"1,496","1,548","2,883","1,146","1,870","1,766"
2021년10월_남_20~29세,"29,349","1,575","2,355","1,611","2,143","2,250","1,335","1,327","1,060","1,107","1,086",761,"1,313","1,206","1,204","3,198","2,473","1,559","1,786"
2021년10월_남_30~39세,"27,645","1,292","2,667","1,915","1,354","1,655","1,494","1,434","1,052","1,136","1,066","1,266","1,380",866,823,"3,002","2,596","1,189","1,458"
2021년10월_남_40~49세,"36,699","3,021","2,196","1,495","1,952","3,903","1,585","1,646","1,183","1,517","1,113","1,113","1,462","1,864","1,704","4,007","2,507","2,073","2,358"
2021년10월_남_50~59세,"37,941","2,667","2,281","1,633","2,398","3,548","1,955","1,602","1,530","1,378","1,200",961,"1,685","1,779","1,805","4,189","2,567","2,186","2,577"
2021년10월_남_60~69세,"28,766","1,453","1,886","1,439","1,353","2,167","1,891","1,523","1,396","1,286","1,076",824,"1,660","1,117","1,186","3,004","2,219","1,337","1,949"
2021년10월_남_70~79세,"13,709",661,825,653,663,951,892,842,617,663,499,381,801,517,499,"1,529","1,251",558,907
2021년10월_남_80~89세,"4,118",182,239,205,190,275,242,208,195,186,145,87,285,188,165,458,410,151,307
2021년10월_남_90~99세,407,26,23,21,17,44,15,16,9,19,9,6,20,23,19,46,25,32,37
