카테고리,경기도 시흥시,경기도 시흥시 대야동,경기도 시흥시 신천동,경기도 시흥시 신현동,경기도 시흥시 은행동,경기도 시흥시 매화동,경기도 시흥시 목감동,경기도 시흥시 군자동,경기도 시흥시 월곶동,경기도 시흥시 정왕본동,경기도 시흥시 정왕1동,경기도 시흥시 정왕2동,경기도 시흥시 정왕3동,경기도 시흥시 정왕4동,경기도 시흥시 배곧동,경기도 시흥시 과림동,경기도 시흥시 연성동,경기도 시흥시 장곡동,경기도 시흥시 능곡동
2020년12월_계_총인구수,"500,895","44,563","36,478","10,010","52,252","12,151","42,392","22,196","15,995","20,261","22,479","31,931","22,856","21,343","70,787","1,922","23,903","30,184","19,192"
2020년12월_계_연령구간인구수,"500,895","44,563","36,478","10,010","52,252","12,151","42,392","22,196","15,995","20,261","22,479","31,931","22,856","21,343","70,787","1,922","23,903","30,184","19,192"
2020년12월_계_0~9세,"48,317","3,504","1,708",465,"6,517",707,"6,023","1,589","1,422","1,158","1,322","2,465","1,741","1,656","11,030",46,"1,752","3,617","1,595"
2020년12월_계_10~19세,"50,147","3,619","3,299",765,"5,454","1,214","3,353","2,229","1,492","1,134","1,929","3,595","2,134","2,727","7,879",47,"2,963","3,945","2,369"
2020년12월_계_20~29세,"69,580","6,855","5,909","1,409","6,542","1,658","4,220","2,894","1,834","3,163","3,736","5,125","3,081","3,587","9,092",162,"3,691","3,840","2,782"
2020년12월_계_30~39세,"77,446","6,891","3,924",988,"8,897","1,097","8,506","2,723","2,378","4,050","3,412","4,342","3,197","2,442","14,788",166,"2,606","4,536","2,503"
2020년12월_계_40~49세,"90,660","6,578","5,383","1,349","9,013","1,965","7,413","3,894","3,200","4,229","4,598","6,151","4,586","3,859","14,519",177,"4,295","6,068","3,383"
2020년12월_계_50~59세,"87,624","8,600","8,165","2,223","8,437","2,484","5,763","4,112","2,680","3,780","4,292","6,133","4,533","4,321","8,464",466,"4,837","4,885","3,449"
2020년12월_계_60~69세,"47,233","5,343","4,952","1,633","4,692","1,636","4,403","2,770","1,752","1,789","2,080","2,479","2,242","1,560","3,582",537,"2,075","1,957","1,751"
2020년12월_계_70~79세,"19,517","2,010","2,095",752,"1,774",875,"1,827","1,301",837,657,746,"1,036",862,729,"1,003",216,"1,069",873,855
2020년12월_계_80~89세,"8,918",988,904,365,791,448,746,592,345,260,311,546,400,422,371,83,522,393,431
2020년12월_계_90~99세,"1,357",165,119,53,131,63,124,82,51,38,51,57,79,39,58,19,87,67,74
2020년12월_계_100세 이상,96,10,20,8,4,4,14,10,4,3,2,2,1,1,1,3,6,3,0
2020년12월_남_총인구수,"261,730","22,605","18,914","5,242","26,143","6,357","21,476","11,636","8,333","12,740","13,239","17,191","12,878","10,591","36,237","1,169","12,168","15,258","9,553"
2020년12월_남_연령구간인구수,"261,730","22,605","18,914","5,242","26,143","6,357","21,476","11,636","8,333","12,740","13,239","17,191","12,878","10,591","36,237","1,169","12,168","15,258","9,553"
2020년12월_남_0~9세,"24,606","1,805",910,232,"3,302",349,"3,042",827,713,590,654,"1,234",894,855,"5,584",28,897,"1,870",820
2020년12월_남_10~19세,"25,752","1,849","1,736",402,"2,763",638,"1,725","1,162",787,599,"1,000","1,851","1,109","1,387","3,936",26,"1,550","2,040","1,192"
2020년12월_남_20~29세,"37,830","3,591","3,226",782,"3,392",958,"2,158","1,607",986,"2,051","2,373","2,959","1,764","1,849","4,732",95,"1,949","1,947","1,411"
2020년12월_남_30~39세,"41,440","3,618","2,178",554,"4,418",577,"4,238","1,525","1,256","2,756","2,151","2,513","1,921","1,242","7,525",111,"1,339","2,205","1,313"
2020년12월_남_40~49세,"48,752","3,347","2,811",698,"4,616","1,035","4,061","2,155","1,758","2,855","2,849","3,367","2,774","1,818","7,723",126,"2,112","3,031","1,616"
2020년12월_남_50~59세,"46,243","4,267","4,206","1,178","4,196","1,378","2,881","2,145","1,447","2,381","2,589","3,275","2,592","2,186","4,281",291,"2,562","2,616","1,772"
2020년12월_남_60~69세,"25,085","2,860","2,642",890,"2,391",870,"2,232","1,405",849,"1,073","1,184","1,359","1,279",821,"1,875",328,"1,095","1,030",902
2020년12월_남_70~79세,"8,831",917,925,359,819,397,876,584,395,339,333,436,397,282,448,123,453,375,373
2020년12월_남_80~89세,"2,894",320,250,126,226,137,239,207,131,89,96,180,139,138,125,33,194,127,137
2020년12월_남_90~99세,271,30,28,16,19,17,20,17,9,6,9,17,8,13,8,6,15,16,17
2020년12월_남_100세 이상,26,1,2,5,1,1,4,2,2,1,1,0,1,0,0,2,2,1,0
2020년12월_여_총인구수,"239,165","21,958","17,564","4,768","26,109","5,794","20,916","10,560","7,662","7,521","9,240","14,740","9,978","10,752","34,550",753,"11,735","14,926","9,639"
2020년12월_여_연령구간인구수,"239,165","21,958","17,564","4,768","26,109","5,794","20,916","10,560","7,662","7,521","9,240","14,740","9,978","10,752","34,550",753,"11,735","14,926","9,639"
2020년12월_여_0~9세,"23,711","1,699",798,233,"3,215",358,"2,981",762,709,568,668,"1,231",847,801,"5,446",18,855,"1,747",775
2020년12월_여_10~19세,"24,395","1,770","1,563",363,"2,691",576,"1,628","1,067",705,535,929,"1,744","1,025","1,340","3,943",21,"1,413","1,905","1,177"
