카테고리,서울특별시 성동구,서울특별시 성동구 왕십리제2동,서울특별시 성동구 왕십리도선동,서울특별시 성동구 마장동,서울특별시 성동구 사근동,서울특별시 성동구 행당제1동,서울특별시 성동구 행당제2동,서울특별시 성동구 응봉동,서울특별시 성동구 금호1가동,서울특별시 성동구 금호2.3가동,서울특별시 성동구 금호4가동,서울특별시 성동구 옥수동,서울특별시 성동구 성수1가제1동,서울특별시 성동구 성수1가제2동,서울특별시 성동구 성수2가제1동,서울특별시 성동구 성수2가제3동,서울특별시 성동구 송정동,서울특별시 성동구 용답동
2020년11월_계_80~89세,"8,450",439,701,704,302,386,721,512,502,736,441,745,382,346,476,356,295,406
2020년11월_계_90~99세,"1,181",64,112,94,38,70,99,69,65,101,50,131,45,43,73,43,46,38
2020년11월_계_100세 이상,247,20,23,18,11,9,22,9,12,26,9,29,8,15,14,10,8,4
2020년11월_남_총인구수,"143,745","8,323","12,940","11,277","6,102","6,810","11,314","7,483","7,552","11,198","7,046","12,453","8,301","6,648","8,707","5,660","5,668","6,263"
2020년11월_남_연령구간인구수,"143,745","8,323","12,940","11,277","6,102","6,810","11,314","7,483","7,552","11,198","7,046","12,453","8,301","6,648","8,707","5,660","5,668","6,263"
2020년11월_남_0~9세,"10,529",639,"1,218",606,229,512,900,608,673,907,716,"1,329",564,397,439,290,276,226
2020년11월_남_10~19세,"9,958",622,815,828,347,475,975,824,554,753,500,844,585,461,461,269,333,312
2020년11월_남_20~29세,"22,328","1,196","2,032","2,196","2,493","1,082","1,435",873,915,"1,505",772,"1,379","1,329","1,064","1,259",946,884,968
2020년11월_남_30~39세,"24,168","1,479","2,237","1,685",906,"1,137","1,774","1,097","1,302","2,004","1,311","2,276","1,454","1,224","1,425","1,040",900,917
2020년11월_남_40~49세,"22,680","1,322","2,030","1,548",599,"1,054","1,980","1,402","1,317","1,851","1,282","2,234","1,168","1,025","1,242",754,862,"1,010"
2020년11월_남_50~59세,"23,642","1,338","2,098","1,818",634,"1,110","1,926","1,208","1,143","1,766","1,048","1,837","1,548","1,072","1,724",986,"1,077","1,309"
2020년11월_남_60~69세,"17,727","1,010","1,512","1,488",437,833,"1,267",754,954,"1,372",796,"1,446","1,071",840,"1,381",826,858,882
2020년11월_남_70~79세,"9,151",523,718,795,325,432,755,504,488,756,452,770,425,432,567,387,350,472
2020년11월_남_80~89세,"3,170",171,246,282,116,151,270,192,182,247,151,297,137,117,195,141,116,159
2020년11월_남_90~99세,322,16,28,27,10,22,24,18,22,31,14,33,17,11,13,18,11,7
2020년11월_남_100세 이상,70,7,6,4,6,2,8,3,2,6,4,8,3,5,1,3,1,1
2020년11월_여_총인구수,"150,527","8,789","14,208","11,571","5,832","7,304","12,806","8,305","8,222","12,276","7,698","14,257","8,311","6,864","7,937","5,520","5,077","5,550"
2020년11월_여_연령구간인구수,"150,527","8,789","14,208","11,571","5,832","7,304","12,806","8,305","8,222","12,276","7,698","14,257","8,311","6,864","7,937","5,520","5,077","5,550"
2020년11월_여_0~9세,"10,056",589,"1,174",598,198,491,929,592,660,847,678,"1,281",480,381,401,282,268,207
2020년11월_여_10~19세,"10,012",592,772,813,461,536,"1,157",859,502,744,470,822,544,459,439,272,268,302
2020년11월_여_20~29세,"22,817","1,302","2,382","2,207","2,096","1,147","1,599",891,916,"1,457",740,"1,635","1,234","1,094","1,100","1,090",826,"1,101"
2020년11월_여_30~39세,"24,970","1,477","2,544","1,581",711,"1,161","1,964","1,161","1,485","2,180","1,497","2,838","1,464","1,270","1,201",929,755,752
2020년11월_여_40~49세,"22,549","1,337","2,015","1,497",548,"1,126","2,125","1,542","1,255","1,911","1,295","2,289","1,257","1,089","1,103",715,701,744
2020년11월_여_50~59세,"23,705","1,420","2,330","1,902",657,"1,171","1,996","1,270","1,245","1,943","1,094","2,107","1,499",990,"1,435",855,893,898
2020년11월_여_60~69세,"18,666","1,070","1,527","1,525",515,838,"1,515",931,"1,141","1,613",989,"1,735","1,030",844,"1,231",696,746,720
2020년11월_여_70~79세,"11,436",673,908,945,427,544,981,682,645,"1,002",604,983,525,466,673,434,399,545
2020년11월_여_80~89세,"5,280",268,455,422,186,235,451,320,320,489,290,448,245,229,281,215,179,247
2020년11월_여_90~99세,859,48,84,67,28,48,75,51,43,70,36,98,28,32,60,25,35,31
2020년11월_여_100세 이상,177,13,17,14,5,7,14,6,10,20,5,21,5,10,13,7,7,3
