카테고리,인천광역시 미추홀구,인천광역시 미추홀구 숭의2동,인천광역시 미추홀구 숭의1.3동,인천광역시 미추홀구 숭의4동,인천광역시 미추홀구 용현1.4동,인천광역시 미추홀구 용현2동,인천광역시 미추홀구 용현3동,인천광역시 미추홀구 용현5동,인천광역시 미추홀구 학익1동,인천광역시 미추홀구 학익2동,인천광역시 미추홀구 도화1동,인천광역시 미추홀구 도화2.3동,인천광역시 미추홀구 주안1동,인천광역시 미추홀구 주안2동,인천광역시 미추홀구 주안3동,인천광역시 미추홀구 주안4동,인천광역시 미추홀구 주안5동,인천광역시 미추홀구 주안6동,인천광역시 미추홀구 주안7동,인천광역시 미추홀구 주안8동,인천광역시 미추홀구 관교동,인천광역시 미추홀구 문학동
2021년09월_계_총인구수,"406,482","14,618","13,875","16,441","17,375","17,944","7,580","47,736","32,084","18,357","23,186","32,774","20,503","16,722","8,811","13,553","19,948","22,049","12,555","21,091","15,179","14,101"
2021년09월_계_연령구간인구수,"406,482","14,618","13,875","16,441","17,375","17,944","7,580","47,736","32,084","18,357","23,186","32,774","20,503","16,722","8,811","13,553","19,948","22,049","12,555","21,091","15,179","14,101"
2021년09월_계_0~9세,"26,339","1,060","1,076","1,034",610,"1,285",268,"3,866","2,208","1,028","1,555","3,158","1,175",906,427,517,"1,008","1,859",508,"1,143",913,735
2021년09월_계_10~19세,"31,638",911,834,"1,259",951,"1,319",335,"4,918","3,536","1,651","1,526","2,571",868,"1,103",650,822,"1,299","1,816",906,"1,861","1,324","1,178"
2021년09월_계_20~29세,"56,948","1,910","2,059","2,106","4,029","2,552",980,"6,808","4,174","2,292","3,241","3,887","4,232","2,088","1,177","1,656","2,806","2,806","1,475","2,789","1,979","1,902"
2021년09월_계_30~39세,"55,614","2,146","2,375","2,151","1,807","2,806",893,"6,256","3,375","2,051","3,533","5,681","4,215","2,082",958,"1,488","3,026","3,352","1,270","2,461","1,826","1,862"
2021년09월_계_40~49세,"63,422","2,163","2,046","2,482","2,050","2,625",968,"8,297","5,541","2,809","3,546","5,391","3,157","2,379","1,326","1,790","2,976","3,799","1,847","3,185","2,221","2,824"
2021년09월_계_50~59세,"67,136","2,397","2,168","2,684","2,612","2,738","1,281","7,836","5,756","3,287","3,824","4,749","3,124","2,812","1,479","2,287","3,415","3,250","2,262","3,883","2,653","2,639"
2021년09월_계_60~69세,"58,501","2,120","1,787","2,518","2,674","2,434","1,445","5,662","4,350","2,801","3,257","4,331","2,327","2,887","1,472","2,573","3,039","2,954","2,320","3,297","2,508","1,745"
2021년09월_계_70~79세,"31,180","1,242",946,"1,464","1,768","1,491",902,"2,728","2,126","1,594","1,814","2,014",917,"1,634",901,"1,638","1,554","1,460","1,304","1,673","1,183",827
2021년09월_계_80~89세,"13,583",576,501,641,748,584,445,"1,195",888,729,780,858,419,723,363,681,715,648,574,701,484,330
2021년09월_계_90~99세,"2,021",86,78,99,124,96,56,170,123,110,107,122,65,107,53,100,103,102,86,95,84,55
2021년09월_계_100세 이상,100,7,5,3,2,14,7,0,7,5,3,12,4,1,5,1,7,3,3,3,4,4
2021년09월_남_총인구수,"204,758","7,400","6,917","8,243","9,421","9,006","4,009","23,678","15,954","9,020","11,593","16,627","10,774","8,465","4,457","6,779","9,980","11,008","6,115","10,314","7,421","7,577"
2021년09월_남_연령구간인구수,"204,758","7,400","6,917","8,243","9,421","9,006","4,009","23,678","15,954","9,020","11,593","16,627","10,774","8,465","4,457","6,779","9,980","11,008","6,115","10,314","7,421","7,577"
2021년09월_남_0~9세,"13,461",546,563,526,321,683,138,"1,964","1,093",504,832,"1,594",626,459,213,254,495,960,255,573,485,377
2021년09월_남_10~19세,"16,302",466,428,672,506,702,172,"2,554","1,867",855,745,"1,330",434,580,346,400,629,930,485,929,669,603
2021년09월_남_20~29세,"30,000","1,014",993,"1,103","2,564","1,273",584,"3,432","2,202","1,244","1,636","1,991","2,128","1,150",636,895,"1,439","1,434",797,"1,476","1,006","1,003"
2021년09월_남_30~39세,"29,970","1,175","1,262","1,156","1,082","1,486",538,"3,180","1,718","1,086","1,895","3,050","2,371","1,109",532,844,"1,719","1,748",694,"1,318",936,"1,071"
2021년09월_남_40~49세,"33,561","1,188","1,123","1,279","1,182","1,369",580,"4,201","2,735","1,405","1,887","2,913","1,827","1,299",716,997,"1,614","2,011",943,"1,609","1,101","1,582"
2021년09월_남_50~59세,"33,867","1,236","1,072","1,371","1,356","1,378",715,"3,883","2,891","1,615","1,914","2,346","1,613","1,466",752,"1,193","1,700","1,646","1,086","1,853","1,254","1,527"
2021년09월_남_60~69세,"27,953","1,018",869,"1,208","1,274","1,170",680,"2,766","2,120","1,309","1,538","2,149","1,162","1,347",720,"1,154","1,431","1,334","1,069","1,526","1,201",908
2021년09월_남_70~79세,"14,184",539,418,677,800,707,412,"1,221",969,723,826,925,431,768,397,759,685,676,549,744,583,375
2021년09월_남_80~89세,"4,967",194,177,217,301,211,172,444,332,251,286,305,168,265,124,265,247,252,213,259,163,121
2021년09월_남_90~99세,462,23,11,33,35,22,17,33,24,27,33,19,11,22,19,17,18,17,23,27,22,9
2021년09월_남_100세 이상,31,1,1,1,0,5,1,0,3,1,1,5,3,0,2,1,3,0,1,0,1,1
2021년09월_여_총인구수,"201,724","7,218","6,958","8,198","7,954","8,938","3,571","24,058","16,130","9,337","11,593","16,147","9,729","8,257","4,354","6,774","9,968","11,041","6,440","10,777","7,758","6,524"
2021년09월_여_연령구간인구수,"201,724","7,218","6,958","8,198","7,954","8,938","3,571","24,058","16,130","9,337","11,593","16,147","9,729","8,257","4,354","6,774","9,968","11,041","6,440","10,777","7,758","6,524"
2021년09월_여_0~9세,"12,878",514,513,508,289,602,130,"1,902","1,115",524,723,"1,564",549,447,214,263,513,899,253,570,428,358
2021년09월_여_10~19세,"15,336",445,406,587,445,617,163,"2,364","1,669",796,781,"1,241",434,523,304,422,670,886,421,932,655,575
2021년09월_여_20~29세,"26,948",896,"1,066","1,003","1,465","1,279",396,"3,376","1,972","1,048","1,605","1,896","2,104",938,541,761,"1,367","1,372",678,"1,313",973,899
