카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021년04월_남_100세 이상,27,14,0,2,1,0,1,2,2,0,5,0,0,0,1,0,13,0,0,1,1,0,3,0,1,1,2,0,1,1,1,0,0,1
2021년04월_여_총인구수,"278,563","118,934","6,277","10,725","8,290","3,574","5,229","11,572","7,897","5,211","8,814","9,913","15,967","6,700","7,488","11,277","159,629","10,904","5,662","8,851","8,986","5,911","18,548","9,381","13,847","7,475","12,132","8,430","8,404","10,132","10,785","7,927","6,601","5,653"
2021년04월_여_연령구간인구수,"278,563","118,934","6,277","10,725","8,290","3,574","5,229","11,572","7,897","5,211","8,814","9,913","15,967","6,700","7,488","11,277","159,629","10,904","5,662","8,851","8,986","5,911","18,548","9,381","13,847","7,475","12,132","8,430","8,404","10,132","10,785","7,927","6,601","5,653"
2021년04월_여_0~9세,"19,196","7,479",455,566,371,128,217,746,864,212,473,637,"1,041",468,341,960,"11,717",807,385,419,648,329,957,595,"1,097",648,"1,153",614,"1,148",715,778,573,473,378
2021년04월_여_10~19세,"24,971","8,847",527,707,627,239,330,712,634,334,609,692,"1,189",604,545,"1,098","16,124","1,040",530,596,"1,040",341,"1,358",721,"1,139",800,"1,804","1,638",721,780,"1,036","1,068",757,755
2021년04월_여_20~29세,"37,171","16,327",950,"1,760","1,124",552,668,"1,721",973,714,"1,133","1,201","2,173",877,"1,013","1,468","20,844","1,439",781,"1,242","1,018",787,"2,696","1,354","1,851","1,003","1,223",912,955,"1,529","1,493",998,875,688
2021년04월_여_30~39세,"37,584","15,459",897,"1,301",988,407,612,"1,874","1,393",599,952,"1,342","1,994",720,726,"1,654","22,125","1,418",701,"1,046","1,136","1,104","2,253","1,333","2,729",973,"1,702",705,"1,841","1,455","1,432",977,797,523
2021년04월_여_40~49세,"44,450","16,909",980,"1,408","1,110",430,710,"1,641","1,250",652,"1,113","1,492","2,322","1,032","1,022","1,747","27,541","1,797",866,"1,110","1,753",968,"2,527","1,455","2,564","1,293","2,795","2,159","1,437","1,443","1,612","1,591","1,142","1,029"
2021년04월_여_50~59세,"49,829","21,836","1,076","2,028","1,569",628,917,"1,949","1,278","1,000","1,744","1,828","3,063","1,275","1,474","2,007","27,993","2,017","1,109","1,869","1,391",936,"3,715","1,727","2,131","1,474","1,677","1,229","1,130","1,929","2,144","1,282","1,241",992
2021년04월_여_60~69세,"37,086","17,938",804,"1,630","1,442",555,920,"1,691",910,986,"1,524","1,548","2,275",962,"1,250","1,441","19,148","1,464",767,"1,476","1,105",759,"2,831","1,209","1,292",739,964,627,756,"1,436","1,471",722,811,719
2021년04월_여_70~79세,"17,161","8,794",384,843,701,386,515,759,387,464,789,682,"1,188",447,704,545,"8,367",579,331,623,529,383,"1,359",602,629,299,441,321,250,522,464,394,311,330
2021년04월_여_80~89세,"9,370","4,547",166,406,317,224,296,427,164,203,406,404,606,274,358,296,"4,823",279,157,392,312,256,720,326,366,216,311,195,123,271,296,260,154,189
2021년04월_여_90~99세,"1,669",760,37,72,41,25,41,46,41,43,63,87,113,41,51,59,909,61,35,75,53,46,123,56,48,25,62,30,39,51,57,61,40,47
2021년04월_여_100세 이상,76,38,1,4,0,0,3,6,3,4,8,0,3,0,4,2,38,3,0,3,1,2,9,3,1,5,0,0,4,1,2,1,0,3
