카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021년04월_계_총인구수,"551,189","238,231","12,518","21,551","16,534","7,122","10,407","23,772","15,497","10,823","17,414","19,512","32,041","13,466","15,069","22,505","312,958","21,288","10,956","17,501","17,296","10,862","36,351","19,091","26,872","14,749","23,628","16,628","16,937","19,889","21,648","15,176","13,046","11,040"
2021년04월_계_연령구간인구수,"551,189","238,231","12,518","21,551","16,534","7,122","10,407","23,772","15,497","10,823","17,414","19,512","32,041","13,466","15,069","22,505","312,958","21,288","10,956","17,501","17,296","10,862","36,351","19,091","26,872","14,749","23,628","16,628","16,937","19,889","21,648","15,176","13,046","11,040"
2021년04월_계_0~9세,"39,104","15,164",902,"1,102",801,256,451,"1,509","1,706",449,954,"1,387","2,115",900,640,"1,992","23,940","1,722",781,843,"1,382",657,"1,982","1,211","2,168","1,337","2,355","1,359","2,336","1,428","1,586","1,132",929,732
2021년04월_계_10~19세,"51,860","18,501","1,066","1,483","1,299",474,710,"1,471","1,281",693,"1,245","1,476","2,568","1,306","1,134","2,295","33,359","2,185","1,057","1,299","2,200",709,"2,868","1,415","2,354","1,639","3,710","3,433","1,508","1,608","2,027","2,234","1,590","1,523"
2021년04월_계_20~29세,"77,171","34,202","1,913","3,491","2,427","1,068","1,399","3,605","1,956","1,578","2,424","2,520","4,582","1,949","2,115","3,175","42,969","2,861","1,595","2,643","2,088","1,485","5,773","2,944","3,618","2,111","2,553","1,826","1,906","3,136","3,196","1,963","1,825","1,446"
2021년04월_계_30~39세,"77,390","32,830","1,864","2,889","2,144",924,"1,317","4,199","2,656","1,490","2,109","2,674","4,063","1,489","1,638","3,374","44,560","2,739","1,374","2,231","2,159","2,244","4,780","2,972","5,681","1,863","3,170","1,222","3,666","3,018","2,929","1,823","1,619","1,070"
2021년04월_계_40~49세,"87,348","34,691","1,960","2,963","2,278",954,"1,444","3,548","2,558","1,448","2,256","2,885","4,759","2,061","2,128","3,449","52,657","3,422","1,650","2,216","3,246","1,787","4,892","2,945","4,955","2,416","5,224","3,968","2,991","2,771","3,210","2,911","2,120","1,933"
2021년04월_계_50~59세,"96,883","42,909","2,163","3,956","3,005","1,295","1,882","3,938","2,532","1,982","3,280","3,440","6,087","2,535","3,067","3,747","53,974","3,852","2,081","3,528","2,716","1,657","6,954","3,453","3,972","2,926","3,407","2,606","2,262","3,632","4,109","2,494","2,404","1,921"
2021년04월_계_60~69세,"73,052","35,303","1,588","3,311","2,756","1,086","1,785","3,286","1,753","1,921","2,957","3,035","4,541","1,953","2,445","2,886","37,749","2,887","1,520","2,905","2,069","1,326","5,420","2,434","2,489","1,502","1,931","1,295","1,498","2,836","3,091","1,469","1,663","1,414"
2021년04월_계_70~79세,"31,808","16,530",735,"1,619","1,285",663,915,"1,471",736,872,"1,452","1,374","2,217",832,"1,301","1,058","15,278","1,083",628,"1,168",929,591,"2,431","1,126","1,027",572,756,567,527,976,983,676,608,630
2021년04월_계_80~89세,"14,289","7,073",277,642,485,355,447,663,262,339,648,607,966,393,534,455,"7,216",454,227,561,437,346,"1,069",513,544,341,439,308,193,414,442,386,238,304
2021년04월_계_90~99세,"2,181",976,49,89,53,47,53,74,52,47,76,114,140,48,62,72,"1,205",80,43,103,68,58,170,75,62,36,81,44,45,68,72,87,50,63
2021년04월_계_100세 이상,103,52,1,6,1,0,4,8,5,4,13,0,3,0,5,2,51,3,0,4,2,2,12,3,2,6,2,0,5,2,3,1,0,4
2021년04월_남_총인구수,"272,626","119,297","6,241","10,826","8,244","3,548","5,178","12,200","7,600","5,612","8,600","9,599","16,074","6,766","7,581","11,228","153,329","10,384","5,294","8,650","8,310","4,951","17,803","9,710","13,025","7,274","11,496","8,198","8,533","9,757","10,863","7,249","6,445","5,387"
2021년04월_남_연령구간인구수,"272,626","119,297","6,241","10,826","8,244","3,548","5,178","12,200","7,600","5,612","8,600","9,599","16,074","6,766","7,581","11,228","153,329","10,384","5,294","8,650","8,310","4,951","17,803","9,710","13,025","7,274","11,496","8,198","8,533","9,757","10,863","7,249","6,445","5,387"
2021년04월_남_0~9세,"19,908","7,685",447,536,430,128,234,763,842,237,481,750,"1,074",432,299,"1,032","12,223",915,396,424,734,328,"1,025",616,"1,071",689,"1,202",745,"1,188",713,808,559,456,354
2021년04월_남_10~19세,"26,889","9,654",539,776,672,235,380,759,647,359,636,784,"1,379",702,589,"1,197","17,235","1,145",527,703,"1,160",368,"1,510",694,"1,215",839,"1,906","1,795",787,828,991,"1,166",833,768
2021년04월_남_20~29세,"40,000","17,875",963,"1,731","1,303",516,731,"1,884",983,864,"1,291","1,319","2,409","1,072","1,102","1,707","22,125","1,422",814,"1,401","1,070",698,"3,077","1,590","1,767","1,108","1,330",914,951,"1,607","1,703",965,950,758
2021년04월_남_30~39세,"39,806","17,371",967,"1,588","1,156",517,705,"2,325","1,263",891,"1,157","1,332","2,069",769,912,"1,720","22,435","1,321",673,"1,185","1,023","1,140","2,527","1,639","2,952",890,"1,468",517,"1,825","1,563","1,497",846,822,547
2021년04월_남_40~49세,"42,898","17,782",980,"1,555","1,168",524,734,"1,907","1,308",796,"1,143","1,393","2,437","1,029","1,106","1,702","25,116","1,625",784,"1,106","1,493",819,"2,365","1,490","2,391","1,123","2,429","1,809","1,554","1,328","1,598","1,320",978,904
2021년04월_남_50~59세,"47,054","21,073","1,087","1,928","1,436",667,965,"1,989","1,254",982,"1,536","1,612","3,024","1,260","1,593","1,740","25,981","1,835",972,"1,659","1,325",721,"3,239","1,726","1,841","1,452","1,730","1,377","1,132","1,703","1,965","1,212","1,163",929
2021년04월_남_60~69세,"35,966","17,365",784,"1,681","1,314",531,865,"1,595",843,935,"1,433","1,487","2,266",991,"1,195","1,445","18,601","1,423",753,"1,429",964,567,"2,589","1,225","1,197",763,967,668,742,"1,400","1,620",747,852,695
2021년04월_남_70~79세,"14,647","7,736",351,776,584,277,400,712,349,408,663,692,"1,029",385,597,513,"6,911",504,297,545,400,208,"1,072",524,398,273,315,246,277,454,519,282,297,300
2021년04월_남_80~89세,"4,919","2,526",111,236,168,131,151,236,98,136,242,203,360,119,176,159,"2,393",175,70,169,125,90,349,187,178,125,128,113,70,143,146,126,84,115
2021년04월_남_90~99세,512,216,12,17,12,22,12,28,11,4,13,27,27,7,11,13,296,19,8,28,15,12,47,19,14,11,19,14,6,17,15,26,10,16
