카테고리,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2020년12월_계_총인구수,"424,314","16,384","16,048","16,445","18,996","23,247","11,488","20,434","18,767","12,207","15,199","24,417","11,147","11,350","16,938","12,821","14,257","22,584","19,171","11,661","17,191","31,555","27,801","34,206"
2020년12월_계_연령구간인구수,"424,314","16,384","16,048","16,445","18,996","23,247","11,488","20,434","18,767","12,207","15,199","24,417","11,147","11,350","16,938","12,821","14,257","22,584","19,171","11,661","17,191","31,555","27,801","34,206"
2020년12월_계_0~9세,"29,784","1,316","1,121","1,937","1,529","1,830",539,"1,366","1,290","1,109",862,"2,097",540,735,"1,046","1,001",937,"1,005","1,106",349,"1,300","2,251","1,992","2,526"
2020년12월_계_10~19세,"51,495","2,137","1,835","2,034","4,263","2,533","1,169","4,031","2,235","1,745","1,453","4,231",877,739,"1,336",993,"1,149","1,912","1,856",695,"1,936","4,769","3,311","4,256"
2020년12월_계_20~29세,"55,403","2,083","2,360","2,114","1,861","2,972","1,909","2,488","2,224","1,268","2,130","2,700","1,746","1,459","2,108","1,226","2,217","3,319","2,563","1,367","2,111","4,408","3,884","4,886"
2020년12월_계_30~39세,"42,826","1,587","2,072","2,118","1,302","2,367","1,208","1,422","1,635","1,151","1,491","2,010","1,378","1,535","2,069","1,525","1,870","2,274","1,941",946,"1,784","2,821","2,899","3,421"
2020년12월_계_40~49세,"72,866","2,922","2,714","3,230","4,692","3,694","1,714","4,556","3,209","2,443","2,223","4,922","1,783","1,847","2,507","1,940","2,310","3,184","2,838","1,313","2,865","5,676","4,569","5,715"
2020년12월_계_50~59세,"75,151","2,880","2,672","2,605","2,752","4,102","2,095","3,423","3,232","1,832","2,916","4,194","1,922","1,944","2,893","2,016","2,757","4,206","3,602","2,197","3,144","5,861","5,117","6,789"
2020년12월_계_60~69세,"52,132","1,753","1,828","1,286","1,355","3,017","1,525","1,659","2,287","1,411","2,147","2,406","1,507","1,630","2,660","2,147","1,799","3,498","2,926","2,405","2,524","3,339","3,399","3,624"
2020년12월_계_70~79세,"28,773","1,097",967,731,833,"1,757",845,"1,009","1,677",853,"1,232","1,183",947,955,"1,514","1,332",822,"2,069","1,435","1,509","1,021","1,522","1,659","1,804"
2020년12월_계_80~89세,"13,943",545,429,327,360,865,438,428,864,356,652,578,394,441,692,548,342,971,805,770,433,796,847,"1,062"
2020년12월_계_90~99세,"1,841",58,48,55,46,107,44,50,109,35,86,89,51,62,108,86,51,140,97,106,70,107,118,118
2020년12월_계_100세 이상,100,6,2,8,3,3,2,2,5,4,7,7,2,3,5,7,3,6,2,4,3,5,6,5
2020년12월_남_총인구수,"205,293","7,813","7,783","7,870","9,279","11,346","5,736","10,734","8,674","5,915","7,101","11,720","5,353","5,593","8,193","6,188","6,959","10,747","9,039","5,313","8,315","15,326","13,806","16,490"
2020년12월_남_연령구간인구수,"205,293","7,813","7,783","7,870","9,279","11,346","5,736","10,734","8,674","5,915","7,101","11,720","5,353","5,593","8,193","6,188","6,959","10,747","9,039","5,313","8,315","15,326","13,806","16,490"
2020년12월_남_0~9세,"15,320",673,568,977,808,938,272,795,618,588,426,"1,066",269,388,562,495,468,528,582,171,651,"1,162","1,006","1,309"
2020년12월_남_10~19세,"27,237","1,033",963,986,"2,243","1,333",660,"2,636","1,043",877,714,"2,168",435,384,689,553,590,"1,090",933,359,"1,035","2,444","1,815","2,254"
2020년12월_남_20~29세,"29,696","1,093","1,187","1,076","1,003","1,632","1,069","1,473","1,165",672,"1,107","1,460",859,744,"1,079",693,"1,184","1,778","1,364",728,"1,147","2,385","2,189","2,609"
2020년12월_남_30~39세,"20,819",715,991,939,574,"1,141",652,625,798,528,719,895,700,788,"1,063",769,922,"1,192",947,495,876,"1,364","1,459","1,667"
2020년12월_남_40~49세,"33,201","1,334","1,252","1,509","2,071","1,706",780,"1,988","1,461","1,159",961,"2,175",864,933,"1,214",948,"1,093","1,445","1,286",636,"1,318","2,484","2,087","2,497"
2020년12월_남_50~59세,"36,383","1,417","1,296","1,321","1,469","1,992","1,031","1,826","1,546",944,"1,356","2,084",952,978,"1,384",937,"1,338","1,930","1,615",989,"1,454","2,818","2,479","3,227"
2020년12월_남_60~69세,"24,599",826,889,608,618,"1,433",721,785,999,644,997,"1,130",681,770,"1,263",940,854,"1,575","1,359","1,111","1,192","1,682","1,685","1,837"
2020년12월_남_70~79세,"12,514",472,462,310,347,793,386,425,683,357,537,518,417,415,685,634,376,859,636,591,495,674,732,710
2020년12월_남_80~89세,"5,067",231,163,124,133,351,158,166,330,137,251,204,162,175,240,202,122,322,287,210,137,283,324,355
2020년12월_남_90~99세,431,18,12,17,11,27,6,14,30,9,32,17,14,18,14,16,11,28,29,22,9,28,28,21
2020년12월_남_100세 이상,26,1,0,3,2,0,1,1,1,0,1,3,0,0,0,1,1,0,1,1,1,2,2,4
2020년12월_여_총인구수,"219,021","8,571","8,265","8,575","9,717","11,901","5,752","9,700","10,093","6,292","8,098","12,697","5,794","5,757","8,745","6,633","7,298","11,837","10,132","6,348","8,876","16,229","13,995","17,716"
2020년12월_여_연령구간인구수,"219,021","8,571","8,265","8,575","9,717","11,901","5,752","9,700","10,093","6,292","8,098","12,697","5,794","5,757","8,745","6,633","7,298","11,837","10,132","6,348","8,876","16,229","13,995","17,716"
2020년12월_여_0~9세,"14,464",643,553,960,721,892,267,571,672,521,436,"1,031",271,347,484,506,469,477,524,178,649,"1,089",986,"1,217"
2020년12월_여_10~19세,"24,258","1,104",872,"1,048","2,020","1,200",509,"1,395","1,192",868,739,"2,063",442,355,647,440,559,822,923,336,901,"2,325","1,496","2,002"
2020년12월_여_20~29세,"25,707",990,"1,173","1,038",858,"1,340",840,"1,015","1,059",596,"1,023","1,240",887,715,"1,029",533,"1,033","1,541","1,199",639,964,"2,023","1,695","2,277"
2020년12월_여_30~39세,"22,007",872,"1,081","1,179",728,"1,226",556,797,837,623,772,"1,115",678,747,"1,006",756,948,"1,082",994,451,908,"1,457","1,440","1,754"
2020년12월_여_40~49세,"39,665","1,588","1,462","1,721","2,621","1,988",934,"2,568","1,748","1,284","1,262","2,747",919,914,"1,293",992,"1,217","1,739","1,552",677,"1,547","3,192","2,482","3,218"
2020년12월_여_50~59세,"38,768","1,463","1,376","1,284","1,283","2,110","1,064","1,597","1,686",888,"1,560","2,110",970,966,"1,509","1,079","1,419","2,276","1,987","1,208","1,690","3,043","2,638","3,562"
2020년12월_여_60~69세,"27,533",927,939,678,737,"1,584",804,874,"1,288",767,"1,150","1,276",826,860,"1,397","1,207",945,"1,923","1,567","1,294","1,332","1,657","1,714","1,787"
2020년12월_여_70~79세,"16,259",625,505,421,486,964,459,584,994,496,695,665,530,540,829,698,446,"1,210",799,918,526,848,927,"1,094"
2020년12월_여_80~89세,"8,876",314,266,203,227,514,280,262,534,219,401,374,232,266,452,346,220,649,518,560,296,513,523,707
2020년12월_여_90~99세,"1,410",40,36,38,35,80,38,36,79,26,54,72,37,44,94,70,40,112,68,84,61,79,90,97
2020년12월_여_100세 이상,74,5,2,5,1,3,1,1,4,4,6,4,2,3,5,6,2,6,1,3,2,3,4,1
