카테고리,서울특별시,서울특별시 종로구,서울특별시 중구,서울특별시 용산구,서울특별시 성동구,서울특별시 광진구,서울특별시 동대문구,서울특별시 중랑구,서울특별시 성북구,서울특별시 강북구,서울특별시 도봉구,서울특별시 노원구,서울특별시 은평구,서울특별시 서대문구,서울특별시 마포구,서울특별시 양천구,서울특별시 강서구,서울특별시 구로구,서울특별시 금천구,서울특별시 영등포구,서울특별시 동작구,서울특별시 관악구,서울특별시 서초구,서울특별시 강남구,서울특별시 송파구,서울특별시 강동구
2020년07월_남_0~9세,"330,330","3,973","3,591","7,167","10,760","10,450","10,929","12,188","15,243","8,559","10,093","17,817","15,812","10,428","13,038","16,770","21,240","14,941","6,704","12,966","13,068","12,138","18,032","19,534","26,872","18,017"
2020년07월_남_10~19세,"408,779","5,668","3,555","8,088","10,346","13,516","12,351","13,993","19,415","11,667","13,575","28,266","20,122","12,103","14,649","26,741","23,420","15,803","7,621","12,745","14,693","15,187","23,058","30,883","30,628","20,686"
2020년07월_남_20~29세,"712,412","11,568","8,903","15,842","22,544","29,575","28,052","27,882","32,449","21,198","22,525","37,982","32,222","24,150","28,032","30,996","40,771","27,301","18,655","27,400","32,353","53,670","26,906","35,823","45,232","30,381"
2020년07월_남_30~39세,"747,611","10,037","10,181","19,006","24,447","28,124","26,287","30,102","30,455","20,818","21,444","32,995","34,609","22,398","30,823","29,160","51,077","32,483","19,674","34,874","31,994","48,556","29,873","38,239","54,179","35,776"
2020년07월_남_40~49세,"765,473","10,989","9,354","17,603","22,989","26,428","26,624","30,061","35,041","24,509","24,510","41,823","38,296","23,640","30,120","38,254","46,236","32,763","17,462","28,719","29,978","37,204","36,669","46,258","53,020","36,923"
2020년07월_남_50~59세,"751,861","12,868","10,646","18,155","23,832","26,816","27,062","34,498","34,285","25,949","27,520","42,812","37,225","24,019","26,709","38,287","41,839","31,341","20,481","28,715","28,247","34,239","30,968","39,924","50,011","35,413"
2020년07월_남_60~69세,"576,472","9,721","8,573","13,369","17,401","19,823","22,088","27,500","25,462","21,024","23,355","31,037","29,077","17,767","17,976","27,098","34,924","25,836","15,874","22,346","22,320","27,157","21,800","26,713","38,981","29,250"
2020년07월_남_70~79세,"318,867","5,595","4,771","7,480","9,204","10,261","12,761","14,187","14,735","13,071","12,654","16,158","17,212","10,448","10,378","13,203","18,088","14,897","8,355","12,458","13,288","16,987","12,822","15,909","19,407","14,538"
2020년07월_남_80~89세,"104,518","2,331","1,744","3,120","3,123","3,368","4,433","4,407","5,350","4,441","4,307","5,559","6,153","4,190","4,176","3,648","5,119","4,399","2,477","4,437","4,568","5,214","4,103","4,764","5,343","3,744"
2020년07월_남_90~99세,"10,824",375,262,502,315,354,456,364,504,410,435,594,577,456,456,406,558,360,207,427,464,403,477,521,562,379
2020년07월_남_100세 이상,"1,725",89,64,106,69,51,91,45,94,61,47,84,79,75,80,45,71,39,57,69,90,70,58,56,72,63
2020년07월_여_총인구수,"4,986,557","76,969","64,326","118,994","151,866","180,492","174,022","199,066","228,155","159,491","168,357","272,854","249,800","162,590","197,599","232,935","302,936","205,097","114,372","188,941","203,842","248,904","223,486","282,012","347,282","232,169"
2020년07월_여_연령구간인구수,"4,986,557","76,969","64,326","118,994","151,866","180,492","174,022","199,066","228,155","159,491","168,357","272,854","249,800","162,590","197,599","232,935","302,936","205,097","114,372","188,941","203,842","248,904","223,486","282,012","347,282","232,169"
2020년07월_여_0~9세,"312,997","3,852","3,488","6,691","10,278","10,036","10,450","11,386","14,638","7,993","9,472","16,740","15,104","9,940","12,681","15,903","20,389","14,299","6,403","12,536","12,555","11,472","16,781","18,046","25,086","16,778"
2020년07월_여_10~19세,"388,511","5,578","3,542","7,809","10,313","13,039","12,097","13,421","18,800","10,994","12,802","26,295","19,302","12,101","14,344","24,623","22,470","14,829","7,428","11,710","13,953","14,462","22,237","28,412","29,288","18,662"
2020년07월_여_20~29세,"752,645","11,868","9,667","17,420","23,053","33,049","28,134","28,101","34,619","22,027","21,693","35,825","34,486","25,950","33,747","29,549","46,667","28,349","17,960","30,798","34,584","56,215","29,093","39,065","49,728","30,998"
2020년07월_여_30~39세,"746,248","10,088","10,142","19,090","25,313","28,843","24,521","28,189","30,589","18,776","20,510","33,125","34,907","22,728","34,350","30,097","49,532","31,217","15,816","32,893","31,201","39,557","35,076","45,240","58,534","35,914"
2020년07월_여_40~49세,"779,950","11,580","9,009","18,280","22,857","27,064","24,923","28,178","36,158","23,396","25,013","46,041","39,189","24,206","31,706","41,646","45,980","31,037","15,973","27,237","29,902","32,511","41,284","53,211","56,925","36,644"
2020년07월_여_50~59세,"779,697","12,777","10,276","18,513","23,933","28,189","26,746","35,363","35,365","27,184","30,164","45,507","40,106","25,511","27,590","38,722","45,714","32,105","20,220","27,696","30,578","34,507","32,161","40,057","53,394","37,319"
2020년07월_여_60~69세,"644,195","9,887","8,648","14,798","18,485","21,861","23,614","29,185","28,652","24,178","25,464","35,624","33,976","20,000","20,937","29,225","40,368","28,908","16,488","23,614","26,208","31,235","25,466","31,651","43,456","32,267"
2020년07월_여_70~79세,"380,868","6,969","5,854","9,764","11,417","12,083","15,447","16,897","19,024","16,947","14,941","21,195","21,730","14,033","14,166","14,922","20,497","16,462","9,551","14,580","16,322","19,989","14,461","17,756","20,335","15,526"
2020년07월_여_80~89세,"165,958","3,504","2,966","5,276","5,209","5,251","6,755","6,984","8,539","6,749","6,999","10,509","9,163","6,757","6,671","6,861","9,299","6,665","3,813","6,562","7,023","7,431","5,448","6,658","8,446","6,420"
2020년07월_여_90~99세,"30,641",688,599,"1,094",838,915,"1,123","1,205","1,487","1,064","1,171","1,801","1,501","1,156","1,160","1,256","1,864","1,092",601,"1,110","1,300","1,278","1,316","1,685","1,879","1,458"
2020년07월_여_100세 이상,"4,847",178,135,259,170,162,212,157,284,183,128,192,336,208,247,131,156,134,119,205,216,247,163,231,211,183
