카테고리,서울특별시,서울특별시 종로구,서울특별시 중구,서울특별시 용산구,서울특별시 성동구,서울특별시 광진구,서울특별시 동대문구,서울특별시 중랑구,서울특별시 성북구,서울특별시 강북구,서울특별시 도봉구,서울특별시 노원구,서울특별시 은평구,서울특별시 서대문구,서울특별시 마포구,서울특별시 양천구,서울특별시 강서구,서울특별시 구로구,서울특별시 금천구,서울특별시 영등포구,서울특별시 동작구,서울특별시 관악구,서울특별시 서초구,서울특별시 강남구,서울특별시 송파구,서울특별시 강동구
2020년07월_계_총인구수,"9,715,429","150,183","125,970","229,432","296,896","349,258","345,156","394,293","441,188","311,198","328,822","527,981","481,184","312,264","374,036","457,543","586,279","405,260","231,939","374,097","394,905","499,729","428,252","540,636","671,589","457,339"
2020년07월_계_연령구간인구수,"9,715,429","150,183","125,970","229,432","296,896","349,258","345,156","394,293","441,188","311,198","328,822","527,981","481,184","312,264","374,036","457,543","586,279","405,260","231,939","374,097","394,905","499,729","428,252","540,636","671,589","457,339"
2020년07월_계_0~9세,"643,327","7,825","7,079","13,858","21,038","20,486","21,379","23,574","29,881","16,552","19,565","34,557","30,916","20,368","25,719","32,673","41,629","29,240","13,107","25,502","25,623","23,610","34,813","37,580","51,958","34,795"
2020년07월_계_10~19세,"797,290","11,246","7,097","15,897","20,659","26,555","24,448","27,414","38,215","22,661","26,377","54,561","39,424","24,204","28,993","51,364","45,890","30,632","15,049","24,455","28,646","29,649","45,295","59,295","59,916","39,348"
2020년07월_계_20~29세,"1,465,057","23,436","18,570","33,262","45,597","62,624","56,186","55,983","67,068","43,225","44,218","73,807","66,708","50,100","61,779","60,545","87,438","55,650","36,615","58,198","66,937","109,885","55,999","74,888","94,960","61,379"
2020년07월_계_30~39세,"1,493,859","20,125","20,323","38,096","49,760","56,967","50,808","58,291","61,044","39,594","41,954","66,120","69,516","45,126","65,173","59,257","100,609","63,700","35,490","67,767","63,195","88,113","64,949","83,479","112,713","71,690"
2020년07월_계_40~49세,"1,545,423","22,569","18,363","35,883","45,846","53,492","51,547","58,239","71,199","47,905","49,523","87,864","77,485","47,846","61,826","79,900","92,216","63,800","33,435","55,956","59,880","69,715","77,953","99,469","109,945","73,567"
2020년07월_계_50~59세,"1,531,558","25,645","20,922","36,668","47,765","55,005","53,808","69,861","69,650","53,133","57,684","88,319","77,331","49,530","54,299","77,009","87,553","63,446","40,701","56,411","58,825","68,746","63,129","79,981","103,405","72,732"
2020년07월_계_60~69세,"1,220,667","19,608","17,221","28,167","35,886","41,684","45,702","56,685","54,114","45,202","48,819","66,661","63,053","37,767","38,913","56,323","75,292","54,744","32,362","45,960","48,528","58,392","47,266","58,364","82,437","61,517"
2020년07월_계_70~79세,"699,735","12,564","10,625","17,244","20,621","22,344","28,208","31,084","33,759","30,018","27,595","37,353","38,942","24,481","24,544","28,125","38,585","31,359","17,906","27,038","29,610","36,976","27,283","33,665","39,742","30,064"
2020년07월_계_80~89세,"270,476","5,835","4,710","8,396","8,332","8,619","11,188","11,391","13,889","11,190","11,306","16,068","15,316","10,947","10,847","10,509","14,418","11,064","6,290","10,999","11,591","12,645","9,551","11,422","13,789","10,164"
2020년07월_계_90~99세,"41,465","1,063",861,"1,596","1,153","1,269","1,579","1,569","1,991","1,474","1,606","2,395","2,078","1,612","1,616","1,662","2,422","1,452",808,"1,537","1,764","1,681","1,793","2,206","2,441","1,837"
2020년07월_계_100세 이상,"6,572",267,199,365,239,213,303,202,378,244,175,276,415,283,327,176,227,173,176,274,306,317,221,287,283,246
2020년07월_남_총인구수,"4,728,872","73,214","61,644","110,438","145,030","168,766","171,134","195,227","213,033","151,707","160,465","255,127","231,384","149,674","176,437","224,608","283,343","200,163","117,567","185,156","191,063","250,825","204,766","258,624","324,307","225,170"
2020년07월_남_연령구간인구수,"4,728,872","73,214","61,644","110,438","145,030","168,766","171,134","195,227","213,033","151,707","160,465","255,127","231,384","149,674","176,437","224,608","283,343","200,163","117,567","185,156","191,063","250,825","204,766","258,624","324,307","225,170"
