카테고리,대구광역시 서구,대구광역시 서구 내당1동,대구광역시 서구 내당2.3동,대구광역시 서구 내당4동,대구광역시 서구 비산1동,대구광역시 서구 비산2.3동,대구광역시 서구 비산4동,대구광역시 서구 비산5동,대구광역시 서구 비산6동,대구광역시 서구 비산7동,대구광역시 서구 평리1동,대구광역시 서구 평리2동,대구광역시 서구 평리3동,대구광역시 서구 평리4동,대구광역시 서구 평리5동,대구광역시 서구 평리6동,대구광역시 서구 상중이동,대구광역시 서구 원대동
2020년05월_계_총인구수,"173,278","8,834","10,406","17,225","9,970","9,845","10,194","6,547","7,890","11,106","8,048","8,283","10,318","18,446","2,002","5,426","20,723","8,015"
2020년05월_계_연령구간인구수,"173,278","8,834","10,406","17,225","9,970","9,845","10,194","6,547","7,890","11,106","8,048","8,283","10,318","18,446","2,002","5,426","20,723","8,015"
2020년05월_계_0~9세,"8,004",359,365,802,321,316,396,209,220,389,302,654,360,"1,396",93,171,"1,362",289
2020년05월_계_10~19세,"11,442",549,564,"1,309",664,527,658,380,505,617,512,602,659,"1,250",124,346,"1,732",444
2020년05월_계_20~29세,"22,118","1,360","1,316","2,492","1,181","1,088","1,335",697,"1,046","1,353","1,032",944,"1,321","2,358",242,654,"2,706",993
2020년05월_계_30~39세,"18,110",988,997,"2,024",916,825,"1,003",637,726,"1,045",758,994,"1,034","2,417",204,502,"2,300",740
2020년05월_계_40~49세,"23,611","1,102","1,357","2,323","1,389","1,199","1,349",834,"1,062","1,493","1,073","1,254","1,411","2,622",268,711,"3,048","1,116"
2020년05월_계_50~59세,"35,132","1,736","2,068","3,237","2,150","1,988","2,067","1,325","1,698","2,507","1,680","1,540","2,268","3,542",416,"1,196","4,058","1,656"
2020년05월_계_60~69세,"30,263","1,539","1,951","2,818","1,756","1,873","1,860","1,272","1,444","2,031","1,450","1,310","1,855","2,854",386,"1,078","3,350","1,436"
2020년05월_계_70~79세,"17,081",829,"1,234","1,540","1,111","1,384","1,047",821,812,"1,209",856,702,994,"1,380",200,521,"1,517",924
2020년05월_계_80~89세,"6,665",333,500,605,420,564,427,344,339,421,343,252,364,540,56,226,547,384
2020년05월_계_90~99세,753,30,47,73,54,63,41,27,31,37,36,30,49,83,7,21,91,33
2020년05월_계_100세 이상,99,9,7,2,8,18,11,1,7,4,6,1,3,4,6,0,12,0
2020년05월_남_총인구수,"86,892","4,359","5,109","8,347","5,093","4,919","5,016","3,354","3,900","5,890","4,068","4,050","5,224","9,130","1,046","2,881","10,429","4,077"
2020년05월_남_연령구간인구수,"86,892","4,359","5,109","8,347","5,093","4,919","5,016","3,354","3,900","5,890","4,068","4,050","5,224","9,130","1,046","2,881","10,429","4,077"
2020년05월_남_0~9세,"4,109",197,191,409,160,174,193,113,112,205,156,339,194,687,50,85,713,131
2020년05월_남_10~19세,"6,009",293,299,672,363,287,348,204,270,316,282,293,366,642,64,185,906,219
2020년05월_남_20~29세,"12,159",713,697,"1,351",664,600,706,379,582,794,590,505,714,"1,291",141,384,"1,481",567
2020년05월_남_30~39세,"10,237",546,589,"1,124",537,490,609,389,427,582,441,515,600,"1,277",115,321,"1,244",431
2020년05월_남_40~49세,"12,648",566,754,"1,135",799,686,713,462,536,895,589,647,777,"1,343",150,416,"1,550",630
2020년05월_남_50~59세,"17,606",825,"1,044","1,460","1,107","1,034",996,725,852,"1,403",868,746,"1,136","1,720",208,622,"2,000",860
2020년05월_남_60~69세,"14,219",714,875,"1,279",841,885,847,590,655,993,675,604,892,"1,346",190,561,"1,593",679
2020년05월_남_70~79세,"7,449",382,485,688,465,551,452,359,342,550,345,305,421,640,99,226,730,409
2020년05월_남_80~89세,"2,288",115,164,207,147,199,145,125,116,146,113,91,116,169,27,74,190,144
2020년05월_남_90~99세,145,6,9,22,7,13,4,8,6,5,6,4,8,15,1,7,17,7
2020년05월_남_100세 이상,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020년05월_여_총인구수,"86,386","4,475","5,297","8,878","4,877","4,926","5,178","3,193","3,990","5,216","3,980","4,233","5,094","9,316",956,"2,545","10,294","3,938"
2020년05월_여_연령구간인구수,"86,386","4,475","5,297","8,878","4,877","4,926","5,178","3,193","3,990","5,216","3,980","4,233","5,094","9,316",956,"2,545","10,294","3,938"
2020년05월_여_0~9세,"3,895",162,174,393,161,142,203,96,108,184,146,315,166,709,43,86,649,158
2020년05월_여_10~19세,"5,433",256,265,637,301,240,310,176,235,301,230,309,293,608,60,161,826,225
2020년05월_여_20~29세,"9,959",647,619,"1,141",517,488,629,318,464,559,442,439,607,"1,067",101,270,"1,225",426
2020년05월_여_30~39세,"7,873",442,408,900,379,335,394,248,299,463,317,479,434,"1,140",89,181,"1,056",309
2020년05월_여_40~49세,"10,963",536,603,"1,188",590,513,636,372,526,598,484,607,634,"1,279",118,295,"1,498",486
2020년05월_여_50~59세,"17,526",911,"1,024","1,777","1,043",954,"1,071",600,846,"1,104",812,794,"1,132","1,822",208,574,"2,058",796
2020년05월_여_60~69세,"16,044",825,"1,076","1,539",915,988,"1,013",682,789,"1,038",775,706,963,"1,508",196,517,"1,757",757
2020년05월_여_70~79세,"9,632",447,749,852,646,833,595,462,470,659,511,397,573,740,101,295,787,515
2020년05월_여_80~89세,"4,377",218,336,398,273,365,282,219,223,275,230,161,248,371,29,152,357,240
2020년05월_여_90~99세,608,24,38,51,47,50,37,19,25,32,30,26,41,68,6,14,74,26
2020년05월_여_100세 이상,76,7,5,2,5,18,8,1,5,3,3,0,3,4,5,0,7,0
