카테고리,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2021년02월_계_총인구수,"938,819","241,217","13,517","20,284","11,348","15,593","15,704","13,532","13,482","12,623","16,176","15,853","9,472","9,983","11,092","45,814","4,816","8,725","3,203","216,128","34,008","14,056","7,007","24,844","10,624","24,495","25,861","13,738","12,533","21,127","27,835","481,474","26,401","18,061","10,619","14,048","19,769","31,053","15,933","15,548","32,356","18,741","25,911","13,687","17,593","16,764","29,069","23,876","24,835","27,608","28,767","17,777","31,425","21,633"
2021년02월_계_연령구간인구수,"938,819","241,217","13,517","20,284","11,348","15,593","15,704","13,532","13,482","12,623","16,176","15,853","9,472","9,983","11,092","45,814","4,816","8,725","3,203","216,128","34,008","14,056","7,007","24,844","10,624","24,495","25,861","13,738","12,533","21,127","27,835","481,474","26,401","18,061","10,619","14,048","19,769","31,053","15,933","15,548","32,356","18,741","25,911","13,687","17,593","16,764","29,069","23,876","24,835","27,608","28,767","17,777","31,425","21,633"
2021년02월_계_0~9세,"67,946","15,568",497,"1,789",432,501,737,611,676,388,791,"1,047",432,580,716,"4,981",516,717,157,"13,107","1,572",865,425,"1,283",648,"1,284","1,658",528,558,"1,435","2,851","39,271","1,991","1,284","1,186","1,050","1,438","2,041",914,"1,318","2,443","1,426","2,262","1,014","1,292","1,274","2,176","2,982","2,696","2,847","1,905","1,329","2,222","2,181"
2021년02월_계_10~19세,"87,251","17,402",728,"1,620",644,768,"1,085",926,"1,186",671,"1,092","1,279",752,918,451,"4,155",448,522,157,"16,427","1,938",873,454,"1,936","1,016","1,962","1,810",957,881,"1,767","2,833","53,422","2,945","2,213","1,955","2,411","1,928","3,319","1,377","1,768","4,351","2,295","3,133","1,839","1,286","1,790","2,055","3,442","3,048","3,097","2,354","1,675","2,719","2,422"
2021년02월_계_20~29세,"131,574","35,099","1,995","2,630","1,746","2,804","2,505","1,948","2,056","1,766","2,333","2,155","1,212","1,399","2,252","5,624",746,"1,406",522,"31,126","5,888","1,555",950,"3,795","1,812","3,635","3,491","1,752","1,790","3,097","3,361","65,349","3,712","2,467",956,"1,860","3,127","4,715","2,046","2,015","4,570","2,767","3,369","1,789","2,738","2,107","4,155","2,345","3,044","3,808","4,040","2,727","4,542","2,450"
2021년02월_계_30~39세,"136,321","35,800","1,798","3,389","1,559","2,168","2,154","1,713","1,624","1,469","2,125","2,219","1,187","1,113","2,610","7,373",892,"1,888",519,"31,116","5,857","1,903","1,104","3,461","1,367","3,042","4,002","1,621","1,564","2,889","4,306","69,405","3,581","2,429",869,"1,546","3,477","4,960","2,953","2,318","4,227","2,378","3,589","1,346","2,852","2,091","5,332","3,056","3,553","3,755","4,673","2,767","4,520","3,133"
2021년02월_계_40~49세,"156,564","37,481","2,015","3,070","1,743","2,131","2,274","2,004","2,127","1,756","2,309","2,465","1,556","1,642","2,009","8,093",775,"1,084",428,"32,848","4,813","2,196","1,036","3,747","1,625","3,671","3,985","1,971","1,788","3,049","4,967","86,235","4,637","3,724","2,626","3,151","3,216","5,977","2,650","2,824","6,318","3,244","4,610","2,371","2,757","2,756","4,349","5,309","4,666","4,695","4,389","2,956","4,961","4,049"
2021년02월_계_50~59세,"155,843","41,092","2,530","3,493","2,152","2,718","2,800","2,572","2,380","2,551","2,884","2,751","1,633","1,742","1,342","7,136",611,"1,317",480,"38,085","5,547","2,603","1,211","4,323","1,769","4,454","4,612","2,888","2,532","3,936","4,210","76,666","4,288","2,859","1,485","2,143","2,968","4,830","2,398","2,413","5,064","3,326","4,163","2,415","2,682","2,585","4,553","3,429","3,985","4,796","4,568","2,946","5,255","3,515"
2021년02월_계_60~69세,"115,128","33,912","2,279","2,722","1,738","2,442","2,304","2,143","1,844","2,220","2,630","2,179","1,428","1,418","1,077","5,364",521,"1,066",537,"31,152","4,726","2,339","1,091","3,673","1,329","3,485","3,776","2,364","2,020","3,144","3,205","50,064","2,927","1,402",757,"1,117","2,123","2,520","1,759","1,447","2,781","1,945","2,652","1,631","2,287","2,261","3,796","2,003","2,368","2,843","3,551","1,850","3,558","2,486"
2021년02월_계_70~79세,"58,252","17,248","1,142","1,121",965,"1,442","1,243","1,098","1,070","1,248","1,452","1,190",907,825,464,"2,064",212,518,287,"15,402","2,518","1,192",482,"1,831",733,"2,053","1,782","1,160",976,"1,248","1,427","25,602","1,458",934,473,492,"1,016","1,679","1,043",814,"1,557",832,"1,368",801,"1,138","1,194","1,730",884,980,"1,200","2,006",943,"2,111",949
