카테고리,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2021년07월_계_총인구수,"355,589","15,898","9,870","20,779","22,109","20,253","12,349","22,063","20,973","22,870","17,667","23,266","10,315","11,397","19,319","16,943","16,830","11,128","29,033","12,026","20,501"
2021년07월_계_연령구간인구수,"355,589","15,898","9,870","20,779","22,109","20,253","12,349","22,063","20,973","22,870","17,667","23,266","10,315","11,397","19,319","16,943","16,830","11,128","29,033","12,026","20,501"
2021년07월_계_0~9세,"20,605",649,613,"1,415","1,272","1,153",525,"1,421",926,"1,931","1,104","1,134",729,641,839,983,"1,196",591,"1,777",490,"1,216"
2021년07월_계_10~19세,"24,394",566,460,"1,823","1,562","1,496",539,"1,294","1,143","1,884","1,857","1,884",695,886,"1,181","1,375",981,836,"2,438",463,"1,031"
2021년07월_계_20~29세,"52,034","3,538","1,935","2,097","2,187","2,857","2,953","4,662","3,469","2,532","1,972","2,844","1,311","1,242","3,091","2,087","3,150","1,526","3,547","2,506","2,528"
2021년07월_계_30~39세,"47,385","2,569","1,716","2,261","2,394","2,469","2,197","4,318","2,964","3,031","1,634","2,314","1,632","1,253","2,197","1,807","2,694","1,140","3,336","2,311","3,148"
2021년07월_계_40~49세,"50,708","1,787","1,495","3,319","3,108","2,947","1,668","3,092","2,928","3,752","2,828","3,304","1,474","1,684","2,618","2,378","2,380","1,482","4,134","1,549","2,781"
2021년07월_계_50~59세,"57,041","2,485","1,504","3,282","3,608","3,555","1,537","2,711","3,017","3,749","3,289","4,294","1,457","2,183","3,224","2,814","2,485","1,902","5,165","1,656","3,124"
2021년07월_계_60~69세,"57,018","2,409","1,329","3,536","4,055","3,128","1,528","2,419","3,393","3,313","2,852","4,209","1,671","1,978","3,424","3,021","2,190","1,971","5,213","1,677","3,702"
2021년07월_계_70~79세,"31,527","1,291",556,"2,089","2,685","1,729",932,"1,411","2,122","1,901","1,497","2,149",931,"1,052","1,949","1,739","1,196","1,144","2,273",892,"1,989"
2021년07월_계_80~89세,"13,345",550,220,849,"1,110",826,420,659,927,702,565,993,383,432,726,655,508,493,"1,034",424,869
2021년07월_계_90~99세,"1,468",53,41,106,122,91,47,73,83,71,65,139,32,46,70,78,50,43,113,56,89
2021년07월_계_100세 이상,64,1,1,2,6,2,3,3,1,4,4,2,0,0,0,6,0,0,3,2,24
2021년07월_남_총인구수,"171,638","7,971","4,911","9,823","10,693","9,551","5,638","10,574","9,873","11,219","8,689","11,113","4,925","5,585","9,672","8,211","8,076","5,443","14,032","5,704","9,935"
2021년07월_남_연령구간인구수,"171,638","7,971","4,911","9,823","10,693","9,551","5,638","10,574","9,873","11,219","8,689","11,113","4,925","5,585","9,672","8,211","8,076","5,443","14,032","5,704","9,935"
2021년07월_남_0~9세,"10,441",310,325,695,660,578,270,717,479,"1,024",569,546,365,333,408,497,612,279,918,227,629
2021년07월_남_10~19세,"12,354",301,224,925,856,746,253,643,577,952,941,962,353,433,601,697,462,430,"1,219",236,543
2021년07월_남_20~29세,"25,324","1,574",924,"1,087","1,164","1,409","1,169","2,057","1,602","1,300","1,090","1,537",626,676,"1,680","1,112","1,399",816,"1,865","1,075","1,162"
2021년07월_남_30~39세,"24,163","1,384",905,"1,162","1,218","1,187","1,026","2,208","1,490","1,495",836,"1,197",820,656,"1,182",923,"1,365",617,"1,663","1,183","1,646"
2021년07월_남_40~49세,"25,715","1,005",804,"1,575","1,578","1,439",849,"1,589","1,425","1,900","1,358","1,617",744,857,"1,432","1,173","1,249",755,"2,071",792,"1,503"
2021년07월_남_50~59세,"27,711","1,358",734,"1,536","1,753","1,685",786,"1,326","1,460","1,825","1,630","2,013",692,"1,066","1,608","1,327","1,233",934,"2,400",840,"1,505"
2021년07월_남_60~69세,"26,756","1,227",654,"1,566","1,818","1,480",707,"1,159","1,539","1,591","1,360","1,981",746,954,"1,604","1,373",996,923,"2,508",799,"1,771"
2021년07월_남_70~79세,"13,993",597,257,918,"1,197",716,398,616,930,867,692,912,412,457,880,816,556,501,"1,031",382,858
2021년07월_남_80~89세,"4,870",205,74,331,422,283,169,243,361,247,205,326,161,146,268,272,195,180,335,155,292
2021년07월_남_90~99세,298,9,10,27,26,27,10,16,10,17,8,22,6,7,9,21,9,8,22,14,20
2021년07월_남_100세 이상,13,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6
2021년07월_여_총인구수,"183,951","7,927","4,959","10,956","11,416","10,702","6,711","11,489","11,100","11,651","8,978","12,153","5,390","5,812","9,647","8,732","8,754","5,685","15,001","6,322","10,566"
2021년07월_여_연령구간인구수,"183,951","7,927","4,959","10,956","11,416","10,702","6,711","11,489","11,100","11,651","8,978","12,153","5,390","5,812","9,647","8,732","8,754","5,685","15,001","6,322","10,566"
2021년07월_여_0~9세,"10,164",339,288,720,612,575,255,704,447,907,535,588,364,308,431,486,584,312,859,263,587
2021년07월_여_10~19세,"12,040",265,236,898,706,750,286,651,566,932,916,922,342,453,580,678,519,406,"1,219",227,488
2021년07월_여_20~29세,"26,710","1,964","1,011","1,010","1,023","1,448","1,784","2,605","1,867","1,232",882,"1,307",685,566,"1,411",975,"1,751",710,"1,682","1,431","1,366"
2021년07월_여_30~39세,"23,222","1,185",811,"1,099","1,176","1,282","1,171","2,110","1,474","1,536",798,"1,117",812,597,"1,015",884,"1,329",523,"1,673","1,128","1,502"
2021년07월_여_40~49세,"24,993",782,691,"1,744","1,530","1,508",819,"1,503","1,503","1,852","1,470","1,687",730,827,"1,186","1,205","1,131",727,"2,063",757,"1,278"
2021년07월_여_50~59세,"29,330","1,127",770,"1,746","1,855","1,870",751,"1,385","1,557","1,924","1,659","2,281",765,"1,117","1,616","1,487","1,252",968,"2,765",816,"1,619"
