카테고리,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2020년07월_계_총인구수,"1,077,347","474,118","15,300","23,871","45,155","21,946","11,563","11,220","22,248","20,492","30,718","36,644","15,832","38,439","33,740","19,441","22,424","32,827","46,539","23,131","2,588","299,328","34,466","47,822","23,981","39,456","31,155","20,941","24,607","16,726","10,674","26,630","22,870","303,901","28,000","18,928","36,329","52,738","28,308","29,554","36,170","21,808","52,066"
2020년07월_계_연령구간인구수,"1,077,347","474,118","15,300","23,871","45,155","21,946","11,563","11,220","22,248","20,492","30,718","36,644","15,832","38,439","33,740","19,441","22,424","32,827","46,539","23,131","2,588","299,328","34,466","47,822","23,981","39,456","31,155","20,941","24,607","16,726","10,674","26,630","22,870","303,901","28,000","18,928","36,329","52,738","28,308","29,554","36,170","21,808","52,066"
2020년07월_계_0~9세,"83,989","39,100",603,"3,247","5,624","1,363",672,"1,527","2,217","2,519","2,368","2,232",936,"2,137","2,806",769,"1,527","2,394","2,925","3,151",83,"21,379","3,401","3,563","1,298","3,360","2,143",949,"1,484","1,247","1,347","1,165","1,422","23,510","2,128",996,"2,685","4,869","1,983","2,050","2,325","1,667","4,807"
2020년07월_계_10~19세,"106,613","41,951","1,277","1,899","3,848","1,936","1,101",777,"1,428","1,499","3,246","2,864","1,281","3,775","3,899","1,288","2,145","2,964","5,009","1,554",161,"30,117","4,660","4,660","2,197","4,617","2,899","1,370","3,327","2,249",941,"1,605","1,592","34,545","2,774","1,564","5,896","5,753","3,366","3,310","3,085","2,359","6,438"
2020년07월_계_20~29세,"150,981","62,917","2,174","2,332","5,087","2,967","1,452","1,509","2,708","2,348","3,575","4,368","2,149","6,337","4,669","2,946","3,180","5,057","7,041","2,571",447,"44,958","4,706","7,067","4,090","5,447","5,023","3,414","3,863","2,304","1,142","4,982","2,920","43,106","4,028","2,837","4,945","7,589","3,717","3,858","6,357","3,127","6,648"
2020년07월_계_30~39세,"142,803","67,261","1,513","4,190","7,925","2,550","1,319","2,384","4,265","4,549","3,454","4,232","1,818","4,282","4,335","2,298","2,794","4,972","5,209","4,908",264,"38,509","3,758","5,719","2,952","4,798","4,641","3,467","2,276","1,609","1,653","4,719","2,917","37,033","3,309","1,991","3,501","7,303","3,291","3,421","5,344","2,930","5,943"
2020년07월_계_40~49세,"184,397","79,076","2,278","4,284","8,342","3,597","1,811","1,816","3,573","3,556","5,409","5,781","2,354","6,141","6,438","2,900","3,687","5,153","7,789","3,854",313,"51,983","6,930","7,587","3,734","7,036","5,196","3,822","4,288","3,003","1,961","4,911","3,515","53,338","4,540","2,672","7,363","9,491","4,832","4,936","5,695","3,837","9,972"
2020년07월_계_50~59세,"193,810","82,259","3,197","3,300","6,305","4,250","2,111","1,528","3,249","2,572","5,042","6,930","3,202","7,588","5,780","4,121","4,255","6,036","9,265","3,048",480,"55,692","6,144","9,297","4,587","6,951","5,711","3,829","4,857","3,152","1,865","4,752","4,547","55,859","5,258","4,253","6,541","9,504","5,011","5,284","6,740","3,952","9,316"
2020년07월_계_60~69세,"116,196","54,697","2,313","2,718","4,490","2,821","1,559",923,"2,605","1,973","3,973","5,594","2,219","3,959","2,974","2,850","2,660","3,287","4,973","2,357",449,"31,276","2,780","5,376","2,855","4,045","3,200","2,191","2,472","1,524","1,125","2,349","3,359","30,223","3,126","2,595","3,053","4,395","2,970","3,087","3,699","2,192","5,106"
2020년07월_계_70~79세,"61,597","30,171","1,249","1,294","2,420","1,582",954,485,"1,508","1,020","2,446","3,092","1,210","2,568","1,714","1,434","1,370","1,848","2,618","1,097",262,"15,477","1,353","2,720","1,445","1,998","1,483","1,146","1,208",851,445,"1,232","1,596","15,949","1,818","1,251","1,359","2,318","1,752","1,987","1,857","1,107","2,500"
