카테고리,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2021년05월_계_총인구수,"475,406","22,731","15,203","17,372","16,408","16,255","12,407","27,451","19,168","12,074","23,902","21,596","25,043","11,231","15,041","21,570","41,634","15,799","50,483","3,777","17,084","36,251","12,901","20,025"
2021년05월_계_연령구간인구수,"475,406","22,731","15,203","17,372","16,408","16,255","12,407","27,451","19,168","12,074","23,902","21,596","25,043","11,231","15,041","21,570","41,634","15,799","50,483","3,777","17,084","36,251","12,901","20,025"
2021년05월_계_0~9세,"36,951","2,091",701,846,"1,075",982,611,"1,686","1,158",819,"1,863","1,125","1,409",379,778,"1,784","5,281","1,285","6,126",93,"1,604","3,137",945,"1,173"
2021년05월_계_10~19세,"48,810","3,029",994,"1,384","1,439","1,217",624,"2,391","1,267","1,106","2,655","1,639","2,017",544,"1,286","2,684","4,805","1,596","6,104",170,"3,380","4,269","1,306","2,904"
2021년05월_계_20~29세,"73,607","2,837","2,502","2,431","2,024","2,174","2,450","5,461","4,555","1,626","3,160","4,209","5,643","2,870","1,886","2,721","5,040","2,788","6,820",294,"1,663","5,474","2,350","2,629"
2021년05월_계_30~39세,"65,300","2,623","1,599","1,824","1,750","2,015","2,174","4,643","3,570","1,451","2,699","3,427","4,187","1,872","1,551","2,645","6,589","2,065","7,986",266,"1,365","5,339","1,977","1,683"
2021년05월_계_40~49세,"77,217","4,299","1,779","2,349","2,266","2,276","1,703","4,439","2,783","1,832","3,984","3,086","3,770","1,513","1,941","3,392","7,796","2,351","9,429",408,"4,005","6,308","2,089","3,419"
2021년05월_계_50~59세,"77,009","3,520","2,617","2,961","3,085","2,896","1,751","4,335","2,508","1,979","3,957","3,388","4,017","1,898","2,816","3,902","5,737","2,779","7,608",687,"2,472","6,289","2,242","3,565"
2021년05월_계_60~69세,"56,894","2,540","2,762","3,088","2,810","2,625","1,688","2,761","1,974","1,809","3,163","3,017","2,625","1,336","2,600","2,988","4,044","1,671","3,827",777,"1,337","3,608","1,286","2,558"
2021년05월_계_70~79세,"26,210","1,230","1,550","1,670","1,295","1,416",932,"1,104",932,996,"1,669","1,179",892,557,"1,291",931,"1,590",807,"1,709",587,817,"1,192",467,"1,397"
2021년05월_계_80~89세,"11,627",489,616,732,578,569,415,551,357,395,662,462,434,225,756,449,643,400,760,400,375,558,201,600
2021년05월_계_90~99세,"1,721",70,77,85,84,83,55,77,60,61,89,62,48,35,134,73,105,55,111,91,64,73,38,91
2021년05월_계_100세 이상,60,3,6,2,2,2,4,3,4,0,1,2,1,2,2,1,4,2,3,4,2,4,0,6
2021년05월_남_총인구수,"233,764","11,201","7,710","8,783","8,010","8,266","5,916","13,175","9,357","5,843","11,475","11,029","12,518","6,013","7,159","10,593","20,502","7,549","24,666","1,947","8,423","17,521","6,458","9,650"
2021년05월_남_연령구간인구수,"233,764","11,201","7,710","8,783","8,010","8,266","5,916","13,175","9,357","5,843","11,475","11,029","12,518","6,013","7,159","10,593","20,502","7,549","24,666","1,947","8,423","17,521","6,458","9,650"
2021년05월_남_0~9세,"19,079","1,071",385,461,569,533,321,894,584,420,936,617,705,197,381,912,"2,705",655,"3,141",57,816,"1,632",476,611
2021년05월_남_10~19세,"25,167","1,542",516,729,759,635,324,"1,261",650,550,"1,271",867,971,291,659,"1,451","2,459",840,"3,114",89,"1,773","2,214",679,"1,523"
2021년05월_남_20~29세,"37,511","1,455","1,384","1,353","1,088","1,163","1,112","2,509","2,098",813,"1,654","2,205","2,877","1,549","1,019","1,497","2,539","1,315","3,458",162,883,"2,680","1,302","1,396"
