카테고리,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2021년07월_계_총인구수,"1,183,615","270,044","23,488","42,819","29,245","29,535","42,117","20,072","19,586","28,322","18,801","16,059","365,157","10,245","23,518","18,887","40,412","37,974","24,458","45,597","46,434","24,747","48,887","27,298","16,700","183,198","5,892","10,431","19,580","22,631","26,328","10,921","20,199","17,044","39,521","10,651","365,216","17,846","14,900","36,109","21,701","38,945","35,157","26,364","32,699","31,214","27,970","52,918","29,393"
2021년07월_계_연령구간인구수,"1,183,615","270,044","23,488","42,819","29,245","29,535","42,117","20,072","19,586","28,322","18,801","16,059","365,157","10,245","23,518","18,887","40,412","37,974","24,458","45,597","46,434","24,747","48,887","27,298","16,700","183,198","5,892","10,431","19,580","22,631","26,328","10,921","20,199","17,044","39,521","10,651","365,216","17,846","14,900","36,109","21,701","38,945","35,157","26,364","32,699","31,214","27,970","52,918","29,393"
2021년07월_계_0~9세,"93,371","17,191","1,291","2,974","2,371","1,804","3,407",812,"1,107","1,415","1,352",658,"30,971",855,"1,102",877,"3,017","2,296","1,353","4,728","6,856","1,244","5,414","1,586","1,643","10,348",238,419,"1,634","1,437","1,930",387,842,"1,128","2,055",278,"34,861","1,090",832,"2,722","1,240","4,263","3,408","2,493","2,466","3,376","4,234","5,359","3,378"
2021년07월_계_10~19세,"116,340","27,850","1,826","4,165","3,418","3,074","6,780","1,177","1,713","2,678","2,010","1,009","32,792",593,"1,551","1,479","3,455","3,097","2,005","4,941","4,685","1,658","5,389","2,184","1,755","14,076",318,467,"1,335","2,068","2,873",677,"1,335","1,734","2,822",447,"41,622","1,815","1,468","4,303","2,183","3,639","4,677","2,126","4,261","4,007","3,254","6,786","3,103"
2021년07월_계_20~29세,"185,431","43,316","3,368","10,135","4,030","4,280","6,200","2,658","2,948","4,232","2,834","2,631","53,444","1,510","3,549","2,664","6,159","5,830","3,879","6,107","4,957","5,038","6,475","5,249","2,027","30,449",862,"1,800","2,763","3,157","4,026","1,348","3,208","3,612","8,158","1,515","58,222","2,997","2,471","6,435","3,730","6,521","4,826","5,393","6,540","4,449","3,246","8,449","3,165"
2021년07월_계_30~39세,"177,104","31,954","2,983","5,691","3,366","3,566","4,331","2,427","2,577","3,229","1,975","1,809","56,806","1,685","3,528","2,500","5,687","5,317","3,221","6,482","8,786","4,484","7,716","5,199","2,201","26,822",922,"1,619","3,339","2,582","3,429","1,121","2,869","2,189","7,425","1,327","61,522","2,356","1,906","5,488","3,162","7,175","5,363","6,711","4,372","4,875","5,370","9,424","5,320"
2021년07월_계_40~49세,"200,157","43,924","3,617","6,339","5,234","4,921","8,703","2,841","3,042","4,304","2,822","2,101","60,777","1,447","3,642","2,974","5,977","5,949","3,581","8,117","8,614","3,645","8,920","4,812","3,099","28,037",832,"1,446","2,942","3,656","4,347","1,540","2,885","2,689","6,310","1,390","67,419","2,833","2,340","6,732","3,628","7,325","6,856","4,189","5,944","5,743","5,652","10,523","5,654"
2021년07월_계_50~59세,"196,125","48,569","4,342","6,749","5,291","5,293","7,524","3,896","3,637","5,369","3,753","2,715","61,398","1,832","4,171","3,344","7,417","6,696","4,730","7,627","6,051","4,101","7,853","4,651","2,925","31,184","1,070","1,858","3,154","4,010","5,049","2,006","3,593","2,683","5,758","2,003","54,974","3,251","2,737","5,647","3,726","4,821","5,702","3,212","5,396","5,165","3,696","7,395","4,226"
2021년07월_계_60~69세,"128,279","32,504","3,479","4,022","3,202","3,569","3,022","3,642","2,712","3,960","2,239","2,657","42,475","1,330","3,511","2,919","5,347","5,258","3,502","4,544","4,065","2,936","4,828","2,331","1,904","24,248",916,"1,646","2,520","3,214","2,765","2,075","3,084","1,804","4,228","1,996","29,052","2,186","1,880","2,928","2,455","3,216","2,604","1,311","2,372","2,369","1,682","3,238","2,811"
2021년07월_계_70~79세,"56,611","15,668","1,667","1,699","1,473","1,968","1,328","1,786","1,214","1,968","1,015","1,550","17,482",658,"1,641","1,460","2,165","2,417","1,410","1,950","1,606","1,111","1,529",779,756,"12,049",478,782,"1,345","1,708","1,187","1,179","1,622",777,"1,837","1,134","11,412",911,832,"1,189","1,007","1,312","1,064",574,809,807,550,"1,191","1,166"
2021년07월_계_80~89세,"26,027","7,751",793,897,732,922,714,724,542,991,663,773,"7,788",289,707,584,"1,011",975,674,948,720,461,655,420,344,"5,244",231,334,488,706,631,520,678,366,815,475,"5,244",333,363,583,495,576,571,306,456,359,246,466,490
2021년07월_계_90~99세,"3,968","1,256",113,141,125,134,107,102,87,175,134,138,"1,167",45,103,82,167,133,100,150,91,67,101,84,44,696,22,53,56,88,85,65,77,61,107,82,849,70,66,79,72,95,80,46,82,62,37,85,75
2021년07월_계_100세 이상,202,61,9,7,3,4,1,7,7,1,4,18,57,1,13,4,10,6,3,3,3,2,7,3,2,45,3,7,4,5,6,3,6,1,6,4,39,4,5,3,3,2,6,3,1,2,3,2,5
2021년07월_남_총인구수,"595,883","135,998","11,839","22,653","14,402","14,487","21,015","10,259","9,727","14,284","9,060","8,272","184,424","5,142","12,116","9,536","20,450","19,353","12,332","22,521","23,135","12,644","24,027","14,711","8,457","92,352","3,094","5,584","9,862","11,009","12,928","5,571","10,078","8,563","19,972","5,691","183,109","8,960","7,391","18,683","10,598","19,712","17,278","13,942","16,723","15,733","13,980","25,918","14,191"
2021년07월_남_연령구간인구수,"595,883","135,998","11,839","22,653","14,402","14,487","21,015","10,259","9,727","14,284","9,060","8,272","184,424","5,142","12,116","9,536","20,450","19,353","12,332","22,521","23,135","12,644","24,027","14,711","8,457","92,352","3,094","5,584","9,862","11,009","12,928","5,571","10,078","8,563","19,972","5,691","183,109","8,960","7,391","18,683","10,598","19,712","17,278","13,942","16,723","15,733","13,980","25,918","14,191"
2021년07월_남_0~9세,"48,127","8,826",666,"1,510","1,209",903,"1,804",418,553,743,691,329,"15,975",439,571,416,"1,571","1,163",685,"2,407","3,591",640,"2,819",820,853,"5,228",119,215,837,703,"1,001",207,438,554,"1,010",144,"18,098",545,461,"1,417",666,"2,204","1,731","1,268","1,263","1,746","2,239","2,816","1,742"
2021년07월_남_10~19세,"60,096","14,563",942,"2,230","1,832","1,582","3,493",603,926,"1,409","1,010",536,"17,005",325,800,784,"1,794","1,620","1,022","2,594","2,357",881,"2,806","1,117",905,"7,189",169,231,643,"1,030","1,441",362,700,959,"1,414",240,"21,339",931,774,"2,195","1,099","1,906","2,414","1,103","2,228","2,037","1,677","3,398","1,577"
2021년07월_남_20~29세,"97,529","23,700","1,839","6,192","2,164","2,200","3,203","1,383","1,495","2,256","1,464","1,504","27,971",776,"1,880","1,433","3,331","3,096","2,042","3,160","2,483","2,519","3,369","2,815","1,067","15,668",455,996,"1,372","1,608","2,067",740,"1,695","1,986","4,019",730,"30,190","1,650","1,238","3,565","1,970","3,358","2,463","3,021","3,509","2,416","1,606","3,848","1,546"
2021년07월_남_30~39세,"92,497","16,818","1,591","3,065","1,658","1,860","2,116","1,385","1,355","1,769",956,"1,063","29,794",894,"2,047","1,369","2,972","2,959","1,736","3,218","4,285","2,465","3,711","3,002","1,136","14,571",496,923,"1,822","1,324","1,707",628,"1,612","1,141","4,137",781,"31,314","1,250","1,029","3,049","1,673","3,607","2,630","3,782","2,335","2,401","2,546","4,476","2,536"
2021년07월_남_40~49세,"100,766","21,722","1,852","3,157","2,481","2,397","4,055","1,553","1,544","2,198","1,309","1,176","31,397",755,"1,963","1,553","3,071","3,153","1,861","4,024","4,557","1,879","4,307","2,699","1,575","14,534",494,839,"1,560","1,801","2,055",849,"1,546","1,292","3,254",844,"33,113","1,361","1,154","3,367","1,679","3,829","3,237","2,143","2,800","2,812","2,854","5,066","2,811"
2021년07월_남_50~59세,"97,915","24,271","2,198","3,377","2,598","2,616","3,915","1,987","1,775","2,669","1,710","1,426","30,299",890,"2,107","1,668","3,633","3,368","2,340","3,681","2,900","2,073","3,687","2,479","1,473","15,834",588,"1,000","1,586","1,948","2,458","1,073","1,770","1,301","2,942","1,168","27,511","1,620","1,307","2,886","1,766","2,486","2,810","1,621","2,761","2,577","1,857","3,847","1,973"
2021년07월_남_60~69세,"63,464","16,049","1,716","2,036","1,527","1,707","1,597","1,788","1,319","1,961","1,170","1,228","21,003",640,"1,673","1,408","2,696","2,545","1,736","2,232","1,995","1,496","2,358","1,267",957,"11,869",458,866,"1,212","1,542","1,422","1,007","1,406",858,"2,056","1,042","14,543","1,048",927,"1,464","1,141","1,534","1,330",662,"1,304","1,264",857,"1,722","1,290"
2021년07월_남_70~79세,"25,356","6,906",732,736,646,825,558,828,543,887,451,700,"8,018",303,763,673,"1,000","1,084",668,849,720,522,728,351,357,"5,383",216,367,625,758,535,515,674,326,838,529,"5,049",427,368,545,432,579,422,223,348,354,258,559,534
2021년07월_남_80~89세,"9,196","2,819",274,306,262,366,254,294,191,337,257,278,"2,691",111,275,214,354,335,219,318,226,154,220,146,119,"1,902",90,123,193,268,221,177,224,135,282,189,"1,784",116,121,184,156,190,219,107,161,117,79,166,168
2021년07월_남_90~99세,891,309,27,43,24,30,20,18,23,55,39,30,258,9,32,17,27,28,23,38,20,15,19,15,15,163,8,21,12,25,19,12,13,11,19,23,161,11,11,11,15,19,20,11,14,9,7,20,13
2021년07월_남_100세 이상,46,15,2,1,1,1,0,2,3,0,3,2,13,0,5,1,1,2,0,0,1,0,3,0,0,11,1,3,0,2,2,1,0,0,1,1,7,1,1,0,1,0,2,1,0,0,0,0,1
2021년07월_여_총인구수,"587,732","134,046","11,649","20,166","14,843","15,048","21,102","9,813","9,859","14,038","9,741","7,787","180,733","5,103","11,402","9,351","19,962","18,621","12,126","23,076","23,299","12,103","24,860","12,587","8,243","90,846","2,798","4,847","9,718","11,622","13,400","5,350","10,121","8,481","19,549","4,960","182,107","8,886","7,509","17,426","11,103","19,233","17,879","12,422","15,976","15,481","13,990","27,000","15,202"
2021년07월_여_연령구간인구수,"587,732","134,046","11,649","20,166","14,843","15,048","21,102","9,813","9,859","14,038","9,741","7,787","180,733","5,103","11,402","9,351","19,962","18,621","12,126","23,076","23,299","12,103","24,860","12,587","8,243","90,846","2,798","4,847","9,718","11,622","13,400","5,350","10,121","8,481","19,549","4,960","182,107","8,886","7,509","17,426","11,103","19,233","17,879","12,422","15,976","15,481","13,990","27,000","15,202"
2021년07월_여_0~9세,"45,244","8,365",625,"1,464","1,162",901,"1,603",394,554,672,661,329,"14,996",416,531,461,"1,446","1,133",668,"2,321","3,265",604,"2,595",766,790,"5,120",119,204,797,734,929,180,404,574,"1,045",134,"16,763",545,371,"1,305",574,"2,059","1,677","1,225","1,203","1,630","1,995","2,543","1,636"
