카테고리,서울특별시 광진구,서울특별시 광진구 화양동,서울특별시 광진구 군자동,서울특별시 광진구 중곡제1동,서울특별시 광진구 중곡제2동,서울특별시 광진구 중곡제3동,서울특별시 광진구 중곡제4동,서울특별시 광진구 능동,서울특별시 광진구 광장동,서울특별시 광진구 자양제1동,서울특별시 광진구 자양제2동,서울특별시 광진구 자양제3동,서울특별시 광진구 자양제4동,서울특별시 광진구 구의제1동,서울특별시 광진구 구의제2동,서울특별시 광진구 구의제3동
2020년07월_계_총인구수,"349,258","22,368","19,980","15,753","22,120","16,876","29,864","11,670","35,754","22,859","26,165","28,836","18,157","22,244","27,147","29,465"
2020년07월_계_연령구간인구수,"349,258","22,368","19,980","15,753","22,120","16,876","29,864","11,670","35,754","22,859","26,165","28,836","18,157","22,244","27,147","29,465"
2020년07월_계_0~9세,"20,486",431,931,804,"1,257",778,"1,586",586,"3,420","1,081","1,729","2,403",752,924,"1,854","1,950"
2020년07월_계_10~19세,"26,555",770,"1,105",782,"1,441","1,026","2,048",557,"5,583","1,532","1,963","2,635",906,"1,214","2,407","2,586"
2020년07월_계_20~29세,"62,624","9,369","4,408","2,753","3,935","2,709","4,530","2,405","4,154","4,322","3,946","4,008","2,728","4,831","3,740","4,786"
2020년07월_계_30~39세,"56,967","4,326","3,685","2,959","3,981","2,750","4,511","2,693","4,010","3,844","4,113","4,414","2,689","4,314","3,965","4,713"
2020년07월_계_40~49세,"53,492","2,197","2,621","2,243","3,056","2,412","4,340","1,633","7,810","3,442","4,170","4,640","2,560","3,250","4,489","4,629"
2020년07월_계_50~59세,"55,005","2,090","2,945","2,576","3,631","3,004","5,414","1,462","5,371","3,671","4,314","4,680","3,230","3,233","4,523","4,861"
2020년07월_계_60~69세,"41,684","1,658","2,335","2,046","2,762","2,355","4,273","1,251","2,968","2,795","3,543","3,500","2,956","2,407","3,418","3,417"
2020년07월_계_70~79세,"22,344","1,042","1,368","1,150","1,479","1,312","2,295",737,"1,481","1,520","1,691","1,600","1,640","1,428","1,920","1,681"
2020년07월_계_80~89세,"8,619",398,508,374,489,456,737,292,803,561,588,821,602,566,712,712
2020년07월_계_90~99세,"1,269",64,64,57,80,60,102,49,144,77,95,121,79,63,95,119
2020년07월_계_100세 이상,213,23,10,9,9,14,28,5,10,14,13,14,15,14,24,11
2020년07월_남_총인구수,"168,766","10,614","9,878","7,722","10,515","8,400","14,632","5,366","17,267","11,016","12,747","13,875","9,090","10,608","13,051","13,985"
2020년07월_남_연령구간인구수,"168,766","10,614","9,878","7,722","10,515","8,400","14,632","5,366","17,267","11,016","12,747","13,875","9,090","10,608","13,051","13,985"
2020년07월_남_0~9세,"10,450",210,488,427,647,409,823,298,"1,782",526,898,"1,211",371,476,934,950
2020년07월_남_10~19세,"13,516",356,572,406,731,517,"1,105",293,"2,847",815,"1,026","1,318",443,606,"1,202","1,279"
2020년07월_남_20~29세,"29,575","3,997","2,150","1,293","1,761","1,378","2,280",996,"2,057","2,042","1,962","1,976","1,340","2,204","1,848","2,291"
2020년07월_남_30~39세,"28,124","2,287","1,860","1,516","1,960","1,447","2,235","1,236","1,729","1,930","2,019","2,083","1,451","2,144","1,979","2,248"
2020년07월_남_40~49세,"26,428","1,215","1,361","1,156","1,505","1,217","2,195",834,"3,620","1,727","2,075","2,200","1,345","1,642","2,172","2,164"
2020년07월_남_50~59세,"26,816","1,112","1,480","1,250","1,731","1,499","2,598",652,"2,738","1,768","2,029","2,239","1,705","1,560","2,156","2,299"
2020년07월_남_60~69세,"19,823",775,"1,124",975,"1,279","1,133","1,981",578,"1,465","1,317","1,712","1,742","1,421","1,091","1,588","1,642"
2020년07월_남_70~79세,"10,261",475,634,522,688,610,"1,086",335,650,648,784,740,756,647,881,805
2020년07월_남_80~89세,"3,368",163,195,166,196,171,296,125,327,212,216,321,231,218,264,267
2020년07월_남_90~99세,354,19,13,8,15,17,25,18,49,27,24,42,22,18,22,35
2020년07월_남_100세 이상,51,5,1,3,2,2,8,1,3,4,2,3,5,2,5,5
2020년07월_여_총인구수,"180,492","11,754","10,102","8,031","11,605","8,476","15,232","6,304","18,487","11,843","13,418","14,961","9,067","11,636","14,096","15,480"
2020년07월_여_연령구간인구수,"180,492","11,754","10,102","8,031","11,605","8,476","15,232","6,304","18,487","11,843","13,418","14,961","9,067","11,636","14,096","15,480"
2020년07월_여_0~9세,"10,036",221,443,377,610,369,763,288,"1,638",555,831,"1,192",381,448,920,"1,000"
2020년07월_여_10~19세,"13,039",414,533,376,710,509,943,264,"2,736",717,937,"1,317",463,608,"1,205","1,307"
2020년07월_여_20~29세,"33,049","5,372","2,258","1,460","2,174","1,331","2,250","1,409","2,097","2,280","1,984","2,032","1,388","2,627","1,892","2,495"
2020년07월_여_30~39세,"28,843","2,039","1,825","1,443","2,021","1,303","2,276","1,457","2,281","1,914","2,094","2,331","1,238","2,170","1,986","2,465"
2020년07월_여_40~49세,"27,064",982,"1,260","1,087","1,551","1,195","2,145",799,"4,190","1,715","2,095","2,440","1,215","1,608","2,317","2,465"
2020년07월_여_50~59세,"28,189",978,"1,465","1,326","1,900","1,505","2,816",810,"2,633","1,903","2,285","2,441","1,525","1,673","2,367","2,562"
2020년07월_여_60~69세,"21,861",883,"1,211","1,071","1,483","1,222","2,292",673,"1,503","1,478","1,831","1,758","1,535","1,316","1,830","1,775"
2020년07월_여_70~79세,"12,083",567,734,628,791,702,"1,209",402,831,872,907,860,884,781,"1,039",876
2020년07월_여_80~89세,"5,251",235,313,208,293,285,441,167,476,349,372,500,371,348,448,445
2020년07월_여_90~99세,915,45,51,49,65,43,77,31,95,50,71,79,57,45,73,84
2020년07월_여_100세 이상,162,18,9,6,7,12,20,4,7,10,11,11,10,12,19,6
