카테고리,전라남도 목포시,전라남도 목포시 용당1동,전라남도 목포시 용당2동,전라남도 목포시 연동,전라남도 목포시 산정동,전라남도 목포시 연산동,전라남도 목포시 원산동,전라남도 목포시 대성동,전라남도 목포시 목원동,전라남도 목포시 동명동,전라남도 목포시 삼학동,전라남도 목포시 만호동,전라남도 목포시 유달동,전라남도 목포시 죽교동,전라남도 목포시 북항동,전라남도 목포시 용해동,전라남도 목포시 이로동,전라남도 목포시 상동,전라남도 목포시 하당동,전라남도 목포시 신흥동,전라남도 목포시 삼향동,전라남도 목포시 옥암동,전라남도 목포시 부흥동,전라남도 목포시 부주동
2020년07월_계_80~89세,"6,916",553,232,317,318,163,362,198,502,323,222,187,357,201,273,464,317,563,246,343,163,207,202,203
2020년07월_계_90~99세,944,73,37,38,47,25,39,19,89,31,17,26,35,27,29,62,46,92,36,56,24,25,28,43
2020년07월_계_100세 이상,79,5,4,4,3,2,7,4,8,2,0,6,9,5,0,3,4,6,2,2,0,2,1,0
2020년07월_남_총인구수,"113,775","5,591","2,711","2,455","4,355","4,908","6,755","2,662","4,132","2,989","3,117","1,639","2,456","1,738","4,840","8,871","5,467","9,316","6,356","8,652","2,555","5,501","4,688","12,021"
2020년07월_남_연령구간인구수,"113,775","5,591","2,711","2,455","4,355","4,908","6,755","2,662","4,132","2,989","3,117","1,639","2,456","1,738","4,840","8,871","5,467","9,316","6,356","8,652","2,555","5,501","4,688","12,021"
2020년07월_남_0~9세,"10,018",292,123,89,321,746,556,290,122,111,239,29,74,66,426,"1,032",565,885,480,725,228,588,438,"1,593"
2020년07월_남_10~19세,"12,922",387,181,145,498,571,823,251,242,186,298,81,113,135,530,"1,283",738,"1,137",687,"1,047",307,795,544,"1,943"
2020년07월_남_20~29세,"14,822",675,320,240,549,649,"1,044",269,417,315,396,114,370,184,624,"1,019",639,"1,124","1,096","1,460",294,788,688,"1,548"
2020년07월_남_30~39세,"14,047",610,274,247,532,883,793,413,394,291,367,153,206,160,565,"1,136",635,"1,153",958,"1,061",318,675,669,"1,554"
2020년07월_남_40~49세,"19,674",839,428,412,693,864,"1,169",444,615,481,526,284,381,288,839,"1,705",951,"1,582","1,150","1,363",444,953,805,"2,458"
2020년07월_남_50~59세,"18,449",937,465,478,717,593,"1,176",406,788,507,435,348,460,326,814,"1,262",795,"1,457","1,051","1,534",401,903,816,"1,780"
2020년07월_남_60~69세,"13,545",954,485,409,568,356,737,333,761,508,461,332,428,288,615,793,640,"1,191",603,982,331,482,468,820
2020년07월_남_70~79세,"7,758",675,360,320,360,196,340,191,587,437,306,217,315,215,322,465,371,620,250,350,172,228,185,276
2020년07월_남_80~89세,"2,329",206,71,101,108,47,108,61,182,142,85,76,103,68,100,157,128,148,73,117,56,83,68,41
2020년07월_남_90~99세,195,13,4,12,9,2,8,3,22,10,4,3,6,6,5,19,5,19,8,13,4,6,6,8
2020년07월_남_100세 이상,16,3,0,2,0,1,1,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0
2020년07월_여_총인구수,"114,423","5,539","2,643","2,419","4,555","5,054","6,889","2,742","3,968","2,715","3,197","1,446","2,114","1,591","4,800","9,140","5,556","9,760","6,001","8,653","2,518","5,947","4,959","12,217"
2020년07월_여_연령구간인구수,"114,423","5,539","2,643","2,419","4,555","5,054","6,889","2,742","3,968","2,715","3,197","1,446","2,114","1,591","4,800","9,140","5,556","9,760","6,001","8,653","2,518","5,947","4,959","12,217"
2020년07월_여_0~9세,"9,472",253,113,93,346,674,503,262,139,115,220,37,76,84,344,986,468,834,438,701,254,575,451,"1,506"
2020년07월_여_10~19세,"12,278",393,171,153,456,564,796,242,222,170,323,67,105,122,517,"1,232",707,"1,082",531,930,247,817,506,"1,925"
2020년07월_여_20~29세,"12,685",510,228,210,497,654,812,278,350,238,347,100,168,132,515,845,535,955,"1,105","1,248",262,753,633,"1,310"
2020년07월_여_30~39세,"13,218",472,216,164,465,905,719,400,285,196,304,92,123,106,501,"1,205",653,"1,077",816,"1,016",311,773,638,"1,781"
2020년07월_여_40~49세,"18,513",646,286,233,671,859,"1,165",406,451,296,455,147,183,192,730,"1,660",927,"1,656","1,037","1,466",402,"1,159",836,"2,650"
2020년07월_여_50~59세,"18,286",907,441,398,788,618,"1,215",398,639,419,513,236,309,222,868,"1,280",879,"1,577",937,"1,662",388,948,939,"1,705"
2020년07월_여_60~69세,"14,849","1,127",579,468,663,430,854,356,777,592,543,346,419,282,725,970,742,"1,290",618,923,320,510,511,804
2020년07월_여_70~79세,"9,723",822,411,456,418,210,534,244,712,486,342,283,439,294,403,609,411,795,316,436,207,267,289,339
2020년07월_여_80~89세,"4,587",347,161,216,210,116,254,137,320,181,137,111,254,133,173,307,189,415,173,226,107,124,134,162
2020년07월_여_90~99세,749,60,33,26,38,23,31,16,67,21,13,23,29,21,24,43,41,73,28,43,20,19,22,35
2020년07월_여_100세 이상,63,2,4,2,3,1,6,3,6,1,0,4,9,3,0,3,4,6,2,2,0,2,0,0
