카테고리,전라남도 목포시,전라남도 목포시 용당1동,전라남도 목포시 용당2동,전라남도 목포시 연동,전라남도 목포시 산정동,전라남도 목포시 연산동,전라남도 목포시 원산동,전라남도 목포시 대성동,전라남도 목포시 목원동,전라남도 목포시 동명동,전라남도 목포시 삼학동,전라남도 목포시 만호동,전라남도 목포시 유달동,전라남도 목포시 죽교동,전라남도 목포시 북항동,전라남도 목포시 용해동,전라남도 목포시 이로동,전라남도 목포시 상동,전라남도 목포시 하당동,전라남도 목포시 신흥동,전라남도 목포시 삼향동,전라남도 목포시 옥암동,전라남도 목포시 부흥동,전라남도 목포시 부주동
2020년07월_계_총인구수,"228,198","11,130","5,354","4,874","8,910","9,962","13,644","5,404","8,100","5,704","6,314","3,085","4,570","3,329","9,640","18,011","11,023","19,076","12,357","17,305","5,073","11,448","9,647","24,238"
2020년07월_계_연령구간인구수,"228,198","11,130","5,354","4,874","8,910","9,962","13,644","5,404","8,100","5,704","6,314","3,085","4,570","3,329","9,640","18,011","11,023","19,076","12,357","17,305","5,073","11,448","9,647","24,238"
2020년07월_계_0~9세,"19,490",545,236,182,667,"1,420","1,059",552,261,226,459,66,150,150,770,"2,018","1,033","1,719",918,"1,426",482,"1,163",889,"3,099"
2020년07월_계_10~19세,"25,200",780,352,298,954,"1,135","1,619",493,464,356,621,148,218,257,"1,047","2,515","1,445","2,219","1,218","1,977",554,"1,612","1,050","3,868"
2020년07월_계_20~29세,"27,507","1,185",548,450,"1,046","1,303","1,856",547,767,553,743,214,538,316,"1,139","1,864","1,174","2,079","2,201","2,708",556,"1,541","1,321","2,858"
2020년07월_계_30~39세,"27,265","1,082",490,411,997,"1,788","1,512",813,679,487,671,245,329,266,"1,066","2,341","1,288","2,230","1,774","2,077",629,"1,448","1,307","3,335"
2020년07월_계_40~49세,"38,187","1,485",714,645,"1,364","1,723","2,334",850,"1,066",777,981,431,564,480,"1,569","3,365","1,878","3,238","2,187","2,829",846,"2,112","1,641","5,108"
2020년07월_계_50~59세,"36,735","1,844",906,876,"1,505","1,211","2,391",804,"1,427",926,948,584,769,548,"1,682","2,542","1,674","3,034","1,988","3,196",789,"1,851","1,755","3,485"
2020년07월_계_60~69세,"28,394","2,081","1,064",877,"1,231",786,"1,591",689,"1,538","1,100","1,004",678,847,570,"1,340","1,763","1,382","2,481","1,221","1,905",651,992,979,"1,624"
2020년07월_계_70~79세,"17,481","1,497",771,776,778,406,874,435,"1,299",923,648,500,754,509,725,"1,074",782,"1,415",566,786,379,495,474,615
