카테고리,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2020년11월_계_총인구수,"539,838","16,756","22,991","21,776","27,255","27,058","13,459","30,076","24,984","37,792","20,590","35,965","37,084","22,088","34,053","6,668","22,266","21,864","44,423","23,970","15,741","17,678","15,301"
2020년11월_계_연령구간인구수,"539,838","16,756","22,991","21,776","27,255","27,058","13,459","30,076","24,984","37,792","20,590","35,965","37,084","22,088","34,053","6,668","22,266","21,864","44,423","23,970","15,741","17,678","15,301"
2020년11월_계_0~9세,"36,885",978,709,"1,136","2,158","2,181",849,"2,421","1,993","1,963",753,"1,050","2,980","1,759","2,959",373,"1,668","1,538","4,530","2,241",766,"1,243",637
2020년11월_계_10~19세,"59,356","1,702",871,"1,330","2,815","2,281","1,290","3,495","5,553","6,476","2,626","1,540","5,582","2,363","4,779",600,"2,518","2,004","4,562","3,379","1,214","1,778",598
2020년11월_계_20~29세,"74,139","2,280","4,646","3,566","3,179","3,788","1,924","3,877","2,491","5,019","3,478","7,571","4,694","2,988","4,036",753,"2,941","3,090","5,418","2,621","2,214","1,950","1,615"
2020년11월_계_30~39세,"82,137","2,418","5,840","4,563","3,395","4,468","1,991","4,984","1,572","3,283","3,366","10,092","5,268","3,262","3,619",689,"2,828","3,368","6,922","3,004","2,275","2,586","2,344"
2020년11월_계_40~49세,"99,315","2,967","3,841","3,845","4,916","4,802","2,179","6,463","6,160","7,342","4,122","6,072","8,670","3,855","6,575",965,"3,676","3,634","7,779","4,541","2,185","3,061","1,665"
2020년11월_계_50~59세,"80,358","2,509","2,810","2,969","4,085","3,999","2,176","4,116","3,828","6,768","3,241","4,244","4,867","3,511","5,484","1,089","3,846","3,667","6,020","3,732","2,516","2,610","2,271"
2020년11월_계_60~69세,"59,298","1,790","2,319","2,234","3,141","3,000","1,689","2,436","1,916","4,128","1,575","3,042","2,589","2,553","3,576","1,201","3,023","2,840","4,997","2,858","2,544","2,483","3,364"
2020년11월_계_70~79세,"34,097","1,402","1,369","1,550","2,434","1,776",986,"1,671","1,044","2,090","1,069","1,674","1,750","1,229","2,127",704,"1,312","1,264","2,719","1,097","1,393","1,472","1,965"
