카테고리,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2020년11월_계_80~89세,"11,724",605,493,472,952,610,297,514,349,592,312,560,564,467,744,236,359,376,"1,215",386,521,420,680
2020년11월_계_90~99세,"2,239",95,72,91,162,124,70,86,64,108,40,96,100,93,139,46,86,75,251,107,107,71,156
2020년11월_계_100세 이상,290,10,21,20,18,29,8,13,14,23,8,24,20,8,15,12,9,8,10,4,6,4,6
2020년11월_남_총인구수,"258,333","7,774","10,807","10,142","12,574","12,652","6,642","14,320","12,558","19,223","9,713","17,449","17,399","10,462","15,814","3,229","10,757","10,671","21,087","11,812","7,727","8,566","6,955"
2020년11월_남_연령구간인구수,"258,333","7,774","10,807","10,142","12,574","12,652","6,642","14,320","12,558","19,223","9,713","17,449","17,399","10,462","15,814","3,229","10,757","10,671","21,087","11,812","7,727","8,566","6,955"
2020년11월_남_0~9세,"19,104",516,350,579,"1,032","1,179",453,"1,306","1,077","1,064",383,539,"1,541",857,"1,526",191,842,787,"2,268","1,226",398,662,328
2020년11월_남_10~19세,"30,999",854,420,701,"1,353","1,209",739,"1,918","3,131","3,862","1,410",770,"2,668","1,084","2,081",301,"1,234","1,036","2,232","1,931",686,"1,086",293
2020년11월_남_20~29세,"35,480","1,054","2,096","1,589","1,490","1,723","1,041","1,820","1,268","2,714","1,675","3,264","2,030","1,405","1,855",384,"1,515","1,558","2,601","1,371","1,146","1,048",833
2020년11월_남_30~39세,"37,679","1,068","2,791","2,043","1,463","1,933",930,"2,094",601,"1,519","1,498","5,027","2,261","1,471","1,475",318,"1,335","1,669","3,177","1,381","1,193","1,252","1,180"
2020년11월_남_40~49세,"46,165","1,294","1,851","1,849","2,246","2,203",997,"2,976","2,725","3,132","1,769","3,092","4,012","1,834","2,943",461,"1,682","1,721","3,832","2,091","1,116","1,470",869
2020년11월_남_50~59세,"40,175","1,241","1,394","1,458","2,002","1,874","1,053","2,095","2,133","3,546","1,634","2,228","2,635","1,706","2,751",541,"1,857","1,804","2,933","1,813","1,200","1,257","1,020"
2020년11월_남_60~69세,"27,119",820,"1,010",957,"1,371","1,379",783,"1,099",915,"2,050",713,"1,439","1,163","1,258","1,704",557,"1,443","1,321","2,240","1,312","1,147","1,050","1,388"
2020년11월_남_70~79세,"16,100",607,656,726,"1,120",841,482,744,529,"1,066",478,805,792,618,"1,081",358,694,597,"1,314",540,655,599,798
2020년11월_남_80~89세,"4,939",292,216,213,453,276,141,247,162,247,144,261,263,195,359,107,141,161,431,130,161,128,211
2020년11월_남_90~99세,518,27,20,21,42,29,21,19,14,20,7,19,32,31,37,10,13,15,56,16,24,14,31
2020년11월_남_100세 이상,55,1,3,6,2,6,2,2,3,3,2,5,2,3,2,1,1,2,3,1,1,0,4
2020년11월_여_총인구수,"281,505","8,982","12,184","11,634","14,681","14,406","6,817","15,756","12,426","18,569","10,877","18,516","19,685","11,626","18,239","3,439","11,509","11,193","23,336","12,158","8,014","9,112","8,346"
2020년11월_여_연령구간인구수,"281,505","8,982","12,184","11,634","14,681","14,406","6,817","15,756","12,426","18,569","10,877","18,516","19,685","11,626","18,239","3,439","11,509","11,193","23,336","12,158","8,014","9,112","8,346"
2020년11월_여_0~9세,"17,781",462,359,557,"1,126","1,002",396,"1,115",916,899,370,511,"1,439",902,"1,433",182,826,751,"2,262","1,015",368,581,309
2020년11월_여_10~19세,"28,357",848,451,629,"1,462","1,072",551,"1,577","2,422","2,614","1,216",770,"2,914","1,279","2,698",299,"1,284",968,"2,330","1,448",528,692,305
2020년11월_여_20~29세,"38,659","1,226","2,550","1,977","1,689","2,065",883,"2,057","1,223","2,305","1,803","4,307","2,664","1,583","2,181",369,"1,426","1,532","2,817","1,250","1,068",902,782
2020년11월_여_30~39세,"44,458","1,350","3,049","2,520","1,932","2,535","1,061","2,890",971,"1,764","1,868","5,065","3,007","1,791","2,144",371,"1,493","1,699","3,745","1,623","1,082","1,334","1,164"
2020년11월_여_40~49세,"53,150","1,673","1,990","1,996","2,670","2,599","1,182","3,487","3,435","4,210","2,353","2,980","4,658","2,021","3,632",504,"1,994","1,913","3,947","2,450","1,069","1,591",796
2020년11월_여_50~59세,"40,183","1,268","1,416","1,511","2,083","2,125","1,123","2,021","1,695","3,222","1,607","2,016","2,232","1,805","2,733",548,"1,989","1,863","3,087","1,919","1,316","1,353","1,251"
2020년11월_여_60~69세,"32,179",970,"1,309","1,277","1,770","1,621",906,"1,337","1,001","2,078",862,"1,603","1,426","1,295","1,872",644,"1,580","1,519","2,757","1,546","1,397","1,433","1,976"
2020년11월_여_70~79세,"17,997",795,713,824,"1,314",935,504,927,515,"1,024",591,869,958,611,"1,046",346,618,667,"1,405",557,738,873,"1,167"
2020년11월_여_80~89세,"6,785",313,277,259,499,334,156,267,187,345,168,299,301,272,385,129,218,215,784,256,360,292,469
2020년11월_여_90~99세,"1,721",68,52,70,120,95,49,67,50,88,33,77,68,62,102,36,73,60,195,91,83,57,125
2020년11월_여_100세 이상,235,9,18,14,16,23,6,11,11,20,6,19,18,5,13,11,8,6,7,3,5,4,2
